production_system,group,age_group,sex,ahle_component,cause,disease,median,mean,sd,lower95,upper95,pct_of_total,exchg_rate_lcuperusdol,mean_usd,median_usd,lower95_usd,upper95_usd,sd_usd
Crop livestock mixed,Juvenile,Juvenile,Overall,Health Cost,Infectious,Pathogen 2,,1077203.4878181298,24837.556073729284,1028521.8779136204,1125885.0977226393,0.0006006738108848984,29.06975,37055.822214436994,,35381.17382893284,38730.47059994115,854.4124415837523
Crop livestock mixed,Juvenile,Juvenile,Overall,Health Cost,Infectious,Pathogen 3,,1077203.4878181298,24837.556073729284,1028521.8779136204,1125885.0977226393,0.0006006738108848984,29.06975,37055.822214436994,,35381.17382893284,38730.47059994115,854.4124415837523
Crop livestock mixed,Juvenile,Juvenile,Overall,Health Cost,Infectious,Pathogen 4,,1077203.4878181298,24837.556073729284,1028521.8779136204,1125885.0977226393,0.0006006738108848984,29.06975,37055.822214436994,,35381.17382893284,38730.47059994115,854.4124415837523
Crop livestock mixed,Juvenile,Juvenile,Overall,Health Cost,Infectious,Pathogen 5,,1077203.4878181298,24837.556073729284,1028521.8779136204,1125885.0977226393,0.0006006738108848984,29.06975,37055.822214436994,,35381.17382893284,38730.47059994115,854.4124415837523
Crop livestock mixed,Neonate,Neonatal,Overall,Health Cost,Infectious,Pathogen 1,,1389249.4948485154,39657.05213190163,1311521.6726699881,1466977.3170270426,0.0007746779487604748,29.06975,47790.21129691571,,45116.37260967116,50464.04998416026,1364.2034118594634
Crop livestock mixed,Neonate,Neonatal,Overall,Health Cost,Infectious,Pathogen 2,,1389249.4948485154,39657.05213190163,1311521.6726699881,1466977.3170270426,0.0007746779487604748,29.06975,47790.21129691571,,45116.37260967116,50464.04998416026,1364.2034118594634
Crop livestock mixed,Neonate,Neonatal,Overall,Health Cost,Infectious,Pathogen 3,,1389249.4948485154,39657.05213190163,1311521.6726699881,1466977.3170270426,0.0007746779487604748,29.06975,47790.21129691571,,45116.37260967116,50464.04998416026,1364.2034118594634
Crop livestock mixed,Neonate,Neonatal,Overall,Health Cost,Infectious,Pathogen 4,,1389249.4948485154,39657.05213190163,1311521.6726699881,1466977.3170270426,0.0007746779487604748,29.06975,47790.21129691571,,45116.37260967116,50464.04998416026,1364.2034118594634
Crop livestock mixed,Neonate,Neonatal,Overall,Health Cost,Infectious,Pathogen 5,,1389249.4948485154,39657.05213190163,1311521.6726699881,1466977.3170270426,0.0007746779487604748,29.06975,47790.21129691571,,45116.37260967116,50464.04998416026,1364.2034118594634
Pastoral,Adult female,Adult,Female,Health Cost,Infectious,Pathogen 1,,4274820.691277973,106362.14553020045,4066350.8860387807,4483290.4965171665,0.0023837398082330453,29.06975,147053.9200123143,,139882.5544092667,154225.2856153619,3658.8600015548964
Pastoral,Adult female,Adult,Female,Health Cost,Infectious,Pathogen 2,,4274820.691277973,106362.14553020045,4066350.8860387807,4483290.4965171665,0.0023837398082330453,29.06975,147053.9200123143,,139882.5544092667,154225.2856153619,3658.8600015548964
Pastoral,Adult female,Adult,Female,Health Cost,Infectious,Pathogen 3,,4274820.691277973,106362.14553020045,4066350.8860387807,4483290.4965171665,0.0023837398082330453,29.06975,147053.9200123143,,139882.5544092667,154225.2856153619,3658.8600015548964
Pastoral,Adult female,Adult,Female,Health Cost,Infectious,Pathogen 4,,4274820.691277973,106362.14553020045,4066350.8860387807,4483290.4965171665,0.0023837398082330453,29.06975,147053.9200123143,,139882.5544092667,154225.2856153619,3658.8600015548964
Pastoral,Adult female,Adult,Female,Health Cost,Infectious,Pathogen 5,,4274820.691277973,106362.14553020045,4066350.8860387807,4483290.4965171665,0.0023837398082330453,29.06975,147053.9200123143,,139882.5544092667,154225.2856153619,3658.8600015548964
Pastoral,Adult male,Adult,Male,Health Cost,Infectious,Pathogen 1,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Adult male,Adult,Male,Health Cost,Infectious,Pathogen 2,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Adult male,Adult,Male,Health Cost,Infectious,Pathogen 3,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Adult male,Adult,Male,Health Cost,Infectious,Pathogen 4,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Adult male,Adult,Male,Health Cost,Infectious,Pathogen 5,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Juvenile,Juvenile,Overall,Health Cost,Infectious,Pathogen 1,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Juvenile,Juvenile,Overall,Health Cost,Infectious,Pathogen 2,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Juvenile,Juvenile,Overall,Health Cost,Infectious,Pathogen 3,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Juvenile,Juvenile,Overall,Health Cost,Infectious,Pathogen 4,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Juvenile,Juvenile,Overall,Health Cost,Infectious,Pathogen 5,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Neonate,Neonatal,Overall,Health Cost,Infectious,Pathogen 1,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
Pastoral,Neonate,Neonatal,Overall,Health Cost,Infectious,Pathogen 2,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
Pastoral,Neonate,Neonatal,Overall,Health Cost,Infectious,Pathogen 3,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
Pastoral,Neonate,Neonatal,Overall,Health Cost,Infectious,Pathogen 4,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
Pastoral,Neonate,Neonatal,Overall,Health Cost,Infectious,Pathogen 5,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
Crop livestock mixed,Adult female,Adult,Female,Mortality,Non-infectious,Non-inf 1,379351269.98481596,385303980.08877003,115006141.625655,159891942.50248626,610716017.6750538,0.21485449377612503,29.06975,13254464.86773261,13049691.51729258,5500286.122257201,21008643.613208022,3956213.6456507193
Crop livestock mixed,Adult female,Adult,Female,Mortality,Non-infectious,Non-inf 2,379351269.98481596,385303980.08877003,115006141.625655,159891942.50248626,610716017.6750538,0.21485449377612503,29.06975,13254464.86773261,13049691.51729258,5500286.122257201,21008643.613208022,3956213.6456507193
Crop livestock mixed,Adult female,Adult,Female,Mortality,Non-infectious,Non-inf 3,379351269.98481596,385303980.08877003,115006141.625655,159891942.50248626,610716017.6750538,0.21485449377612503,29.06975,13254464.86773261,13049691.51729258,5500286.122257201,21008643.613208022,3956213.6456507193
Crop livestock mixed,Adult female,Adult,Female,Mortality,Non-infectious,Non-inf 4,379351269.98481596,385303980.08877003,115006141.625655,159891942.50248626,610716017.6750538,0.21485449377612503,29.06975,13254464.86773261,13049691.51729258,5500286.122257201,21008643.613208022,3956213.6456507193
Crop livestock mixed,Adult female,Adult,Female,Mortality,Non-infectious,Non-inf 5,379351269.98481596,385303980.08877003,115006141.625655,159891942.50248626,610716017.6750538,0.21485449377612503,29.06975,13254464.86773261,13049691.51729258,5500286.122257201,21008643.613208022,3956213.6456507193
Crop livestock mixed,Adult male,Adult,Male,Mortality,Non-infectious,Non-inf 1,167151536.67861322,170241320.6189554,96020558.6897756,-17958974.413004786,358441615.6509156,0.09493053446511938,29.06975,5856304.943075032,5750016.311754081,-617789.090480819,12330398.976630883,3303109.2007938013
Crop livestock mixed,Adult male,Adult,Male,Mortality,Non-infectious,Non-inf 2,167151536.67861322,170241320.6189554,96020558.6897756,-17958974.413004786,358441615.6509156,0.09493053446511938,29.06975,5856304.943075032,5750016.311754081,-617789.090480819,12330398.976630883,3303109.2007938013
Crop livestock mixed,Adult male,Adult,Male,Mortality,Non-infectious,Non-inf 3,167151536.67861322,170241320.6189554,96020558.6897756,-17958974.413004786,358441615.6509156,0.09493053446511938,29.06975,5856304.943075032,5750016.311754081,-617789.090480819,12330398.976630883,3303109.2007938013
Crop livestock mixed,Adult male,Adult,Male,Mortality,Non-infectious,Non-inf 4,167151536.67861322,170241320.6189554,96020558.6897756,-17958974.413004786,358441615.6509156,0.09493053446511938,29.06975,5856304.943075032,5750016.311754081,-617789.090480819,12330398.976630883,3303109.2007938013
Crop livestock mixed,Adult male,Adult,Male,Mortality,Non-infectious,Non-inf 5,167151536.67861322,170241320.6189554,96020558.6897756,-17958974.413004786,358441615.6509156,0.09493053446511938,29.06975,5856304.943075032,5750016.311754081,-617789.090480819,12330398.976630883,3303109.2007938013
Crop livestock mixed,Juvenile,Juvenile,Overall,Mortality,Non-infectious,Non-inf 1,303628669.53003997,311426143.68678397,102836577.91284099,109866450.97761562,512985836.39595234,0.17365848760518662,29.06975,10713065.770664832,10444832.498732874,3779408.1812748862,17646723.360054776,3537580.402749972
Crop livestock mixed,Juvenile,Juvenile,Overall,Mortality,Non-infectious,Non-inf 2,303628669.53003997,311426143.68678397,102836577.91284099,109866450.97761562,512985836.39595234,0.17365848760518662,29.06975,10713065.770664832,10444832.498732874,3779408.1812748862,17646723.360054776,3537580.402749972
Crop livestock mixed,Juvenile,Juvenile,Overall,Mortality,Non-infectious,Non-inf 3,303628669.53003997,311426143.68678397,102836577.91284099,109866450.97761562,512985836.39595234,0.17365848760518662,29.06975,10713065.770664832,10444832.498732874,3779408.1812748862,17646723.360054776,3537580.402749972
Crop livestock mixed,Juvenile,Juvenile,Overall,Mortality,Non-infectious,Non-inf 4,303628669.53003997,311426143.68678397,102836577.91284099,109866450.97761562,512985836.39595234,0.17365848760518662,29.06975,10713065.770664832,10444832.498732874,3779408.1812748862,17646723.360054776,3537580.402749972
Crop livestock mixed,Juvenile,Juvenile,Overall,Mortality,Non-infectious,Non-inf 5,303628669.53003997,311426143.68678397,102836577.91284099,109866450.97761562,512985836.39595234,0.17365848760518662,29.06975,10713065.770664832,10444832.498732874,3779408.1812748862,17646723.360054776,3537580.402749972
Crop livestock mixed,Neonate,Neonatal,Overall,Mortality,Non-infectious,Non-inf 1,498630396.831874,505007563.944814,115129798.6977094,279353158.4973036,730661969.3923244,0.28160400647685785,29.06975,17372270.623063978,17152895.942754034,9609754.418159895,25134786.827968057,3960467.4514816743
Crop livestock mixed,Neonate,Neonatal,Overall,Mortality,Non-infectious,Non-inf 2,498630396.831874,505007563.944814,115129798.6977094,279353158.4973036,730661969.3923244,0.28160400647685785,29.06975,17372270.623063978,17152895.942754034,9609754.418159895,25134786.827968057,3960467.4514816743
Crop livestock mixed,Neonate,Neonatal,Overall,Mortality,Non-infectious,Non-inf 3,498630396.831874,505007563.944814,115129798.6977094,279353158.4973036,730661969.3923244,0.28160400647685785,29.06975,17372270.623063978,17152895.942754034,9609754.418159895,25134786.827968057,3960467.4514816743
Crop livestock mixed,Neonate,Neonatal,Overall,Mortality,Non-infectious,Non-inf 4,498630396.831874,505007563.944814,115129798.6977094,279353158.4973036,730661969.3923244,0.28160400647685785,29.06975,17372270.623063978,17152895.942754034,9609754.418159895,25134786.827968057,3960467.4514816743
Crop livestock mixed,Neonate,Neonatal,Overall,Mortality,Non-infectious,Non-inf 5,498630396.831874,505007563.944814,115129798.6977094,279353158.4973036,730661969.3923244,0.28160400647685785,29.06975,17372270.623063978,17152895.942754034,9609754.418159895,25134786.827968057,3960467.4514816743
Pastoral,Adult female,Adult,Female,Mortality,Non-infectious,Non-inf 1,308145916.91061,313897637.905282,104575348.8431372,108929954.1727331,518865321.637831,0.17503665047561345,29.06975,10798085.222792836,10600225.901860526,3747192.671857622,17848977.77372805,3597394.158640415
Pastoral,Adult female,Adult,Female,Mortality,Non-infectious,Non-inf 2,308145916.91061,313897637.905282,104575348.8431372,108929954.1727331,518865321.637831,0.17503665047561345,29.06975,10798085.222792836,10600225.901860526,3747192.671857622,17848977.77372805,3597394.158640415
Pastoral,Adult female,Adult,Female,Mortality,Non-infectious,Non-inf 3,308145916.91061,313897637.905282,104575348.8431372,108929954.1727331,518865321.637831,0.17503665047561345,29.06975,10798085.222792836,10600225.901860526,3747192.671857622,17848977.77372805,3597394.158640415
Pastoral,Adult female,Adult,Female,Mortality,Non-infectious,Non-inf 4,308145916.91061,313897637.905282,104575348.8431372,108929954.1727331,518865321.637831,0.17503665047561345,29.06975,10798085.222792836,10600225.901860526,3747192.671857622,17848977.77372805,3597394.158640415
Pastoral,Adult female,Adult,Female,Mortality,Non-infectious,Non-inf 5,308145916.91061,313897637.905282,104575348.8431372,108929954.1727331,518865321.637831,0.17503665047561345,29.06975,10798085.222792836,10600225.901860526,3747192.671857622,17848977.77372805,3597394.158640415
Pastoral,Adult male,Adult,Male,Mortality,Non-infectious,Non-inf 1,135560598.73846382,137954073.2463706,90152432.109684,-38744693.68861005,314652840.1813513,0.07692641162148045,29.06975,4745622.967048929,4663287.394575592,-1332818.2625791433,10824064.196677003,3101245.525320445
Pastoral,Adult male,Adult,Male,Mortality,Non-infectious,Non-inf 2,135560598.73846382,137954073.2463706,90152432.109684,-38744693.68861005,314652840.1813513,0.07692641162148045,29.06975,4745622.967048929,4663287.394575592,-1332818.2625791433,10824064.196677003,3101245.525320445
Pastoral,Adult male,Adult,Male,Mortality,Non-infectious,Non-inf 3,135560598.73846382,137954073.2463706,90152432.109684,-38744693.68861005,314652840.1813513,0.07692641162148045,29.06975,4745622.967048929,4663287.394575592,-1332818.2625791433,10824064.196677003,3101245.525320445
Pastoral,Adult male,Adult,Male,Mortality,Non-infectious,Non-inf 4,135560598.73846382,137954073.2463706,90152432.109684,-38744693.68861005,314652840.1813513,0.07692641162148045,29.06975,4745622.967048929,4663287.394575592,-1332818.2625791433,10824064.196677003,3101245.525320445
Pastoral,Adult male,Adult,Male,Mortality,Non-infectious,Non-inf 5,135560598.73846382,137954073.2463706,90152432.109684,-38744693.68861005,314652840.1813513,0.07692641162148045,29.06975,4745622.967048929,4663287.394575592,-1332818.2625791433,10824064.196677003,3101245.525320445
Pastoral,Juvenile,Juvenile,Overall,Mortality,Non-infectious,Non-inf 1,174787688.1557142,175527136.5309554,83328830.65838501,12202628.440520793,338851644.62139,0.09787802880894864,29.06975,6038137.119547138,6012700.080176617,419770.6702163174,11656503.568877958,2866513.494556541
Pastoral,Juvenile,Juvenile,Overall,Mortality,Non-infectious,Non-inf 2,174787688.1557142,175527136.5309554,83328830.65838501,12202628.440520793,338851644.62139,0.09787802880894864,29.06975,6038137.119547138,6012700.080176617,419770.6702163174,11656503.568877958,2866513.494556541
Pastoral,Juvenile,Juvenile,Overall,Mortality,Non-infectious,Non-inf 3,174787688.1557142,175527136.5309554,83328830.65838501,12202628.440520793,338851644.62139,0.09787802880894864,29.06975,6038137.119547138,6012700.080176617,419770.6702163174,11656503.568877958,2866513.494556541
Pastoral,Juvenile,Juvenile,Overall,Mortality,Non-infectious,Non-inf 4,174787688.1557142,175527136.5309554,83328830.65838501,12202628.440520793,338851644.62139,0.09787802880894864,29.06975,6038137.119547138,6012700.080176617,419770.6702163174,11656503.568877958,2866513.494556541
Pastoral,Juvenile,Juvenile,Overall,Mortality,Non-infectious,Non-inf 5,174787688.1557142,175527136.5309554,83328830.65838501,12202628.440520793,338851644.62139,0.09787802880894864,29.06975,6038137.119547138,6012700.080176617,419770.6702163174,11656503.568877958,2866513.494556541
Pastoral,Neonate,Neonatal,Overall,Mortality,Non-infectious,Non-inf 1,315146052.678786,318639430.02989,88256771.5651106,145656157.76227325,491622702.29750675,0.17768078445598276,29.06975,10961202.969749998,10841030.716768669,5010574.8333671,16911831.106132895,3036034.7634606627
Pastoral,Neonate,Neonatal,Overall,Mortality,Non-infectious,Non-inf 2,315146052.678786,318639430.02989,88256771.5651106,145656157.76227325,491622702.29750675,0.17768078445598276,29.06975,10961202.969749998,10841030.716768669,5010574.8333671,16911831.106132895,3036034.7634606627
Pastoral,Neonate,Neonatal,Overall,Mortality,Non-infectious,Non-inf 3,315146052.678786,318639430.02989,88256771.5651106,145656157.76227325,491622702.29750675,0.17768078445598276,29.06975,10961202.969749998,10841030.716768669,5010574.8333671,16911831.106132895,3036034.7634606627
Pastoral,Neonate,Neonatal,Overall,Mortality,Non-infectious,Non-inf 4,315146052.678786,318639430.02989,88256771.5651106,145656157.76227325,491622702.29750675,0.17768078445598276,29.06975,10961202.969749998,10841030.716768669,5010574.8333671,16911831.106132895,3036034.7634606627
Pastoral,Neonate,Neonatal,Overall,Mortality,Non-infectious,Non-inf 5,315146052.678786,318639430.02989,88256771.5651106,145656157.76227325,491622702.29750675,0.17768078445598276,29.06975,10961202.969749998,10841030.716768669,5010574.8333671,16911831.106132895,3036034.7634606627
Crop livestock mixed,Adult female,Adult,Female,Production loss,Non-infectious,Non-inf 1,2455450760.1985598,2465667629.18848,396755842.943528,1688026177.019165,3243309081.357795,1.374913828212774,29.06975,84819017.33549412,84467556.83136456,58068135.330340475,111569899.34064774,13648409.186302874
Crop livestock mixed,Adult female,Adult,Female,Production loss,Non-infectious,Non-inf 2,2455450760.1985598,2465667629.18848,396755842.943528,1688026177.019165,3243309081.357795,1.374913828212774,29.06975,84819017.33549412,84467556.83136456,58068135.330340475,111569899.34064774,13648409.186302874
Crop livestock mixed,Adult female,Adult,Female,Production loss,Non-infectious,Non-inf 3,2455450760.1985598,2465667629.18848,396755842.943528,1688026177.019165,3243309081.357795,1.374913828212774,29.06975,84819017.33549412,84467556.83136456,58068135.330340475,111569899.34064774,13648409.186302874
Crop livestock mixed,Adult female,Adult,Female,Production loss,Non-infectious,Non-inf 4,2455450760.1985598,2465667629.18848,396755842.943528,1688026177.019165,3243309081.357795,1.374913828212774,29.06975,84819017.33549412,84467556.83136456,58068135.330340475,111569899.34064774,13648409.186302874
Crop livestock mixed,Adult female,Adult,Female,Production loss,Non-infectious,Non-inf 5,2455450760.1985598,2465667629.18848,396755842.943528,1688026177.019165,3243309081.357795,1.374913828212774,29.06975,84819017.33549412,84467556.83136456,58068135.330340475,111569899.34064774,13648409.186302874
Crop livestock mixed,Adult male,Adult,Male,Production loss,Non-infectious,Non-inf 1,374897549.303694,369379852.960588,161710214.702438,52427832.1438095,686331873.7773664,0.20597482875900278,29.06975,12706674.565848967,12896483.433937134,1803518.5078581516,23609830.62383978,5562834.723464701
Crop livestock mixed,Adult male,Adult,Male,Production loss,Non-infectious,Non-inf 2,374897549.303694,369379852.960588,161710214.702438,52427832.1438095,686331873.7773664,0.20597482875900278,29.06975,12706674.565848967,12896483.433937134,1803518.5078581516,23609830.62383978,5562834.723464701
Crop livestock mixed,Adult male,Adult,Male,Production loss,Non-infectious,Non-inf 3,374897549.303694,369379852.960588,161710214.702438,52427832.1438095,686331873.7773664,0.20597482875900278,29.06975,12706674.565848967,12896483.433937134,1803518.5078581516,23609830.62383978,5562834.723464701
Crop livestock mixed,Adult male,Adult,Male,Production loss,Non-infectious,Non-inf 4,374897549.303694,369379852.960588,161710214.702438,52427832.1438095,686331873.7773664,0.20597482875900278,29.06975,12706674.565848967,12896483.433937134,1803518.5078581516,23609830.62383978,5562834.723464701
Crop livestock mixed,Adult male,Adult,Male,Production loss,Non-infectious,Non-inf 5,374897549.303694,369379852.960588,161710214.702438,52427832.1438095,686331873.7773664,0.20597482875900278,29.06975,12706674.565848967,12896483.433937134,1803518.5078581516,23609830.62383978,5562834.723464701
Crop livestock mixed,Juvenile,Juvenile,Overall,Production loss,Non-infectious,Non-inf 1,56281226.849610195,53072542.301583804,147227056.9612888,-235492489.34254226,341637573.9457099,0.029594488504872608,29.06975,1825696.5505924132,1936075.36527181,-8100946.49395135,11752339.595136177,5064613.798236614
Crop livestock mixed,Juvenile,Juvenile,Overall,Production loss,Non-infectious,Non-inf 2,56281226.849610195,53072542.301583804,147227056.9612888,-235492489.34254226,341637573.9457099,0.029594488504872608,29.06975,1825696.5505924132,1936075.36527181,-8100946.49395135,11752339.595136177,5064613.798236614
Crop livestock mixed,Juvenile,Juvenile,Overall,Production loss,Non-infectious,Non-inf 3,56281226.849610195,53072542.301583804,147227056.9612888,-235492489.34254226,341637573.9457099,0.029594488504872608,29.06975,1825696.5505924132,1936075.36527181,-8100946.49395135,11752339.595136177,5064613.798236614
Crop livestock mixed,Juvenile,Juvenile,Overall,Production loss,Non-infectious,Non-inf 4,56281226.849610195,53072542.301583804,147227056.9612888,-235492489.34254226,341637573.9457099,0.029594488504872608,29.06975,1825696.5505924132,1936075.36527181,-8100946.49395135,11752339.595136177,5064613.798236614
Crop livestock mixed,Juvenile,Juvenile,Overall,Production loss,Non-infectious,Non-inf 5,56281226.849610195,53072542.301583804,147227056.9612888,-235492489.34254226,341637573.9457099,0.029594488504872608,29.06975,1825696.5505924132,1936075.36527181,-8100946.49395135,11752339.595136177,5064613.798236614
Crop livestock mixed,Neonate,Neonatal,Overall,Production loss,Non-infectious,Non-inf 1,27939921.6532714,31026047.886699,128770486.28730221,-221364105.23641333,283416201.00981134,0.017300848569056386,29.06975,1067296.6876804582,961133.8815528651,-7614929.789090492,9749523.16445141,4429707.386107628
Crop livestock mixed,Neonate,Neonatal,Overall,Production loss,Non-infectious,Non-inf 2,27939921.6532714,31026047.886699,128770486.28730221,-221364105.23641333,283416201.00981134,0.017300848569056386,29.06975,1067296.6876804582,961133.8815528651,-7614929.789090492,9749523.16445141,4429707.386107628
Crop livestock mixed,Neonate,Neonatal,Overall,Production loss,Non-infectious,Non-inf 3,27939921.6532714,31026047.886699,128770486.28730221,-221364105.23641333,283416201.00981134,0.017300848569056386,29.06975,1067296.6876804582,961133.8815528651,-7614929.789090492,9749523.16445141,4429707.386107628
Crop livestock mixed,Neonate,Neonatal,Overall,Production loss,Non-infectious,Non-inf 4,27939921.6532714,31026047.886699,128770486.28730221,-221364105.23641333,283416201.00981134,0.017300848569056386,29.06975,1067296.6876804582,961133.8815528651,-7614929.789090492,9749523.16445141,4429707.386107628
Crop livestock mixed,Neonate,Neonatal,Overall,Production loss,Non-infectious,Non-inf 5,27939921.6532714,31026047.886699,128770486.28730221,-221364105.23641333,283416201.00981134,0.017300848569056386,29.06975,1067296.6876804582,961133.8815528651,-7614929.789090492,9749523.16445141,4429707.386107628
Pastoral,Adult female,Adult,Female,Production loss,Non-infectious,Non-inf 1,2346564072.05116,2351799246.85516,353080884.160528,1659760713.9005253,3043837779.8097954,1.311418160097186,29.06975,80901942.63298309,80721852.51167141,57095802.81565976,104708082.45030643,12145989.702715985
Pastoral,Adult female,Adult,Female,Production loss,Non-infectious,Non-inf 2,2346564072.05116,2351799246.85516,353080884.160528,1659760713.9005253,3043837779.8097954,1.311418160097186,29.06975,80901942.63298309,80721852.51167141,57095802.81565976,104708082.45030643,12145989.702715985
Pastoral,Adult female,Adult,Female,Production loss,Non-infectious,Non-inf 3,2346564072.05116,2351799246.85516,353080884.160528,1659760713.9005253,3043837779.8097954,1.311418160097186,29.06975,80901942.63298309,80721852.51167141,57095802.81565976,104708082.45030643,12145989.702715985
Pastoral,Adult female,Adult,Female,Production loss,Non-infectious,Non-inf 4,2346564072.05116,2351799246.85516,353080884.160528,1659760713.9005253,3043837779.8097954,1.311418160097186,29.06975,80901942.63298309,80721852.51167141,57095802.81565976,104708082.45030643,12145989.702715985
Pastoral,Adult female,Adult,Female,Production loss,Non-infectious,Non-inf 5,2346564072.05116,2351799246.85516,353080884.160528,1659760713.9005253,3043837779.8097954,1.311418160097186,29.06975,80901942.63298309,80721852.51167141,57095802.81565976,104708082.45030643,12145989.702715985
Pastoral,Adult male,Adult,Male,Production loss,Non-infectious,Non-inf 1,1085733928.6939158,1096995149.703082,186377360.8935894,731695522.3516469,1462294777.0545173,0.6117101035655501,29.06975,37736655.7917795,37349269.55663244,25170341.071101297,50302970.512457706,6411385.061570513
Pastoral,Adult male,Adult,Male,Production loss,Non-infectious,Non-inf 2,1085733928.6939158,1096995149.703082,186377360.8935894,731695522.3516469,1462294777.0545173,0.6117101035655501,29.06975,37736655.7917795,37349269.55663244,25170341.071101297,50302970.512457706,6411385.061570513
Pastoral,Adult male,Adult,Male,Production loss,Non-infectious,Non-inf 3,1085733928.6939158,1096995149.703082,186377360.8935894,731695522.3516469,1462294777.0545173,0.6117101035655501,29.06975,37736655.7917795,37349269.55663244,25170341.071101297,50302970.512457706,6411385.061570513
Pastoral,Adult male,Adult,Male,Production loss,Non-infectious,Non-inf 4,1085733928.6939158,1096995149.703082,186377360.8935894,731695522.3516469,1462294777.0545173,0.6117101035655501,29.06975,37736655.7917795,37349269.55663244,25170341.071101297,50302970.512457706,6411385.061570513
Pastoral,Adult male,Adult,Male,Production loss,Non-infectious,Non-inf 5,1085733928.6939158,1096995149.703082,186377360.8935894,731695522.3516469,1462294777.0545173,0.6117101035655501,29.06975,37736655.7917795,37349269.55663244,25170341.071101297,50302970.512457706,6411385.061570513
Pastoral,Juvenile,Juvenile,Overall,Production loss,Non-infectious,Non-inf 1,937631784.842828,942265479.987602,164372166.0806792,620096034.4694707,1264434925.5057333,0.525429227745873,29.06975,32413951.959944684,32254552.751324937,21331316.384539627,43496587.53534975,5654405.9058189085
Pastoral,Juvenile,Juvenile,Overall,Production loss,Non-infectious,Non-inf 2,937631784.842828,942265479.987602,164372166.0806792,620096034.4694707,1264434925.5057333,0.525429227745873,29.06975,32413951.959944684,32254552.751324937,21331316.384539627,43496587.53534975,5654405.9058189085
Pastoral,Juvenile,Juvenile,Overall,Production loss,Non-infectious,Non-inf 3,937631784.842828,942265479.987602,164372166.0806792,620096034.4694707,1264434925.5057333,0.525429227745873,29.06975,32413951.959944684,32254552.751324937,21331316.384539627,43496587.53534975,5654405.9058189085
Pastoral,Juvenile,Juvenile,Overall,Production loss,Non-infectious,Non-inf 4,937631784.842828,942265479.987602,164372166.0806792,620096034.4694707,1264434925.5057333,0.525429227745873,29.06975,32413951.959944684,32254552.751324937,21331316.384539627,43496587.53534975,5654405.9058189085
Pastoral,Juvenile,Juvenile,Overall,Production loss,Non-infectious,Non-inf 5,937631784.842828,942265479.987602,164372166.0806792,620096034.4694707,1264434925.5057333,0.525429227745873,29.06975,32413951.959944684,32254552.751324937,21331316.384539627,43496587.53534975,5654405.9058189085
