production_system,group,age_group,sex,ahle_component,cause,disease,median,mean,sd,lower95,upper95,pct_of_total,exchg_rate_lcuperusdol,mean_usd,median_usd,lower95_usd,upper95_usd,sd_usd
Pastoral,Adult male,Adult,Male,Health Cost,External,Cause 1,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Adult male,Adult,Male,Health Cost,External,Cause 2,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Adult male,Adult,Male,Health Cost,External,Cause 3,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Adult male,Adult,Male,Health Cost,External,Cause 4,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Adult male,Adult,Male,Health Cost,External,Cause 5,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Juvenile,Juvenile,Overall,Health Cost,External,Cause 1,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Juvenile,Juvenile,Overall,Health Cost,External,Cause 2,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Juvenile,Juvenile,Overall,Health Cost,External,Cause 3,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Juvenile,Juvenile,Overall,Health Cost,External,Cause 4,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Juvenile,Juvenile,Overall,Health Cost,External,Cause 5,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Neonate,Neonatal,Overall,Health Cost,External,Cause 1,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
Pastoral,Neonate,Neonatal,Overall,Health Cost,External,Cause 2,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
Pastoral,Neonate,Neonatal,Overall,Health Cost,External,Cause 3,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
Pastoral,Neonate,Neonatal,Overall,Health Cost,External,Cause 4,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
Pastoral,Neonate,Neonatal,Overall,Health Cost,External,Cause 5,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
Crop livestock mixed,Adult female,Adult,Female,Mortality,Infectious,Pathogen 1,588749406.323876,591190948.1302359,168238530.4534462,261443428.44148135,920938467.8189905,0.3296618733507116,29.06975,20336980.817868605,20252991.729336374,8993659.33458256,31680302.301154654,5787408.920043902
Crop livestock mixed,Adult female,Adult,Female,Mortality,Infectious,Pathogen 2,588749406.323876,591190948.1302359,168238530.4534462,261443428.44148135,920938467.8189905,0.3296618733507116,29.06975,20336980.817868605,20252991.729336374,8993659.33458256,31680302.301154654,5787408.920043902
Crop livestock mixed,Adult female,Adult,Female,Mortality,Infectious,Pathogen 3,588749406.323876,591190948.1302359,168238530.4534462,261443428.44148135,920938467.8189905,0.3296618733507116,29.06975,20336980.817868605,20252991.729336374,8993659.33458256,31680302.301154654,5787408.920043902
Crop livestock mixed,Adult female,Adult,Female,Mortality,Infectious,Pathogen 4,588749406.323876,591190948.1302359,168238530.4534462,261443428.44148135,920938467.8189905,0.3296618733507116,29.06975,20336980.817868605,20252991.729336374,8993659.33458256,31680302.301154654,5787408.920043902
Crop livestock mixed,Adult female,Adult,Female,Mortality,Infectious,Pathogen 5,588749406.323876,591190948.1302359,168238530.4534462,261443428.44148135,920938467.8189905,0.3296618733507116,29.06975,20336980.817868605,20252991.729336374,8993659.33458256,31680302.301154654,5787408.920043902
Crop livestock mixed,Adult male,Adult,Male,Mortality,Infectious,Pathogen 1,284413942.248546,287227212.12077,158912990.4503898,-24242249.16199404,598696673.4035339,0.16016459846772904,29.06975,9880622.025327703,9783845.483657273,-833933.871532918,20595177.922188323,5466610.1514595
Crop livestock mixed,Adult male,Adult,Male,Mortality,Infectious,Pathogen 2,284413942.248546,287227212.12077,158912990.4503898,-24242249.16199404,598696673.4035339,0.16016459846772904,29.06975,9880622.025327703,9783845.483657273,-833933.871532918,20595177.922188323,5466610.1514595
Crop livestock mixed,Adult male,Adult,Male,Mortality,Infectious,Pathogen 3,284413942.248546,287227212.12077,158912990.4503898,-24242249.16199404,598696673.4035339,0.16016459846772904,29.06975,9880622.025327703,9783845.483657273,-833933.871532918,20595177.922188323,5466610.1514595
Crop livestock mixed,Adult male,Adult,Male,Mortality,Infectious,Pathogen 4,284413942.248546,287227212.12077,158912990.4503898,-24242249.16199404,598696673.4035339,0.16016459846772904,29.06975,9880622.025327703,9783845.483657273,-833933.871532918,20595177.922188323,5466610.1514595
Crop livestock mixed,Adult male,Adult,Male,Mortality,Infectious,Pathogen 5,284413942.248546,287227212.12077,158912990.4503898,-24242249.16199404,598696673.4035339,0.16016459846772904,29.06975,9880622.025327703,9783845.483657273,-833933.871532918,20595177.922188323,5466610.1514595
Crop livestock mixed,Juvenile,Juvenile,Overall,Mortality,Infectious,Pathogen 1,533333067.808226,541915926.33671,169458083.5954968,209778082.48953623,874053770.1838837,0.3021849709298843,29.06975,18641919.051134255,18346668.5406041,7216370.367462267,30067467.73480624,5829361.573302034
Crop livestock mixed,Juvenile,Juvenile,Overall,Mortality,Infectious,Pathogen 2,533333067.808226,541915926.33671,169458083.5954968,209778082.48953623,874053770.1838837,0.3021849709298843,29.06975,18641919.051134255,18346668.5406041,7216370.367462267,30067467.73480624,5829361.573302034
Crop livestock mixed,Juvenile,Juvenile,Overall,Mortality,Infectious,Pathogen 3,533333067.808226,541915926.33671,169458083.5954968,209778082.48953623,874053770.1838837,0.3021849709298843,29.06975,18641919.051134255,18346668.5406041,7216370.367462267,30067467.73480624,5829361.573302034
Crop livestock mixed,Juvenile,Juvenile,Overall,Mortality,Infectious,Pathogen 4,533333067.808226,541915926.33671,169458083.5954968,209778082.48953623,874053770.1838837,0.3021849709298843,29.06975,18641919.051134255,18346668.5406041,7216370.367462267,30067467.73480624,5829361.573302034
Crop livestock mixed,Juvenile,Juvenile,Overall,Mortality,Infectious,Pathogen 5,533333067.808226,541915926.33671,169458083.5954968,209778082.48953623,874053770.1838837,0.3021849709298843,29.06975,18641919.051134255,18346668.5406041,7216370.367462267,30067467.73480624,5829361.573302034
Crop livestock mixed,Neonate,Neonatal,Overall,Mortality,Infectious,Pathogen 1,1028580532.9829439,1027095958.8330561,195106205.034367,644687796.9656968,1409504120.7004154,0.5727326830201404,29.06975,35332122.18313044,35383191.56452821,22177273.521984085,48486970.84427679,6711657.480176713
Crop livestock mixed,Neonate,Neonatal,Overall,Mortality,Infectious,Pathogen 2,1028580532.9829439,1027095958.8330561,195106205.034367,644687796.9656968,1409504120.7004154,0.5727326830201404,29.06975,35332122.18313044,35383191.56452821,22177273.521984085,48486970.84427679,6711657.480176713
Crop livestock mixed,Neonate,Neonatal,Overall,Mortality,Infectious,Pathogen 3,1028580532.9829439,1027095958.8330561,195106205.034367,644687796.9656968,1409504120.7004154,0.5727326830201404,29.06975,35332122.18313044,35383191.56452821,22177273.521984085,48486970.84427679,6711657.480176713
Crop livestock mixed,Neonate,Neonatal,Overall,Mortality,Infectious,Pathogen 4,1028580532.9829439,1027095958.8330561,195106205.034367,644687796.9656968,1409504120.7004154,0.5727326830201404,29.06975,35332122.18313044,35383191.56452821,22177273.521984085,48486970.84427679,6711657.480176713
Crop livestock mixed,Neonate,Neonatal,Overall,Mortality,Infectious,Pathogen 5,1028580532.9829439,1027095958.8330561,195106205.034367,644687796.9656968,1409504120.7004154,0.5727326830201404,29.06975,35332122.18313044,35383191.56452821,22177273.521984085,48486970.84427679,6711657.480176713
Pastoral,Adult female,Adult,Female,Mortality,Infectious,Pathogen 1,470961601.71113193,477643043.703976,154194582.53960901,175421661.9263423,779864425.4816096,0.26634491119728865,29.06975,16430930.561975112,16201088.81951623,6034508.7909714505,26827352.33297877,5304296.821940644
Pastoral,Adult female,Adult,Female,Mortality,Infectious,Pathogen 2,470961601.71113193,477643043.703976,154194582.53960901,175421661.9263423,779864425.4816096,0.26634491119728865,29.06975,16430930.561975112,16201088.81951623,6034508.7909714505,26827352.33297877,5304296.821940644
Pastoral,Adult female,Adult,Female,Mortality,Infectious,Pathogen 3,470961601.71113193,477643043.703976,154194582.53960901,175421661.9263423,779864425.4816096,0.26634491119728865,29.06975,16430930.561975112,16201088.81951623,6034508.7909714505,26827352.33297877,5304296.821940644
Pastoral,Adult female,Adult,Female,Mortality,Infectious,Pathogen 4,470961601.71113193,477643043.703976,154194582.53960901,175421661.9263423,779864425.4816096,0.26634491119728865,29.06975,16430930.561975112,16201088.81951623,6034508.7909714505,26827352.33297877,5304296.821940644
Pastoral,Adult female,Adult,Female,Mortality,Infectious,Pathogen 5,470961601.71113193,477643043.703976,154194582.53960901,175421661.9263423,779864425.4816096,0.26634491119728865,29.06975,16430930.561975112,16201088.81951623,6034508.7909714505,26827352.33297877,5304296.821940644
Pastoral,Adult male,Adult,Male,Mortality,Infectious,Pathogen 1,207852915.217558,208139235.253676,133496450.72963199,-53513808.17640269,469792278.6837547,0.11606329634870476,29.06975,7159993.988722848,7150144.5735707395,-1840876.105793916,16160864.083239611,4592280.660467736
Pastoral,Adult male,Adult,Male,Mortality,Infectious,Pathogen 2,207852915.217558,208139235.253676,133496450.72963199,-53513808.17640269,469792278.6837547,0.11606329634870476,29.06975,7159993.988722848,7150144.5735707395,-1840876.105793916,16160864.083239611,4592280.660467736
Pastoral,Adult male,Adult,Male,Mortality,Infectious,Pathogen 3,207852915.217558,208139235.253676,133496450.72963199,-53513808.17640269,469792278.6837547,0.11606329634870476,29.06975,7159993.988722848,7150144.5735707395,-1840876.105793916,16160864.083239611,4592280.660467736
Pastoral,Adult male,Adult,Male,Mortality,Infectious,Pathogen 4,207852915.217558,208139235.253676,133496450.72963199,-53513808.17640269,469792278.6837547,0.11606329634870476,29.06975,7159993.988722848,7150144.5735707395,-1840876.105793916,16160864.083239611,4592280.660467736
Pastoral,Adult male,Adult,Male,Mortality,Infectious,Pathogen 5,207852915.217558,208139235.253676,133496450.72963199,-53513808.17640269,469792278.6837547,0.11606329634870476,29.06975,7159993.988722848,7150144.5735707395,-1840876.105793916,16160864.083239611,4592280.660467736
Pastoral,Juvenile,Juvenile,Overall,Mortality,Infectious,Pathogen 1,361038505.06163204,358504017.770158,163577839.876118,37891451.61296672,679116583.9273493,0.1999102091729449,29.06975,12332545.610820802,12419732.025959358,1303466.7175660855,23361624.50407552,5627081.0679871
Pastoral,Juvenile,Juvenile,Overall,Mortality,Infectious,Pathogen 2,361038505.06163204,358504017.770158,163577839.876118,37891451.61296672,679116583.9273493,0.1999102091729449,29.06975,12332545.610820802,12419732.025959358,1303466.7175660855,23361624.50407552,5627081.0679871
Pastoral,Juvenile,Juvenile,Overall,Mortality,Infectious,Pathogen 3,361038505.06163204,358504017.770158,163577839.876118,37891451.61296672,679116583.9273493,0.1999102091729449,29.06975,12332545.610820802,12419732.025959358,1303466.7175660855,23361624.50407552,5627081.0679871
Pastoral,Juvenile,Juvenile,Overall,Mortality,Infectious,Pathogen 4,361038505.06163204,358504017.770158,163577839.876118,37891451.61296672,679116583.9273493,0.1999102091729449,29.06975,12332545.610820802,12419732.025959358,1303466.7175660855,23361624.50407552,5627081.0679871
Pastoral,Juvenile,Juvenile,Overall,Mortality,Infectious,Pathogen 5,361038505.06163204,358504017.770158,163577839.876118,37891451.61296672,679116583.9273493,0.1999102091729449,29.06975,12332545.610820802,12419732.025959358,1303466.7175660855,23361624.50407552,5627081.0679871
Pastoral,Neonate,Neonatal,Overall,Mortality,Infectious,Pathogen 1,668473430.929854,668851713.04082,170941463.4894206,333806444.60155565,1003896981.4800844,0.372967328766163,29.06975,23008512.73371185,22995499.821286872,11482948.584062666,34534076.883361034,5880389.872269992
Pastoral,Neonate,Neonatal,Overall,Mortality,Infectious,Pathogen 2,668473430.929854,668851713.04082,170941463.4894206,333806444.60155565,1003896981.4800844,0.372967328766163,29.06975,23008512.73371185,22995499.821286872,11482948.584062666,34534076.883361034,5880389.872269992
Pastoral,Neonate,Neonatal,Overall,Mortality,Infectious,Pathogen 3,668473430.929854,668851713.04082,170941463.4894206,333806444.60155565,1003896981.4800844,0.372967328766163,29.06975,23008512.73371185,22995499.821286872,11482948.584062666,34534076.883361034,5880389.872269992
Pastoral,Neonate,Neonatal,Overall,Mortality,Infectious,Pathogen 4,668473430.929854,668851713.04082,170941463.4894206,333806444.60155565,1003896981.4800844,0.372967328766163,29.06975,23008512.73371185,22995499.821286872,11482948.584062666,34534076.883361034,5880389.872269992
Pastoral,Neonate,Neonatal,Overall,Mortality,Infectious,Pathogen 5,668473430.929854,668851713.04082,170941463.4894206,333806444.60155565,1003896981.4800844,0.372967328766163,29.06975,23008512.73371185,22995499.821286872,11482948.584062666,34534076.883361034,5880389.872269992
Crop livestock mixed,Adult female,Adult,Female,Production loss,Infectious,Pathogen 1,3520162727.8070803,3515653315.99942,512891020.996132,2510386914.8470016,4520919717.151839,1.9604103578877774,29.06975,120938546.63350804,121093670.49276586,86357361.68515387,155519731.5818622,17643461.708343968
Crop livestock mixed,Adult female,Adult,Female,Production loss,Infectious,Pathogen 2,3520162727.8070803,3515653315.99942,512891020.996132,2510386914.8470016,4520919717.151839,1.9604103578877774,29.06975,120938546.63350804,121093670.49276586,86357361.68515387,155519731.5818622,17643461.708343968
Crop livestock mixed,Adult female,Adult,Female,Production loss,Infectious,Pathogen 3,3520162727.8070803,3515653315.99942,512891020.996132,2510386914.8470016,4520919717.151839,1.9604103578877774,29.06975,120938546.63350804,121093670.49276586,86357361.68515387,155519731.5818622,17643461.708343968
Crop livestock mixed,Adult female,Adult,Female,Production loss,Infectious,Pathogen 4,3520162727.8070803,3515653315.99942,512891020.996132,2510386914.8470016,4520919717.151839,1.9604103578877774,29.06975,120938546.63350804,121093670.49276586,86357361.68515387,155519731.5818622,17643461.708343968
Crop livestock mixed,Adult female,Adult,Female,Production loss,Infectious,Pathogen 5,3520162727.8070803,3515653315.99942,512891020.996132,2510386914.8470016,4520919717.151839,1.9604103578877774,29.06975,120938546.63350804,121093670.49276586,86357361.68515387,155519731.5818622,17643461.708343968
Crop livestock mixed,Adult male,Adult,Male,Production loss,Infectious,Pathogen 1,545487866.86386,534435892.87546194,229780682.65047404,84065754.8805328,984806030.8703911,0.2980139296591072,29.06975,18384605.745679338,18764793.878993113,2891863.70300855,33877347.78835013,7904460.225852443
Crop livestock mixed,Adult male,Adult,Male,Production loss,Infectious,Pathogen 2,545487866.86386,534435892.87546194,229780682.65047404,84065754.8805328,984806030.8703911,0.2980139296591072,29.06975,18384605.745679338,18764793.878993113,2891863.70300855,33877347.78835013,7904460.225852443
Crop livestock mixed,Adult male,Adult,Male,Production loss,Infectious,Pathogen 3,545487866.86386,534435892.87546194,229780682.65047404,84065754.8805328,984806030.8703911,0.2980139296591072,29.06975,18384605.745679338,18764793.878993113,2891863.70300855,33877347.78835013,7904460.225852443
Crop livestock mixed,Adult male,Adult,Male,Production loss,Infectious,Pathogen 4,545487866.86386,534435892.87546194,229780682.65047404,84065754.8805328,984806030.8703911,0.2980139296591072,29.06975,18384605.745679338,18764793.878993113,2891863.70300855,33877347.78835013,7904460.225852443
Crop livestock mixed,Adult male,Adult,Male,Production loss,Infectious,Pathogen 5,545487866.86386,534435892.87546194,229780682.65047404,84065754.8805328,984806030.8703911,0.2980139296591072,29.06975,18384605.745679338,18764793.878993113,2891863.70300855,33877347.78835013,7904460.225852443
Crop livestock mixed,Juvenile,Juvenile,Overall,Production loss,Infectious,Pathogen 1,92891391.4588634,86772687.468777,235972478.024612,-375733369.4594625,549278744.3970165,0.04838647614126052,29.06975,2984982.2399152727,3195465.783464371,-12925235.66454691,18895200.144377455,8117458.114521522
Crop livestock mixed,Juvenile,Juvenile,Overall,Production loss,Infectious,Pathogen 2,92891391.4588634,86772687.468777,235972478.024612,-375733369.4594625,549278744.3970165,0.04838647614126052,29.06975,2984982.2399152727,3195465.783464371,-12925235.66454691,18895200.144377455,8117458.114521522
Crop livestock mixed,Juvenile,Juvenile,Overall,Production loss,Infectious,Pathogen 3,92891391.4588634,86772687.468777,235972478.024612,-375733369.4594625,549278744.3970165,0.04838647614126052,29.06975,2984982.2399152727,3195465.783464371,-12925235.66454691,18895200.144377455,8117458.114521522
Crop livestock mixed,Juvenile,Juvenile,Overall,Production loss,Infectious,Pathogen 4,92891391.4588634,86772687.468777,235972478.024612,-375733369.4594625,549278744.3970165,0.04838647614126052,29.06975,2984982.2399152727,3195465.783464371,-12925235.66454691,18895200.144377455,8117458.114521522
Crop livestock mixed,Juvenile,Juvenile,Overall,Production loss,Infectious,Pathogen 5,92891391.4588634,86772687.468777,235972478.024612,-375733369.4594625,549278744.3970165,0.04838647614126052,29.06975,2984982.2399152727,3195465.783464371,-12925235.66454691,18895200.144377455,8117458.114521522
Crop livestock mixed,Neonate,Neonatal,Overall,Production loss,Infectious,Pathogen 1,46799912.1400608,52902341.6440448,222888845.103852,-383959794.7595051,489764478.0475947,0.029499580645090107,29.06975,1819841.644460128,1609917.9435688576,-13208224.864661895,16847908.153582152,7667380.872001032
Crop livestock mixed,Neonate,Neonatal,Overall,Production loss,Infectious,Pathogen 2,46799912.1400608,52902341.6440448,222888845.103852,-383959794.7595051,489764478.0475947,0.029499580645090107,29.06975,1819841.644460128,1609917.9435688576,-13208224.864661895,16847908.153582152,7667380.872001032
Crop livestock mixed,Neonate,Neonatal,Overall,Production loss,Infectious,Pathogen 3,46799912.1400608,52902341.6440448,222888845.103852,-383959794.7595051,489764478.0475947,0.029499580645090107,29.06975,1819841.644460128,1609917.9435688576,-13208224.864661895,16847908.153582152,7667380.872001032
Crop livestock mixed,Neonate,Neonatal,Overall,Production loss,Infectious,Pathogen 4,46799912.1400608,52902341.6440448,222888845.103852,-383959794.7595051,489764478.0475947,0.029499580645090107,29.06975,1819841.644460128,1609917.9435688576,-13208224.864661895,16847908.153582152,7667380.872001032
Crop livestock mixed,Neonate,Neonatal,Overall,Production loss,Infectious,Pathogen 5,46799912.1400608,52902341.6440448,222888845.103852,-383959794.7595051,489764478.0475947,0.029499580645090107,29.06975,1819841.644460128,1609917.9435688576,-13208224.864661895,16847908.153582152,7667380.872001032
Pastoral,Adult female,Adult,Female,Production loss,Infectious,Pathogen 1,3672732598.7166,3683568538.2449203,451520197.40705603,2798588951.3270903,4568548125.16275,2.0540438055997647,29.06975,126714833.7445255,126342077.20109737,96271517.68856253,157158149.8004885,15532304.110185195
Pastoral,Adult female,Adult,Female,Production loss,Infectious,Pathogen 2,3672732598.7166,3683568538.2449203,451520197.40705603,2798588951.3270903,4568548125.16275,2.0540438055997647,29.06975,126714833.7445255,126342077.20109737,96271517.68856253,157158149.8004885,15532304.110185195
Pastoral,Adult female,Adult,Female,Production loss,Infectious,Pathogen 3,3672732598.7166,3683568538.2449203,451520197.40705603,2798588951.3270903,4568548125.16275,2.0540438055997647,29.06975,126714833.7445255,126342077.20109737,96271517.68856253,157158149.8004885,15532304.110185195
Pastoral,Adult female,Adult,Female,Production loss,Infectious,Pathogen 4,3672732598.7166,3683568538.2449203,451520197.40705603,2798588951.3270903,4568548125.16275,2.0540438055997647,29.06975,126714833.7445255,126342077.20109737,96271517.68856253,157158149.8004885,15532304.110185195
Pastoral,Adult female,Adult,Female,Production loss,Infectious,Pathogen 5,3672732598.7166,3683568538.2449203,451520197.40705603,2798588951.3270903,4568548125.16275,2.0540438055997647,29.06975,126714833.7445255,126342077.20109737,96271517.68856253,157158149.8004885,15532304.110185195
Pastoral,Adult male,Adult,Male,Production loss,Infectious,Pathogen 1,1584991002.309626,1605194361.517066,246186407.64878997,1122669002.5254376,2087719720.5086944,0.8950938473996087,29.06975,55218719.16741857,54523723.193685055,38619836.85877717,71817601.47605997,8468817.504408877
Pastoral,Adult male,Adult,Male,Production loss,Infectious,Pathogen 2,1584991002.309626,1605194361.517066,246186407.64878997,1122669002.5254376,2087719720.5086944,0.8950938473996087,29.06975,55218719.16741857,54523723.193685055,38619836.85877717,71817601.47605997,8468817.504408877
Pastoral,Adult male,Adult,Male,Production loss,Infectious,Pathogen 3,1584991002.309626,1605194361.517066,246186407.64878997,1122669002.5254376,2087719720.5086944,0.8950938473996087,29.06975,55218719.16741857,54523723.193685055,38619836.85877717,71817601.47605997,8468817.504408877
Pastoral,Adult male,Adult,Male,Production loss,Infectious,Pathogen 4,1584991002.309626,1605194361.517066,246186407.64878997,1122669002.5254376,2087719720.5086944,0.8950938473996087,29.06975,55218719.16741857,54523723.193685055,38619836.85877717,71817601.47605997,8468817.504408877
Pastoral,Adult male,Adult,Male,Production loss,Infectious,Pathogen 5,1584991002.309626,1605194361.517066,246186407.64878997,1122669002.5254376,2087719720.5086944,0.8950938473996087,29.06975,55218719.16741857,54523723.193685055,38619836.85877717,71817601.47605997,8468817.504408877
Pastoral,Juvenile,Juvenile,Overall,Production loss,Infectious,Pathogen 1,1609074703.0968661,1610821465.621778,249494670.59980997,1121811911.2461505,2099831019.9974055,0.8982316520066749,29.06975,55412291.664764166,55352202.997853994,38590352.90107932,72234230.428449,8582621.818206554
Pastoral,Juvenile,Juvenile,Overall,Production loss,Infectious,Pathogen 2,1609074703.0968661,1610821465.621778,249494670.59980997,1121811911.2461505,2099831019.9974055,0.8982316520066749,29.06975,55412291.664764166,55352202.997853994,38590352.90107932,72234230.428449,8582621.818206554
Pastoral,Juvenile,Juvenile,Overall,Production loss,Infectious,Pathogen 3,1609074703.0968661,1610821465.621778,249494670.59980997,1121811911.2461505,2099831019.9974055,0.8982316520066749,29.06975,55412291.664764166,55352202.997853994,38590352.90107932,72234230.428449,8582621.818206554
Pastoral,Juvenile,Juvenile,Overall,Production loss,Infectious,Pathogen 4,1609074703.0968661,1610821465.621778,249494670.59980997,1121811911.2461505,2099831019.9974055,0.8982316520066749,29.06975,55412291.664764166,55352202.997853994,38590352.90107932,72234230.428449,8582621.818206554
Pastoral,Juvenile,Juvenile,Overall,Production loss,Infectious,Pathogen 5,1609074703.0968661,1610821465.621778,249494670.59980997,1121811911.2461505,2099831019.9974055,0.8982316520066749,29.06975,55412291.664764166,55352202.997853994,38590352.90107932,72234230.428449,8582621.818206554
Pastoral,Neonate,Neonatal,Overall,Production loss,Infectious,Pathogen 1,1324215484.095104,1329171525.295546,262500373.135374,814670793.950213,1843672256.6408792,0.741177070486581,29.06975,45723527.90428353,45553039.98469557,28024692.126702603,63422363.681864455,9030018.253867818
Pastoral,Neonate,Neonatal,Overall,Production loss,Infectious,Pathogen 2,1324215484.095104,1329171525.295546,262500373.135374,814670793.950213,1843672256.6408792,0.741177070486581,29.06975,45723527.90428353,45553039.98469557,28024692.126702603,63422363.681864455,9030018.253867818
Pastoral,Neonate,Neonatal,Overall,Production loss,Infectious,Pathogen 3,1324215484.095104,1329171525.295546,262500373.135374,814670793.950213,1843672256.6408792,0.741177070486581,29.06975,45723527.90428353,45553039.98469557,28024692.126702603,63422363.681864455,9030018.253867818
Pastoral,Neonate,Neonatal,Overall,Production loss,Infectious,Pathogen 4,1324215484.095104,1329171525.295546,262500373.135374,814670793.950213,1843672256.6408792,0.741177070486581,29.06975,45723527.90428353,45553039.98469557,28024692.126702603,63422363.681864455,9030018.253867818
Pastoral,Neonate,Neonatal,Overall,Production loss,Infectious,Pathogen 5,1324215484.095104,1329171525.295546,262500373.135374,814670793.950213,1843672256.6408792,0.741177070486581,29.06975,45723527.90428353,45553039.98469557,28024692.126702603,63422363.681864455,9030018.253867818
Crop livestock mixed,Adult female,Adult,Female,Health Cost,Infectious,Pathogen 1,,4262884.317665547,106424.62835779748,4054292.0460842643,4471476.58924683,0.0023770838076658317,29.06975,146643.30851367992,,139467.73006593675,153818.88696142312,3661.009412113881
Crop livestock mixed,Adult female,Adult,Female,Health Cost,Infectious,Pathogen 2,,4262884.317665547,106424.62835779748,4054292.0460842643,4471476.58924683,0.0023770838076658317,29.06975,146643.30851367992,,139467.73006593675,153818.88696142312,3661.009412113881
Crop livestock mixed,Adult female,Adult,Female,Health Cost,Infectious,Pathogen 3,,4262884.317665547,106424.62835779748,4054292.0460842643,4471476.58924683,0.0023770838076658317,29.06975,146643.30851367992,,139467.73006593675,153818.88696142312,3661.009412113881
Crop livestock mixed,Adult female,Adult,Female,Health Cost,Infectious,Pathogen 4,,4262884.317665547,106424.62835779748,4054292.0460842643,4471476.58924683,0.0023770838076658317,29.06975,146643.30851367992,,139467.73006593675,153818.88696142312,3661.009412113881
Crop livestock mixed,Adult female,Adult,Female,Health Cost,Infectious,Pathogen 5,,4262884.317665547,106424.62835779748,4054292.0460842643,4471476.58924683,0.0023770838076658317,29.06975,146643.30851367992,,139467.73006593675,153818.88696142312,3661.009412113881
Crop livestock mixed,Adult male,Adult,Male,Health Cost,Infectious,Pathogen 1,,992756.465815872,25041.762455847485,943674.6114024109,1041838.320229333,0.0005535841800977567,29.06975,34150.842914571745,,32462.4261096986,35839.25971944489,861.4371453434408
Crop livestock mixed,Adult male,Adult,Male,Health Cost,Infectious,Pathogen 2,,992756.465815872,25041.762455847485,943674.6114024109,1041838.320229333,0.0005535841800977567,29.06975,34150.842914571745,,32462.4261096986,35839.25971944489,861.4371453434408
Crop livestock mixed,Adult male,Adult,Male,Health Cost,Infectious,Pathogen 3,,992756.465815872,25041.762455847485,943674.6114024109,1041838.320229333,0.0005535841800977567,29.06975,34150.842914571745,,32462.4261096986,35839.25971944489,861.4371453434408
Crop livestock mixed,Adult male,Adult,Male,Health Cost,Infectious,Pathogen 4,,992756.465815872,25041.762455847485,943674.6114024109,1041838.320229333,0.0005535841800977567,29.06975,34150.842914571745,,32462.4261096986,35839.25971944489,861.4371453434408
Crop livestock mixed,Adult male,Adult,Male,Health Cost,Infectious,Pathogen 5,,992756.465815872,25041.762455847485,943674.6114024109,1041838.320229333,0.0005535841800977567,29.06975,34150.842914571745,,32462.4261096986,35839.25971944489,861.4371453434408
Crop livestock mixed,Juvenile,Juvenile,Overall,Health Cost,Infectious,Pathogen 1,,1077203.4878181298,24837.556073729284,1028521.8779136204,1125885.0977226393,0.0006006738108848984,29.06975,37055.822214436994,,35381.17382893284,38730.47059994115,854.4124415837523
