region,species,production_system,group,year,ahle_total_mean,ahle_dueto_mortality_mean,ahle_dueto_healthcost_mean,ahle_dueto_productionloss_mean,ahle_dueto_ppr_total_mean,ahle_dueto_ppr_mortality_mean,ahle_dueto_ppr_healthcost_mean,ahle_dueto_ppr_productionloss_mean,ahle_dueto_otherdisease_total_mean,ahle_dueto_otherdisease_mortality_mean,ahle_dueto_otherdisease_healthcost_mean,ahle_dueto_otherdisease_productionloss_mean,ahle_when_af_repro_imp25_mean,ahle_when_af_repro_imp50_mean,ahle_when_af_repro_imp75_mean,ahle_when_af_repro_imp100_mean,ahle_when_af_ideal_mean,ahle_when_am_ideal_mean,ahle_when_jf_ideal_mean,ahle_when_jm_ideal_mean,ahle_when_nf_ideal_mean,ahle_when_nm_ideal_mean,ahle_when_af_mort_imp25_mean,ahle_when_am_mort_imp25_mean,ahle_when_j_mort_imp25_mean,ahle_when_n_mort_imp25_mean,ahle_when_af_mort_imp50_mean,ahle_when_am_mort_imp50_mean,ahle_when_j_mort_imp50_mean,ahle_when_n_mort_imp50_mean,ahle_when_af_mort_imp75_mean,ahle_when_am_mort_imp75_mean,ahle_when_j_mort_imp75_mean,ahle_when_n_mort_imp75_mean,ahle_when_af_mort_imp100_mean,ahle_when_am_mort_imp100_mean,ahle_when_j_mort_imp100_mean,ahle_when_n_mort_imp100_mean,ahle_when_all_growth_imp25_mean,ahle_when_af_growth_imp25_mean,ahle_when_am_growth_imp25_mean,ahle_when_jf_growth_imp25_mean,ahle_when_jm_growth_imp25_mean,ahle_when_nf_growth_imp25_mean,ahle_when_nm_growth_imp25_mean,ahle_when_all_growth_imp50_mean,ahle_when_af_growth_imp50_mean,ahle_when_am_growth_imp50_mean,ahle_when_jf_growth_imp50_mean,ahle_when_jm_growth_imp50_mean,ahle_when_nf_growth_imp50_mean,ahle_when_nm_growth_imp50_mean,ahle_when_all_growth_imp75_mean,ahle_when_af_growth_imp75_mean,ahle_when_am_growth_imp75_mean,ahle_when_jf_growth_imp75_mean,ahle_when_jm_growth_imp75_mean,ahle_when_nf_growth_imp75_mean,ahle_when_nm_growth_imp75_mean,ahle_when_all_growth_imp100_mean,ahle_when_af_growth_imp100_mean,ahle_when_am_growth_imp100_mean,ahle_when_jf_growth_imp100_mean,ahle_when_jm_growth_imp100_mean,ahle_when_nf_growth_imp100_mean,ahle_when_nm_growth_imp100_mean,ahle_when_a_ideal_mean,ahle_when_j_ideal_mean,ahle_when_n_ideal_mean,ahle_when_a_mort_imp100_mean,ahle_total_stdev,ahle_dueto_mortality_stdev,ahle_dueto_healthcost_stdev,ahle_dueto_productionloss_stdev,ahle_dueto_ppr_total_stdev,ahle_dueto_ppr_mortality_stdev,ahle_dueto_ppr_healthcost_stdev,ahle_dueto_ppr_productionloss_stdev,ahle_dueto_otherdisease_total_stdev,ahle_dueto_otherdisease_mortality_stdev,ahle_dueto_otherdisease_healthcost_stdev,ahle_dueto_otherdisease_productionloss_stdev,ahle_total_mean_usd,ahle_dueto_mortality_mean_usd,ahle_dueto_healthcost_mean_usd,ahle_dueto_productionloss_mean_usd,ahle_dueto_ppr_total_mean_usd,ahle_dueto_ppr_mortality_mean_usd,ahle_dueto_ppr_healthcost_mean_usd,ahle_dueto_ppr_productionloss_mean_usd,ahle_dueto_otherdisease_total_mean_usd,ahle_dueto_otherdisease_mortality_mean_usd,ahle_dueto_otherdisease_healthcost_mean_usd,ahle_dueto_otherdisease_productionloss_mean_usd,ahle_when_af_repro_imp25_mean_usd,ahle_when_af_repro_imp50_mean_usd,ahle_when_af_repro_imp75_mean_usd,ahle_when_af_repro_imp100_mean_usd,ahle_when_af_ideal_mean_usd,ahle_when_am_ideal_mean_usd,ahle_when_jf_ideal_mean_usd,ahle_when_jm_ideal_mean_usd,ahle_when_nf_ideal_mean_usd,ahle_when_nm_ideal_mean_usd,ahle_when_af_mort_imp25_mean_usd,ahle_when_am_mort_imp25_mean_usd,ahle_when_j_mort_imp25_mean_usd,ahle_when_n_mort_imp25_mean_usd,ahle_when_af_mort_imp50_mean_usd,ahle_when_am_mort_imp50_mean_usd,ahle_when_j_mort_imp50_mean_usd,ahle_when_n_mort_imp50_mean_usd,ahle_when_af_mort_imp75_mean_usd,ahle_when_am_mort_imp75_mean_usd,ahle_when_j_mort_imp75_mean_usd,ahle_when_n_mort_imp75_mean_usd,ahle_when_af_mort_imp100_mean_usd,ahle_when_am_mort_imp100_mean_usd,ahle_when_j_mort_imp100_mean_usd,ahle_when_n_mort_imp100_mean_usd,ahle_when_all_growth_imp25_mean_usd,ahle_when_af_growth_imp25_mean_usd,ahle_when_am_growth_imp25_mean_usd,ahle_when_jf_growth_imp25_mean_usd,ahle_when_jm_growth_imp25_mean_usd,ahle_when_nf_growth_imp25_mean_usd,ahle_when_nm_growth_imp25_mean_usd,ahle_when_all_growth_imp50_mean_usd,ahle_when_af_growth_imp50_mean_usd,ahle_when_am_growth_imp50_mean_usd,ahle_when_jf_growth_imp50_mean_usd,ahle_when_jm_growth_imp50_mean_usd,ahle_when_nf_growth_imp50_mean_usd,ahle_when_nm_growth_imp50_mean_usd,ahle_when_all_growth_imp75_mean_usd,ahle_when_af_growth_imp75_mean_usd,ahle_when_am_growth_imp75_mean_usd,ahle_when_jf_growth_imp75_mean_usd,ahle_when_jm_growth_imp75_mean_usd,ahle_when_nf_growth_imp75_mean_usd,ahle_when_nm_growth_imp75_mean_usd,ahle_when_all_growth_imp100_mean_usd,ahle_when_af_growth_imp100_mean_usd,ahle_when_am_growth_imp100_mean_usd,ahle_when_jf_growth_imp100_mean_usd,ahle_when_jm_growth_imp100_mean_usd,ahle_when_nf_growth_imp100_mean_usd,ahle_when_nm_growth_imp100_mean_usd,ahle_when_a_ideal_mean_usd,ahle_when_j_ideal_mean_usd,ahle_when_n_ideal_mean_usd,ahle_when_a_mort_imp100_mean_usd,ahle_total_stdev_usd,ahle_dueto_mortality_stdev_usd,ahle_dueto_healthcost_stdev_usd,ahle_dueto_productionloss_stdev_usd,ahle_dueto_ppr_total_stdev_usd,ahle_dueto_ppr_mortality_stdev_usd,ahle_dueto_ppr_healthcost_stdev_usd,ahle_dueto_ppr_productionloss_stdev_usd,ahle_dueto_otherdisease_total_stdev_usd,ahle_dueto_otherdisease_mortality_stdev_usd,ahle_dueto_otherdisease_healthcost_stdev_usd,ahle_dueto_otherdisease_productionloss_stdev_usd
National,All Poultry,Overall,Overall,2018,90333151673.0615,30632198276.01248,1711949.650322429,59699241447.39869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-119184513.14740562,9109779641.728033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31263002273.479378,4110536706.1061325,11401490711.662588,8880474548.774645,18281712439.795124,7593478382.924226,11347.577987717872,19796007771.351933,,,,,,,,,3293298279.30867,1116765705.673014,62412.976113964665,2176470160.659542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4345139.572780389,332117512.37869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139763084.608241,149858863.66778263,415666995.414593,323757679.3154835,666500957.906329,276837338.55496067,413.70148576822777,721708001.1392552,,,,,,,,
National,All Poultry,Overall,Overall,2019,94849809256.71455,32163808189.813107,1797547.13283855,62684203519.76861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-125143738.80477715,9565268623.814434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32826152387.15334,4316063541.411438,11971565247.245716,9324498276.213371,19195798061.78488,7973152302.0704365,11914.956887103766,20785808159.91953,,,,,,,,,3262835396.1322184,1106435665.5909703,61835.658471041206,2156337894.882777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4304947.1978526525,329045438.08647937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129220319.6502666,148472674.90815842,411822091.5985076,320762933.1594999,660335849.5269097,274276603.7571853,409.87476284122727,715032229.7205696,,,,,,,,
National,All Poultry,Overall,Overall,2020,99592299719.5503,33771998599.303757,1887424.4894804778,65818413695.75706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-131400925.74501228,10043532055.005156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34467460006.51101,4531866718.482012,12570143509.608004,9790723190.024042,20155587964.874123,8371809917.173959,12510.704731458954,21825098567.9155,,,,,,,,,2851428066.5910945,966926408.388039,54038.86824615143,1884447619.3348095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3762141.136417893,287556460.3889473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986838170.4552464,129751918.48685671,359895896.62360287,280318287.4064966,577074827.9086659,239693368.19430247,358.1941044093921,624874601.6300182,,,,,,,,
National,All Poultry,Overall,Overall,2021,104571914705.52782,35460598529.26895,1981795.7139545013,69109334380.5449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-137970972.03226662,10545708657.755419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36190833006.83656,4758460054.406111,13198650685.088404,10280259349.525244,21163367363.117832,8790400413.032658,13136.239968031905,22916353496.311283,,,,,,,,,2993999469.9206495,1015272728.8074411,56740.811658458995,1978670000.30155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3950248.1932388945,301934283.4083949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036180078.9780089,136239514.4111995,377890691.454783,294334201.77682143,605928569.3040993,251678036.60401762,376.1038096298618,656118331.7115194,,,,,,,,
National,All Poultry,Small holder,Overall,2017,185844820.89074346,-18472952.97264333,1630428.238402313,202687345.6249845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21804738.5583221,-38569683.12723912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119608791.99012843,7853252.730051294,-26232760.537871614,50963088.10613312,142060680.7025208,115632430.62460898,10807.21713115988,183172312.6747449,,,,,,,,,7786977.603419585,-774024.6425891207,68315.64159587525,8492686.604412831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913627.885825742,-1616086.2446598352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011659.619757488,329054.6533920066,-1099163.9035470684,2135375.22208844,5952403.374250656,4845048.375236414,452.8270271524475,7674998.364379235,,,,,,,,
National,All Poultry,Small holder,Overall,2018,195137061.9352807,-19396600.621275455,1711949.650322429,212821712.90623373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22894975.486238226,-40498167.283601075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125589231.58963488,8245915.366553873,-27544398.564765155,53511242.511439815,149163714.73764688,121414052.15583944,11347.577987717872,192330928.3084822,,,,,,,,,7114160.619865255,-707146.7148813475,62412.976113964665,7758894.358632638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834687.8413645317,-1476451.8026886412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4578637.993178581,300623.3966714917,-1004193.0201466085,1950872.7374464816,5438098.815136061,4426422.433437141,413.70148576822777,7011856.705150835,,,,,,,,
National,All Poultry,Small holder,Overall,2019,204893915.0320447,-20366430.65233925,1797547.13283855,223462798.5515454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24039724.260550097,-42523075.647781104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131868693.16911659,8658211.134881526,-28921618.493003458,56186804.63701175,156621900.47452918,127484754.76363142,11914.956887103766,201947474.72390628,,,,,,,,,7048354.906115282,-700605.6348038511,61835.658471041206,7687124.882448092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826967.0107431298,-1462794.679960478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4536285.76678907,297842.6417455096,-994904.2731018829,1932827.2392095479,5387796.60900177,4385478.195155838,409.87476284122727,6946997.298700755,,,,,,,,
National,All Poultry,Small holder,Overall,2020,215138610.78364688,-21384752.184956223,1887424.4894804778,234635938.47912264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25241710.47357759,-44649229.43017018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138462127.8275724,9091121.691625595,-30367699.41765362,58996144.86886233,164452995.49825567,133858992.501813,12510.704731458954,212044848.46010163,,,,,,,,,6159635.5814995365,-612267.040212843,54038.86824615143,6717863.753466228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722695.6491195133,-1278352.5062416065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3964310.4794171187,260287.99034959552,-869457.8866151177,1689119.1766176824,4708455.255267627,3832518.0687674154,358.1941044093921,6071058.043421186,,,,,,,,
National,All Poultry,Small holder,Overall,2021,225895541.3228293,-22453989.794204026,1981795.7139545013,246367735.40307882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26503795.997256517,-46881690.90167868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145385234.21895108,9545677.77620691,-31886084.388536304,61945952.11230546,172675645.27316844,140551942.12690365,13136.239968031905,222647090.88310668,,,,,,,,,6467617.360574516,-642880.3922234849,56740.811658458995,7053756.941139541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758830.4315754905,-1342270.1315536867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4162526.003387976,273302.38986707636,-912930.7809458737,1773575.135448567,4943878.018031008,4024143.972205786,376.1038096298618,6374610.945592243,,,,,,,,
National,All Poultry,Village,Overall,2017,85845728201.07256,29191995120.603577,0.0,56653733080.46898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-135313798.6987095,8714550294.296797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29654679087.514038,3906943610.2281704,10884795343.073668,8406631720.250666,17410575145.85191,7230959676.988125,0.0,18852450895.296993,,,,,,,,,3596972784.320903,1223157100.175053,0.0,2373815684.14585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5669706.128210748,365143390.2775101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242543756.5829341,163702610.83872548,456077587.4628753,352241470.1256231,729510556.5686239,302980307.90451366,0.0,789925768.1092428,,,,,,,,
National,All Poultry,Village,Overall,2018,90138014611.12622,30651594876.633755,0.0,59486419734.49246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142079488.6336441,9150277809.011635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31137413041.889736,4102290790.7395782,11429035110.227352,8826963306.263203,18281103903.14451,7592507660.837531,0.0,19795073440.061848,,,,,,,,,3286184118.688805,1117472852.387895,0.0,2168711266.3009095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5179827.4141449295,333593964.18137866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135184446.6150622,149558240.27111113,416671188.43473953,321806806.5780369,666478772.3336211,276801948.6973216,0.0,721673937.98998,,,,,,,,
National,All Poultry,Village,Overall,2019,94644915341.68253,32184174620.465446,0.0,62460740721.21708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-149183463.0653267,9607791699.462215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32694283693.98423,4307405330.276558,12000486865.73872,9268311471.576363,19195159098.301735,7972133043.879409,0.0,20784827112.06494,,,,,,,,,3255787041.226104,1107136271.225774,0.0,2148650770.0003295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5131914.208595764,330508232.76643986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124684033.883478,148174832.26641294,412816995.8716095,318830105.9202904,660313869.1699013,274241541.2543764,0.0,714998481.654123,,,,,,,,
National,All Poultry,Village,Overall,2020,99377161108.76666,33793383351.488716,0.0,65583777757.27795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-156642636.21858978,10088181284.435326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34328997878.68344,4522775596.790388,12600511209.025658,9731727045.155182,20154917053.21682,8370739696.0733795,0.0,21824068467.668186,,,,,,,,,2845268431.0095954,967538675.428252,0.0,1877729755.5813437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4484836.785537404,288834812.8951889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982873859.9758295,129491630.49650717,360765354.510218,278629168.22987896,577055619.0307182,239662726.6839423,0.0,624845108.8201839,,,,,,,,
National,All Poultry,Village,Overall,2021,104346019164.20499,35483052519.063156,0.0,68862966645.14183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-164474768.02952194,10592590348.657097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36045447772.617615,4748914376.629906,13230536769.47694,10218313397.412937,21162662905.877663,8789276680.877048,0.0,22915271891.051598,,,,,,,,,2987531852.5600753,1015915609.1996647,0.0,1971616243.3604105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4709078.624814351,303276553.5399485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032017552.9746209,135966212.02133247,378803622.2357289,292560626.6413728,605908399.9822543,251645863.01813942,0.0,656087364.2611932,,,,,,,,
National,All Small Ruminants,Crop livestock mixed,Overall,2017,58832447909.33985,42857246734.58356,94850735.6515714,15880350439.104723,307656870.3240814,2732549926.234562,18721659.945798665,-2443614715.8562794,58524791039.01577,40124696808.349,76129075.70577273,18323965154.961002,103231613555.51953,122955604448.89569,143301347539.66702,172497776091.17856,177720738015.5931,85881130448.55869,83946766783.00781,86754902039.36179,87718011689.80121,88095060028.75998,90377882659.54846,88127554849.8588,86766156591.46573,88147296509.92596,91671723541.012,88876415501.39117,88881236265.28384,91285982792.45059,92664934838.6116,89502471928.84564,89587941624.53638,93278266181.04166,89480656057.01688,81577653044.7608,83504834662.01172,88664578618.32407,81917433911.86969,80910227955.74338,82561306816.56403,80790992243.35614,82105067652.66302,80458748758.36111,79968790100.3996,82616402383.1222,80671631540.21075,83576943633.4404,81718714361.47998,81228987867.53897,80059049913.79861,81019004248.55017,82065086414.74329,80218510225.46591,82067179705.90778,79045250645.31622,81786637810.41516,78776784891.72128,79162308952.61435,85252883548.40625,81522675025.70999,83744653708.63467,80300606985.33987,81481651887.18124,80039207989.53156,78534499043.46704,,,,,6791603473.294844,5364983761.311809,1043422.1818216355,8654994487.943932,8302652144.877815,173525702.2306213,633273.6820618978,8304465317.479168,10726598266.799908,5367789296.206962,1220559.4643071084,11994710242.250715,2465104768.745251,1795736996.4193153,3974286.453862896,665393485.8720729,12890954.653830286,114495012.4185796,784445.5712999263,-102388503.33604923,2452213814.091421,1681241984.000736,3189840.8825629703,767781989.2081223,4325448828.053593,5151892495.413397,6004387846.176526,7227730709.005717,7446575050.935695,3598456153.655404,3517405487.4688625,3635067557.5970187,3675422264.506059,3691220751.420067,3786871997.5152154,3692582298.3435206,3635539128.15115,3693409482.356831,3841084484.675502,3723959880.4231043,3724161872.4952197,3824921782.0756817,3882700463.4948325,3750191912.9096637,3753773129.7707253,3908399309.4679785,3749277818.5350375,3418138607.0077243,3498888342.2940106,3715083824.28059,3432375570.887406,3390173209.8810835,3459354121.4021444,3385177182.456499,3440237505.001042,3371256038.1160855,3350726560.4698353,3461662649.241553,3380175917.865607,3501909739.08532,3424049136.6029873,3403529386.728646,3354508485.3147583,3394730983.1448727,3438562274.0059257,3361189940.6797028,3438649983.8023953,3312029861.6964192,3426895158.2089176,3300781031.6213646,3316934654.915062,3572132339.424494,3415835004.459226,3508936863.075896,3364629830.0852175,3414116117.382286,3353677100.188524,3290629150.7944546,,,,,284571094.76806384,224795117.73214898,43719.836376462445,362647976.4801249,347884681.377028,7270801.254568652,26534.438546178877,347960654.0857115,449449062.20203716,224912670.84602892,51141.964390758316,502583497.17921036
National,All Small Ruminants,Crop livestock mixed,Overall,2018,61774070304.806854,45000109071.312744,99593272.43414998,16674367961.05996,323039713.84028625,2869177422.5462904,19657742.9430886,-2565795451.6490927,61451030590.96657,42130931648.76646,79935529.49106139,19240163412.709053,108393194233.29552,129103384671.34052,150466414916.6504,181122664895.7375,186606774916.37277,90175186970.9866,88144105122.15822,91092647141.32988,92103912274.2913,92499813030.19797,94896776792.5259,92533932592.35173,91104464421.03903,92554661335.42227,96255309718.06259,93320236276.46074,93325298078.54803,95850281932.07315,97298181580.54219,93977595525.28793,94067338705.76324,97942179490.09375,93954688859.86774,85656535696.99884,87680076395.1123,93097807549.2403,86013305607.46317,84955739353.53055,86689372157.39223,84830541855.52394,86210321035.29619,84481686196.2792,83967229605.41957,86747222502.2783,84705213117.22131,87755790815.11243,85804650079.554,85290437260.91594,84062002409.48857,85069954460.97768,86168340735.48048,84229435736.73921,86170538691.20316,82997513177.58205,85875969700.93593,82715624136.30737,83120424400.24507,89515527725.82658,85598808776.9955,87931886394.06642,84315637334.60686,85555734481.54033,84041168389.00813,82461223995.64041,,,,,7131183646.959588,5633232949.3773985,1095593.2909127173,9087744212.34113,8717784752.121708,182201987.3421524,664937.3661649927,8719688583.353128,11262928180.139906,5636178761.017309,1281587.437522464,12594445754.363253,2252112714.6876884,1640580219.204856,3630896.8154369914,607901598.6673954,11777139.555464424,104602318.12681028,716667.2457512824,-93541845.81709714,2240335575.132224,1535977901.0780458,2914229.569685709,701443444.4844925,3951717763.034011,4706754350.051577,5485591681.027584,6603234245.648648,6803169814.816701,3287539320.699348,3213491662.292713,3320987395.3470836,3357855340.953147,3372288793.722771,3459675500.461509,3373532699.124615,3321418220.86586,3374288412.089591,3509203874.742603,3402199168.985674,3402383708.369007,3494437675.556961,3547224114.783311,3426164679.354287,3429436468.9062414,3570702507.4677653,3425329565.3300796,3122801722.267281,3196574451.0582266,3394090029.3059793,3135808572.028194,3097252614.887048,3160456099.146895,3092688258.422976,3142991212.702883,3079969940.496066,3061214268.031665,3162565163.6236916,3088119117.2986436,3199334790.5846024,3128201565.316876,3109454780.11726,3064669423.8275714,3101416583.5946608,3141460726.424176,3070773582.470559,3141540857.8450933,3025861073.948799,3130801682.572035,3015584174.744111,3030342079.1014686,3263489958.7898,3120697157.5222707,3205754751.10211,3073916255.6605597,3119126787.171213,3063909872.7377605,3006309445.256684,,,,,259983343.86654308,205372181.03796008,39942.31832897469,331314161.22421724,317826456.752616,6642583.373734671,24241.78768570794,317895865.2034716,410615386.5845162,205479577.22889557,46723.15340055815,459158855.4532847
National,All Small Ruminants,Crop livestock mixed,Overall,2019,64862773820.04718,47250114524.87837,104572936.05585746,17508086359.11295,339191699.53230286,3012636293.673605,20640630.09024303,-2694085224.231545,64523582120.51488,44237478231.204765,83932305.96561444,20202171583.344494,113812853944.96028,135558553904.90753,157989735662.48288,190178798140.52438,195937113662.1914,94683946319.53593,92551310378.26611,95647279498.39636,96709107888.00586,97124803681.70786,99641615632.15219,97160629221.9693,95659687642.09097,97182394402.19337,101068075203.96571,97986248090.28377,97991562982.47545,100642796028.67679,102163090659.5693,98676475301.55234,98770705641.05138,102839288464.59843,98652423302.86111,89939362481.84877,92064080214.86792,97752697926.70227,90313970887.8363,89203526321.20706,91023840765.26183,89072068948.30014,90520837087.06099,88705770506.09315,88165591085.69055,91084583627.39221,88940473773.08235,92143580355.86803,90094882583.53168,89554959123.96172,88265102529.96298,89323452184.02657,90476757772.25449,88440907523.57617,90479065625.76332,87147388836.46112,90169768185.98271,86851405343.12273,87276445620.25731,93991304112.11789,89878749215.84526,92328480713.76971,88531419201.33719,89833521205.61734,88243226808.45853,86584285195.42241,,,,,7487742829.307568,5914894596.84627,1150372.9554583533,9542131422.958187,9153673989.727795,191312086.70926002,698184.2344732423,9155673012.520786,11826074589.146902,5917987699.068176,1345666.809398587,13224168042.081417,2231280758.178078,1625404914.898765,3597311.158708192,602278532.1206048,11668201.464832097,103634750.68322243,710038.1011272209,-92676587.31951754,2219612556.713246,1521770164.2155426,2887273.057580971,694955119.4401222,3915164524.805349,4663217052.25905,5434850167.699512,6542154581.326788,6740240754.123837,3257129707.669861,3183766987.272547,3290268388.9058685,3326795307.4245863,3341095251.307901,3427673634.350216,3342327650.632334,3290695229.305067,3343076373.281276,3476743873.0627446,3370728956.743136,3370911789.144229,3462114260.655038,3514412427.336641,3394472787.0570726,3397714312.680755,3537673645.7863736,3393645397.805661,3093915925.7251534,3167006259.5952125,3362694826.295454,3106802462.6230464,3068603146.611411,3131222001.0582075,3064081010.270131,3113918664.1460967,3051480336.2978063,3032898153.086647,3133311556.769226,3059554133.526513,3169741066.0864997,3099265820.432982,3080692442.2797484,3036321348.823536,3072728598.767673,3112402334.8069553,3042369044.232447,3112481725.015293,2997871974.6974473,3101841886.7029376,2987690136.417504,3002311530.72377,3233302801.438536,3091830828.123574,3176101642.2146635,3045482647.815588,3090274983.638227,3035568823.5522676,2978501197.82325,,,,,257578507.87528506,203472496.2150094,39572.8534114794,328249517.8994724,314886574.17858064,6581139.731482384,24017.552076410782,314955340.6039194,406817209.95697945,203578898.99528465,46290.96601789101,454911653.5945929
National,All Small Ruminants,Crop livestock mixed,Overall,2020,68105912511.049545,49612620251.1223,109801582.85865033,18383490677.068596,356151284.5089264,3163268108.3572855,21672661.59475518,-2828789485.4431143,67749761226.54062,46449352142.765015,88128921.26389515,21212280162.51171,119503496642.20831,142336481600.1529,165889222445.60706,199687738047.55066,205733969345.30096,99418143635.51274,97178875897.17946,100429643473.31618,101544563282.40617,101981043865.79326,104623696413.75978,102018660683.06778,100442672024.19553,102041514122.30305,106121478964.16402,102885560494.79799,102891141131.59921,105674935830.11063,107271245192.54776,103610299066.62994,103709240923.10394,107981252887.82837,103585044468.00415,94436330605.94121,96667284225.61131,102640332823.0374,94829669432.22812,93663702637.26741,95575032803.52492,93525672395.71516,95046878941.41406,93141059031.39781,92573870639.9751,95638812808.76184,93387497461.73647,96750759373.66144,94599626712.70825,94032707080.1598,92678357656.46114,93789624793.2279,95000595660.86722,92862952899.75497,95003018907.0515,91504758278.28421,94678256595.28186,91193975610.27885,91640267901.27019,98690869317.72379,94372686676.63754,96944904749.4582,92957990161.40405,94325197265.8982,92655388148.88147,90913499455.19354,,,,,7862129970.772945,6210639326.688582,1207891.6032312708,10019237994.106096,9611357689.214182,200877691.044723,733093.4461969045,9613456663.146822,12417378318.604244,6213887084.0215845,1412950.1498685165,13885376444.185486,1949941019.3525467,1420459395.3502758,3143730.1478220844,526337893.85444885,10196970.764416128,90567558.85467179,620510.1772229151,-80991098.26747857,1939744048.5881307,1329891836.495604,2523219.9705991694,607328992.1219275,3421505732.279782,4075237138.5880427,4749575882.456721,5717261499.3958435,5890371204.343468,2846441802.1169267,2782329306.515602,2875402063.4522605,2907323342.954691,2919820222.628087,2995482032.494307,2920897230.0759964,2875775084.014583,2921551547.1089106,3038365058.731271,2945717446.709721,2945877225.974275,3025580078.0754476,3071284026.391061,2966467443.5516667,2969300248.771599,3091612263.368416,2965744378.90174,2703807466.580633,2767681920.572597,2938696330.9414134,2715069154.202194,2681686347.968917,2736409659.8709016,2677734402.8294964,2721288081.695257,2666722533.991355,2650483357.841174,2738235745.7985487,2673778314.9998574,2770071898.3187003,2708482798.9437957,2692251317.6314626,2653474926.589377,2685291626.396291,2719962944.656181,2658760074.7300415,2720032324.6403923,2619873591.794508,2710734051.848634,2610975570.314374,2623753369.0801363,2825619204.3087225,2701985276.644306,2775630476.3925543,2661481087.4589496,2700625606.880385,2652817286.402607,2602945254.889668,,,,,225100716.8724734,177816872.7648918,34583.15581176653,286860896.9036767,275182872.07190114,5751331.054809427,20989.2053281856,275242967.81423694,355522075.0083484,177909859.33552906,40454.188982226005,397552343.0990828
