species,production_system,item,group,age_group,sex,mean_current,stdev_current,min_current,q1_current,median_current,q3_current,max_current,mean_ideal,stdev_ideal,min_ideal,q1_ideal,median_ideal,q3_ideal,max_ideal,mean_ideal_af,stdev_ideal_af,min_ideal_af,q1_ideal_af,median_ideal_af,q3_ideal_af,max_ideal_af,mean_ideal_am,stdev_ideal_am,min_ideal_am,q1_ideal_am,median_ideal_am,q3_ideal_am,max_ideal_am,mean_ideal_jf,stdev_ideal_jf,min_ideal_jf,q1_ideal_jf,median_ideal_jf,q3_ideal_jf,max_ideal_jf,mean_ideal_jm,stdev_ideal_jm,min_ideal_jm,q1_ideal_jm,median_ideal_jm,q3_ideal_jm,max_ideal_jm,mean_ideal_nf,stdev_ideal_nf,min_ideal_nf,q1_ideal_nf,median_ideal_nf,q3_ideal_nf,max_ideal_nf,mean_ideal_nm,stdev_ideal_nm,min_ideal_nm,q1_ideal_nm,median_ideal_nm,q3_ideal_nm,max_ideal_nm,mean_all_mortality_zero,stdev_all_mortality_zero,min_all_mortality_zero,q1_all_mortality_zero,median_all_mortality_zero,q3_all_mortality_zero,max_all_mortality_zero,mean_all_mortality_minus25pct,stdev_all_mortality_minus25pct,min_all_mortality_minus25pct,q1_all_mortality_minus25pct,median_all_mortality_minus25pct,q3_all_mortality_minus25pct,max_all_mortality_minus25pct,mean_all_mortality_minus50pct,stdev_all_mortality_minus50pct,min_all_mortality_minus50pct,q1_all_mortality_minus50pct,median_all_mortality_minus50pct,q3_all_mortality_minus50pct,max_all_mortality_minus50pct,mean_all_mortality_minus75pct,stdev_all_mortality_minus75pct,min_all_mortality_minus75pct,q1_all_mortality_minus75pct,median_all_mortality_minus75pct,q3_all_mortality_minus75pct,max_all_mortality_minus75pct,mean_mortality_zero_af,stdev_mortality_zero_af,min_mortality_zero_af,q1_mortality_zero_af,median_mortality_zero_af,q3_mortality_zero_af,max_mortality_zero_af,mean_mortality_zero_am,stdev_mortality_zero_am,min_mortality_zero_am,q1_mortality_zero_am,median_mortality_zero_am,q3_mortality_zero_am,max_mortality_zero_am,mean_mortality_zero_j,stdev_mortality_zero_j,min_mortality_zero_j,q1_mortality_zero_j,median_mortality_zero_j,q3_mortality_zero_j,max_mortality_zero_j,mean_mortality_zero_n,stdev_mortality_zero_n,min_mortality_zero_n,q1_mortality_zero_n,median_mortality_zero_n,q3_mortality_zero_n,max_mortality_zero_n
Sheep,Crop livestock mixed,Value of Manure,Juvenile Female,Juvenile,Female,69606729.0,534.57272657703,69606351.0,69606540.0,69606729.0,69606918.0,69607107.0,102312522.0,3483.20800412493,102310059.0,102311290.5,102312522.0,102313753.5,102314985.0,89997513.0,1294.00540957138,89996598.0,89997055.5,89997513.0,89997970.5,89998428.0,69422263.5,854.892098454536,69421659.0,69421961.25,69422263.5,69422565.75,69422868.0,73946056.5,1067.0241328105,73945302.0,73945679.25,73946056.5,73946433.75,73946811.0,73942044.0,560.028570699746,73941648.0,73941846.0,73942044.0,73942242.0,73942440.0,74469399.0,4.24264068711928,74469396.0,74469397.5,74469399.0,74469400.5,74469402.0,74627895.0,335.168614282424,74627658.0,74627776.5,74627895.0,74628013.5,74628132.0,79522533.0,156.977705423414,79522422.0,79522477.5,79522533.0,79522588.5,79522644.0,71832384.0,220.617315730203,71832228.0,71832306.0,71832384.0,71832462.0,71832540.0,74341882.5,638.517423411452,74341431.0,74341656.75,74341882.5,74342108.25,74342334.0,76975920.0,220.617315730203,76975764.0,76975842.0,76975920.0,76975998.0,76976076.0,69758805.0,708.520994748921,69758304.0,69758554.5,69758805.0,69759055.5,69759306.0,69549675.0,1459.46839636903,69548643.0,69549159.0,69549675.0,69550191.0,69550707.0,73832167.5,91.2167747730646,73832103.0,73832135.25,73832167.5,73832199.75,73832232.0,74616390.0,339.411254969543,74616150.0,74616270.0,74616390.0,74616510.0,74616630.0
Sheep,Crop livestock mixed,Value of Manure,Juvenile Male,Juvenile,Male,52859865.0,,52859865.0,52859865.0,52859865.0,52859865.0,52859865.0,81703845.0,3152.28203052963,81701616.0,81702730.5,81703845.0,81704959.5,81706074.0,71591496.0,997.020561473032,71590791.0,71591143.5,71591496.0,71591848.5,71592201.0,52785901.5,803.980410209105,52785333.0,52785617.25,52785901.5,52786185.75,52786470.0,55768629.0,267.286363288515,55768440.0,55768534.5,55768629.0,55768723.5,55768818.0,55764654.0,135.764501987817,55764558.0,55764606.0,55764654.0,55764702.0,55764750.0,57415453.5,502.752921423635,57415098.0,57415275.75,57415453.5,57415631.25,57415809.0,57547414.5,795.495128834866,57546852.0,57547133.25,57547414.5,57547695.75,57547977.0,60873334.5,137.885822331377,60873237.0,60873285.75,60873334.5,60873383.25,60873432.0,54714247.5,659.730626847049,54713781.0,54714014.25,54714247.5,54714480.75,54714714.0,56730559.5,328.804653251745,56730327.0,56730443.25,56730559.5,56730675.75,56730792.0,58842756.0,93.3380951166243,58842690.0,58842723.0,58842756.0,58842789.0,58842822.0,53115904.5,303.348809129029,53115690.0,53115797.25,53115904.5,53116011.75,53116119.0,52880608.5,447.598592491085,52880292.0,52880450.25,52880608.5,52880766.75,52880925.0,55664019.0,29.698484809835,55663998.0,55664008.5,55664019.0,55664029.5,55664040.0,57538419.0,330.925973595304,57538185.0,57538302.0,57538419.0,57538536.0,57538653.0
Sheep,Crop livestock mixed,Value of Manure,Juvenile Male,Juvenile,Male,52967767.5,290.620887067671,52967562.0,52967664.75,52967767.5,52967870.25,52967973.0,81703845.0,3152.28203052963,81701616.0,81702730.5,81703845.0,81704959.5,81706074.0,71591496.0,997.020561473032,71590791.0,71591143.5,71591496.0,71591848.5,71592201.0,52785901.5,803.980410209105,52785333.0,52785617.25,52785901.5,52786185.75,52786470.0,55768629.0,267.286363288515,55768440.0,55768534.5,55768629.0,55768723.5,55768818.0,55764654.0,135.764501987817,55764558.0,55764606.0,55764654.0,55764702.0,55764750.0,57415453.5,502.752921423635,57415098.0,57415275.75,57415453.5,57415631.25,57415809.0,57547414.5,795.495128834866,57546852.0,57547133.25,57547414.5,57547695.75,57547977.0,60873334.5,137.885822331377,60873237.0,60873285.75,60873334.5,60873383.25,60873432.0,54714247.5,659.730626847049,54713781.0,54714014.25,54714247.5,54714480.75,54714714.0,56730559.5,328.804653251745,56730327.0,56730443.25,56730559.5,56730675.75,56730792.0,58842756.0,93.3380951166243,58842690.0,58842723.0,58842756.0,58842789.0,58842822.0,53115904.5,303.348809129029,53115690.0,53115797.25,53115904.5,53116011.75,53116119.0,52880608.5,447.598592491085,52880292.0,52880450.25,52880608.5,52880766.75,52880925.0,55664019.0,29.698484809835,55663998.0,55664008.5,55664019.0,55664029.5,55664040.0,57538419.0,330.925973595304,57538185.0,57538302.0,57538419.0,57538536.0,57538653.0
Sheep,Crop livestock mixed,Value of Manure,Juvenile Combined,Juvenile,Combined,122360514.0,,122360514.0,122360514.0,122360514.0,122360514.0,122360514.0,184016367.0,6635.49003465456,184011675.0,184014021.0,184016367.0,184018713.0,184021059.0,161589009.0,2291.02597104441,161587389.0,161588199.0,161589009.0,161589819.0,161590629.0,122208165.0,1658.87250866364,122206992.0,122207578.5,122208165.0,122208751.5,122209338.0,129714685.5,1334.31049609902,129713742.0,129714213.75,129714685.5,129715157.25,129715629.0,129706698.0,424.264068711929,129706398.0,129706548.0,129706698.0,129706848.0,129706998.0,131884852.5,498.510280736516,131884500.0,131884676.25,131884852.5,131885028.75,131885205.0,132175309.5,1130.66374311729,132174510.0,132174909.75,132175309.5,132175709.25,132176109.0,140395867.5,294.86352775479,140395659.0,140395763.25,140395867.5,140395971.75,140396076.0,126546631.5,880.347942577252,126546009.0,126546320.25,126546631.5,126546942.75,126547254.0,131072442.0,309.712770159708,131072223.0,131072332.5,131072442.0,131072551.5,131072661.0,135818676.0,127.279220613579,135818586.0,135818631.0,135818676.0,135818721.0,135818766.0,122874709.5,1011.86980387795,122873994.0,122874351.75,122874709.5,122875067.25,122875425.0,122430283.5,1907.06698886012,122428935.0,122429609.25,122430283.5,122430957.75,122431632.0,129496186.5,61.5182899632296,129496143.0,129496164.75,129496186.5,129496208.25,129496230.0,132154809.0,8.48528137423857,132154803.0,132154806.0,132154809.0,132154812.0,132154815.0
Sheep,Crop livestock mixed,Value of Manure,Juvenile Combined,Juvenile,Combined,122574496.5,243.951839509359,122574324.0,122574410.25,122574496.5,122574582.75,122574669.0,184016367.0,6635.49003465456,184011675.0,184014021.0,184016367.0,184018713.0,184021059.0,161589009.0,2291.02597104441,161587389.0,161588199.0,161589009.0,161589819.0,161590629.0,122208165.0,1658.87250866364,122206992.0,122207578.5,122208165.0,122208751.5,122209338.0,129714685.5,1334.31049609902,129713742.0,129714213.75,129714685.5,129715157.25,129715629.0,129706698.0,424.264068711929,129706398.0,129706548.0,129706698.0,129706848.0,129706998.0,131884852.5,498.510280736516,131884500.0,131884676.25,131884852.5,131885028.75,131885205.0,132175309.5,1130.66374311729,132174510.0,132174909.75,132175309.5,132175709.25,132176109.0,140395867.5,294.86352775479,140395659.0,140395763.25,140395867.5,140395971.75,140396076.0,126546631.5,880.347942577252,126546009.0,126546320.25,126546631.5,126546942.75,126547254.0,131072442.0,309.712770159708,131072223.0,131072332.5,131072442.0,131072551.5,131072661.0,135818676.0,127.279220613579,135818586.0,135818631.0,135818676.0,135818721.0,135818766.0,122874709.5,1011.86980387795,122873994.0,122874351.75,122874709.5,122875067.25,122875425.0,122430283.5,1907.06698886012,122428935.0,122429609.25,122430283.5,122430957.75,122431632.0,129496186.5,61.5182899632296,129496143.0,129496164.75,129496186.5,129496208.25,129496230.0,132154809.0,8.48528137423857,132154803.0,132154806.0,132154809.0,132154812.0,132154815.0
Sheep,Crop livestock mixed,Value of Manure,Adult Female,Adult,Female,782975889.0,,782975889.0,782975889.0,782975889.0,782975889.0,782975889.0,831982164.75,3045.15535317987,831980011.5,831981088.125,831982164.75,831983241.375,831984318.0,822040902.0,1947.37207538775,822039525.0,822040213.5,822040902.0,822041590.5,822042279.0,782814996.0,833.67889501894,782814406.5,782814701.25,782814996.0,782815290.75,782815585.5,787615263.0,337.289934625983,787615024.5,787615143.75,787615263.0,787615382.25,787615501.5,787386244.5,337.289934625983,787386006.0,787386125.25,787386244.5,787386363.75,787386483.0,786999719.25,124.097240098239,786999631.5,786999675.375,786999719.25,786999763.125,786999807.0,786902928.75,512.298862969654,786902566.5,786902747.625,786902928.75,786903109.875,786903291.0,814943979.0,171.826947828331,814943857.5,814943918.25,814943979.0,814944039.75,814944100.5,790324229.25,245.012499681139,790324056.0,790324142.625,790324229.25,790324315.875,790324402.5,798673133.25,410.475486478791,798672843.0,798672988.125,798673133.25,798673278.375,798673423.5,806772165.75,136.825162159597,806772069.0,806772117.375,806772165.75,806772214.125,806772262.5,806370972.75,665.033927705948,806370502.5,806370737.625,806370972.75,806371207.875,806371443.0,783429149.25,1326.88587489656,783428211.0,783428680.125,783429149.25,783429618.375,783430087.5,787139210.25,92.2774349448445,787139145.0,787139177.625,787139210.25,787139242.875,787139275.5,786518487.0,922.774349448444,786517834.5,786518160.75,786518487.0,786518813.25,786519139.5
Sheep,Crop livestock mixed,Value of Manure,Adult Female,Adult,Female,783235626.75,531.39074606169,783235251.0,783235438.875,783235626.75,783235814.625,783236002.5,831982164.75,3045.15535317987,831980011.5,831981088.125,831982164.75,831983241.375,831984318.0,822040902.0,1947.37207538775,822039525.0,822040213.5,822040902.0,822041590.5,822042279.0,782814996.0,833.67889501894,782814406.5,782814701.25,782814996.0,782815290.75,782815585.5,787615263.0,337.289934625983,787615024.5,787615143.75,787615263.0,787615382.25,787615501.5,787386244.5,337.289934625983,787386006.0,787386125.25,787386244.5,787386363.75,787386483.0,786999719.25,124.097240098239,786999631.5,786999675.375,786999719.25,786999763.125,786999807.0,786902928.75,512.298862969654,786902566.5,786902747.625,786902928.75,786903109.875,786903291.0,814943979.0,171.826947828331,814943857.5,814943918.25,814943979.0,814944039.75,814944100.5,790324229.25,245.012499681139,790324056.0,790324142.625,790324229.25,790324315.875,790324402.5,798673133.25,410.475486478791,798672843.0,798672988.125,798673133.25,798673278.375,798673423.5,806772165.75,136.825162159597,806772069.0,806772117.375,806772165.75,806772214.125,806772262.5,806370972.75,665.033927705948,806370502.5,806370737.625,806370972.75,806371207.875,806371443.0,783429149.25,1326.88587489656,783428211.0,783428680.125,783429149.25,783429618.375,783430087.5,787139210.25,92.2774349448445,787139145.0,787139177.625,787139210.25,787139242.875,787139275.5,786518487.0,922.774349448444,786517834.5,786518160.75,786518487.0,786518813.25,786519139.5
Sheep,Crop livestock mixed,Value of Manure,Adult Male,Adult,Male,167301063.0,,167301063.0,167301063.0,167301063.0,167301063.0,167301063.0,192634818.75,2491.4907435108,192633057.0,192633937.875,192634818.75,192635699.625,192636580.5,180400104.0,89.095454429505,180400041.0,180400072.5,180400104.0,180400135.5,180400167.0,172291401.0,661.851947190608,172290933.0,172291167.0,172291401.0,172291635.0,172291869.0,169691971.5,146.371103705615,169691868.0,169691919.75,169691971.5,169692023.25,169692075.0,169827831.0,515.480843484993,169827466.5,169827648.75,169827831.0,169828013.25,169828195.5,170465548.5,337.289934625983,170465310.0,170465429.25,170465548.5,170465667.75,170465787.0,170402683.5,311.834090503267,170402463.0,170402573.25,170402683.5,170402793.75,170402904.0,178332543.0,140.007142674936,178332444.0,178332493.5,178332543.0,178332592.5,178332642.0,169947731.25,824.132953472921,169947148.5,169947439.875,169947731.25,169948022.625,169948314.0,172713435.75,264.104382773175,172713249.0,172713342.375,172713435.75,172713529.125,172713622.5,175526903.25,111.369318036881,175526824.5,175526863.875,175526903.25,175526942.625,175526982.0,167434389.0,846.406817080297,167433790.5,167434089.75,167434389.0,167434688.25,167434987.5,172366598.25,626.850161521874,172366155.0,172366376.625,172366598.25,172366819.875,172367041.5,169697011.5,439.113311116846,169696701.0,169696856.25,169697011.5,169697166.75,169697322.0,170460947.25,136.825162159597,170460850.5,170460898.875,170460947.25,170460995.625,170461044.0
Sheep,Crop livestock mixed,Value of Manure,Adult Male,Adult,Male,167303243.25,353.19983720268,167302993.5,167303118.375,167303243.25,167303368.125,167303493.0,192634818.75,2491.4907435108,192633057.0,192633937.875,192634818.75,192635699.625,192636580.5,180400104.0,89.095454429505,180400041.0,180400072.5,180400104.0,180400135.5,180400167.0,172291401.0,661.851947190608,172290933.0,172291167.0,172291401.0,172291635.0,172291869.0,169691971.5,146.371103705615,169691868.0,169691919.75,169691971.5,169692023.25,169692075.0,169827831.0,515.480843484993,169827466.5,169827648.75,169827831.0,169828013.25,169828195.5,170465548.5,337.289934625983,170465310.0,170465429.25,170465548.5,170465667.75,170465787.0,170402683.5,311.834090503267,170402463.0,170402573.25,170402683.5,170402793.75,170402904.0,178332543.0,140.007142674936,178332444.0,178332493.5,178332543.0,178332592.5,178332642.0,169947731.25,824.132953472921,169947148.5,169947439.875,169947731.25,169948022.625,169948314.0,172713435.75,264.104382773175,172713249.0,172713342.375,172713435.75,172713529.125,172713622.5,175526903.25,111.369318036881,175526824.5,175526863.875,175526903.25,175526942.625,175526982.0,167434389.0,846.406817080297,167433790.5,167434089.75,167434389.0,167434688.25,167434987.5,172366598.25,626.850161521874,172366155.0,172366376.625,172366598.25,172366819.875,172367041.5,169697011.5,439.113311116846,169696701.0,169696856.25,169697011.5,169697166.75,169697322.0,170460947.25,136.825162159597,170460850.5,170460898.875,170460947.25,170460995.625,170461044.0
Sheep,Crop livestock mixed,Value of Hides,Overall,Overall,Combined,34783244.1612814,,34783244.1612814,34783244.1612814,34783244.1612814,34783244.1612814,34783244.1612814,182653770.200005,2940.2442770722,182651691.133339,182652730.666672,182653770.200005,182654809.733338,182655849.266672,192814175.499993,3729.86649818771,192811538.086099,192812856.793046,192814175.499993,192815494.20694,192816812.913886,187297463.753307,61.2940013574143,187297420.411903,187297442.082605,187297463.753307,187297485.424009,187297507.094711,178707504.101733,765.079033343038,178706963.10916,178707233.605446,178707504.101733,178707774.598019,178708045.094305,178811995.451552,103.432394641515,178811922.313804,178811958.882678,178811995.451552,178812032.020426,178812068.5893,193943683.101547,832.491589594384,193943094.441098,193943388.771322,193943683.101547,193943977.431771,193944271.761995,194153986.081123,823.514460314288,194153403.768464,194153694.924794,194153986.081123,194154277.237453,194154568.393783,164847114.966671,159.146166258389,164847002.433338,164847058.700004,164847114.966671,164847171.233338,164847227.500004,183704502.48206,1249.3621840253,183703619.049588,183704060.765824,183704502.48206,183704944.198297,183705385.914533,177582443.797554,830.194892589541,177581856.761116,177582150.279335,177582443.797554,177582737.315773,177583030.833992,171415352.835258,73.7414650546703,171415300.692168,171415326.763713,171415352.835258,171415378.906803,171415404.978348,173267174.234865,1187.09128459493,173266334.834568,173266754.534716,173267174.234865,173267593.935013,173268013.635162,186801154.968521,129.987353088389,186801063.053582,186801109.011051,186801154.968521,186801200.92599,186801246.883459,178858228.263405,247.946111958144,178858052.939028,178858140.601217,178858228.263405,178858315.925594,178858403.587782,194408725.693915,609.654136736099,194408294.603341,194408510.148628,194408725.693915,194408941.239202,194409156.78449
Sheep,Crop livestock mixed,Value of Hides,Overall,Overall,Combined,189328913.202798,1241.83816805751,189328035.090608,189328474.146703,189328913.202798,189329352.258893,189329791.314988,182653770.200005,2940.2442770722,182651691.133339,182652730.666672,182653770.200005,182654809.733338,182655849.266672,192814175.499993,3729.86649818771,192811538.086099,192812856.793046,192814175.499993,192815494.20694,192816812.913886,187297463.753307,61.2940013574143,187297420.411903,187297442.082605,187297463.753307,187297485.424009,187297507.094711,178707504.101733,765.079033343038,178706963.10916,178707233.605446,178707504.101733,178707774.598019,178708045.094305,178811995.451552,103.432394641515,178811922.313804,178811958.882678,178811995.451552,178812032.020426,178812068.5893,193943683.101547,832.491589594384,193943094.441098,193943388.771322,193943683.101547,193943977.431771,193944271.761995,194153986.081123,823.514460314288,194153403.768464,194153694.924794,194153986.081123,194154277.237453,194154568.393783,164847114.966671,159.146166258389,164847002.433338,164847058.700004,164847114.966671,164847171.233338,164847227.500004,183704502.48206,1249.3621840253,183703619.049588,183704060.765824,183704502.48206,183704944.198297,183705385.914533,177582443.797554,830.194892589541,177581856.761116,177582150.279335,177582443.797554,177582737.315773,177583030.833992,171415352.835258,73.7414650546703,171415300.692168,171415326.763713,171415352.835258,171415378.906803,171415404.978348,173267174.234865,1187.09128459493,173266334.834568,173266754.534716,173267174.234865,173267593.935013,173268013.635162,186801154.968521,129.987353088389,186801063.053582,186801109.011051,186801154.968521,186801200.92599,186801246.883459,178858228.263405,247.946111958144,178858052.939028,178858140.601217,178858228.263405,178858315.925594,178858403.587782,194408725.693915,609.654136736099,194408294.603341,194408510.148628,194408725.693915,194408941.239202,194409156.78449
Sheep,Crop livestock mixed,Value of Hides,Juvenile Female,Juvenile,Female,7790067.04042834,,7790067.04042834,7790067.04042834,7790067.04042834,7790067.04042834,7790067.04042834,4288369.66666666,130.20192864279,4288277.59999999,4288323.63333332,4288369.66666666,4288415.69999999,4288461.73333332,13384651.8573968,1027.62017281084,13383925.2202041,13384288.5388004,13384651.8573968,13385015.1759931,13385378.4945895,10834874.8889415,50.1507006920813,10834839.427041,10834857.1579913,10834874.8889415,10834892.6198918,10834910.3508421,3253309.13333338,42.5206877753291,3253279.06666671,3253294.10000005,3253309.13333338,3253324.16666671,3253339.20000005,3253178.00000005,19.6104280642923,3253164.13333338,3253171.06666672,3253178.00000005,3253184.93333338,3253191.86666671,11550154.8790824,522.137700895507,11549785.6719734,11549970.2755279,11550154.8790824,11550339.4826369,11550524.0861914,11479749.6190286,94.8911742932781,11479682.5208358,11479716.0699322,11479749.6190286,11479783.168125,11479816.7172214,3455701.20000005,6.5996632911842,3455696.53333339,3455698.86666672,3455701.20000005,3455703.53333339,3455705.86666672,9159965.20921227,770.856830749439,9159420.13111992,9159692.67016609,9159965.20921227,9160237.74825844,9160510.28730461,7401593.47110259,701.850666308685,7401097.18773706,7401345.32941983,7401593.47110259,7401841.61278535,7402089.75446812,5468068.20446877,47.923474591179,5468034.31745491,5468051.26096184,5468068.20446877,5468085.1479757,5468102.09148263,10976719.7393212,712.536094655587,10976215.9002168,10976467.819769,10976719.7393212,10976971.6588734,10977223.5784256,10697785.6751001,1133.11702367357,10696984.4403688,10697385.0577345,10697785.6751001,10698186.2924658,10698586.9098314,3249139.13333338,1.0370899454988,3249138.40000005,3249138.76666672,3249139.13333338,3249139.50000005,3249139.86666672,11493900.866207,329.159740491279,11493668.1151224,11493784.4906647,11493900.866207,11494017.2417493,11494133.6172916
Sheep,Crop livestock mixed,Value of Hides,Juvenile Female,Juvenile,Female,10959984.5420419,844.064020059337,10959387.6986495,10959686.1203457,10959984.5420419,10960282.963738,10960581.3854342,4288369.66666666,130.20192864279,4288277.59999999,4288323.63333332,4288369.66666666,4288415.69999999,4288461.73333332,13384651.8573968,1027.62017281084,13383925.2202041,13384288.5388004,13384651.8573968,13385015.1759931,13385378.4945895,10834874.8889415,50.1507006920813,10834839.427041,10834857.1579913,10834874.8889415,10834892.6198918,10834910.3508421,3253309.13333338,42.5206877753291,3253279.06666671,3253294.10000005,3253309.13333338,3253324.16666671,3253339.20000005,3253178.00000005,19.6104280642923,3253164.13333338,3253171.06666672,3253178.00000005,3253184.93333338,3253191.86666671,11550154.8790824,522.137700895507,11549785.6719734,11549970.2755279,11550154.8790824,11550339.4826369,11550524.0861914,11479749.6190286,94.8911742932781,11479682.5208358,11479716.0699322,11479749.6190286,11479783.168125,11479816.7172214,3455701.20000005,6.5996632911842,3455696.53333339,3455698.86666672,3455701.20000005,3455703.53333339,3455705.86666672,9159965.20921227,770.856830749439,9159420.13111992,9159692.67016609,9159965.20921227,9160237.74825844,9160510.28730461,7401593.47110259,701.850666308685,7401097.18773706,7401345.32941983,7401593.47110259,7401841.61278535,7402089.75446812,5468068.20446877,47.923474591179,5468034.31745491,5468051.26096184,5468068.20446877,5468085.1479757,5468102.09148263,10976719.7393212,712.536094655587,10976215.9002168,10976467.819769,10976719.7393212,10976971.6588734,10977223.5784256,10697785.6751001,1133.11702367357,10696984.4403688,10697385.0577345,10697785.6751001,10698186.2924658,10698586.9098314,3249139.13333338,1.0370899454988,3249138.40000005,3249138.76666672,3249139.13333338,3249139.50000005,3249139.86666672,11493900.866207,329.159740491279,11493668.1151224,11493784.4906647,11493900.866207,11494017.2417493,11494133.6172916
Sheep,Crop livestock mixed,Value of Hides,Juvenile Male,Juvenile,Male,5786118.85064362,,5786118.85064362,5786118.85064362,5786118.85064362,5786118.85064362,5786118.85064362,45267623.1000011,1597.35421869514,45266493.6000011,45267058.3500011,45267623.1000011,45268187.8500011,45268752.6000011,47681219.6667276,2092.49477799761,47679740.0494804,47680479.858104,47681219.6667276,47681959.4753511,47682699.2839747,36602192.5125431,408.330620861531,36601903.7791921,36602048.1458676,36602192.5125431,36602336.8792186,36602481.2458941,32406150.6000006,162.917402384327,32406035.4000006,32406093.0000006,32406150.6000006,32406208.2000006,32406265.8000006,32404359.6000006,73.8219479574561,32404307.4000006,32404333.5000006,32404359.6000006,32404385.7000006,32404411.8000006,39389066.4691166,100.357156752,39388995.5058905,39389030.9875036,39389066.4691166,39389101.9507296,39389137.4323427,39400772.4052606,936.412911554815,39400110.2613408,39400441.3333007,39400772.4052606,39401103.4772205,39401434.5491803,34923821.4000007,81.4587011947976,34923763.8000007,34923792.6000007,34923821.4000007,34923850.2000007,34923879.0000007,36280722.255052,273.6846875246,36280528.7307536,36280625.4929028,36280722.255052,36280819.0172013,36280915.7793505,35927559.9968489,6.64257286232225,35927555.2998406,35927557.6483447,35927559.9968489,35927562.3453531,35927564.6938572,35479120.5232889,66.4473168765008,35479073.5379405,35479097.0306147,35479120.5232889,35479144.015963,35479167.5086372,36852443.6328126,584.241013775926,36852030.5120299,36852237.0724213,36852443.6328126,36852650.193204,36852856.7535953,36546192.7741167,993.906289780263,36545489.9762394,36545841.375178,36546192.7741167,36546544.1730554,36546895.5719941,32354066.7000006,44.5477272121183,32354035.2000006,32354050.9500006,32354066.7000006,32354082.4500006,32354098.2000006,39408167.5043996,496.862735076896,39407816.1693903,39407991.8368949,39408167.5043996,39408343.1719042,39408518.8394089
Sheep,Crop livestock mixed,Value of Hides,Juvenile Male,Juvenile,Male,36786244.5723092,343.137512289583,36786001.9374474,36786123.2548783,36786244.5723092,36786365.8897401,36786487.207171,45267623.1000011,1597.35421869514,45266493.6000011,45267058.3500011,45267623.1000011,45268187.8500011,45268752.6000011,47681219.6667276,2092.49477799761,47679740.0494804,47680479.858104,47681219.6667276,47681959.4753511,47682699.2839747,36602192.5125431,408.330620861531,36601903.7791921,36602048.1458676,36602192.5125431,36602336.8792186,36602481.2458941,32406150.6000006,162.917402384327,32406035.4000006,32406093.0000006,32406150.6000006,32406208.2000006,32406265.8000006,32404359.6000006,73.8219479574561,32404307.4000006,32404333.5000006,32404359.6000006,32404385.7000006,32404411.8000006,39389066.4691166,100.357156752,39388995.5058905,39389030.9875036,39389066.4691166,39389101.9507296,39389137.4323427,39400772.4052606,936.412911554815,39400110.2613408,39400441.3333007,39400772.4052606,39401103.4772205,39401434.5491803,34923821.4000007,81.4587011947976,34923763.8000007,34923792.6000007,34923821.4000007,34923850.2000007,34923879.0000007,36280722.255052,273.6846875246,36280528.7307536,36280625.4929028,36280722.255052,36280819.0172013,36280915.7793505,35927559.9968489,6.64257286232225,35927555.2998406,35927557.6483447,35927559.9968489,35927562.3453531,35927564.6938572,35479120.5232889,66.4473168765008,35479073.5379405,35479097.0306147,35479120.5232889,35479144.015963,35479167.5086372,36852443.6328126,584.241013775926,36852030.5120299,36852237.0724213,36852443.6328126,36852650.193204,36852856.7535953,36546192.7741167,993.906289780263,36545489.9762394,36545841.375178,36546192.7741167,36546544.1730554,36546895.5719941,32354066.7000006,44.5477272121183,32354035.2000006,32354050.9500006,32354066.7000006,32354082.4500006,32354098.2000006,39408167.5043996,496.862735076896,39407816.1693903,39407991.8368949,39408167.5043996,39408343.1719042,39408518.8394089
Sheep,Crop livestock mixed,Value of Hides,Juvenile Combined,Juvenile,Combined,13576185.891072,,13576185.891072,13576185.891072,13576185.891072,13576185.891072,13576185.891072,49555992.7666678,1727.55614734254,49554771.2000011,49555381.9833344,49555992.7666678,49556603.5500011,49557214.3333344,61065871.5241243,3120.1149508124,61063665.2696845,61064768.3969044,61065871.5241243,61066974.6513442,61068077.7785641,47437067.4014846,458.481321552295,47436743.2062331,47436905.3038589,47437067.4014846,47437229.4991104,47437391.5967361,35659459.733334,205.438090159327,35659314.4666673,35659387.1000007,35659459.733334,35659532.3666673,35659605.0000007,35657537.6000007,54.2115198944809,35657499.2666673,35657518.433334,35657537.6000007,35657556.7666673,35657575.933334,50939221.348199,622.49485764619,50938781.1778639,50939001.2630315,50939221.348199,50939441.4333666,50939661.5185341,50880522.0242892,1031.30408584941,50879792.7821766,50880157.4032329,50880522.0242892,50880886.6453455,50881251.2664018,38379522.6000008,88.0583644876282,38379460.3333341,38379491.4666674,38379522.6000008,38379553.7333341,38379584.8666674,45440687.4642643,497.172143226156,45440335.9104704,45440511.6873673,45440687.4642643,45440863.2411613,45441039.0180582,43329153.4679515,695.208093448997,43328661.8815943,43328907.6747729,43329153.4679515,43329399.2611301,43329645.0543087,40947188.7277576,18.5238422872975,40947175.6294231,40947182.1785904,40947188.7277576,40947195.2769249,40947201.8260921,47829163.3721338,1296.77710842888,47828246.4122468,47828704.8921903,47829163.3721338,47829621.8520774,47830080.3320209,47243978.4492168,139.210733891988,47243880.0123629,47243929.2307899,47243978.4492168,47244027.6676438,47244076.8860708,35603205.833334,43.5106372676073,35603175.0666673,35603190.4500007,35603205.833334,35603221.2166673,35603236.6000007,50902068.3706066,167.702994589568,50901949.7866819,50902009.0786443,50902068.3706066,50902127.662569,50902186.9545313
