species,production_system,item,group,age_group,sex,mean_current,mean_ideal,mean_ideal_af,mean_ideal_am,mean_ideal_jf,mean_ideal_jm,mean_ideal_nf,mean_ideal_nm,mean_all_mortality_zero,mean_mortality_zero_af,mean_mortality_zero_am,mean_mortality_zero_j,mean_mortality_zero_n,stdev_current,stdev_ideal,stdev_ideal_af,stdev_ideal_am,stdev_ideal_jf,stdev_ideal_jm,stdev_ideal_nf,stdev_ideal_nm,stdev_all_mortality_zero,stdev_mortality_zero_af,stdev_mortality_zero_am,stdev_mortality_zero_j,stdev_mortality_zero_n,sqrd_stdev_current,sqrd_stdev_ideal,sqrd_stdev_ideal_af,sqrd_stdev_ideal_am,sqrd_stdev_ideal_jf,sqrd_stdev_ideal_jm,sqrd_stdev_ideal_nf,sqrd_stdev_ideal_nm,sqrd_stdev_all_mortality_zero,sqrd_stdev_mortality_zero_af,sqrd_stdev_mortality_zero_am,sqrd_stdev_mortality_zero_j,sqrd_stdev_mortality_zero_n
Goat,Overall,Health Cost,Juvenile Combined,Juvenile,Combined,17305672.76850966,0.0,24940417.01179614,18997044.24465721,19624604.609986283,19601445.80991951,19764453.44422172,19749604.73976237,24638725.150318548,17449972.48066911,17289618.77210679,18714963.495605648,18792310.46992056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Health Cost,Juvenile Female,Juvenile,Female,10142305.74709869,0.0,14273769.9920289,11160388.80842978,11535993.78326761,11523406.09232378,11575880.618133921,11567142.635303851,10685378.66815559,10217538.59922272,10132915.80571951,11017845.189815309,10971046.88067329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Health Cost,Juvenile Male,Juvenile,Male,7163367.02141097,0.0,10666647.01976724,7836655.43622743,8088610.826718669,8078039.71759573,8188572.8260878,8182462.10445852,13953346.48216296,7232433.8814463895,7156702.966387279,7697118.3057903405,7821263.58924727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Health Cost,Neonatal Combined,Neonatal,Combined,22049075.34819093,0.0,38024047.16294573,24149595.82626596,24192098.955408327,24139793.161544837,25884859.50691247,25862234.08428788,28123595.06208574,22493807.118407093,22015382.69019891,22061921.25128802,25513967.11313592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Health Cost,Neonatal Female,Neonatal,Female,11467810.00453399,0.0,19532996.42922719,12596105.90110775,12617797.29556743,12591087.26665291,13483616.66193488,13471872.62874334,10839249.92837205,11690739.562248781,11449749.14087617,11472006.0475246,13297573.71791474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Health Cost,Neonatal Male,Neonatal,Male,10581265.34365694,0.0,18491050.73371855,11553489.92515821,11574301.6598409,11548705.894891929,12401242.844977591,12390361.455544539,17284345.133713692,10803067.556158312,10565633.54932274,10589915.20376342,12216393.395221181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Health Cost,Overall Combined,Overall,Combined,124546130.98057696,0.0,155359969.60646617,131784735.7734161,132558911.33336022,132459943.14780465,134426828.59385592,134322203.5604498,126105940.29379104,128194304.3434477,125235828.65153623,126863606.71470793,130186232.22312552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Health Cost,Overall Female,Overall,Female,88187321.59768268,0.0,105501759.06977859,92706002.34851682,93327890.12825894,93273289.33389468,94246096.5278299,94171616.83247319,69666844.77476719,91520705.11811331,88171744.56977329,89655473.7934848,91240031.39346212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Health Cost,Overall Male,Overall,Male,36358809.3828943,0.0,49858210.5366876,39078733.42489928,39231021.20510128,39186653.81390996,40180732.06602602,40150586.72797662,56439095.51902385,36673599.225334406,37064084.08176295,37208132.92122312,38946200.82966339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Hides,Adult Combined,Adult,Combined,11460836.48478302,10946600.65416679,10859779.27832737,10851105.86487986,10953028.449899811,10957011.28632151,10949055.13808958,10952933.39308303,11465419.882500164,10402062.18552637,11341394.84887345,11585292.92758853,11569599.689805672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Hides,Adult Female,Adult,Female,4202438.87215434,3230459.4808334596,3214898.72000012,3608871.6400325503,3621222.95298461,3626327.56135385,3614423.69384901,3618495.25018981,2358794.2625000738,3137635.76916675,4193256.4555401397,4225660.17096561,4219793.81946723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Hides,Adult Male,Adult,Male,7258397.61262868,7716141.17333333,7644880.55832725,7242234.224847309,7331805.496915201,7330683.72496766,7334631.44424057,7334438.14289322,9106625.62000009,7264426.41635962,7148138.39333331,7359632.75662292,7349805.87033844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Hides,Juvenile Combined,Juvenile,Combined,3334627.400000017,3512319.090833381,3822073.515833374,2978094.538333352,2629200.220833352,2625985.756666685,3111975.8058333527,3111341.0841666833,4296045.2800001055,3356186.1016666745,3332327.510833343,2526480.115000017,3586441.7716666926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Hides,Juvenile Female,Juvenile,Female,1033631.956666677,656438.757500021,920883.100833354,748325.175000012,519327.967500012,518890.191666679,780584.740000013,780430.545000013,493841.505833345,1039137.235833344,1032941.9308333431,497301.93750001094,1104042.370000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Hides,Juvenile Male,Juvenile,Male,2300995.44333334,2855880.33333336,2901190.41500002,2229769.36333334,2109872.25333334,2107095.565000006,2331391.06583334,2330910.5391666703,3802203.77416676,2317048.86583333,2299385.58,2029178.177500006,2482399.40166668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Hides,Overall Combined,Overall,Combined,14795463.884783039,14458919.74500017,14681852.794160744,13829200.403213212,13582228.670733163,13582997.042988196,14061030.943922933,14064274.477249714,15761465.16250027,13758248.287193045,14673722.359706793,14111773.042588547,15156041.461472364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Hides,Overall Female,Overall,Female,5236070.8288210165,3886898.2383334814,4135781.8208334735,4357196.815032562,4140550.920484622,4145217.7530205287,4395008.433849023,4398925.795189823,2852635.7683334188,4176773.005000094,5226198.386373483,4722962.108465621,5323836.189467243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Hides,Overall Male,Overall,Male,9559393.05596202,10572021.50666669,10546070.973327272,9472003.58818065,9441677.75024854,9437779.289967667,9666022.51007391,9665348.68205989,12908829.39416685,9581475.28219295,9447523.97333331,9388810.934122926,9832205.272005118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Labour Cost,Adult Combined,Adult,Combined,13520040531.53622,12795303788.326092,14690744477.96991,14045230950.42848,14058803046.93428,14105152588.903141,14063279314.87521,14089269742.18572,11627314990.03718,14002851736.794449,13644507746.95245,13670993368.796589,13651519226.17284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Labour Cost,Adult Female,Adult,Female,10565963590.269009,9875166125.413631,11399353881.30872,10925590123.313091,10959026823.25391,10995510355.28941,10959975068.12341,10979719892.83199,7630480078.42804,11045728333.54254,10573163134.368938,10666523602.52286,10645886627.25181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Labour Cost,Adult Male,Adult,Male,2954076941.26721,2920137662.9124603,3291390596.66119,3119640827.11539,3099776223.68037,3109642233.6137304,3103304246.7518,3109549849.35373,3996834911.6091404,2957123403.25191,3071344612.5835104,3004469766.2737303,3005632598.92103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Labour Cost,Juvenile Combined,Juvenile,Combined,2746477878.635745,3651340574.587152,3965538219.1714325,3010219953.977244,3109317074.087039,3116514252.616753,3131034368.687233,3136487892.899605,3907914926.6055202,2769026262.411622,2745014941.787222,2972422740.022031,2987393928.595828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Labour Cost,Juvenile Female,Juvenile,Female,1609614744.901908,2086553624.1017852,2269598938.955413,1768396117.4674902,1827649154.565805,1832134951.28052,1833806209.132866,1837140455.039491,1694244163.739386,1621321257.2564979,1608821298.9745789,1749810089.056058,1744081938.391902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Labour Cost,Juvenile Male,Juvenile,Male,1136863133.7338371,1564786950.485367,1695939280.21602,1241823836.509754,1281667919.521234,1284379301.3362331,1297228159.554367,1299347437.860114,2213670762.866134,1147705005.1551242,1136193642.812643,1222612650.965973,1243311990.203926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Labour Cost,Neonatal Combined,Neonatal,Combined,3499207815.7283387,5529607002.746019,6045580317.52525,3826809572.368745,3832781650.6894817,3837942082.678885,4100638966.5634875,4106834444.706834,4460171255.083404,3569355617.6026363,3495363273.455872,3504065923.9170527,4055642831.917527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Labour Cost,Neonatal Female,Neonatal,Female,1819969027.464741,2838699686.42627,3105594321.8333397,1995996325.893919,1998970253.379809,2001808764.925842,2136014320.079413,2139398002.413986,1718451727.299324,1855098442.119833,1817906333.796329,1821979933.470468,2113787299.2974062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Labour Cost,Neonatal Male,Neonatal,Male,1679238788.263598,2690907316.31975,2939985995.69191,1830813246.4748259,1833811397.3096728,1836133317.7530432,1964624646.484075,1967436442.292848,2741719527.78408,1714257175.4828029,1677456939.659543,1682085990.446585,1941855532.620121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Labour Cost,Overall Combined,Overall,Combined,19765726225.900303,21976251365.659264,24701863014.666595,20882260476.774467,21000901771.7108,21059608924.198776,21294952650.12593,21332592079.79216,19995401171.726105,20341233616.80871,19884885962.19554,20147482032.735672,20694555986.686195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Labour Cost,Overall Female,Overall,Female,13995547362.635658,14800419435.941687,16774547142.097473,14689982566.6745,14785646231.199524,14829454071.495771,14929795597.33569,14956258350.285467,11043175969.46675,14522148032.91887,13999890767.139847,14238313625.049385,14503755864.941118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Labour Cost,Overall Male,Overall,Male,5770178863.264645,7175831929.717577,7927315872.56912,6192277910.09997,6215255540.511276,6230154852.703007,6365157052.790242,6376333729.506692,8952225202.259354,5819085583.889837,5884995195.0556965,5909168407.686288,6190800121.745077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Manure,Adult Combined,Adult,Combined,3679503231.699042,4047180396.614094,3993806408.5313683,3828093047.1227236,3834024239.895271,3833137736.415142,3834109976.436347,3833249029.4386,3169686421.702734,3810643728.820362,3711900504.514348,3720201784.970793,3712206578.8862114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Manure,Adult Female,Adult,Female,2875525859.92348,3123572864.432,3099004327.41362,2977761506.27629,2988639646.23332,2988058619.08953,2988028546.8024797,2987270842.2412796,2081036027.703936,3005882169.18954,2876396476.29886,2902528008.0449,2894886987.27764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Manure,Adult Male,Adult,Male,803977371.775562,923607532.1820941,894802081.117748,850331540.8464329,845384593.6619511,845079117.325612,846081429.633867,845978187.19732,1088650393.998798,804761559.630822,835504028.215488,817673776.9258931,817319591.608571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Manure,Juvenile Combined,Juvenile,Combined,498194870.5211015,769914066.3386431,718580153.375507,546726266.4864335,565211201.300163,564262526.708381,569091350.87552,569214301.827103,710041721.0930179,502441638.8993007,497681030.6707401,539261992.323056,541516126.9954541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Manure,Juvenile Female,Juvenile,Female,291972621.001549,439964499.380656,411255100.84155405,321194630.650639,332247209.20605695,331720110.98532903,333315309.32472503,333387461.959704,308056915.011388,294187922.170149,291675343.076763,317483483.131958,316141530.09667003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Manure,Juvenile Male,Juvenile,Male,206222249.5195525,329949566.957987,307325052.533953,225531635.8357945,232963992.09410602,232542415.723052,235776041.55079502,235826839.867399,401984806.08163,208253716.7291517,206005687.5939772,221778509.191098,225374596.898784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Manure,Neonatal Combined,Neonatal,Combined,316620829.1336742,583449969.904427,548254996.73211,347373412.9604069,348465900.9739145,347673082.2851054,372874458.2921888,372402443.916863,405171489.44725156,324098180.9010092,317630143.1076145,317613981.1110606,367223276.30413485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Manure,Neonatal Female,Neonatal,Female,164675363.5628242,299517285.40927804,281639908.575733,181192397.4590891,181753232.9496077,181335122.2665672,194229753.5531891,193995348.9647892,156234656.4607931,168441857.0379213,165199400.9198902,165164579.3028285,191387901.4703362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Manure,Neonatal Male,Neonatal,Male,151945465.57085,283932684.495149,266615088.156377,166181015.5013178,166712668.0243068,166337960.01853818,178644704.73899972,178407094.9520738,248936832.98645848,155656323.8630879,152430742.1877243,152449401.8082321,175835374.8337987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Manure,Overall Combined,Overall,Combined,4494318931.353817,5400544432.857164,5260641558.638985,4722192726.569564,4747701342.169348,4745073345.408628,4776075785.604055,4774865775.182566,4284899632.243004,4637183548.620671,4527211678.292703,4577077758.404909,4620945982.1858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Manure,Overall Female,Overall,Female,3332173844.487853,3863054649.2219343,3791899336.830907,3480148534.3860183,3502640088.3889847,3501113852.3414264,3515573609.680394,3514653653.1657734,2545327599.176117,3468511948.39761,3333271220.295513,3385176070.4796867,3402416418.844646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Manure,Overall Male,Overall,Male,1162145086.8659644,1537489783.63523,1468742221.8080778,1242044192.183545,1245061253.7803638,1243959493.067202,1260502175.9236617,1260212122.0167928,1739572033.0668864,1168671600.2230616,1193940457.9971895,1191901687.925223,1218529563.3411536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Num Offtake,Adult Combined,Adult,Combined,9937804.080833364,10946600.65416679,10723540.21029477,10366041.440680742,10332567.155517064,10328923.625410732,10332759.581274074,10332145.333496733,11465419.882500164,10058071.982500061,10170364.810000034,10056100.590000043,10039526.893333364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Num Offtake,Adult Female,Adult,Female,3021245.3741667233,3230459.4808334596,3214898.72000012,3123807.215833433,3131147.014166763,3130479.252500103,3130193.431666763,3129826.749166763,2358794.2625000738,3137635.76916675,3022226.416666723,3044318.363333403,3036176.113333393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Num Offtake,Adult Male,Adult,Male,6916558.70666664,7716141.17333333,7508641.49029465,7242234.224847309,7201420.1413503,7198444.37291063,7202566.14960731,7202318.58432997,9106625.62000009,6920436.213333311,7148138.39333331,7011782.22666664,7003350.7799999695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Num Offtake,Juvenile Combined,Juvenile,Combined,2363773.8333333423,3512319.090833381,3294349.430833373,2552373.8116666814,2629200.220833352,2625985.756666685,2649815.132500016,2649398.495833352,4296045.2800001055,2379506.435000008,2362133.21583334,2526480.115000017,2544932.888333354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Num Offtake,Juvenile Female,Juvenile,Female,461960.716666675,656438.757500021,626235.460833353,507237.965000011,519327.967500012,518890.191666679,519831.368333346,519791.460000012,493841.505833345,464455.657500008,461650.382500008,497301.93750001094,492966.68333334394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Num Offtake,Juvenile Male,Juvenile,Male,1901813.1166666672,2855880.33333336,2668113.97000002,2045135.84666667,2109872.25333334,2107095.565000006,2129983.76416667,2129607.03583334,3802203.77416676,1915050.7774999999,1900482.833333332,2029178.177500006,2051966.2050000099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Num Offtake,Neonatal Combined,Neonatal,Combined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Num Offtake,Neonatal Female,Neonatal,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Num Offtake,Neonatal Male,Neonatal,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Num Offtake,Overall Combined,Overall,Combined,12301577.914166706,14458919.74500017,14017889.641128143,12918415.252347425,12961767.376350416,12954909.382077418,12982574.713774089,12981543.829330085,15761465.16250027,12437578.417500068,12532498.025833372,12582580.705000058,12584459.781666717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Num Offtake,Overall Female,Overall,Female,3483206.0908333985,3886898.2383334814,3841134.180833473,3631045.180833444,3650474.9816667754,3649369.444166782,3650024.800000109,3649618.2091667745,2852635.7683334188,3602091.426666758,3483876.7991667306,3541620.3008334143,3529142.7966667367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Num Offtake,Overall Male,Overall,Male,8818371.823333308,10572021.50666669,10176755.460294671,9287370.07151398,9311292.39468364,9305539.937910637,9332549.91377398,9331925.62016331,12908829.39416685,8835486.990833309,9048621.226666642,9040960.404166646,9055316.98499998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Offtake Liveweight (kg),Adult Combined,Adult,Combined,246686138.56274188,314532525.84380126,271228799.0022395,293199218.47416747,256528829.13767463,256448031.52578658,256533745.4996298,256525929.4678824,283054302.05449444,249693782.70218408,252432734.2870394,249619374.70621252,249188034.9438503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Offtake Liveweight (kg),Adult Female,Adult,Female,75827573.9495008,86071015.1726524,85651990.5195432,78406704.08962029,78594961.0145691,78581366.4812351,78561341.9330564,78559064.8479453,59207830.14509845,78755331.2063085,75862466.99403019,76416441.8078234,76208201.9270513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Overall,Offtake Liveweight (kg),Adult Male,Adult,Male,170858564.6132411,228461510.6711489,185576808.4826963,214792514.3845472,177933868.1231055,177866665.0445515,177972403.5665734,177966864.6199371,223846471.909396,170938451.4958756,176570267.2930092,173202932.8983891,172979833.016799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
