agesex_scenario,species,production_system,item,mean_current,stdev_current,mean_ideal,stdev_ideal,mean_mortality_zero,stdev_mortality_zero,mean_mortality_zero_j,stdev_mortality_zero_j,mean_mortality_zero_n,stdev_mortality_zero_n,mean_all_mort_25_imp,stdev_all_mort_25_imp,mean_mort_25_imp_j,stdev_mort_25_imp_j,mean_mort_25_imp_n,stdev_mort_25_imp_n,mean_all_mort_50_imp,stdev_all_mort_50_imp,mean_mort_50_imp_j,stdev_mort_50_imp_j,mean_mort_50_imp_n,stdev_mort_50_imp_n,mean_all_mort_75_imp,stdev_all_mort_75_imp,mean_mort_75_imp_j,stdev_mort_75_imp_j,mean_mort_75_imp_n,stdev_mort_75_imp_n,mean_current_growth_25_imp_all,stdev_current_growth_25_imp_all,mean_current_growth_50_imp_all,stdev_current_growth_50_imp_all,mean_current_growth_75_imp_all,stdev_current_growth_75_imp_all,mean_current_growth_100_imp_all,stdev_current_growth_100_imp_all,mean_current_repro_25_imp,stdev_current_repro_25_imp,mean_current_repro_50_imp,stdev_current_repro_50_imp,mean_current_repro_75_imp,stdev_current_repro_75_imp,mean_current_repro_100_imp,stdev_current_repro_100_imp,mean_ideal_a,stdev_ideal_a,mean_ideal_j,stdev_ideal_j,mean_ideal_n,stdev_ideal_n,mean_mortality_zero_a,stdev_mortality_zero_a,exchg_rate_lcuperusdol,mean_current_usd,mean_ideal_usd,mean_mortality_zero_usd,mean_mortality_zero_j_usd,mean_mortality_zero_n_usd,mean_all_mort_25_imp_usd,mean_mort_25_imp_j_usd,mean_mort_25_imp_n_usd,mean_all_mort_50_imp_usd,mean_mort_50_imp_j_usd,mean_mort_50_imp_n_usd,mean_all_mort_75_imp_usd,mean_mort_75_imp_j_usd,mean_mort_75_imp_n_usd,mean_current_growth_25_imp_all_usd,mean_current_growth_50_imp_all_usd,mean_current_growth_75_imp_all_usd,mean_current_growth_100_imp_all_usd,mean_current_repro_25_imp_usd,mean_current_repro_50_imp_usd,mean_current_repro_75_imp_usd,mean_current_repro_100_imp_usd,mean_ideal_a_usd,mean_ideal_j_usd,mean_ideal_n_usd,mean_mortality_zero_a_usd,stdev_current_usd,stdev_ideal_usd,stdev_mortality_zero_usd,stdev_mortality_zero_j_usd,stdev_mortality_zero_n_usd,stdev_all_mort_25_imp_usd,stdev_mort_25_imp_j_usd,stdev_mort_25_imp_n_usd,stdev_all_mort_50_imp_usd,stdev_mort_50_imp_j_usd,stdev_mort_50_imp_n_usd,stdev_all_mort_75_imp_usd,stdev_mort_75_imp_j_usd,stdev_mort_75_imp_n_usd,stdev_current_growth_25_imp_all_usd,stdev_current_growth_50_imp_all_usd,stdev_current_growth_75_imp_all_usd,stdev_current_growth_100_imp_all_usd,stdev_current_repro_25_imp_usd,stdev_current_repro_50_imp_usd,stdev_current_repro_75_imp_usd,stdev_current_repro_100_imp_usd,stdev_ideal_a_usd,stdev_ideal_j_usd,stdev_ideal_n_usd,stdev_mortality_zero_a_usd
Juvenile Female,Sheep,Overall,Total Mortality,6621652.56913414,184870.60998436532,5715258.26128168,172356.95746763897,5714134.07788511,168092.8073453084,5714134.07788511,168092.8073453084,2656108.46120561,107468.09988644691,6414799.06830865,180923.3001538569,6414799.06830865,180923.3001538569,5743528.886512609,159884.72963480666,6171992.992886869,175852.44343542,6171992.992886869,175852.44343542,4797684.27115001,136420.677838245,5955790.421630681,173454.11055821896,5955790.421630681,173454.11055821896,3785837.93375922,116146.45121053874,6650288.467892541,184737.3645838767,6576277.25416948,181119.36699153183,6643515.553681711,184808.0571808532,6684687.46910654,183532.26491901363,,206962.82582314394,,253432.7375487602,,294726.6024935146,,412897.77891328227,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Male,Sheep,Overall,Total Mortality,6621652.56913414,184870.60998436532,5696757.26100691,172677.81334008375,5714134.07788511,168092.8073453084,5714134.07788511,168092.8073453084,2656108.46120561,107468.09988644691,6414799.06830865,180923.3001538569,6414799.06830865,180923.3001538569,5743528.886512609,159884.72963480666,6171992.992886869,175852.44343542,6171992.992886869,175852.44343542,4797684.27115001,136420.677838245,5955790.421630681,173454.11055821896,5955790.421630681,173454.11055821896,3785837.93375922,116146.45121053874,6625303.345278529,185215.18976874763,6644555.32669846,183172.03504365348,6633685.953029919,181432.6706732166,6617121.978705401,183416.22547270503,,206962.82582314394,,253432.7375487602,,294726.6024935146,,412897.77891328227,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Combined,Sheep,Overall,Total Mortality,6621652.56913414,184870.60998436532,,,2656108.46120561,107468.09988644691,5714134.07788511,168092.8073453084,2656108.46120561,107468.09988644691,5096433.6732794605,145047.69206817835,6414799.06830865,180923.3001538569,5743528.886512609,159884.72963480666,3499943.04009784,101043.24065836355,6171992.992886869,175852.44343542,4797684.27115001,136420.677838245,1809157.267998172,53499.26976355634,5955790.421630681,173454.11055821896,3785837.93375922,116146.45121053874,6638189.536769221,183891.30920163324,6605807.39880456,183910.42866399678,6622799.19841021,183891.52360199182,6623474.62311516,184587.74716124093,6886068.74628216,206962.82582314394,7233256.3032255005,253432.7375487602,7517760.281518159,294726.6024935146,8076175.93734134,412897.77891328227,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Female,Sheep,Overall,Total Mortality,6621652.56913414,184870.60998436532,2658973.9242881937,107656.54146825007,2656108.46120561,107468.09988644691,5714134.07788511,168092.8073453084,2656108.46120561,107468.09988644691,5743528.886512609,159884.72963480666,6414799.06830865,180923.3001538569,5743528.886512609,159884.72963480666,4797684.27115001,136420.677838245,6171992.992886869,175852.44343542,4797684.27115001,136420.677838245,3785837.93375922,116146.45121053874,5955790.421630681,173454.11055821896,3785837.93375922,116146.45121053874,6627714.86422012,187391.6142795731,6622060.96811449,183850.6459574361,6638673.987073449,187435.2973797224,6619410.88711325,181319.3025531176,,206962.82582314394,,253432.7375487602,,294726.6024935146,,412897.77891328227,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Male,Sheep,Overall,Total Mortality,6621652.56913414,184870.60998436532,2682531.885108558,105603.87851881314,2656108.46120561,107468.09988644691,5714134.07788511,168092.8073453084,2656108.46120561,107468.09988644691,5743528.886512609,159884.72963480666,6414799.06830865,180923.3001538569,5743528.886512609,159884.72963480666,4797684.27115001,136420.677838245,6171992.992886869,175852.44343542,4797684.27115001,136420.677838245,3785837.93375922,116146.45121053874,5955790.421630681,173454.11055821896,3785837.93375922,116146.45121053874,6604083.89160558,186781.8070776024,6634080.26448013,185813.40244498785,6614459.94866774,184268.0921818103,6624944.44233313,182404.72789138375,,206962.82582314394,,253432.7375487602,,294726.6024935146,,412897.77891328227,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overall,Sheep,Overall,Total Mortality,6621652.56913414,184870.60998436532,0.0,0.0,0.0,0.0,5714134.07788511,168092.8073453084,2656108.46120561,107468.09988644691,5096433.6732794605,145047.69206817835,6414799.06830865,180923.3001538569,5743528.886512609,159884.72963480666,3499943.04009784,101043.24065836355,6171992.992886869,175852.44343542,4797684.27115001,136420.677838245,1809157.267998172,53499.26976355634,5955790.421630681,173454.11055821896,3785837.93375922,116146.45121053874,6638189.536769221,183891.30920163324,6605807.39880456,183910.42866399678,6622799.19841021,183891.52360199182,6623474.62311516,184587.74716124093,6886068.74628216,206962.82582314394,7233256.3032255005,253432.7375487602,7517760.281518159,294726.6024935146,8076175.93734134,412897.77891328227,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Combined,Sheep,Overall,Total Number Increase,9664384.73218103,546995.8682238456,,,,,10562300.06576919,550820.253126271,13678932.5853952,611411.5069427699,11237925.90822265,550487.0337450905,9811923.08273068,546962.9300694789,10517406.8395312,553711.3675111514,13076813.13681465,573794.7222187436,10052161.70171527,543825.8283168386,11474952.92396491,568414.4253605115,14824636.66492482,601778.7361117483,10305497.47215167,551439.5141778992,12557263.89171456,591798.8911243995,9639276.649773119,532628.9838204146,9637468.86455189,537625.891034439,9647650.04925778,530807.4489315901,9626930.31390461,550448.2580260936,11394344.39291707,726355.7799479964,13145928.440705571,997500.8501729773,14870088.50864581,1272947.6262063736,18306929.52493403,2028886.9650450053,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Female,Sheep,Overall,Total Number Increase,9664384.73218103,546995.8682238456,20119733.59242778,2121638.669948238,11197102.02099579,545139.6706292187,10562300.06576919,550820.253126271,13678932.5853952,611411.5069427699,10003339.602823239,547508.0758380424,9811923.08273068,546962.9300694789,10517406.8395312,553711.3675111514,10389415.11762226,531472.6210209593,10052161.70171527,543825.8283168386,11474952.92396491,568414.4253605115,10769728.747136649,543026.5788906121,10305497.47215167,551439.5141778992,12557263.89171456,591798.8911243995,9605297.38760645,539096.3154973782,9681052.35577748,545670.5382090693,9652161.31273063,542330.76427081,9644993.252276111,546720.6179717267,11394344.39291707,726355.7799479964,13145928.440705571,997500.8501729773,14870088.50864581,1272947.6262063736,18306929.52493403,2028886.9650450053,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Male,Sheep,Overall,Total Number Increase,9664384.73218103,546995.8682238456,10023091.96330332,544079.5915537617,9970506.304076,544784.5157628193,10562300.06576919,550820.253126271,13678932.5853952,611411.5069427699,9730339.409966359,545211.1469498948,9811923.08273068,546962.9300694789,10517406.8395312,553711.3675111514,9804543.781885501,542227.5067940078,10052161.70171527,543825.8283168386,11474952.92396491,568414.4253605115,9972932.41248732,535517.8809129618,10305497.47215167,551439.5141778992,12557263.89171456,591798.8911243995,9652192.424167661,546105.5577006607,9654101.05718534,543814.2778549566,9632888.75280108,541257.7740397659,9682611.99749628,550773.9166866785,,726355.7799479964,,997500.8501729773,,1272947.6262063736,,2028886.9650450053,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Combined,Sheep,Overall,Total Number Increase,9664384.73218103,546995.8682238456,,,10562300.06576919,550820.253126271,10562300.06576919,550820.253126271,13678932.5853952,611411.5069427699,11237925.90822265,550487.0337450905,9811923.08273068,546962.9300694789,10517406.8395312,553711.3675111514,13076813.13681465,573794.7222187436,10052161.70171527,543825.8283168386,11474952.92396491,568414.4253605115,14824636.66492482,601778.7361117483,10305497.47215167,551439.5141778992,12557263.89171456,591798.8911243995,9639276.649773119,532628.9838204146,9637468.86455189,537625.891034439,9647650.04925778,530807.4489315901,9626930.31390461,550448.2580260936,11394344.39291707,726355.7799479964,13145928.440705571,997500.8501729773,14870088.50864581,1272947.6262063736,18306929.52493403,2028886.9650450053,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Female,Sheep,Overall,Total Number Increase,9664384.73218103,546995.8682238456,10618487.14234639,559229.350632766,10562300.06576919,550820.253126271,10562300.06576919,550820.253126271,13678932.5853952,611411.5069427699,9811923.08273068,546962.9300694789,9811923.08273068,546962.9300694789,10517406.8395312,553711.3675111514,10052161.70171527,543825.8283168386,10052161.70171527,543825.8283168386,11474952.92396491,568414.4253605115,10305497.47215167,551439.5141778992,10305497.47215167,551439.5141778992,12557263.89171456,591798.8911243995,9548980.34330361,545422.6929337491,9660029.10687921,542264.7343650721,9586784.8685575,545466.1825031473,9609142.32514304,537137.2362889322,,726355.7799479964,,997500.8501729773,,1272947.6262063736,,2028886.9650450053,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Male,Sheep,Overall,Total Number Increase,9664384.73218103,546995.8682238456,10638585.54566064,544693.1807028183,10562300.06576919,550820.253126271,10562300.06576919,550820.253126271,13678932.5853952,611411.5069427699,9811923.08273068,546962.9300694789,9811923.08273068,546962.9300694789,10517406.8395312,553711.3675111514,10052161.70171527,543825.8283168386,10052161.70171527,543825.8283168386,11474952.92396491,568414.4253605115,10305497.47215167,551439.5141778992,10305497.47215167,551439.5141778992,12557263.89171456,591798.8911243995,9622420.39466276,541137.314206439,9580918.20560834,541903.1641351143,9590554.548864169,540335.384102641,9672307.19116446,544979.7706788871,,726355.7799479964,,997500.8501729773,,1272947.6262063736,,2028886.9650450053,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Combined,Sheep,Overall,Total Number Increase,9664384.73218103,546995.8682238456,,,13678932.5853952,611411.5069427699,10562300.06576919,550820.253126271,13678932.5853952,611411.5069427699,11237925.90822265,550487.0337450905,9811923.08273068,546962.9300694789,10517406.8395312,553711.3675111514,13076813.13681465,573794.7222187436,10052161.70171527,543825.8283168386,11474952.92396491,568414.4253605115,14824636.66492482,601778.7361117483,10305497.47215167,551439.5141778992,12557263.89171456,591798.8911243995,9639276.649773119,532628.9838204146,9637468.86455189,537625.891034439,9647650.04925778,530807.4489315901,9626930.31390461,550448.2580260936,11394344.39291707,726355.7799479964,13145928.440705571,997500.8501729773,14870088.50864581,1272947.6262063736,18306929.52493403,2028886.9650450053,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Female,Sheep,Overall,Total Number Increase,9664384.73218103,546995.8682238456,13737254.98563447,615508.3088410993,13678932.5853952,611411.5069427699,10562300.06576919,550820.253126271,13678932.5853952,611411.5069427699,10517406.8395312,553711.3675111514,9811923.08273068,546962.9300694789,10517406.8395312,553711.3675111514,11474952.92396491,568414.4253605115,10052161.70171527,543825.8283168386,11474952.92396491,568414.4253605115,12557263.89171456,591798.8911243995,10305497.47215167,551439.5141778992,12557263.89171456,591798.8911243995,9629097.08722478,538193.0159464125,9584463.16155557,537673.5141149521,9585119.88778302,532782.3707680425,9607871.971402679,538888.059210773,,726355.7799479964,,997500.8501729773,,1272947.6262063736,,2028886.9650450053,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Male,Sheep,Overall,Total Number Increase,9664384.73218103,546995.8682238456,13618352.57117834,615400.174731182,13678932.5853952,611411.5069427699,10562300.06576919,550820.253126271,13678932.5853952,611411.5069427699,10517406.8395312,553711.3675111514,9811923.08273068,546962.9300694789,10517406.8395312,553711.3675111514,11474952.92396491,568414.4253605115,10052161.70171527,543825.8283168386,11474952.92396491,568414.4253605115,12557263.89171456,591798.8911243995,10305497.47215167,551439.5141778992,12557263.89171456,591798.8911243995,9659573.097492501,549892.5155055091,9661789.37029547,544705.8739359298,9567200.58672356,543845.9986872284,9631544.32961394,532815.7318160776,,726355.7799479964,,997500.8501729773,,1272947.6262063736,,2028886.9650450053,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overall,Sheep,Overall,Total Number Increase,9664384.73218103,546995.8682238456,27222736.50891665,2451879.148153636,16768888.552482579,630544.7808742656,10562300.06576919,550820.253126271,13678932.5853952,611411.5069427699,11237925.90822265,550487.0337450905,9811923.08273068,546962.9300694789,10517406.8395312,553711.3675111514,13076813.13681465,573794.7222187436,10052161.70171527,543825.8283168386,11474952.92396491,568414.4253605115,14824636.66492482,601778.7361117483,10305497.47215167,551439.5141778992,12557263.89171456,591798.8911243995,9639276.649773119,532628.9838204146,9637468.86455189,537625.891034439,9647650.04925778,530807.4489315901,9626930.31390461,550448.2580260936,11394344.39291707,726355.7799479964,13145928.440705571,997500.8501729773,14870088.50864581,1272947.6262063736,18306929.52493403,2028886.9650450053,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Combined,Sheep,Overall,Total Production Value,32293478251.0281,3037345658.2440205,,,,,34885645879.4907,3134920354.402535,40264037014.586105,3207451451.1982512,38066859436.9479,1285994975.3418396,34832838428.234024,1286416084.839173,36038520082.328705,1293422836.9723375,42294407627.6561,1334695547.2892127,35532199563.5053,1282953309.745847,37901065094.3696,1320069640.1728797,46325857357.6738,1382469848.3257568,36217251241.5455,1291258631.4977,40000091504.4061,1355864825.0598204,33285580549.5841,3195434211.9645414,34300741029.1208,3206575501.505487,35287883472.3212,3270067044.421684,36083841622.4364,3349077550.1541014,36005999832.1537,3304828912.3480353,39706352595.7276,3738567793.7156563,43466392956.8589,4211918194.601453,51578133858.229294,5858108912.009382,,,,,,,,,29.06975,1110896318.3731577,,,1200066938.2946432,1385083704.3519847,1309500750.3314579,1198250360.881467,1239725834.6676083,1454928495.348467,1222308398.3696215,1303797421.5247672,1593610449.2702482,1245874190.2336795,1376003973.3539538,1145024657.9204879,1179946199.3694751,1213903919.7902012,1241284896.58275,1238607137.39037,1365899348.8326387,1495244814.8628352,1774288869.2964094,,,,,104484753.33444631,,,107841324.89624214,110336396.12305751,44238253.6947115,44252739.87011147,44493772.28811178,45913554.37488154,44133620.33542934,45410422.86820078,47556991.31660082,44419323.575115025,46641777.9671246,109923002.84538193,110306263.43554683,112490373.8223302,115208336.8503032,113686182.7964821,128606809.26790413,144890072.82833368,201519067.48456323,,,,
Adult Female,Sheep,Overall,Total Production Value,32293478251.0281,3037345658.2440205,57642905103.528595,6080019327.687615,36253771465.4732,3115458800.92753,34885645879.4907,3134920354.402535,40264037014.586105,3207451451.1982512,35172564994.5966,1280218440.6166868,34832838428.234024,1286416084.839173,36038520082.328705,1293422836.9723375,36069490482.1839,1248658820.3715563,35532199563.5053,1282953309.745847,37901065094.3696,1320069640.1728797,37035042453.3218,1269662168.158698,36217251241.5455,1291258631.4977,40000091504.4061,1355864825.0598204,32461319746.894997,3047894387.9894543,32944642594.8411,3119121625.348493,33151622208.6105,3082308843.31981,33399627607.761,3101541819.077691,36005999832.1537,3304828912.3480353,39706352595.7276,3738567793.7156563,43466392956.8589,4211918194.601453,51578133858.229294,5858108912.009382,,,,,,,,,29.06975,1110896318.3731577,1982917125.3116589,1247130486.69057,1200066938.2946432,1385083704.3519847,1209936961.7763002,1198250360.881467,1239725834.6676083,1240791217.0618565,1222308398.3696215,1303797421.5247672,1274006224.7980049,1245874190.2336795,1376003973.3539538,1116670069.2952294,1133296385.240365,1140416488.2260942,1148947879.075706,1238607137.39037,1365899348.8326387,1495244814.8628352,1774288869.2964094,,,,,104484753.33444631,209152790.3641282,107171847.05501525,107841324.89624214,110336396.12305751,44039540.7809385,44252739.87011147,44493772.28811178,42953889.19311505,44133620.33542934,45410422.86820078,43676404.79050209,44419323.575115025,46641777.9671246,104847629.85541515,107297848.29069714,106031487.82909416,106693102.59213413,113686182.7964821,128606809.26790413,144890072.82833368,201519067.48456323,,,,
Adult Male,Sheep,Overall,Total Production Value,32293478251.0281,3037345658.2440205,36271122638.1953,3374576381.0544815,33658654446.3088,3113110498.739233,34885645879.4907,3134920354.402535,40264037014.586105,3207451451.1982512,34694862046.49906,1278773808.404782,34832838428.234024,1286416084.839173,36038520082.328705,1293422836.9723375,35078966835.0201,1281424145.4751909,35532199563.5053,1282953309.745847,37901065094.3696,1320069640.1728797,35699581268.9285,1267298967.9824042,36217251241.5455,1291258631.4977,40000091504.4061,1355864825.0598204,32789447606.3435,3130047410.8687263,33422661002.5129,3174846894.489288,33986766092.695698,3266589329.892768,34573445364.0524,3278453820.5952244,,3304828912.3480353,,3738567793.7156563,,4211918194.601453,,5858108912.009382,,,,,,,,,29.06975,1110896318.3731577,1247727367.3903387,1157858407.6680675,1200066938.2946432,1385083704.3519847,1193503970.50195,1198250360.881467,1239725834.6676083,1206717183.1550014,1222308398.3696215,1303797421.5247672,1228066332.4909399,1245874190.2336795,1376003973.3539538,1127957674.432821,1149740228.330581,1169145455.076005,1189327234.119743,,,,,,,,,104484753.33444631,116085497.15957247,107091065.41126886,107841324.89624214,110336396.12305751,43989845.403031744,44252739.87011147,44493772.28811178,44081017.0529568,44133620.33542934,45410422.86820078,43595110.6556611,44419323.575115025,46641777.9671246,107673695.53810151,109214798.69931072,112370740.37075543,112778879.09580317,113686182.7964821,128606809.26790413,144890072.82833368,201519067.48456323,,,,
Juvenile Combined,Sheep,Overall,Total Production Value,32293478251.0281,3037345658.2440205,,,34885645879.4907,3134920354.402535,34885645879.4907,3134920354.402535,40264037014.586105,3207451451.1982512,38066859436.9479,1285994975.3418396,34832838428.234024,1286416084.839173,36038520082.328705,1293422836.9723375,42294407627.6561,1334695547.2892127,35532199563.5053,1282953309.745847,37901065094.3696,1320069640.1728797,46325857357.6738,1382469848.3257568,36217251241.5455,1291258631.4977,40000091504.4061,1355864825.0598204,33285580549.5841,3195434211.9645414,34300741029.1208,3206575501.505487,35287883472.3212,3270067044.421684,36083841622.4364,3349077550.1541014,36005999832.1537,3304828912.3480353,39706352595.7276,3738567793.7156563,43466392956.8589,4211918194.601453,51578133858.229294,5858108912.009382,,,,,,,,,29.06975,1110896318.3731577,,1200066938.2946432,1200066938.2946432,1385083704.3519847,1309500750.3314579,1198250360.881467,1239725834.6676083,1454928495.348467,1222308398.3696215,1303797421.5247672,1593610449.2702482,1245874190.2336795,1376003973.3539538,1145024657.9204879,1179946199.3694751,1213903919.7902012,1241284896.58275,1238607137.39037,1365899348.8326387,1495244814.8628352,1774288869.2964094,,,,,104484753.33444631,,107841324.89624214,107841324.89624214,110336396.12305751,44238253.6947115,44252739.87011147,44493772.28811178,45913554.37488154,44133620.33542934,45410422.86820078,47556991.31660082,44419323.575115025,46641777.9671246,109923002.84538193,110306263.43554683,112490373.8223302,115208336.8503032,113686182.7964821,128606809.26790413,144890072.82833368,201519067.48456323,,,,
Juvenile Female,Sheep,Overall,Total Production Value,32293478251.0281,3037345658.2440205,35105826208.392,3172519020.1113405,34885645879.4907,3134920354.402535,34885645879.4907,3134920354.402535,40264037014.586105,3207451451.1982512,34832838428.234024,1286416084.839173,34832838428.234024,1286416084.839173,36038520082.328705,1293422836.9723375,35532199563.5053,1282953309.745847,35532199563.5053,1282953309.745847,37901065094.3696,1320069640.1728797,36217251241.5455,1291258631.4977,36217251241.5455,1291258631.4977,40000091504.4061,1355864825.0598204,32161735431.3827,3064005447.421468,32367079190.604202,3071631488.568679,32184106746.3173,3085989053.057435,32140492291.2269,3069278243.886395,,3304828912.3480353,,3738567793.7156563,,4211918194.601453,,5858108912.009382,,,,,,,,,29.06975,1110896318.3731577,1207641146.1533725,1200066938.2946432,1200066938.2946432,1385083704.3519847,1198250360.881467,1198250360.881467,1239725834.6676083,1222308398.3696215,1222308398.3696215,1303797421.5247672,1245874190.2336795,1245874190.2336795,1376003973.3539538,1106364362.6581826,1113428192.2136998,1107133936.353677,1105633598.1983643,,,,,,,,,104484753.33444631,109134719.77266198,107841324.89624214,107841324.89624214,110336396.12305751,44252739.87011147,44252739.87011147,44493772.28811178,44133620.33542934,44133620.33542934,45410422.86820078,44419323.575115025,44419323.575115025,46641777.9671246,105401850.63240887,105664186.60527453,106158087.12002803,105583234.93963295,113686182.7964821,128606809.26790413,144890072.82833368,201519067.48456323,,,,
Juvenile Male,Sheep,Overall,Total Production Value,32293478251.0281,3037345658.2440205,35712842496.4659,3182659481.838063,34885645879.4907,3134920354.402535,34885645879.4907,3134920354.402535,40264037014.586105,3207451451.1982512,34832838428.234024,1286416084.839173,34832838428.234024,1286416084.839173,36038520082.328705,1293422836.9723375,35532199563.5053,1282953309.745847,35532199563.5053,1282953309.745847,37901065094.3696,1320069640.1728797,36217251241.5455,1291258631.4977,36217251241.5455,1291258631.4977,40000091504.4061,1355864825.0598204,32430134446.2586,3072888121.9755006,32396257104.964897,3065318152.220115,32712349306.0551,3100769367.280251,32930430064.613598,3105315147.4826937,,3304828912.3480353,,3738567793.7156563,,4211918194.601453,,5858108912.009382,,,,,,,,,29.06975,1110896318.3731577,1228522518.9919384,1200066938.2946432,1200066938.2946432,1385083704.3519847,1198250360.881467,1198250360.881467,1239725834.6676083,1222308398.3696215,1222308398.3696215,1303797421.5247672,1245874190.2336795,1245874190.2336795,1376003973.3539538,1115597294.3096724,1114431913.0699403,1125305491.3115902,1132807473.9071922,,,,,,,,,104484753.33444631,109483551.86536048,107841324.89624214,107841324.89624214,110336396.12305751,44252739.87011147,44252739.87011147,44493772.28811178,44133620.33542934,44133620.33542934,45410422.86820078,44419323.575115025,44419323.575115025,46641777.9671246,105707414.82040612,105447007.70457658,106666530.23435877,106822905.16714777,113686182.7964821,128606809.26790413,144890072.82833368,201519067.48456323,,,,
Neonatal Combined,Sheep,Overall,Total Production Value,32293478251.0281,3037345658.2440205,,,40264037014.586105,3207451451.1982512,34885645879.4907,3134920354.402535,40264037014.586105,3207451451.1982512,38066859436.9479,1285994975.3418396,34832838428.234024,1286416084.839173,36038520082.328705,1293422836.9723375,42294407627.6561,1334695547.2892127,35532199563.5053,1282953309.745847,37901065094.3696,1320069640.1728797,46325857357.6738,1382469848.3257568,36217251241.5455,1291258631.4977,40000091504.4061,1355864825.0598204,33285580549.5841,3195434211.9645414,34300741029.1208,3206575501.505487,35287883472.3212,3270067044.421684,36083841622.4364,3349077550.1541014,36005999832.1537,3304828912.3480353,39706352595.7276,3738567793.7156563,43466392956.8589,4211918194.601453,51578133858.229294,5858108912.009382,,,,,,,,,29.06975,1110896318.3731577,,1385083704.3519847,1200066938.2946432,1385083704.3519847,1309500750.3314579,1198250360.881467,1239725834.6676083,1454928495.348467,1222308398.3696215,1303797421.5247672,1593610449.2702482,1245874190.2336795,1376003973.3539538,1145024657.9204879,1179946199.3694751,1213903919.7902012,1241284896.58275,1238607137.39037,1365899348.8326387,1495244814.8628352,1774288869.2964094,,,,,104484753.33444631,,110336396.12305751,107841324.89624214,110336396.12305751,44238253.6947115,44252739.87011147,44493772.28811178,45913554.37488154,44133620.33542934,45410422.86820078,47556991.31660082,44419323.575115025,46641777.9671246,109923002.84538193,110306263.43554683,112490373.8223302,115208336.8503032,113686182.7964821,128606809.26790413,144890072.82833368,201519067.48456323,,,,
