species,production_system,group,age_group,sex,year,ahle_component,cause,mean,sd,lower95,upper95,region,disease,disease_proportion,exchg_rate_lcuperusdol,mean_usd,lower95_usd,upper95_usd,sd_usd
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,External,-45225311.2322049,362670812.675167,-756060104.0755323,665609481.6111225,Sidama,All causes,1.0,34.9271654040404,-1294846.3097143634,-21646763.925138645,19057071.305709917,10383631.43644096
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,External,,,,,Somali,All causes,1.0,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,External,-438465767.833958,1307849249.17284,-3001850296.2127247,2124918760.5448084,South West Ethiopia,All causes,1.0,34.9271654040404,-12553717.507898193,-85946003.96244776,60838568.94665137,37445044.109464064
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,External,-67906089.3247241,1059142713.93232,-2143825808.6320713,2008013629.9826229,Tigray,All causes,1.0,34.9271654040404,-1944219.879832237,-61379896.81762356,57491457.05795908,30324324.968260884
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,Afar,,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,-0.0,0.0,-0.0,0.0,Amhara,PPR,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,Amhara,Brucellosis,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,Amhara,Other Infectious,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,-0.0,0.0,-0.0,0.0,Benishangul Gumz,PPR,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,Benishangul Gumz,Brucellosis,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,Benishangul Gumz,Other Infectious,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,Gambela,,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,-2679010554.3546987,11854207264.498055,-25913256792.770885,20555235684.06149,National,Brucellosis,-0.3040579652262138,34.9271654040404,-76702776.2878458,-741922698.0776751,588517145.5019835,339397919.28052515
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,11489865262.14557,50840876321.757355,-88158252328.49884,111137982852.78998,National,Other Infectious,1.3040579652262139,34.9271654040404,328966439.9967715,-2524059748.584711,3181992628.578254,1455625606.4191241
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,0.0,0.0,0.0,0.0,Oromia,PPR,-0.0,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,Oromia,Brucellosis,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,Oromia,Other Infectious,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,-0.0,0.0,-0.0,0.0,SNNP,PPR,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,SNNP,Brucellosis,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,SNNP,Other Infectious,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,-0.0,0.0,-0.0,0.0,Sidama,PPR,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,Sidama,Brucellosis,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,Sidama,Other Infectious,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,Somali,,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,-0.0,0.0,-0.0,0.0,South West Ethiopia,PPR,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,South West Ethiopia,Brucellosis,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,South West Ethiopia,Other Infectious,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,-0.0,0.0,-0.0,0.0,Tigray,PPR,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,Tigray,Brucellosis,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,,Tigray,Other Infectious,,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,,,,,Afar,All conditions,1.0,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,-67924974820.5077,7651192656.72288,-82921312427.68454,-52928637213.33086,Amhara,All conditions,1.0,34.9271654040404,-1944760590.6390011,-2374120873.2069664,-1515400308.071036,219061368.65712512
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,-64400199.2548848,248801696.869446,-552051525.118999,423251126.6092294,Benishangul Gumz,All conditions,1.0,34.9271654040404,-1843842.7083875216,-15805792.389185332,12118106.972410288,7123443.71469276
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,,,,,Gambela,All conditions,1.0,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,7738497041.2508,33027956848.9805,-56996298382.75098,72473292465.25258,National,All conditions,1.0,34.9271654040404,221560981.3087095,-1631861553.1324394,2074983515.7498584,945623742.0618107
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,4575014441.13237,516905173356.284,-1008559125337.1843,1017709154219.449,Oromia,All conditions,1.0,34.9271654040404,130987281.33841428,-28876065769.153812,29138040331.83064,14799516862.496033
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,-1222879834.94268,3581873291.87486,-8243351487.017405,5797591817.132046,SNNP,All conditions,1.0,34.9271654040404,-35012284.01435681,-236015473.67665306,165990905.64793947,102552647.78688586
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,-130211237.20513,975708777.674139,-2042600441.4464426,1782177967.0361824,Sidama,All conditions,1.0,34.9271654040404,-3728079.15268346,-58481712.381107025,51025554.0757401,27935527.157358963
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,,,,,Somali,All conditions,1.0,34.9271654040404,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,-1222879834.94268,3581873291.87486,-8243351487.017405,5797591817.132046,South West Ethiopia,All conditions,1.0,34.9271654040404,-35012284.01435681,-236015473.67665306,165990905.64793947,102552647.78688586
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,-200299229.819041,2849321131.09034,-5784968646.756108,5384370187.118026,Tigray,All conditions,1.0,34.9271654040404,-5734769.126035926,-165629491.53860906,154159953.28653717,81578940.00641485
Cattle,Pastoral,Adult,Adult,Overall,2017,Health cost,External,80666696.98552765,1762094.6048886094,77212991.55994597,84120402.41110933,National,All causes,1.0,23.8661044574125,3379969.1579106296,3235257.4211567496,3524680.894664509,73832.51875197947
Cattle,Pastoral,Adult,Adult,Overall,2017,Health cost,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,23.8661044574125,0.0,0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2017,Health cost,Infectious,-11566478.92268334,252659.78239910712,-12061692.09618559,-11071265.74918109,National,Brucellosis,-0.14338604845514466,23.8661044574125,-484640.42145306803,-505390.06555128796,-463890.7773548481,10586.553111336705
Cattle,Pastoral,Adult,Adult,Overall,2017,Health cost,Infectious,92233175.90821098,2014754.3872877164,88284257.30912705,96182094.50729491,National,Other Infectious,1.1433860484551446,23.8661044574125,3864609.5793636967,3699148.1985115972,4030070.9602157967,84419.07186331617
Cattle,Pastoral,Adult,Adult,Overall,2017,Health cost,Non-infectious,80666696.98552765,1762094.6048886094,77212991.55994597,84120402.41110933,National,All conditions,1.0,23.8661044574125,3379969.1579106296,3235257.4211567496,3524680.894664509,73832.51875197947
Cattle,Pastoral,Adult,Adult,Overall,2017,Mortality,External,18317719047.778,25291845843.394,-31254298805.27424,67889736900.83024,National,All causes,1.0,23.8661044574125,767520274.6415851,-1309568507.9668317,2844609057.250002,1059739174.8002126
Cattle,Pastoral,Adult,Adult,Overall,2017,Mortality,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,23.8661044574125,0.0,0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2017,Mortality,Infectious,-5207708014.891539,6972590193.283,-18873984793.72622,8458568763.943142,National,Brucellosis,-0.14338604845514466,23.8661044574125,-218205196.586831,-790828047.677643,354417654.5039809,292154515.8626591
Cattle,Pastoral,Adult,Adult,Overall,2017,Mortality,Infectious,41527197051.65553,55600683849.5792,-67450143293.5197,150504537396.83075,National,Other Infectious,1.1433860484551446,23.8661044574125,1740007344.9673405,-2826189896.8002954,6306204586.734975,2329692470.28961
Cattle,Pastoral,Adult,Adult,Overall,2017,Mortality,Non-infectious,21702586871.0451,29665958642.4765,-36442692068.20885,79847865810.29904,National,All conditions,1.0,23.8661044574125,909347686.3713534,-1526964408.1730406,3345659780.915747,1243016374.7675478
Cattle,Pastoral,Adult,Adult,Overall,2017,Production loss,External,31039286032.7732,35078384905.0174,-37714348381.060905,99792920446.6073,National,All causes,1.0,23.8661044574125,1300559380.696618,-1580247352.4055712,4181366113.798807,1469799353.6235662
Cattle,Pastoral,Adult,Adult,Overall,2017,Production loss,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,23.8661044574125,0.0,0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2017,Production loss,Infectious,-7994864300.267143,8840801627.88941,-25322835490.930386,9333106890.3961,National,Brucellosis,-0.14338604845514466,23.8661044574125,-334988238.8444857,-1061037654.3066475,391061176.6176762,370433375.23579687
Cattle,Pastoral,Adult,Adult,Overall,2017,Production loss,Infectious,63752480793.674934,70498136655.53731,-74423867051.17819,201928828638.52805,National,Other Infectious,1.1433860484551446,23.8661044574125,2671256254.1338515,-3118391909.4958587,8460904417.763561,2953902124.300873
Cattle,Pastoral,Adult,Adult,Overall,2017,Production loss,Non-infectious,45294649320.0137,51015833253.705,-54696383857.24809,145285682497.2755,National,All conditions,1.0,23.8661044574125,1897865208.8294945,-2291801913.2468896,6087532330.905879,2137585266.365502
Cattle,Pastoral,Adult,Adult,Overall,2018,Health cost,External,-5485131.689777325,885102.9649932886,-7219933.501164171,-3750329.878390479,National,All causes,1.0,27.4293865941667,-199972.81641521747,-263218.91947447363,-136726.71335596134,32268.419928191906
Cattle,Pastoral,Adult,Adult,Overall,2018,Health cost,Infectious,-0.0,0.0,-0.0,0.0,National,PPR,0.0,27.4293865941667,-0.0,-0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2018,Health cost,Infectious,786491.3582532611,126911.4166263199,537744.9816656741,1035237.734840848,National,Brucellosis,-0.14338604845514466,27.4293865941667,28673.311944224122,19604.70314637055,37741.920742077695,4626.84122339468
Cattle,Pastoral,Adult,Adult,Overall,2018,Health cost,Infectious,-6271623.048030585,1012014.3816196084,-8255171.2360050175,-4288074.860056153,National,Other Infectious,1.1433860484551446,27.4293865941667,-228646.12835944156,-300960.84021655127,-156331.41650233188,36895.26115158658
Cattle,Pastoral,Adult,Adult,Overall,2018,Health cost,Non-infectious,-5485131.689777325,885102.9649932886,-7219933.501164171,-3750329.878390479,National,All conditions,1.0,27.4293865941667,-199972.81641521747,-263218.91947447363,-136726.71335596134,32268.419928191906
Cattle,Pastoral,Adult,Adult,Overall,2018,Mortality,External,783833212.838729,2997947495.56498,-5092143878.468632,6659810304.14609,National,All causes,1.0,27.4293865941667,28576403.27273756,-185645561.59456944,242798368.14004457,109296920.85066684
Cattle,Pastoral,Adult,Adult,Overall,2018,Mortality,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,27.4293865941667,0.0,0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2018,Mortality,Infectious,-221742951.52732912,831312805.2908111,-1851116049.8973188,1407630146.8426604,National,Brucellosis,-0.14338604845514466,27.4293865941667,-8084138.183917183,-67486600.3124907,51318323.944656335,30307378.63702731
Cattle,Pastoral,Adult,Adult,Overall,2018,Mortality,Infectious,1768218036.909829,6629037299.74098,-11224695070.582493,14761131144.40215,National,Other Infectious,1.1433860484551446,27.4293865941667,64464366.741831146,-409221512.55725145,538150246.0409137,241676469.03014416
Cattle,Pastoral,Adult,Adult,Overall,2018,Mortality,Non-infectious,927746655.383743,3525755867.51219,-5982734844.940148,7838228155.707635,National,All conditions,1.0,27.4293865941667,33823091.60282291,-218114058.9637711,285760242.16941696,128539362.53397655
Cattle,Pastoral,Adult,Adult,Overall,2018,Production loss,External,34525042608.5122,8273790876.24128,18308412491.079292,50741672725.94511,National,All causes,1.0,27.4293865941667,1258688104.0881352,667474368.3467158,1849901839.8295548,301639661.092561
Cattle,Pastoral,Adult,Adult,Overall,2018,Production loss,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,27.4293865941667,0.0,0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2018,Production loss,Infectious,-8897175070.082516,1773176682.9523928,-12372601368.669205,-5421748771.495826,National,Brucellosis,-0.14338604845514466,27.4293865941667,-324366534.3932497,-451071019.2586092,-197662049.5278902,64645145.33946914
Cattle,Pastoral,Adult,Adult,Overall,2018,Production loss,Infectious,70947668587.001,14139628663.858292,43233996405.83876,98661340768.16325,National,Other Infectious,1.1433860484551446,27.4293865941667,2586556879.1862507,1576192608.5154657,3596921149.8570356,515491974.83203334
Cattle,Pastoral,Adult,Adult,Overall,2018,Production loss,Non-infectious,50639892351.8614,10324303843.1404,30404256819.306213,70875527884.41658,National,All conditions,1.0,27.4293865941667,1846191207.302856,1108455587.0371585,2583926827.568554,376395724.62535596
Cattle,Pastoral,Adult,Adult,Overall,2019,Health cost,External,-5718700.812052995,923134.2970868148,-7528044.034343151,-3909357.589762838,National,All causes,1.0,29.06975,-196723.4259686786,-258964.8701603265,-134481.9817770307,31755.83887328975
Cattle,Pastoral,Adult,Adult,Overall,2019,Health cost,Infectious,-0.0,0.0,-0.0,0.0,National,PPR,0.0,29.06975,-0.0,-0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2019,Health cost,Infectious,819981.9117375058,132364.57905269592,560547.3367942218,1079416.4866807899,National,Brucellosis,-0.14338604845514466,29.06975,28207.394688207012,19282.839955425203,37131.94942098882,4553.34425141929
Cattle,Pastoral,Adult,Adult,Overall,2019,Health cost,Infectious,-6538682.7237905,1055498.8761395104,-8607460.52102394,-4469904.92655706,National,Other Infectious,1.1433860484551446,29.06975,-224930.82065688563,-296096.8195813153,-153764.82173245592,36309.18312470903
Cattle,Pastoral,Adult,Adult,Overall,2019,Health cost,Non-infectious,-5718700.812052995,923134.2970868148,-7528044.034343151,-3909357.589762838,National,All conditions,1.0,29.06975,-196723.4259686786,-258964.8701603265,-134481.9817770307,31755.83887328975
Cattle,Pastoral,Adult,Adult,Overall,2019,Mortality,External,607558752.161221,2999960113.37131,-5272363070.046547,6487480574.368988,National,All causes,1.0,29.06975,20900033.614366174,-181369398.4312403,223169465.65997258,103198689.81918697
Cattle,Pastoral,Adult,Adult,Overall,2019,Mortality,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,29.06975,0.0,0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2019,Mortality,Infectious,-171488220.71362382,832238960.191665,-1802676582.6892872,1459700141.2620397,National,Brucellosis,-0.14338604845514466,29.06975,-5899198.332067659,-62012111.651778474,50213714.98764316,28629037.408015724
Cattle,Pastoral,Adult,Adult,Overall,2019,Mortality,Infectious,1367477806.5991037,6636422624.908625,-11639910538.2218,14374866151.420008,National,Other Infectious,1.1433860484551446,29.06975,47041264.77176803,-400413162.76272756,494495692.3062637,228293075.27270186
Cattle,Pastoral,Adult,Adult,Overall,2019,Mortality,Non-infectious,718780814.597564,3528878640.24697,-6197821320.286498,7635382949.481626,National,All conditions,1.0,29.06975,24726074.857801117,-213205181.34096435,262657331.05656657,121393498.0605946
Cattle,Pastoral,Adult,Adult,Overall,2019,Production loss,External,35395111925.8227,8472301523.39426,18789400939.969948,52000822911.67545,National,All causes,1.0,29.06975,1217592580.8038495,646355780.1484343,1788829381.4592645,291447347.27317095
Cattle,Pastoral,Adult,Adult,Overall,2019,Production loss,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,29.06975,0.0,0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2019,Production loss,Infectious,-9121395627.246359,1814843828.1529496,-12678489530.42614,-5564301724.066578,National,Brucellosis,-0.14338604845514466,29.06975,-313776197.84299344,-436140301.53084016,-191412094.15514678,62430665.146860555
Cattle,Pastoral,Adult,Adult,Overall,2019,Production loss,Infectious,72735643495.30026,14471889947.397148,44370739198.401855,101100547792.19867,National,Other Infectious,1.1433860484551446,29.06975,2502107637.5029116,1526354344.2376304,3477860930.768193,497833312.89044964
Cattle,Pastoral,Adult,Adult,Overall,2019,Production loss,Non-infectious,51916182920.2698,10567603520.8372,31203680019.428886,72628685821.11072,National,All conditions,1.0,29.06975,1785917764.0079396,1073407236.7126957,2498428291.3031836,363525779.23226726
Cattle,Pastoral,Adult,Adult,Overall,2020,Health cost,External,-10485178.649591336,928700.0517227652,-12305430.750967955,-8664926.548214717,National,All causes,1.0,34.9271654040404,-300201.24817739724,-352316.9031502469,-248085.59320454765,26589.619884106956
Cattle,Pastoral,Adult,Adult,Overall,2020,Health cost,Infectious,-0.0,0.0,-0.0,0.0,National,PPR,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2020,Health cost,Infectious,1503428.3339111516,133162.63061661576,1242429.5779025848,1764427.0899197184,National,Brucellosis,-0.14338604845514466,34.9271654040404,43044.670717459194,35572.012888250574,50517.328546667806,3812.5805251064376
Cattle,Pastoral,Adult,Adult,Overall,2020,Health cost,Infectious,-11988606.983502487,1061862.682339381,-14069857.840887673,-9907356.1261173,National,Other Infectious,1.1433860484551446,34.9271654040404,-343245.9188948564,-402834.23169691465,-283657.6060927982,30402.200409213394
Cattle,Pastoral,Adult,Adult,Overall,2020,Health cost,Non-infectious,-10485178.649591336,928700.0517227652,-12305430.750967955,-8664926.548214717,National,All conditions,1.0,34.9271654040404,-300201.24817739724,-352316.9031502469,-248085.59320454765,26589.619884106956
Cattle,Pastoral,Adult,Adult,Overall,2020,Mortality,External,3048498921.06332,3201965239.8089,-3227352948.962124,9324350791.088764,National,All causes,1.0,34.9271654040404,87281601.17770873,-92402372.52659447,266965574.88201192,91675496.78790979
Cattle,Pastoral,Adult,Adult,Overall,2020,Mortality,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2020,Mortality,Infectious,-867267870.0722512,878844448.4495958,-2589802989.033459,855267248.8889567,National,Brucellosis,-0.14338604845514466,34.9271654040404,-24830754.515564695,-74148673.6491324,24487164.618003003,25162203.639575355
Cattle,Pastoral,Adult,Adult,Overall,2020,Mortality,Infectious,6915749430.281771,7008063141.051504,-6820054326.179176,20651553186.742718,National,Other Infectious,1.1433860484551446,34.9271654040404,198004886.7487469,-195265039.3263871,591274812.8238809,200647921.46690512
Cattle,Pastoral,Adult,Adult,Overall,2020,Mortality,Non-infectious,3612312409.1337,3748466188.48875,-3734681320.3042502,10959306138.57165,National,All conditions,1.0,34.9271654040404,103424150.43838125,-106927695.88087499,313775996.7576375,107322370.57104911
Cattle,Pastoral,Adult,Adult,Overall,2020,Production loss,External,40299802924.9962,9418599362.89648,21839348173.719097,58760257676.2733,National,All causes,1.0,34.9271654040404,1153824035.2116947,625282582.22732,1682365488.1960695,269664006.62468106
Cattle,Pastoral,Adult,Adult,Overall,2020,Production loss,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2020,Production loss,Infectious,-10385388473.225384,1997197702.665261,-14299895970.449295,-6470880976.001472,National,Brucellosis,-0.14338604845514466,34.9271654040404,-297344154.70268863,-409420455.540176,-185267853.86520132,57181786.141575165
Cattle,Pastoral,Adult,Adult,Overall,2020,Production loss,Infectious,82814948985.69208,15926012424.76176,51599964633.15903,114029933338.22513,National,Other Infectious,1.1433860484551446,34.9271654040404,2371075580.5025043,1477359070.9765959,3264792090.028413,455977810.9826063
Cattle,Pastoral,Adult,Adult,Overall,2020,Production loss,Non-infectious,59112709829.6157,11645886174.9738,36286772926.66705,81938646732.56435,National,All conditions,1.0,34.9271654040404,1692456549.1013908,1038926935.7217684,2345986162.4810133,333433476.2140931
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,External,122211486.50065392,47016140.86568148,30059850.403918236,214363122.5973896,Afar,All causes,1.0,34.9271654040404,3499038.2152946317,860643.8586178795,6137432.571971384,1346119.569733037
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,External,-158361.9439731664,20759.35398348718,-199050.2777808013,-117673.61016553153,Gambela,All causes,1.0,34.9271654040404,-4534.062301971032,-5699.010368524639,-3369.1142354174253,594.3612584457176
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,External,-6351171.699165016,1026893.0579734747,-8363882.092793027,-4338461.305537006,National,All causes,1.0,34.9271654040404,-181840.4564382516,-239466.38658015706,-124214.52629634608,29400.984766278314
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,External,32076285.08162436,19639374.496545427,-6416888.931604676,70569459.0948534,Oromia,All causes,1.0,34.9271654040404,918376.4187721271,-183722.00713609485,2020474.8446803493,562295.115259297
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,External,-1807130.6417497646,213144.4603511259,-2224893.7840379714,-1389367.4994615577,SNNP,All causes,1.0,34.9271654040404,-51739.974339306515,-63700.95478119143,-39778.99389742159,6102.541041778019
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,External,170063626.78281114,62993876.25626461,46595629.3205325,293531624.24508977,Somali,All causes,1.0,34.9271654040404,4869093.292155282,1334079.8997430888,8404106.684567474,1803578.2614347923
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,External,-1807130.6417497646,213144.4603511259,-2224893.7840379714,-1389367.4994615577,South West Ethiopia,All causes,1.0,34.9271654040404,-51739.974339306515,-63700.95478119143,-39778.99389742159,6102.541041778019
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,-0.0,0.0,-0.0,0.0,Afar,PPR,-0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,,,,,Afar,Brucellosis,,34.9271654040404,,,,
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,,,,,Afar,Other Infectious,,34.9271654040404,,,,
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,-0.0,0.0,-0.0,0.0,Gambela,PPR,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,,,,,Gambela,Brucellosis,,34.9271654040404,,,,
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,,,,,Gambela,Other Infectious,,34.9271654040404,,,,
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,-0.0,0.0,-0.0,0.0,National,PPR,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,910669.4130034185,147242.1377688363,622074.8229764993,1199264.0030303376,National,Brucellosis,-0.14338604845514466,34.9271654040404,26073.384497960764,17810.63008636072,34336.1389095608,4215.691026326552
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,-7261841.112168434,1174135.195742311,-9563146.095823362,-4960536.128513505,National,Other Infectious,1.1433860484551446,34.9271654040404,-207913.84093621233,-273802.52548971784,-142025.1563827068,33616.67579260487
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,-0.0,0.0,-0.0,0.0,Oromia,PPR,-0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,,,,,Oromia,Brucellosis,,34.9271654040404,,,,
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,,,,,Oromia,Other Infectious,,34.9271654040404,,,,
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,-0.0,0.0,-0.0,0.0,SNNP,PPR,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,,,,,SNNP,Brucellosis,,34.9271654040404,,,,
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,,,,,SNNP,Other Infectious,,34.9271654040404,,,,
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,-0.0,0.0,-0.0,0.0,Somali,PPR,-0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,,,,,Somali,Brucellosis,,34.9271654040404,,,,
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,,,,,Somali,Other Infectious,,34.9271654040404,,,,
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,-0.0,0.0,-0.0,0.0,South West Ethiopia,PPR,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,,,,,South West Ethiopia,Brucellosis,,34.9271654040404,,,,
Cattle,Pastoral,Adult,Adult,Overall,2021,Health cost,Infectious,,,,,South West Ethiopia,Other Infectious,,34.9271654040404,,,,
