species,production_system,group,age_group,sex,year,ahle_component,cause,mean,sd,lower95,upper95,region,disease,disease_proportion,exchg_rate_lcuperusdol,mean_usd,lower95_usd,upper95_usd,sd_usd
All Poultry,Village,juvenile,juvenile,Overall,2020,Production loss,Infectious,,,,,National,Other Infectious,1.0,34.9271654040404,,,,
All Poultry,Village,juvenile,juvenile,Overall,2020,Production loss,Non-infectious,,,,,National,All conditions,1.0,34.9271654040404,,,,
All Poultry,Village,juvenile,juvenile,Overall,2021,Production loss,External,,,,,National,All causes,1.0,34.9271654040404,,,,
All Poultry,Village,juvenile,juvenile,Overall,2021,Production loss,Infectious,,,,,National,PPR,0.0,34.9271654040404,,,,
All Poultry,Village,juvenile,juvenile,Overall,2021,Production loss,Infectious,,,,,National,Brucellosis,0.0,34.9271654040404,,,,
All Poultry,Village,juvenile,juvenile,Overall,2021,Production loss,Infectious,,,,,National,Other Infectious,1.0,34.9271654040404,,,,
All Poultry,Village,juvenile,juvenile,Overall,2021,Production loss,Non-infectious,,,,,National,All conditions,1.0,34.9271654040404,,,,
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Health cost,External,-5741884.823227003,973805.4637858688,-7650543.532247306,-3833226.1142067006,National,All causes,1.0,23.8661044574125,-240587.4336749435,-320561.05117193295,-160613.81617795402,40802.86606989259
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Health cost,Infectious,48331.7841063924,8196.917368828803,32265.826063487948,64397.74214929685,National,PPR,-0.0084174074531905,23.8661044574125,2025.1224573594448,1351.9519333816795,2698.2929813372098,343.45434896824764
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Health cost,Infectious,29511.073470043844,5004.984508059811,19701.303834246617,39320.84310584107,National,Brucellosis,-0.0051396143215318435,23.8661044574125,1236.526619696332,825.4930698640954,1647.5601695285688,209.7109948123657
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Health cost,Infectious,-5819727.68080344,987007.3656627574,-7754262.117502444,-3885193.2441044347,National,Other Infectious,1.0135570217747223,23.8661044574125,-243849.08275199926,-324906.9043227988,-162791.26118119978,41356.031413673205
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Health cost,Non-infectious,-5741884.823227003,973805.4637858688,-7650543.532247306,-3833226.1142067006,National,All conditions,1.0,23.8661044574125,-240587.4336749435,-320561.05117193295,-160613.81617795402,40802.86606989259
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Mortality,External,18783299733.4037,2990984550.16291,12920970015.084398,24645629451.723007,National,All causes,1.0,23.8661044574125,787028304.8044673,541394178.431634,1032662431.1773007,125323533.86369048
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Mortality,Infectious,-319649369.97541505,35247243.092265114,-388733966.4362547,-250564773.51457542,National,PPR,-0.0084174074531905,23.8661044574125,-13393445.526303146,-16288119.710945075,-10498771.341661219,1476874.5840009837
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Mortality,Infectious,-195175829.24794325,21521737.708307683,-237358435.1562263,-152993223.3396602,National,Brucellosis,-0.0051396143215318435,23.8661044574125,-8177950.850597412,-9945420.107407007,-6410481.593787816,901770.0289844878
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Mortality,Infectious,38489625843.36426,4244191686.458613,30171010137.905376,46808241548.823135,National,Other Infectious,1.0135570217747223,23.8661044574125,1612731810.1723082,1264178248.7688162,1961285371.5758002,177833449.69565916
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Mortality,Non-infectious,24754324980.7843,3624395465.34505,17650509868.708004,31858140092.8606,National,All conditions,1.0,23.8661044574125,1037216820.4055578,739563924.2342286,1334869716.576887,151863722.5363924
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Production loss,External,19439300044.7284,3628463369.49558,12327511840.517063,26551088248.93974,National,All causes,1.0,23.8661044574125,814514998.8518888,516528026.7047645,1112501970.9990132,152034169.4628185
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Production loss,Infectious,-365178955.4739739,56079891.97565049,-475095543.74624884,-255262367.2016989,National,PPR,-0.0084174074531905,23.8661044574125,-15301154.66165045,-19906706.793897834,-10695602.529403064,2349771.496044584
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Production loss,Infectious,-222975898.4477662,34242017.81259416,-290090253.36045074,-155861543.53508165,National,Brucellosis,-0.0051396143215318435,23.8661044574125,-9342785.65844929,-12154905.878254987,-6530665.438643594,1434755.21418658
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Production loss,Infectious,43971935133.62744,6752692988.711624,30736656875.75266,57207213391.50223,National,Other Infectious,1.0135570217747223,23.8661044574125,1842442917.8248372,1287879089.383867,2397006746.2658076,282940728.7964134
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2017,Production loss,Non-infectious,30421623022.1222,5094615297.42559,20436177039.168045,40407069005.076355,National,All conditions,1.0,23.8661044574125,1274679035.9695103,856284571.939047,1693073499.9999738,213466563.28084865
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Health cost,External,-6028979.064388354,1022495.7369751623,-8033070.708859673,-4024887.4199170363,National,All causes,1.0,27.4293865941667,-219799.99602581392,-292863.66580899165,-146736.3262426362,37277.38254243762
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Health cost,Infectious,50748.37331171203,8606.763237270245,33879.11736666235,67617.6292567617,National,PPR,-0.0084174074531905,27.4293865941667,1850.1461247589286,1235.1394461685588,2465.152803349298,313.7789176481479
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Health cost,Infectious,30986.62714354604,5255.233733462801,20686.36902595895,41286.88526113313,National,Brucellosis,-0.0051396143215318435,27.4293865941667,1129.6872074469154,754.1681238456217,1505.2062910482093,191.5913691843335
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Health cost,Infectious,-6110714.064843612,1036357.7339458953,-8141975.223377567,-4079452.906309657,National,Other Infectious,1.0135570217747223,27.4293865941667,-222779.82935801975,-296834.02490338916,-148725.63381265034,37782.7528292701
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Health cost,Non-infectious,-6028979.064388354,1022495.7369751623,-8033070.708859673,-4024887.4199170363,National,All conditions,1.0,27.4293865941667,-219799.99602581392,-292863.66580899165,-146736.3262426362,37277.38254243762
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Mortality,External,19722464720.0738,3140533777.67106,13567018515.83852,25877910924.30908,National,All causes,1.0,27.4293865941667,719026823.74487,494616183.60520554,943437463.8845344,114495224.56105325
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Mortality,Infectious,-335631838.4741854,37009605.246878356,-408170664.758067,-263093012.19030383,National,PPR,-0.0084174074531905,27.4293865941667,-12236213.789249042,-14880779.902124062,-9591647.676374024,1349268.424936234
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Mortality,Infectious,-204934620.71034017,22597824.59372306,-249226356.91403738,-160642884.50664297,National,Brucellosis,-0.0051396143215318435,27.4293865941667,-7471352.66794201,-9086107.560532883,-5856597.775351136,823854.5370361599
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Mortality,Infectious,40414107135.532425,4456401270.781542,31679560644.800606,49148653626.264244,National,Other Infectious,1.0135570217747223,27.4293865941667,1473387200.868981,1154949657.2241163,1791824744.5138454,162468134.512686
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Mortality,Non-infectious,25992041229.8235,3805615238.6123,18533035362.143394,33451047097.50361,National,All conditions,1.0,27.4293865941667,947598340.9468999,675663500.476702,1219533181.4170978,138742265.54601938
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Production loss,External,20411265046.9648,3809886537.97036,12943887432.542896,27878642661.386707,National,All causes,1.0,27.4293865941667,744138589.3516694,471898538.0189151,1016378640.6844238,138897985.37385422
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Production loss,Infectious,-383437903.24767184,58883886.57443303,-498850320.9335606,-268025485.5617831,National,PPR,-0.0084174074531905,27.4293865941667,-13979091.43652582,-18186710.782648314,-9771472.090403328,2146744.56434821
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Production loss,Infectious,-234124693.37015408,35954118.70322388,-304594766.0284729,-163654620.71183527,National,Brucellosis,-0.0051396143215318435,27.4293865941667,-8535542.439725738,-11104687.484817829,-5966397.394633646,1310788.2883122913
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Production loss,Infectious,46170531890.30872,7090327638.147206,32273489719.5402,60067574061.07725,National,Other Infectious,1.0135570217747223,27.4293865941667,1683250616.334513,1176602677.8886726,2189898554.780353,258493846.14583683
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2018,Production loss,Non-infectious,31942704173.2283,5349346062.29687,21457985891.126434,42427422455.33016,National,All conditions,1.0,27.4293865941667,1164543146.5835779,782299152.679186,1546787140.4879696,195022445.86958772
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Health cost,External,-6330428.017607771,1073620.5238239204,-8434724.244302655,-4226131.790912887,National,All causes,1.0,29.06975,-217766.85446582,-290154.68809682416,-145379.02083481583,36932.56817908377
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Health cost,Infectious,53285.79197729762,9037.101399133757,35573.07323499545,70998.51071959978,National,PPR,-0.0084174074531905,29.06975,1833.0323438384444,1223.7144535125155,2442.350234164373,310.87647465608603
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Health cost,Infectious,32535.958500723336,5517.995420135941,21720.68747725689,43351.22952418978,National,Brucellosis,-0.0051396143215318435,29.06975,1119.2376439674692,747.1920975328957,1491.2831904020427,189.81915634417015
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Health cost,Infectious,-6416249.768085792,1088175.62064319,-8549073.984546445,-4283425.551625139,National,Other Infectious,1.0135570217747223,29.06975,-220719.1244536259,-294088.32152139064,-147349.92738586123,37433.26381008403
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Health cost,Non-infectious,-6330428.017607771,1073620.5238239204,-8434724.244302655,-4226131.790912887,National,All conditions,1.0,29.06975,-217766.85446582,-290154.68809682416,-145379.02083481583,36932.56817908377
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Mortality,External,20708587956.0775,3297560466.55461,14245369441.630465,27171806470.524536,National,All causes,1.0,29.06975,712375853.1145779,490041002.81668967,934710703.4124662,113436148.11116745
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Mortality,Infectious,-352413430.39789474,38860085.50922231,-428579197.9959705,-276247662.799819,National,PPR,-0.0084174074531905,29.06975,-12123029.279505147,-14743133.256941339,-9502925.302068954,1336787.7435898934
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Mortality,Infectious,-215181351.7458572,23727715.823409226,-261687674.75973928,-168675028.73197514,National,Brucellosis,-0.0051396143215318435,29.06975,-7402242.941403253,-9002061.412971878,-5802424.469834627,816233.9140656258
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Mortality,Infectious,42434812492.30905,4679221334.3206215,33263538677.040634,51606086307.57747,National,Other Infectious,1.0135570217747223,29.06975,1459758425.5904868,1144266417.050048,1775250434.1309254,160965310.47981566
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Mortality,Non-infectious,27291643291.3147,3995896000.54292,19459687130.25058,35123599452.37882,National,All conditions,1.0,29.06975,938833092.5210812,669413638.9288033,1208252546.1133592,137458904.8940194
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Production loss,External,21431828299.3131,4000380864.86888,13591081804.170094,29272574794.456104,National,All causes,1.0,29.06975,737255335.8495722,467533494.583548,1006977177.1155963,137613184.31940007
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Production loss,Infectious,-402609798.4100559,61828080.9031547,-523792836.9802391,-281426759.83987266,National,PPR,-0.0084174074531905,29.06975,-13849785.375177147,-18018484.403210867,-9681086.347143428,2126887.259200877
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Production loss,Infectious,-245830928.03866205,37751824.63838509,-319824504.3298968,-171837351.74742728,National,Brucellosis,-0.0051396143215318435,29.06975,-8456588.998483373,-11001969.550130181,-5911208.446836567,1298663.5467585751
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Production loss,Infectious,48479058484.82422,7444844020.05457,33887164205.51726,63070952764.13118,National,Other Infectious,1.0135570217747223,29.06975,1667680612.4863207,1165719148.1012826,2169642076.871359,256102787.95155
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2019,Production loss,Non-infectious,33539839381.8897,5616813365.41171,22530885185.68275,44548793578.09665,National,All conditions,1.0,29.06975,1153771166.999706,775062915.4252359,1532479418.5741758,193218495.70126024
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Health cost,External,-6646949.418488157,1127301.5500151166,-8856460.456517786,-4437438.380458528,National,All causes,1.0,34.9271654040404,-190308.8710920478,-253569.40232811632,-127048.33985597931,32275.781242892088
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Health cost,Infectious,55950.081576162476,9488.956469090446,37351.726896745204,74548.43625557976,National,PPR,-0.0084174074531905,34.9271654040404,1601.9073099384734,1069.4176428192002,2134.396977057747,271.678401591466
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Health cost,Infectious,34162.75642575949,5793.895191142738,22806.721851119728,45518.79100039926,National,Brucellosis,-0.0051396143215318435,34.9271654040404,978.1141993792464,652.9794670506365,1303.2489317078566,165.885067514597
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Health cost,Infectious,-6737062.256490079,1142584.4016753498,-8976527.683773763,-4497596.829206393,National,Other Infectious,1.0135570217747223,34.9271654040404,-192888.89260136554,-257007.04823688188,-128770.73696584915,32713.34471199815
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Health cost,Non-infectious,-6646949.418488157,1127301.5500151166,-8856460.456517786,-4437438.380458528,National,All conditions,1.0,34.9271654040404,-190308.8710920478,-253569.40232811632,-127048.33985597931,32275.781242892088
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Mortality,External,21744017353.8814,3462438489.88234,14957637913.712015,28530396794.05079,National,All causes,1.0,34.9271654040404,622553164.6311623,428252271.2817028,816854057.9806219,99133108.85176507
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Mortality,Infectious,-370034101.91778976,40803089.78468342,-450008157.89576924,-290060045.9398103,National,PPR,-0.0084174074531905,34.9271654040404,-10594449.839750921,-12884187.785926422,-8304711.893575421,1168233.646007909
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Mortality,Infectious,-225940419.33315024,24914101.614579692,-274772058.49772644,-177108780.16857404,National,Brucellosis,-0.0051396143215318435,34.9271654040404,-6468902.263308585,-7867001.381851062,-5070803.144766106,713315.8768073864
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Mortality,Infectious,44556553116.92454,4913182401.0366535,34926715610.8927,54186390622.956375,National,Other Infectious,1.0135570217747223,34.9271654040404,1275699089.8485625,999987121.9681729,1551411057.728952,140669371.3675457
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Mortality,Non-infectious,28656225455.8804,4195690800.57006,20432671486.763084,36879779424.99772,National,All conditions,1.0,34.9271654040404,820456659.576658,585008008.820533,1055905310.3327829,120126862.63067599
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Production loss,External,22503419714.2787,4200399908.11232,14270635894.378555,30736203534.17885,National,All causes,1.0,34.9271654040404,644295620.7283711,408582710.02798635,880008531.428756,120261689.13284943
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Production loss,Infectious,-422740288.33055884,64919484.948312424,-549982478.8292512,-295498097.8318665,National,PPR,-0.0084174074531905,34.9271654040404,-12103481.156866394,-15746553.505473673,-8460408.808259116,1858710.381942489
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Production loss,Infectious,-258122474.44059524,39639415.87030433,-335815729.5463917,-180429219.33479875,National,Brucellosis,-0.0051396143215318435,34.9271654040404,-7390306.9846811965,-9614743.299710898,-5165870.669651496,1134916.4872600515
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Production loss,Infectious,50903011409.065445,7817086221.057296,35581522415.793144,66224500402.337746,National,Other Infectious,1.0135570217747223,34.9271654040404,1457404596.6861355,1018734901.735743,1896074291.6365278,223811068.852241
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2020,Production loss,Non-infectious,35216831350.9842,5897654033.68229,23657429444.96691,46776233257.00149,National,All conditions,1.0,34.9271654040404,1008293428.4415274,677336084.142408,1339250772.7406466,168855787.90771395
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Health cost,External,-6979296.889412567,1183666.6275158722,-9299283.479343677,-4659310.299481457,National,All causes,1.0,34.9271654040404,-199824.31464665028,-266247.87244452216,-133400.75684877834,33889.57030503669
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Health cost,Infectious,58747.58565497062,9963.404292544967,39219.31324158249,78275.85806835876,National,PPR,-0.0084174074531905,34.9271654040404,1682.0026754353978,1122.8885249601608,2241.116825910635,285.2623216710393
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Health cost,Infectious,35870.89424704748,6083.589950699875,23947.057943675725,47794.73055041923,National,Brucellosis,-0.0051396143215318435,34.9271654040404,1027.0199093482092,685.6284404031686,1368.4113782932498,174.17932089032684
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Health cost,Infectious,-7073915.369314585,1199713.621759117,-9425354.067962455,-4722476.670666715,National,Other Infectious,1.0135570217747223,34.9271654040404,-202533.33723143386,-269857.40064872603,-135209.2738141417,34349.011947598054
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Health cost,Non-infectious,-6979296.889412567,1183666.6275158722,-9299283.479343677,-4659310.299481457,National,All conditions,1.0,34.9271654040404,-199824.31464665028,-266247.87244452216,-133400.75684877834,33889.57030503669
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Mortality,External,22831218221.5755,3635560414.37646,15705519809.39764,29956916633.75336,National,All causes,1.0,34.9271654040404,653680822.8627213,449664884.84578866,857696760.8796539,104089764.2943534
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Mortality,Infectious,-388535807.0136794,42843244.27391759,-472508565.79055786,-304563048.2368009,National,PPR,-0.0084174074531905,34.9271654040404,-11124172.331738472,-13528397.175222749,-8719947.488254195,1226645.3283083045
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Mortality,Infectious,-237237440.29980785,26159806.695308674,-288510661.42261285,-185964219.17700285,National,Brucellosis,-0.0051396143215318435,34.9271654040404,-6792347.376474016,-8260351.450943617,-5324343.302004416,748981.6706477556
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Mortality,Infectious,46784380772.77078,5158841521.088486,36673051391.43735,56895710154.10422,National,Other Infectious,1.0135570217747223,34.9271654040404,1339484044.340991,1049986478.066582,1628981610.6154,147702839.93592298
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Mortality,Non-infectious,30089036728.6745,4405475340.59857,21454305061.101303,38723768396.247696,National,All conditions,1.0,34.9271654040404,861479492.5554931,614258409.2615615,1108700575.8494246,126133205.76220998
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Production loss,External,23628590699.9927,4410419903.51794,14984167689.097538,32273013710.88786,National,All causes,1.0,34.9271654040404,676510401.7647915,429011845.52938724,924008958.0001959,126274773.58949201
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Production loss,Infectious,-443877302.7470867,68165459.19572802,-577481602.7707136,-310273002.7234598,National,PPR,-0.0084174074531905,34.9271654040404,-12708655.214709712,-16533881.180747353,-8883429.248672072,1951645.9010396127
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Production loss,Infectious,-271028598.16262496,41621386.66381953,-352606516.0237112,-189450680.30153868,National,Brucellosis,-0.0051396143215318435,34.9271654040404,-7759822.333915255,-10095480.464696439,-5424164.20313407,1191662.3116230536
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Production loss,Infectious,53448161979.51871,8207940532.110158,37360598536.582794,69535725422.45462,National,Other Infectious,1.0135570217747223,34.9271654040404,1530274826.520442,1069671646.82253,1990878006.2183537,235001622.29485297
All Small Ruminants,Crop livestock mixed,Adult female,Adult,Female,2021,Production loss,Non-infectious,36977672918.5334,6192536735.36641,24840300917.215237,49115044919.85156,National,All conditions,1.0,34.9271654040404,1058708099.8636035,711202888.3495278,1406213311.377679,177298577.3030998
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,External,-143434.3424067671,400769.221022239,-928942.0156103555,642073.3307968214,National,All causes,1.0,23.8661044574125,-6009.960388077421,-38923.06837372608,26903.147597571242,16792.402033494214
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Infectious,1207.3453028181998,3373.4378280419455,-5404.592840144014,7819.283445780413,National,PPR,-0.0084174074531905,23.8661044574125,50.588285363982564,-226.45475510208027,327.63132583004534,141.3484900337055
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Infectious,737.1972004333225,2059.7992279950604,-3300.009286436996,4774.40368730364,National,Brucellosis,-0.0051396143215318435,23.8661044574125,30.88887848240179,-138.27180268676216,200.04955965156572,86.30646998426731
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Infectious,-145378.88491001862,406202.458078276,-941535.7027434396,650777.9329234023,National,Other Infectious,1.0135570217747223,23.8661044574125,-6091.437551923806,-39450.74925920769,27267.874155360078,17020.05699351219
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Non-infectious,-143434.3424067671,400769.221022239,-928942.0156103555,642073.3307968214,National,All conditions,1.0,23.8661044574125,-6009.960388077421,-38923.06837372608,26903.147597571242,16792.402033494214
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,External,18455935964.669,2943543989.22493,12686589745.788136,24225282183.549862,National,All causes,1.0,23.8661044574125,773311622.6656263,531573544.7494803,1015049700.5817723,123335754.03885
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Infectious,-295871530.71669483,30698343.02213941,-356040283.04008806,-235702778.39330158,National,PPR,-0.0084174074531905,23.8661044574125,-12397143.875937449,-14918240.372048091,-9876047.379826806,1286273.72250543
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Infectious,-180657235.02890268,18744208.869689614,-217395884.41349432,-143918585.64431104,National,Brucellosis,-0.0051396143215318435,23.8661044574125,-7569615.533665064,-9108980.680170199,-6030250.387159929,785390.3808699667
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Infectious,35626488223.220695,3696449447.168549,28381447306.77034,42871529139.67105,National,Other Infectious,1.0135570217747223,23.8661044574125,1492765117.4406712,1189194799.5708797,1796335435.3104625,154882815.23968947
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Non-infectious,20851023451.9814,2732501736.28528,15495320048.862251,26206726855.100548,National,All conditions,1.0,23.8661044574125,873666814.3386652,649260547.5901035,1098073081.087227,114492993.23906215
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,External,784464802.369594,1526281968.00731,-2207047854.924733,3775977459.6639214,National,All causes,1.0,23.8661044574125,32869411.25098233,-92476250.5277334,158215073.02969807,63951868.254446805
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Infectious,-13954336.216094155,27187379.43406531,-67241599.90686215,39332927.47467385,National,PPR,-0.0084174074531905,23.8661044574125,-584692.6649045198,-2817451.8395681367,1648066.5097590971,1139162.8442161311
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Infectious,-8520427.062910393,16600437.305821363,-41057284.18232027,24016430.056499477,National,Brucellosis,-0.0051396143215318435,23.8661044574125,-357009.54372819985,-1720317.7944513022,1006298.7069949025,695565.4340423992
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Infectious,1680269790.2745147,3273687234.732337,-4736157189.800865,8096696770.3498955,National,Other Infectious,1.0135570217747223,23.8661044574125,70404023.96934305,-198447015.02301002,339255062.96169615,137168897.44507813
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Non-infectious,1148061455.92452,2232616804.45036,-3227867480.798185,5523990392.647224,National,All conditions,1.0,23.8661044574125,48104266.78443315,-135249030.1279835,231457563.6968498,93547600.46551871
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,External,-150606.05952710658,420807.682073351,-975389.1163908745,674176.9973366613,National,All causes,1.0,27.4293865941667,-5490.682739479686,-35560.004706715044,24578.639227755677,15341.49079960988
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Infectious,1267.7125679591193,3542.109719444043,-5674.822482151205,8210.247618069443,National,PPR,-0.0084174074531905,27.4293865941667,46.21731381440075,-206.88842102499103,299.3230486537925,129.1355789996897
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Infectious,774.0570604549944,2162.7891893948135,-3465.0097507588403,5013.123871668829,National,Brucellosis,-0.0051396143215318435,27.4293865941667,28.21999164281749,-126.32472617873745,182.76470946437243,78.84934582732396
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Infectious,-152647.82915552068,426512.58098218986,-988612.4878806127,683316.8295695714,National,Other Infectious,1.0135570217747223,27.4293865941667,-5565.1200449369035,-36042.09246483321,24911.852374959406,15549.475724436892
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Non-infectious,-150606.05952710658,420807.682073351,-975389.1163908745,674176.9973366613,National,All conditions,1.0,27.4293865941667,-5490.682739479686,-35560.004706715044,24578.639227755677,15341.49079960988
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,External,19378732762.9025,3090721188.68618,13320919233.077587,25436546292.727413,National,All causes,1.0,27.4293865941667,706495301.9045529,485644080.56833816,927346523.2407677,112679194.55929327
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Infectious,-310665107.25252914,32233260.17324633,-373842297.19209194,-247487917.31296635,National,PPR,-0.0084174074531905,27.4293865941667,-11325995.431432545,-13629262.029198842,-9022728.833666248,1175136.0192685188
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Infectious,-189690096.78034756,19681419.313174065,-228265678.6341687,-151114514.9265264,National,Brucellosis,-0.0051396143215318435,27.4293865941667,-6915579.25034635,-8321938.875684266,-5509219.625008432,717530.421090774
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Infectious,37407812634.381676,3881271919.5269704,29800519672.108814,45015105596.65454,National,Other Infectious,1.0135570217747223,27.4293865941667,1363785971.1502643,1086444991.024567,1641126951.275962,141500500.0641314
All Small Ruminants,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Non-infectious,21893574624.5805,2869126823.09954,16270086051.305403,27517063197.8556,National,All conditions,1.0,27.4293865941667,798179519.961869,593162592.0779978,1003196447.8457402,104600473.41013838
