,year,country,animal_category,species,new_outbreaks_adv,new_outbreaks_antx,new_outbreaks_asf,new_outbreaks_babo,new_outbreaks_bsui,new_outbreaks_csf,new_outbreaks_egra,new_outbreaks_ehyd,new_outbreaks_emul,new_outbreaks_fmd,new_outbreaks_jenc,new_outbreaks_nws,new_outbreaks_prrs,new_outbreaks_rab,new_outbreaks_tgas,new_outbreaks_tric,new_outbreaks_tsol,susceptible_thsdhd_adv,susceptible_thsdhd_antx,susceptible_thsdhd_asf,susceptible_thsdhd_babo,susceptible_thsdhd_bsui,susceptible_thsdhd_csf,susceptible_thsdhd_egra,susceptible_thsdhd_ehyd,susceptible_thsdhd_emul,susceptible_thsdhd_fmd,susceptible_thsdhd_jenc,susceptible_thsdhd_nws,susceptible_thsdhd_prrs,susceptible_thsdhd_rab,susceptible_thsdhd_tgas,susceptible_thsdhd_tric,susceptible_thsdhd_tsol,cases_thsdhd_adv,cases_thsdhd_antx,cases_thsdhd_asf,cases_thsdhd_babo,cases_thsdhd_bsui,cases_thsdhd_csf,cases_thsdhd_egra,cases_thsdhd_ehyd,cases_thsdhd_emul,cases_thsdhd_fmd,cases_thsdhd_jenc,cases_thsdhd_nws,cases_thsdhd_prrs,cases_thsdhd_rab,cases_thsdhd_tgas,cases_thsdhd_tric,cases_thsdhd_tsol,killed_and_disposed_of_thsdhd_adv,killed_and_disposed_of_thsdhd_antx,killed_and_disposed_of_thsdhd_asf,killed_and_disposed_of_thsdhd_babo,killed_and_disposed_of_thsdhd_bsui,killed_and_disposed_of_thsdhd_csf,killed_and_disposed_of_thsdhd_egra,killed_and_disposed_of_thsdhd_ehyd,killed_and_disposed_of_thsdhd_emul,killed_and_disposed_of_thsdhd_fmd,killed_and_disposed_of_thsdhd_jenc,killed_and_disposed_of_thsdhd_nws,killed_and_disposed_of_thsdhd_prrs,killed_and_disposed_of_thsdhd_rab,killed_and_disposed_of_thsdhd_tgas,killed_and_disposed_of_thsdhd_tric,killed_and_disposed_of_thsdhd_tsol,slaughtered_thsdhd_adv,slaughtered_thsdhd_antx,slaughtered_thsdhd_asf,slaughtered_thsdhd_babo,slaughtered_thsdhd_bsui,slaughtered_thsdhd_csf,slaughtered_thsdhd_egra,slaughtered_thsdhd_ehyd,slaughtered_thsdhd_emul,slaughtered_thsdhd_fmd,slaughtered_thsdhd_jenc,slaughtered_thsdhd_nws,slaughtered_thsdhd_prrs,slaughtered_thsdhd_rab,slaughtered_thsdhd_tgas,slaughtered_thsdhd_tric,slaughtered_thsdhd_tsol,deaths_thsdhd_adv,deaths_thsdhd_antx,deaths_thsdhd_asf,deaths_thsdhd_babo,deaths_thsdhd_bsui,deaths_thsdhd_csf,deaths_thsdhd_egra,deaths_thsdhd_ehyd,deaths_thsdhd_emul,deaths_thsdhd_fmd,deaths_thsdhd_jenc,deaths_thsdhd_nws,deaths_thsdhd_prrs,deaths_thsdhd_rab,deaths_thsdhd_tgas,deaths_thsdhd_tric,deaths_thsdhd_tsol,vaccinated_thsdhd_adv,vaccinated_thsdhd_antx,vaccinated_thsdhd_asf,vaccinated_thsdhd_babo,vaccinated_thsdhd_bsui,vaccinated_thsdhd_csf,vaccinated_thsdhd_egra,vaccinated_thsdhd_ehyd,vaccinated_thsdhd_emul,vaccinated_thsdhd_fmd,vaccinated_thsdhd_jenc,vaccinated_thsdhd_nws,vaccinated_thsdhd_prrs,vaccinated_thsdhd_rab,vaccinated_thsdhd_tgas,vaccinated_thsdhd_tric,vaccinated_thsdhd_tsol,new_outbreaks_anydisease,susceptible_thsdhd_anydisease,cases_thsdhd_anydisease,killed_and_disposed_of_thsdhd_anydisease,slaughtered_thsdhd_anydisease,deaths_thsdhd_anydisease,vaccinated_thsdhd_anydisease
6,2011,Spain,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.198999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13001.524,0.0,0.02,0.042,0.0,0.116,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17900000000000002,0.0,0.001,0.04900000000000001,0.0,0.024,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045000000000000005,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,9.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,13017.785,0.393,0.10800000000000001,0.024,0.001,10.276000000000002
84,2021,India,Domestic,Swine,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2390000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2350000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.633,2.2390000000000003,0.004,0.025,2.2350000000000003,0.0
30,2014,Spain,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6910000000000001,0.0,0.191,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.28700000000000003,0.0,0.0,0.07400000000000001,0.002,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038000000000000006,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.738,0.556,0.13,0.186,0.0,0.0
48,2017,Brazil,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30700000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,0.0,0.0,0.0,0.0,0.0,0.30700000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.30800000000000005,0.0,4.339,0.001,0.0
65,2019,Brazil,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6390000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6500000000000001,0.747,1.088,0.0,0.552,0.0
58,2018,China (People's Rep. of),Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.846000000000004,0.0,357.934,0.0,1.6400000000000001,9.127,0.0,0.0,0.0,3.335,32.578,0.0,37.391,0.0,1600.3509999999999,0.07200000000000001,0.13,2.6320000000000006,0.0,12.622,0.0,0.18100000000000002,2.207,0.0,0.0,0.0,0.10300000000000001,0.212,0.0,1.5699999999999998,0.0,174.41099999999997,0.024,0.004,0.7110000000000001,0.0,281.07200000000006,0.0,0.344,2.8089999999999997,0.0,0.0,0.0,3.308,0.068,0.0,2.9289999999999994,0.0,52.738,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.31500000000000006,0.0,0.0,0.9250000000000002,0.0,9.379000000000003,0.0,0.0,1.2289999999999999,0.0,0.0,0.0,0.027000000000000003,0.09000000000000001,0.0,0.887,0.0,58.67999999999998,0.0,0.0,19.697,0.0,0.0,0.0,0.0,4.2780000000000005,0.0,0.0,0.0,0.0,0.4,0.0,4.747,0.0,167.431,0.0,0.0,0.0,2077.404,193.96599999999998,343.98300000000006,0.32700000000000007,71.21699999999998,196.553
28,2014,Italy,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.349,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.379,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,1.2149999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.421,0.389,1.2149999999999999,0.0,0.136,0.0
33,2015,France,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2011,Brazil,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.014,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.344,0.151,0.196,0.004,0.0
80,2021,Brazil,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.166,0.142,0.054,0.0,0.12000000000000001,0.0
74,2020,China (People's Rep. of),Domestic,Swine,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.412000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.282,1.098,11.412000000000003,0.0,0.8699999999999999,0.0
21,2013,Poland,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,1.4310000000000003,0.0,0.3470000000000001,0.0,0.0,0.0,0.0,0.0,0.0,73.754,0.0,0.0,0.0,0.0,0.132,0.0,0.0,0.07400000000000001,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9459999999999997,0.0,0.0,0.0,0.0,0.0,0.0,73.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4010000000000002,74.307,0.042,76.7,0.0,12.451
72,2019,Spain,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.002,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.4580000000000002,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.423,1.4969999999999999,0.591,0.128,0.0,0.925
26,2014,Germany,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991,0.259,0.99,0.0,0.0,0.0
54,2017,Poland,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.6970000000000001,0.0,0.025,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.004,0.0,0.0,0.0,5.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.427,0.4640000000000001,5.135,0.125,0.176,0.0
25,2014,China (People's Rep. of),Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.328,0.447,0.0,0.0,23.73,8.825000000000001,0.0,0.0,0.0,0.044000000000000004,25.805999999999997,0.0,8.262,0.0,2399.965,0.041,2.338,2.9600000000000004,0.009000000000000001,0.0,0.0,0.049,0.8370000000000001,0.0,0.0,0.0,0.007,0.412,0.0,1.347,0.0,189.31,0.017,0.18,1.3880000000000001,0.005,0.0,0.0,0.049,0.37100000000000005,0.0,0.0,0.0,0.044000000000000004,0.09200000000000001,0.0,0.162,0.0,35.433,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.28400000000000003,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.9570000000000001,0.0,0.004,0.7850000000000001,0.004,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.079,0.0,0.114,0.0,13.873,0.001,0.0,30.437000000000005,0.42100000000000004,0.0,0.0,0.0,5.438,0.0,0.0,0.0,0.0,1.9310000000000003,0.0,3.26,0.0,212.16699999999994,0.0,0.0,0.0,2537.7860000000005,195.12800000000001,37.550999999999995,1.2910000000000001,14.994,253.65399999999994
68,2019,Germany,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.854,0.06,0.357,0.497,0.0,0.0
40,2016,China (People's Rep. of),Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.265,115.36999999999998,0.0,0.0,0.0,12.343,0.0,0.0,0.0,0.573,50.526999999999994,0.0,5.566,0.0,3820.7480000000005,1.584,1.392,5.842000000000001,0.087,0.0,0.0,0.0,0.8150000000000001,0.0,0.0,0.0,0.21600000000000003,0.5880000000000001,0.0,0.8470000000000001,0.0,312.93700000000007,0.056,0.22700000000000004,1.7389999999999997,0.218,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.337,0.219,0.0,0.08300000000000002,0.0,58.661,0.0,0.006,0.07600000000000001,0.0,0.0,0.0,0.0,0.428,0.0,0.0,0.0,0.091,0.01,0.0,0.0,0.0,0.8170000000000001,0.0,0.0,1.8609999999999995,0.08,0.0,0.0,0.0,0.42900000000000005,0.0,0.0,0.0,0.145,0.221,0.0,0.115,0.0,59.77299999999999,0.0,0.002,31.162,107.129,0.0,0.0,0.0,11.796,0.0,0.0,0.0,0.0,5.869,0.0,0.225,0.0,292.08399999999995,0.0,0.0,0.0,4144.368,321.615,61.663000000000004,1.4220000000000002,62.62599999999999,448.26499999999993
18,2013,China (People's Rep. of),Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.701,2.166000000000001,0.0,0.0,0.0,19.196,0.0,0.0,0.0,2.505,9.562999999999999,0.0,16.62,0.0,2288.822,0.078,5.72,0.9040000000000001,0.11100000000000002,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.14200000000000002,0.09900000000000002,0.0,0.42800000000000005,0.0,195.47000000000003,0.015,0.033,0.10200000000000001,0.002,0.0,0.0,0.0,0.10800000000000001,0.0,0.0,0.0,2.505,0.0,0.0,0.004,0.0,4.013999999999999,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.0,0.743,0.002,0.0,0.139,0.025000000000000005,0.0,0.0,0.0,0.11000000000000001,0.0,0.0,0.0,0.0,0.034,0.0,0.15900000000000003,0.0,30.931000000000004,0.001,0.0,33.878,0.821,0.0,0.0,0.0,57.065999999999995,0.0,0.0,0.0,19.892,0.44800000000000006,0.0,0.894,0.0,486.0910000000001,0.0,0.0,0.0,2405.371,197.872,6.734999999999999,0.794,31.399000000000004,599.0900000000001
35,2015,India,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.0,0.7779999999999999,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0239999999999998,0.0,0.0,0.26,0.22
22,2013,Spain,Domestic,Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198,0.0,0.0,0.202,3.581,0.209,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23500000000000001,0.0,0.0,0.01,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.005,0.19,0.0,0.0,0.0,0.052000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.689,0.462,0.015,0.257,0.0,0.0
