column_name,count,mean,std,min,1%,5%,10%,25%,50%,75%,90%,95%,99%,max
year,341.0,2016.0,3.1669246540936022,2011.0,2011.0,2011.0,2012.0,2013.0,2016.0,2019.0,2020.0,2021.0,2021.0,2021.0
intraeu_export_total_100kg,298.0,1208583053.3045287,3207850124.7453356,4446527.53,5002974.3812,7703931.425,74205095.68,144626266.3325,289628683.8,902228067.765,2238944164.5940084,3368075085.97,18332138953.04478,19098041260.6
intraeu_export_total_head,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intraeu_export_total_value_in_euros,298.0,210316928616.2584,560022026238.0583,818106531.0,930524048.6,1308061662.8,7758740102.400001,13940835734.5,54651985007.5,178004102752.5,318496749742.6008,655226222173.099,3122663513761.9136,3586310188720.0
intraeu_export_live_gallusdom_gt185g_100kg,249.0,756911.2758232928,2037721.1799769856,0.0,0.0,316.988,1435.984,8061.1,31761.29,332739.24,1395457.7560000003,5248383.401999999,10179884.6332,10716838.17
intraeu_export_live_gallusdom_gt185g_head,249.0,34810448.97991968,92953011.79959038,0.0,781.0,25878.0,58952.600000000006,406010.0,1890213.0,16230662.0,62269421.400000006,225459335.59999996,465321706.76000005,490553326.0
intraeu_export_live_gallusdom_gt185g_value_in_euros,249.0,66898198.004016064,178666661.59800786,612.0,4519.68,64341.6,140093.0,545377.0,4063890.0,28879936.0,118527809.00000003,446325867.2,872280517.7200003,934616281.0
intraeu_export_live_gallusdom_lte185g_100kg,212.0,25275.65094339623,56790.4057637782,0.0,0.0,43.78900000000001,140.675,1178.69,7313.235000000001,20832.295,44896.133,88276.89499999993,298865.7329999998,309551.12
intraeu_export_live_gallusdom_lte185g_head,212.0,52246782.24056604,119155328.73929207,0.0,7253.009999999995,140378.55,330752.8,2836887.25,10691930.5,43367897.25,92666121.30000001,210182999.79999983,605556497.0099998,628602045.0
intraeu_export_live_gallusdom_lte185g_value_in_euros,212.0,17391685.797169812,39319739.141869046,0.0,7766.589999999999,43130.75000000001,153787.40000000002,1043372.5,4719480.5,13447938.5,26960643.1,71539065.59999995,192654037.70000002,205298473.0
intraeu_import_total_100kg,298.0,1230725354.3481548,3278002333.6064563,25425862.09,29888844.5733,40379671.3865,70858821.965,115118372.265,274246726.63,800268121.2,2136989822.908,3976406862.7279983,19087075913.219196,19594978076.13
intraeu_import_total_head,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intraeu_import_total_value_in_euros,298.0,206050394661.14093,545642231790.23315,2673635671.0,3281515408.2,4653687041.400001,10931830928.8,18173346271.75,53977926635.5,173118703269.75,341083780445.3001,623230075249.5997,3052859030154.5435,3513519769418.0
intraeu_import_live_gallusdom_gt185g_100kg,241.0,835345.358962655,2382173.4585520155,0.0,0.003999999999999999,36.28,325.8,3664.37,23223.66,202674.49,2158661.61,6322826.97,12048723.581999999,13327384.48
intraeu_import_live_gallusdom_gt185g_head,241.0,42627383.161825724,115730770.0844671,1.0,6.0,12322.0,24150.0,311898.0,1536315.0,12607399.0,135396428.0,322902725.0,561232356.9999998,625001106.0
intraeu_import_live_gallusdom_gt185g_value_in_euros,241.0,72680242.90456432,196388887.16752386,3.0,2497.6,49284.0,85560.0,571972.0,3150827.0,25643920.0,216196186.0,551758334.0,937243249.5999998,1016971143.0
intraeu_import_live_gallusdom_lte185g_100kg,243.0,17771.836707818933,44099.323143557005,0.0,0.0,2.3830000000000005,13.846,572.48,2170.68,15181.98,39614.09200000001,64505.26099999999,245781.11299999984,261137.47
intraeu_import_live_gallusdom_lte185g_head,243.0,36510039.58024691,90815715.16232954,0.0,1.0,7711.800000000007,75413.60000000006,1149958.5,4463587.0,27797846.0,82739441.8000001,151485535.29999995,484108517.7599999,506928358.0
intraeu_import_live_gallusdom_lte185g_value_in_euros,243.0,13327861.530864198,32735649.33411903,30.0,791.5,18742.9,109325.8,558326.5,1792057.0,10158718.0,28631574.600000005,50702266.59999997,172851772.21999997,175465477.0
extraeu_export_total_100kg,298.0,449360095.1597314,1174785358.7582805,1385122.63,2813508.1472,10222515.7795,25419267.097000003,43981707.685,122241820.445,461511966.96,738610893.6830002,911228704.5909998,6811727033.8075,7151642509.76
extraeu_export_total_head,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extraeu_export_total_value_in_euros,298.0,122834388187.55034,330784691605.47565,419407884.0,1085151514.48,1749365862.65,3060634161.2000003,8661585763.75,23228730583.0,95796783191.75,202012747504.6,500214334438.0499,1879583456560.9587,2037072309940.0
extraeu_export_live_gallusdom_gt185g_100kg,149.0,4460.164496644298,9324.703281221384,0.03,0.0548,0.234,0.6900000000000001,7.24,113.91,1182.08,19553.596,26830.745999999996,36108.407600000006,48778.4
extraeu_export_live_gallusdom_gt185g_head,149.0,230517.75167785236,482159.3343895758,5.0,5.48,21.200000000000003,42.00000000000001,350.0,12953.0,77038.0,983796.0000000013,1363527.1999999997,1871631.7600000005,2486151.0
extraeu_export_live_gallusdom_gt185g_value_in_euros,149.0,489583.3758389262,981252.9437655514,43.0,56.08,173.20000000000002,910.0000000000001,6077.0,46218.0,339028.0,1748627.2000000023,2925971.599999996,4383684.560000001,4918154.0
extraeu_export_live_gallusdom_lte185g_100kg,184.0,5038.378804347826,11202.395431797286,0.01,0.1511,6.175,70.11200000000001,334.4325,879.8050000000001,2016.93,14678.736000000044,34699.08949999996,50091.96179999998,56556.98
extraeu_export_live_gallusdom_lte185g_head,184.0,11577373.5,25971720.310906302,0.0,47.18000000000001,13267.25,164637.8,739939.25,1852225.0,4532264.0,34950245.00000009,81137792.94999993,115129761.27,131170633.0
extraeu_export_live_gallusdom_lte185g_value_in_euros,184.0,6413683.125,13761475.456622826,5.0,89.51,4632.2,68048.80000000002,504096.5,1541316.5,4234013.0,19230133.900000006,41986582.24999989,71889945.38999991,80706802.0
extraeu_import_total_100kg,298.0,1139794801.9674163,3010443936.406132,1435495.71,1560345.0045,8306966.242000001,29348007.455000006,128935073.4475,242966696.785,887765773.1300001,2199841693.0350003,2761307016.380499,16955612216.910288,17787851470.16
extraeu_import_total_head,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extraeu_import_total_value_in_euros,298.0,122332332706.97652,325627285365.1636,1193691502.0,1408635348.5600002,2380456822.9,2951583799.2,9422031523.25,22162402740.5,115195397493.75,255541269870.20013,328622853251.69995,1798890769104.1785,2058451006698.0
extraeu_import_live_gallusdom_gt185g_100kg,45.0,10445.536000000002,8976.881827154024,0.03,0.0388,0.8520000000000003,30.0,2410.46,8041.71,15910.9,22800.38,27237.117999999995,31956.052400000008,33334.81
extraeu_import_live_gallusdom_gt185g_head,45.0,465705.55555555556,455070.23653505475,2.0,2.0,82.00000000000003,2700.0,71391.0,218632.0,807106.0,1143554.6,1319097.5999999999,1444120.9200000002,1472977.0
extraeu_import_live_gallusdom_gt185g_value_in_euros,45.0,247144.86666666667,248989.49422950286,1.0,13.76,1552.3999999999999,3250.4,53866.0,144348.0,453146.0,545055.0000000001,613582.5999999999,942690.2800000012,1180032.0
extraeu_import_live_gallusdom_lte185g_100kg,50.0,146.66120000000004,298.48690134074565,0.01,0.0296,0.4730000000000001,1.062,2.825,7.74,120.4725,511.2830000000004,818.1049999999998,1191.6789999999994,1331.28
extraeu_import_live_gallusdom_lte185g_head,50.0,294465.86,639327.4876560306,8.0,40.83,853.0000000000001,2384.0,5904.25,19000.0,217176.5,934879.6000000002,1646707.6,2782804.839999999,3004473.0
extraeu_import_live_gallusdom_lte185g_value_in_euros,50.0,504046.28,1309360.6706705447,37.0,78.65,1731.4,4644.300000000001,13163.25,131589.5,519430.75,710183.7999999999,1525099.549999996,6062775.29999999,8683653.0
world_export_total_100kg,288.0,868878144.783958,1060893399.5267595,5955844.65,9648430.6702,30957571.385500003,87444121.91300002,199511414.7675,386822270.02,1152882259.175,2038573577.649,3815688335.889499,4255423005.2137995,4478611216.02
world_export_total_head,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
world_export_total_value_in_euros,288.0,174679844481.12848,247758945174.80313,1306035669.0,2116493445.46,2924146673.0,11106681035.2,24187306714.0,79549468607.0,224860441736.75,444589116937.9001,515365688924.2999,1218663733118.1196,1330414044253.0
world_export_live_gallusdom_gt185g_100kg,249.0,383128.71092369425,1010557.1834596917,0.0,0.1428,377.93600000000004,2226.336,8670.89,28538.32,270444.35,1017795.4620000002,1504607.596,5230679.916400002,5725257.99
world_export_live_gallusdom_gt185g_head,249.0,17612987.180722892,44946135.97735664,0.0,27.4,41020.0,69408.6,480937.0,1714862.0,13736207.0,45410171.8,71676155.59999996,225317594.32000002,268549068.0
world_export_live_gallusdom_gt185g_value_in_euros,249.0,33856909.12048193,86867247.03532371,100.0,4266.24,71805.8,157313.2,684053.0,3058938.0,25189825.0,91012989.00000001,138539673.5999999,445871485.84000003,475134773.0
world_export_live_gallusdom_lte185g_100kg,216.0,14782.161527777776,18445.543302879625,0.0,0.4199999999999997,138.3675,454.65999999999997,1570.4375,7361.700000000001,21276.5225,36927.384999999995,45645.732500000006,85344.91449999997,92486.98
world_export_live_gallusdom_lte185g_head,216.0,30894752.953703705,43184538.665171124,0.0,18292.249999999996,330280.25,1104070.0,3686146.25,12823139.5,43529277.25,78799995.0,99781780.5,203147383.04999995,220206876.0
world_export_live_gallusdom_lte185g_value_in_euros,216.0,11412887.666666666,14493528.95334919,3136.0,21495.499999999996,142871.25,411139.0,1686534.25,6544715.5,14876427.25,25646670.5,33618698.5,67621128.94999999,76605257.0
world_import_total_100kg,288.0,1241902149.678368,1558100570.1465375,34521337.51,41387643.9428,55930143.4815,124587777.335,236710567.2825,528640955.33500004,1643234777.97,3350952688.775,4834116314.792499,6396724070.404799,6503198420.14
world_import_total_head,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
world_import_total_value_in_euros,288.0,172418136770.75,223875340207.63678,4520477554.0,4737669119.0,6763237937.75,13705588783.8,25759155861.5,73485376822.5,230736376015.0,510391622909.80005,571865800064.8499,1026031794845.5,1102153293247.0
world_import_live_gallusdom_gt185g_100kg,234.0,431571.0134188033,1297672.027516649,0.0,0.003300000000000001,24.750000000000007,246.816,3303.0075,22212.895,126556.04000000001,848449.4270000001,2830962.079499998,7094473.319899995,8154533.02
world_import_live_gallusdom_gt185g_head,234.0,22017748.495726496,60825738.72339511,1.0,3.3200000000000003,3699.45,23368.100000000002,215398.0,1472270.5,7264452.25,40788116.10000001,141248728.3499999,316576226.0299998,363879211.0
world_import_live_gallusdom_gt185g_value_in_euros,234.0,37513109.905982904,103160841.39203651,1.0,528.8200000000002,24485.550000000003,82482.0,471206.5,2658964.0,12845796.25,75806628.60000002,243999543.5499999,542096365.3099997,599819348.0
world_import_live_gallusdom_lte185g_100kg,237.0,9175.14379746836,15009.963168489938,0.0,0.0,1.2160000000000002,10.862000000000007,483.3,1947.33,9976.56,30619.614,42979.25599999998,64422.909199999995,72195.32
world_import_live_gallusdom_lte185g_head,237.0,18827011.181434598,32793228.546319213,0.0,1.0,6913.8,31593.600000000002,826690.0,3880423.0,21208650.0,56207676.600000024,96211150.99999994,150965548.07999998,169078808.0
world_import_live_gallusdom_lte185g_value_in_euros,237.0,6935055.599156118,11224893.177781392,30.0,464.91999999999996,9690.400000000001,100157.0,465605.0,1691563.0,8914118.0,20624157.400000002,33601671.39999998,50416335.87999998,57119364.0
aspartner_year,88.0,2016.0,3.18039974354414,2011.0,2011.0,2011.0,2012.0,2013.0,2016.0,2019.0,2020.0,2021.0,2021.0,2021.0
aspartner_intraeu_indiv_export_live_gallusdom_gt185g_100kg,88.0,839803.8896590907,1724928.6331140322,284.76,358.62300000000005,941.7265000000003,3650.487000000001,18254.6475,64699.085,657701.36,4581361.861,5642098.873999996,6266372.872899998,6591606.130000001
aspartner_intraeu_indiv_export_live_gallusdom_gt185g_head,88.0,38448847.86363637,77241912.22736754,14238.0,17931.149999999998,67851.70000000001,180316.6,1001551.5,2776667.5,30805516.75,211885921.59999996,242653433.14999977,299753378.37,303484503.0
aspartner_intraeu_indiv_export_live_gallusdom_gt185g_value_in_euros,88.0,73534513.7840909,148963140.69985148,28043.0,35775.56,136308.25,266317.20000000007,1399155.75,6709560.5,47775288.0,412405713.8999999,477387030.9999998,537211678.3,549810244.0
aspartner_intraeu_indiv_export_live_gallusdom_lte185g_100kg,88.0,17748.903636363633,23070.942785042684,7.55,12.1262,159.1645,355.0260000000002,1253.1624999999997,11929.335,22413.355000000003,54013.01899999997,79247.52049999998,88642.5972,89818.35
aspartner_intraeu_indiv_export_live_gallusdom_lte185g_head,88.0,40568041.79545455,51566832.47538114,13726.0,17224.27,445285.80000000005,1424672.8,3368270.5,28355032.0,46361366.0,124764719.49999997,175650023.25,202415679.92,204593624.0
aspartner_intraeu_indiv_export_live_gallusdom_lte185g_value_in_euros,88.0,13165284.193181818,17043734.786334883,10544.0,87278.87,521708.00000000006,703742.6000000001,1238183.0,9324459.5,14720931.5,41364861.79999999,57444520.8,69866907.39999999,70073254.0
aspartner_intraeu_indiv_import_live_gallusdom_gt185g_100kg,88.0,908543.2744318177,1828762.7339047166,0.0,236.9793,526.44,1162.766,9746.1225,43830.89,1050635.5825,4124306.9739999995,5740845.425499998,7096163.983299998,7510227.79
aspartner_intraeu_indiv_import_live_gallusdom_gt185g_head,88.0,47655225.20454545,84750653.86142449,0.0,8525.13,28882.850000000002,61990.3,404892.75,2809633.5,58441294.5,209909288.1,259529422.39999995,318430970.8199999,337153035.0
aspartner_intraeu_indiv_import_live_gallusdom_gt185g_value_in_euros,88.0,80246773.7840909,142510376.31490603,0.0,25042.079999999998,105104.4,161995.90000000002,939236.25,4477511.5,99024021.5,370197541.6999999,436199845.9499998,526684866.4,540320098.0
aspartner_intraeu_indiv_import_live_gallusdom_lte185g_100kg,88.0,12219.723068181816,18467.428585451722,20.01,44.4657,166.28100000000006,411.85800000000023,1145.4075000000003,3013.5950000000003,15318.1775,35627.301999999996,62291.15149999999,70919.362,73379.20000000001
aspartner_intraeu_indiv_import_live_gallusdom_lte185g_head,88.0,27734562.397727273,43196170.1893313,10635.0,92212.29000000001,367705.80000000005,702258.0,1938343.0,6084768.0,36174685.75,80683467.69999999,148803770.64999998,161938098.20999995,169029918.0
aspartner_intraeu_indiv_import_live_gallusdom_lte185g_value_in_euros,88.0,10943973.511363637,16595130.293607574,9136.0,107832.28,305990.75,410684.10000000003,1238512.0,2445670.0,14471907.0,37126933.39999999,53335083.95,64603549.809999995,65257039.0
aspartner_intraeu_total_export_live_gallusdom_gt185g_100kg,88.0,834315.0063636362,1727323.8898310293,0.0,0.0,0.0,344.1900000000001,12817.73,60044.75,657701.36,4581361.861,5642098.873999996,6266372.872899998,6591606.13
aspartner_intraeu_total_export_live_gallusdom_gt185g_head,88.0,38238665.39772727,77338027.07477093,0.0,0.0,0.0,17209.500000000007,743737.0,2590485.5,30805516.75,211885921.59999996,242653433.14999977,299753378.37,303484503.0
aspartner_intraeu_total_export_live_gallusdom_gt185g_value_in_euros,88.0,73196654.32954545,149117144.42405796,0.0,0.0,0.0,34264.60000000001,657041.25,5933614.5,47775288.0,412405713.8999999,477387030.9999998,537211678.3,549810244.0
aspartner_intraeu_total_export_live_gallusdom_lte185g_100kg,88.0,17567.162499999995,23169.401497803152,0.0,0.0,0.0,171.15900000000005,1160.6499999999999,10072.305,22413.355000000003,54013.04699999998,79247.52049999998,88642.5972,89818.35
aspartner_intraeu_total_export_live_gallusdom_lte185g_head,88.0,40201903.88636363,51784839.21704477,0.0,0.0,0.0,471538.6000000001,2851644.25,28355032.0,46361366.0,124854319.49999997,175650023.25,202415679.92,204593624.0
aspartner_intraeu_total_export_live_gallusdom_lte185g_value_in_euros,88.0,13017055.25,17131112.022985924,0.0,0.0,0.0,509810.10000000015,1116157.0,9324459.5,14720931.5,41382811.89999999,57444520.8,69866907.39999999,70073254.0
