column_name,count,distinct_values,entropy,most_freq_value_1,most_freq_value_1_count,most_freq_value_2,most_freq_value_2_count,most_freq_value_3,most_freq_value_3_count
country,1958,196,5.2780623150207395,Poland,10,Eswatini,10,Tonga,10
country_inscope,1958,2,0.24421058548014318,False,1828,True,130, , 
_merge_prodprice,1958,3,0.5928375136919193,both,1410,left_only,548,right_only,0
