column_name,count,mean,std,min,1%,5%,10%,25%,50%,75%,90%,95%,99%,max
year,120.0,2015.5,2.884324484362402,2011.0,2011.0,2011.0,2011.8999999999999,2013.0,2015.5,2018.0,2019.1000000000001,2020.0,2020.0,2020.0
fao_yield_pigs_hgperhd,120.0,915.675,120.71629094351624,589.0,765.57,778.9000000000001,808.1999999999999,854.5,894.0,940.0,976.6,1235.2,1303.0,1319.0
fao_production_pigs_tonnes,120.0,7507284.725,14076498.676589906,806000.0,826520.0,918200.0,1325734.8,1592775.0,2322502.0,5032072.5,12002955.000000004,54463526.65,57131040.010000005,57661871.0
fao_slaughtered_pigs_hd,120.0,91816399.39166667,186438571.90252817,10062000.0,10299570.0,10866643.5,11290312.4,16813547.5,27030070.0,53832500.0,125056560.00000004,708692286.05,732550087.45,744917877.0
fao_stocks_pigs_hd,120.0,58229512.725,120306870.5962221,4441000.0,4530020.0,4964800.0,8508466.0,11863600.0,15596657.0,33782950.75,75294380.00000001,448016539.4,485074595.8,486742946.0
fao_producerprice_pigs_carcass_lcupertonne,44.0,32870.931818181816,58007.87498038027,1139.0,1139.43,1157.2,1249.5,1355.0,1587.0,12427.75,149894.2,150606.15,162221.19,168055.0
fao_producerprice_pigs_live_lcupertonne,85.0,13167.682352941176,28695.979925522566,987.0,1019.76,1036.2,1074.4,1180.0,2170.0,5391.0,74501.60000000003,94060.0,100134.51999999999,103030.0
fao_producerprice_pigs_carcass_slcpertonne,44.0,32870.931818181816,58007.87498038027,1139.0,1139.43,1157.2,1249.5,1355.0,1587.0,12427.75,149894.2,150606.15,162221.19,168055.0
fao_producerprice_pigs_live_slcpertonne,85.0,13167.682352941176,28695.979925522566,987.0,1019.76,1036.2,1074.4,1180.0,2170.0,5391.0,74501.60000000003,94060.0,100134.51999999999,103030.0
fao_producerprice_pigs_carcass_usdpertonne,44.0,2051.0,742.5942583659933,1261.0,1261.8600000000001,1361.8,1442.1,1623.75,1867.5,2208.25,2702.2000000000007,3899.8500000000004,4369.54,4465.0
fao_producerprice_pigs_live_usdpertonne,85.0,1606.270588235294,509.1696178287623,989.0,1011.68,1088.6,1135.4,1279.0,1457.0,1677.0,2490.4,2711.8,2976.4799999999996,3021.0
fao_producerprice_pigs_carcass_index,99.0,101.62626262626263,11.176310459241192,70.0,72.94,79.9,88.0,95.5,102.0,110.0,114.2,118.0,124.07999999999998,128.0
fao_producerprice_pigs_live_index,99.0,101.53535353535354,13.861054772799712,70.0,72.94,79.0,84.8,93.5,101.0,110.5,118.0,122.39999999999998,138.07999999999998,142.0
euro_breedingsows_gte50kg_dec_thsdhd,79.0,1217.81835443038,632.2790925963287,473.0,480.02000000000004,489.8,493.2,750.7,1047.0,1483.85,2273.9,2455.524,2589.8071999999997,2635.25
euro_breedingsows_gte50kg_jun_thsdhd,80.0,1221.8511249999997,630.0801855640999,486.0,489.16,493.9,507.0,734.5550000000001,1066.0,1395.625,2353.763,2428.8865,2541.3812,2554.59
euro_pigs_20to50kg_dec_thsdhd,79.0,3368.4486075949376,1773.0065262116386,1075.0,1106.98,1155.3000000000002,1227.4,1700.0,3504.0,4393.8,5784.908,6625.395999999999,7162.975799999999,7534.17
