column_name,count,mean,std,min,1%,5%,10%,25%,50%,75%,90%,95%,99%,max
year,1958.0,2015.5045965270685,2.870876317161667,2011.0,2011.0,2011.0,2012.0,2013.0,2016.0,2018.0,2019.3,2020.0,2020.0,2020.0
stocks_chickens_thsdhd,1923.0,179396.29121164847,828276.2365224303,5.0,7.639999999999986,191.0,376.40000000000003,3600.0,18198.0,64486.0,196925.8,409150.6999999995,4848677.459999999,9222100.0
yield_chickens_tenthgramperhd,1954.0,13368.879222108495,4960.148313519765,5493.0,6013.9,7833.549999999999,8000.0,9001.0,12650.5,16630.75,19415.600000000002,21654.199999999986,29653.47,30002.0
production_chickens_tonnes,1956.0,611882.0132924336,2155959.127838039,0.0,5.0,244.75,589.5,6769.0,53111.0,235751.75,1334955.5,2071032.0,13557397.150000004,20490251.0
slaughtered_chickens_thsdhd,1954.0,383861.33981576253,1279072.1252315238,0.0,6.0,202.0,648.6,6787.25,43000.0,175528.25,787565.0000000001,1246208.2499999993,9081110.060000002,11050548.0
stocks_chickens_thsdhd_lag,1744.0,176459.91743119265,820774.9608957202,5.0,10.159999999999997,191.0,376.6,3585.5,18000.0,63275.0,195091.4,391439.54999999906,4859627.009999998,9177200.0
stockschange_chickens_thsdhd,1726.0,3832.209733487833,41972.2302453853,-308347.0,-21848.5,-2386.5,-812.5,0.0,100.0,1414.25,6474.5,14674.5,123875.0,1393102.0
producerprice_chickens_carcass_lcupertonne,423.0,2887876.2884160755,13863304.802108089,1032.0,1151.76,1318.1,1574.8,4028.5,17698.0,250449.0,2131349.4000000022,5129833.099999998,93419139.99999988,98955653.0
producerprice_chickens_live_lcupertonne,668.0,1201356.4101796406,5244542.57782682,478.0,801.69,860.7,998.4,1857.0,8159.0,94078.75,718763.4000000004,2971781.949999999,29899457.950000014,42588000.0
producerprice_chickens_carcass_slcpertonne,423.0,2809386.8321513003,13832228.719202312,1032.0,1151.76,1318.1,1574.8,2838.0,17042.0,249500.0,1863392.0000000005,4987058.399999994,93419139.99999988,98955653.0
producerprice_chickens_live_slcpertonne,668.0,1096886.9326347306,5141798.489795437,478.0,790.4,862.7,995.0,1722.25,7523.5,87906.25,649789.0000000001,2800130.0499999993,29899457.950000014,42588000.0
producerprice_chickens_carcass_usdpertonne,418.0,2834.5741626794256,1280.544838892713,950.0,1086.39,1316.6499999999999,1454.4,1857.5,2472.0,3502.25,4695.0,5367.95,6320.299999999999,7794.0
producerprice_chickens_live_usdpertonne,661.0,1923.5763993948563,1172.6846804169447,445.0,684.6,888.0,943.0,1166.0,1517.0,2330.0,3458.0,4387.0,6374.599999999992,7859.0
producerprice_chickens_carcass_index,1269.0,100.76044129235619,20.76508182379634,17.0,46.0,73.0,82.0,93.0,100.0,107.0,118.0,130.0,176.9599999999998,372.0
producerprice_chickens_live_index,1302.0,100.55376344086021,21.190358933457862,31.0,49.010000000000005,73.0,83.0,94.0,100.0,106.0,116.0,127.0,161.98000000000002,440.0
