column_name,count,mean,std,min,1%,5%,10%,25%,50%,75%,90%,95%,99%,max
year,1780.0,2015.5,2.8730884839771687,2011.0,2011.0,2011.0,2011.9,2013.0,2015.5,2018.0,2019.1000000000001,2020.0,2020.0,2020.0
yield_pigs_hgperhd,1740.0,655.682183908046,267.3748010073953,155.0,249.39000000000001,300.0,318.0,450.0,650.0,823.25,942.1000000000001,1016.1499999999999,1650.0,1652.0
production_pigs_tonnes,1751.0,959594.7938320959,5667773.921912252,0.0,19.0,114.5,384.0,1922.5,18709.0,217490.0,1217000.0,2155052.5,42327691.0,57661871.0
slaughtered_pigs_hd,1760.0,12217652.847727273,74272196.95875934,0.0,81.31,2499.5,5899.600000000001,33170.5,355303.5,2622370.5,13321736.80000001,25007782.999999996,598788099.550009,744917877.0
stocks_pigs_hd,1740.0,8127653.167816092,48092039.582427844,10.0,504.26,3579.050000000001,6284.6,37046.25,433659.5,2443146.0,9776310.200000012,17210648.55,371236634.06999093,486742946.0
producerprice_pigs_carcass_lcupertonne,407.0,2030616.1597051597,7894335.04511783,1139.0,1245.8999999999999,1404.6,1500.0,2074.5,17621.0,183015.0,2208998.000000001,8048333.299999982,46022315.96,46711000.0
producerprice_pigs_live_lcupertonne,644.0,985987.0341614907,4374364.698581066,829.0,1013.86,1104.45,1218.3,2577.5,14643.5,132615.25,658098.0000000003,3552622.950000007,28189197.530000083,34651034.0
producerprice_pigs_carcass_slcpertonne,407.0,1907944.4643734645,7728339.622293181,1139.0,1245.8999999999999,1404.6,1500.0,2074.5,17621.0,176108.5,1877129.0000000093,6479928.799999994,46022315.96,46711000.0
producerprice_pigs_live_slcpertonne,644.0,812224.150621118,3992165.5258332067,829.0,1019.5799999999999,1120.75,1217.3000000000002,2351.5,13228.0,125423.75,589520.1000000003,2209493.800000001,28189197.530000083,34651034.0
producerprice_pigs_carcass_usdpertonne,407.0,2822.6142506142505,1226.6774665691626,1236.0,1355.3200000000002,1534.6,1658.2,1982.5,2454.0,3280.5,4761.4,5673.2,6531.64,6957.0
producerprice_pigs_live_usdpertonne,637.0,2060.464678178964,1054.5197574985543,414.0,557.44,959.2,1137.4,1382.0,1730.0,2451.0,3324.2,4535.799999999996,5465.4,7174.0
producerprice_pigs_carcass_index,1161.0,102.46425495262704,23.134516058458647,29.0,63.0,75.0,83.0,93.0,100.0,109.0,119.0,132.0,176.80000000000018,370.0
producerprice_pigs_live_index,1179.0,102.84817642069551,27.404748197192585,10.0,45.0,74.0,82.0,93.0,100.0,108.0,120.0,129.0999999999999,186.52000000000044,522.0
