column_name,count,mean,std,min,1%,5%,10%,25%,50%,75%,90%,95%,99%,max
year,102.0,2015.6960784313726,2.8659462373484583,2011.0,2011.0,2011.0,2012.0,2013.0,2016.0,2018.0,2019.8999999999999,2020.0,2020.0,2020.0
fao_stocks_chickens_thsdhd,91.0,1567506.7912087913,2713104.7040461577,95273.0,96754.40000000001,104111.5,117054.0,138000.0,178000.0,799463.0,5139749.0,8732700.0,9181690.0,9222100.0
fao_yield_chickens_tenthgramperhd,102.0,16670.13725490196,2666.6518185861137,12409.0,12832.800000000001,13203.95,13526.5,14416.75,16583.5,18338.5,20417.4,21587.999999999996,23288.94,23711.0
fao_production_chickens_tonnes,102.0,4542771.450980392,6031654.744645495,840922.0,888529.17,905644.6000000001,957434.9,1036717.5,1390205.0,3524167.75,14982055.200000003,18369079.249999993,20166805.879999995,20490251.0
fao_slaughtered_chickens_thsdhd,102.0,2643798.088235294,3366675.3361262577,504321.0,505640.74,533841.5,555790.0,633918.75,833081.0,2488824.5,9185740.1,9596224.35,10796112.979999999,11050548.0
fao_stocks_chickens_thsdhd_lag,85.0,1593063.6823529413,2743519.7212079517,95273.0,96655.64,105271.2,117688.40000000001,138000.0,177640.0,807894.0,5150248.4,8659960.0,9060524.0,9177200.0
fao_stockschange_chickens_thsdhd,81.0,15741.395061728395,66813.5963613842,-304763.0,-222983.0,-27487.0,-7950.0,-500.0,4553.0,16854.0,88000.0,143700.0,184329.40000000008,205583.0
fao_producerprice_chickens_carcass_lcupertonne,20.0,1350.9,218.89456726686336,1032.0,1035.8000000000002,1051.0,1101.5,1156.0,1335.5,1540.0,1591.1,1614.8500000000001,1688.57,1707.0
fao_producerprice_chickens_live_lcupertonne,56.0,1530.9285714285713,973.9563711927823,772.0,785.75,821.75,840.5,900.5,1158.5,1413.5,3452.5,3702.75,3865.5,3871.0
fao_producerprice_chickens_carcass_slcpertonne,20.0,1350.9,218.89456726686336,1032.0,1035.8000000000002,1051.0,1101.5,1156.0,1335.5,1540.0,1591.1,1614.8500000000001,1688.57,1707.0
fao_producerprice_chickens_live_slcpertonne,56.0,1530.9285714285713,973.9563711927823,772.0,785.75,821.75,840.5,900.5,1158.5,1413.5,3452.5,3702.75,3865.5,3871.0
