column_name,count,distinct_values,entropy,most_freq_value_1,most_freq_value_1_count,most_freq_value_2,most_freq_value_2_count,most_freq_value_3,most_freq_value_3_count
country,90,9,2.1972245773362196,Poland,10,Italy,10,United States of America,10
euro_geo,80,8,2.0794415416798357,ES,10,DK,10,PL,10
