column_name,count,distinct_values,entropy,most_freq_value_1,most_freq_value_1_count,most_freq_value_2,most_freq_value_2_count,most_freq_value_3,most_freq_value_3_count
country,120,12,2.484906649788001,Poland,10,Italy,10,Russia,10
euro_geo,80,8,2.0794415416798357,ES,10,DK,10,PL,10
