column_name,count,distinct_values,entropy,most_freq_value_1,most_freq_value_1_count,most_freq_value_2,most_freq_value_2_count,most_freq_value_3,most_freq_value_3_count
country,1419,152,5.019264139395712,Poland,10,Panama,10,Qatar,10
country_inscope,1419,2,0.24937073995144143,False,1322,True,97, , 
