column_name,count,mean,std,min,1%,5%,10%,25%,50%,75%,90%,95%,99%,max
year,360.0,2007.0,8.681937834852604,1992.0,1992.0,1993.95,1995.0,1999.75,2007.0,2014.25,2019.0,2020.05,2022.0,2022.0
production_broiler_chicken_compounds_ipu_thsdtonnes,318.0,158.0727672955974,24.34205939129638,109.8,111.6,115.785,119.34,145.45000000000002,156.6,175.20000000000002,190.87,198.345,211.59599999999998,215.6
production_broiler_chicken_compounds_rtl_thsdtonnes,354.0,106.79209039548022,41.03329049396775,58.9,63.212,68.53,70.7,76.35,88.85,123.9,174.48,190.8449999999999,216.02599999999984,229.2
production_layers_compounds_ipu_thsdtonnes,318.0,19.09012578616354,6.081944264863844,8.3,8.716999999999999,11.3,11.97,14.025,18.65,22.5,28.0,29.274999999999988,34.7,39.0
production_layers_compounds_rtl_thsdtonnes,354.0,76.88672316384186,12.95411247539281,56.5,57.117999999999995,59.4,61.690000000000005,66.625,75.4,86.15,93.57,100.74999999999997,111.03499999999998,115.6
production_total_poultry_feed_rtl_thsdtonnes,354.0,263.0929378531075,54.110167035536776,179.1,186.196,200.165,212.1,226.3,244.95,288.57500000000005,349.04,375.68999999999977,408.717,442.4
production_total_production_ipu_thsdtonnes,318.0,222.30512578616361,35.36624076639009,153.7,156.63400000000001,163.02499999999998,166.12,200.6,219.95,246.29000000000002,271.83000000000004,283.46,293.981,298.1
production_broiler_chicken_compounds_thsdtonnes,318.0,268.25169811320774,35.266009858871044,204.9,216.03400000000002,223.08499999999998,229.57000000000002,242.55,258.75,289.55,316.6,341.04499999999996,371.1189999999998,380.79999999999995
production_layers_compounds_thsdtonnes,318.0,97.51874213836473,9.350092004617485,81.9,83.534,85.555,86.74000000000001,90.22500000000001,96.4,102.3,109.15,116.24499999999999,124.69199999999996,127.89999999999999
production_total_poultry_feed_thsdtonnes,318.0,489.36707547169806,47.64176269428843,407.0,409.604,426.365,437.14,452.0,481.45,520.45,552.3100000000001,575.1499999999999,615.8839999999999,642.0999999999999
