column_name,count,distinct_values,entropy,most_freq_value_1,most_freq_value_1_count,most_freq_value_2,most_freq_value_2_count,most_freq_value_3,most_freq_value_3_count
country,1128,47,3.850147601710058,DEVELOPING COUNTRIES,24,Turkey,24,LATIN AMERICA,24
commodity,1128,2,0.6931471805599453,Poultry meat,564,Pigmeat,564, , 
