,partner,partner_label,reporter,reporter_label,year,export_total_100kg,export_total_head,export_total_value_in_euros,export_live_gallusdom_gt185g_100kg,export_live_gallusdom_gt185g_head,export_live_gallusdom_gt185g_value_in_euros,export_live_gallusdom_lte185g_100kg,export_live_gallusdom_lte185g_head,export_live_gallusdom_lte185g_value_in_euros,import_total_100kg,import_total_head,import_total_value_in_euros,import_live_gallusdom_gt185g_100kg,import_live_gallusdom_gt185g_head,import_live_gallusdom_gt185g_value_in_euros,import_live_gallusdom_lte185g_100kg,import_live_gallusdom_lte185g_head,import_live_gallusdom_lte185g_value_in_euros
0,DE,Germany (incl. German Democratic Republic 'DD' from 1991),AT,Austria,2011,179197695.94,0.0,39829235432.0,6660.59,416257.0,1462405.0,4267.52,6828151.0,2471894.0,294697614.09,0.0,58095502367.0,119520.58,6621803.0,11743959.0,640.0,1392925.0,563425.0
1,DE,Germany (incl. German Democratic Republic 'DD' from 1991),AT,Austria,2012,178103302.28,0.0,39378327212.0,4807.94,304230.0,1558711.0,5258.49,5814813.0,2240301.0,287949274.65,0.0,57643938974.0,141799.24,7515839.0,14395012.0,760.26,1545949.0,503097.0
2,DE,Germany (incl. German Democratic Republic 'DD' from 1991),AT,Austria,2013,182477907.04,0.0,39077490869.0,3615.51,233622.0,1099356.0,4622.47,5824373.0,2444301.0,278969806.04,0.0,56869977006.0,146498.61,7717838.0,16896441.0,920.73,1846268.0,555977.0
3,DE,Germany (incl. German Democratic Republic 'DD' from 1991),AT,Austria,2014,184387788.33,0.0,39161634161.0,3470.97,220110.0,1500484.0,6848.24,8615468.0,3738593.0,271662776.58,0.0,56595301457.0,188877.58,9622937.0,20126990.0,701.78,1452287.0,484682.0
4,DE,Germany (incl. German Democratic Republic 'DD' from 1991),AT,Austria,2015,185275833.44,0.0,40515111886.0,5197.39,250742.0,1276691.0,7613.17,9581803.0,4201575.0,296067489.89,0.0,58472196154.0,205099.81,10169008.0,21341283.0,315.12,630267.0,190068.0
5,DE,Germany (incl. German Democratic Republic 'DD' from 1991),AT,Austria,2016,187729769.18,,41091526762.0,6644.59,295128.0,1834485.0,8645.7,10960197.0,4866674.0,303283459.61,,60523067411.0,240449.11,11704069.0,23804625.0,318.94,638444.0,202846.0
6,DE,Germany (incl. German Democratic Republic 'DD' from 1991),AT,Austria,2017,191018465.48,,43890670596.0,13447.48,613869.0,3557325.0,7291.04,9358918.0,4308172.0,308978057.08,,65124179590.0,248526.47,11719804.0,24748279.0,131.94,264409.0,88600.0
7,DE,Germany (incl. German Democratic Republic 'DD' from 1991),AT,Austria,2018,192063051.01,,46151487445.0,14286.78,738283.0,4998986.0,7137.41,9344261.0,4332146.0,313473305.15,,67307577692.0,232702.58,13280198.0,27215108.0,169.43,356992.0,156633.0
8,DE,Germany (incl. German Democratic Republic 'DD' from 1991),AT,Austria,2019,188124708.25,,45930798171.0,16603.06,834636.0,6146247.0,5553.64,7527525.0,3977184.0,302935197.51,,67323833425.0,284081.42,15432893.0,31650212.0,299.59,709413.0,209070.0
9,DE,Germany (incl. German Democratic Republic 'DD' from 1991),AT,Austria,2020,181414053.18,,44273082894.0,16904.04,844362.0,5806258.0,4232.48,6194952.0,3794198.0,294537460.19,,62004702061.0,310652.64,18302815.0,33469149.0,132.5,334801.0,148496.0
10,DE,Germany (incl. German Democratic Republic 'DD' from 1991),AT,Austria,2021,,,,,,,,,,,,,,,,,,
11,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BE,Belgium (incl. Luxembourg 'LU' -> 1998),2011,331082349.0,0.0,61904360451.0,0.0,134663.0,601861.0,,,,271705025.0,0.0,49462290970.0,0.0,3699667.0,5701456.0,0.0,107518.0,146867.0
12,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BE,Belgium (incl. Luxembourg 'LU' -> 1998),2012,335131737.0,0.0,60542208690.0,0.0,237263.0,1029697.0,0.0,459.0,182.0,263982066.0,0.0,48115894430.0,0.0,3376543.0,5036074.0,0.0,22917.0,156981.0
13,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BE,Belgium (incl. Luxembourg 'LU' -> 1998),2013,334540078.0,0.0,59699131143.0,0.0,152660.0,736980.0,0.0,64794.0,20721.0,249648879.0,0.0,45920136855.0,0.0,3621148.0,3337512.0,0.0,12667.0,78490.0
14,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BE,Belgium (incl. Luxembourg 'LU' -> 1998),2014,381076617.84,0.0,59269302822.0,3227.73,144028.0,824410.0,310.44,747595.0,232977.0,318384866.72,0.0,44736982455.0,93158.9,4156925.0,5335728.0,15.27,36774.0,187589.0
15,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BE,Belgium (incl. Luxembourg 'LU' -> 1998),2015,382796083.85,0.0,59796138066.0,1593.9,71123.0,303994.0,424.04,1021261.0,323198.0,315295325.02,0.0,43382507219.0,81411.81,3632748.0,3211991.0,,,
16,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BE,Belgium (incl. Luxembourg 'LU' -> 1998),2016,386370337.95,,59630404565.0,4636.68,206897.0,389819.0,1114.23,2688636.0,763678.0,337440593.23,,46579624525.0,77606.43,3462948.0,1377538.0,57.89,139424.0,71077.0
17,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BE,Belgium (incl. Luxembourg 'LU' -> 1998),2017,413494499.71,,63865830090.0,2035.28,121671.0,812808.0,1042.61,1360545.0,391864.0,350563934.9,,50284743980.0,52997.36,3126948.0,1673979.0,18.92,47347.0,12049.0
18,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BE,Belgium (incl. Luxembourg 'LU' -> 1998),2018,403541657.37,,71105999366.0,3748.81,181742.0,1480865.0,891.91,2230021.0,667349.0,343849143.81,,50233986568.0,34345.48,2038561.0,898635.0,,,
19,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BE,Belgium (incl. Luxembourg 'LU' -> 1998),2019,394923094.97,,71487272196.0,10011.29,464083.0,1307220.0,492.14,1230559.0,645422.0,316827331.18,,51025750839.0,46232.45,2818117.0,1361133.0,9.24,23148.0,6165.0
20,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BE,Belgium (incl. Luxembourg 'LU' -> 1998),2020,379626861.01,,64596528698.0,9108.34,358466.0,1511629.0,317.58,794131.0,248992.0,316660816.12,,47873959719.0,65434.88,4000976.0,1820671.0,0.0,1.0,646.0
21,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BE,Belgium (incl. Luxembourg 'LU' -> 1998),2021,,,,,,,,,,,,,,,,,,
22,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BG,Bulgaria,2011,7501904.79,0.0,2355226039.0,,,,76.52,117720.0,25899.0,6669660.65,0.0,2536066867.0,,,,,,
23,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BG,Bulgaria,2012,6295722.42,0.0,2126505365.0,,,,59.8,92000.0,32789.0,6325109.1,0.0,2831254599.0,0.88,1584.0,900.0,,,
24,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BG,Bulgaria,2013,7968195.95,0.0,2741367902.0,,,,,,,5791578.63,0.0,2793687745.0,,,,424.13,753996.0,178346.0
25,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BG,Bulgaria,2014,8473258.4,0.0,2655211585.0,,,,,,,8369430.19,0.0,3213072744.0,,,,,,
26,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BG,Bulgaria,2015,7738228.24,0.0,2893775998.0,,,,,,,7588733.66,0.0,3395357373.0,,,,,,
27,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BG,Bulgaria,2016,9229561.69,,3216682480.0,,,,,,,7630180.01,,3422687840.0,,,,,,
28,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BG,Bulgaria,2017,9114904.36,,3590889723.0,,,,,,,7579647.68,,3703693629.0,,,,,,
29,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BG,Bulgaria,2018,11820327.76,,4180063618.0,,,,,,,7828019.53,,3977832624.0,,,,,,
30,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BG,Bulgaria,2019,9445232.82,,4410130447.0,,,,,,,8035658.83,,4052079093.0,,,,,,
31,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BG,Bulgaria,2020,8813517.67,,4486046097.0,,,,,,,7832855.79,,3713173257.0,,,,,,
32,DE,Germany (incl. German Democratic Republic 'DD' from 1991),BG,Bulgaria,2021,,,,,,,,,,,,,,,,,,
33,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CY,Cyprus,2011,235426.71,0.0,66623427.0,,,,,,,1164195.28,0.0,506817661.0,,,,,,
34,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CY,Cyprus,2012,172267.96,0.0,32283130.0,,,,,,,861058.16,0.0,400692970.0,,,,13.49,32496.0,105415.0
35,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CY,Cyprus,2013,187315.57,0.0,41377489.0,,,,,,,716571.81,0.0,315420002.0,,,,,,
36,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CY,Cyprus,2014,179067.15,0.0,54465939.0,,,,,,,876936.24,0.0,455068016.0,,,,,,
37,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CY,Cyprus,2015,135551.25,0.0,80626487.0,,,,,,,842377.33,0.0,438419261.0,,,,,,
38,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CY,Cyprus,2016,197884.78,,42224233.0,,,,,,,951709.1,,1183684960.0,,,,,,
39,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CY,Cyprus,2017,203598.58,,121429531.0,,,,,,,1071676.43,,568820945.0,,,,,,
40,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CY,Cyprus,2018,159929.91,,127667774.0,,,,,,,866744.5,,499800017.0,,,,,,
41,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CY,Cyprus,2019,154422.96,,60186791.0,,,,,,,897287.44,,490406332.0,,,,,,
42,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CY,Cyprus,2020,164210.8,,60209814.0,,,,,,,808245.44,,501367818.0,,,,,,
43,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CY,Cyprus,2021,,,,,,,,,,,,,,,,,,
44,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CZ,Czechia,2011,164263866.9,0.0,37699188856.0,134992.05,8002463.0,13195506.0,19.55,57000.0,13406.0,157116881.45,0.0,32323868256.0,6410.22,384664.0,650385.0,4561.2,10324431.0,3865605.0
45,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CZ,Czechia,2012,165811250.9,0.0,38432979028.0,95198.22,5924938.0,10410061.0,11.52,24000.0,7923.0,152550945.37,0.0,32292795057.0,76.2,6000.0,37444.0,2199.67,5183872.0,2820049.0
46,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CZ,Czechia,2013,177046911.8,0.0,38246687119.0,109623.24,6820907.0,13693479.0,,,,159824697.15,0.0,32786499001.0,18.0,2000.0,10119.0,2304.62,5528662.0,3383378.0
47,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CZ,Czechia,2014,192011025.33,0.0,42176306015.0,113672.56,7003344.0,13111934.0,,,,157725253.41,0.0,34952447043.0,,,,2320.59,5610559.0,3673862.0
48,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CZ,Czechia,2015,211274863.26,0.0,45767316713.0,104859.78,6454358.0,10145910.0,,,,178410987.68,0.0,38081762849.0,24.71,4000.0,7165.0,2287.51,5568266.0,3999385.0
49,DE,Germany (incl. German Democratic Republic 'DD' from 1991),CZ,Czechia,2016,206149311.25,,47595727458.0,126321.49,7649183.0,12565317.0,,,,167174511.32,,39470150830.0,132.79,9485.0,33187.0,2270.68,5582012.0,3865692.0
3701,WORLD,All countries of the world,PT,Portugal,2016,375207230.68,,50038841230.0,49468.22,1974414.0,2066938.0,20849.74,43498650.0,13790093.0,599670836.07,,61424014899.0,18426.91,2013954.0,3518542.0,375.82,367783.0,151071.0
3702,WORLD,All countries of the world,PT,Portugal,2017,392492622.01,,55017987697.0,27982.07,1189294.0,1611285.0,20886.47,44060806.0,14084632.0,641084432.49,,69688564626.0,16741.71,2570839.0,2423932.0,1225.26,1548698.0,765760.0
3703,WORLD,All countries of the world,PT,Portugal,2018,386905194.71,,57849991618.0,18271.22,614921.0,1505677.0,20878.68,44103432.0,14163586.0,626760044.93,,75439246300.0,22698.1,3751267.0,4097957.0,585.0,870088.0,644550.0
3704,WORLD,All countries of the world,PT,Portugal,2019,390350197.8,,59902809944.0,30239.01,1402933.0,1694074.0,18338.66,38013403.0,12180279.0,621019576.09,,79977128345.0,22148.96,3442884.0,3889233.0,483.3,663830.0,409913.0
3705,WORLD,All countries of the world,PT,Portugal,2020,368704410.0,,53757392564.0,108887.74,3973169.0,3463973.0,11059.09,22637949.0,7206600.0,554643798.02,,68145567972.0,18868.55,2818251.0,3681796.0,975.48,1430642.0,1445800.0
3706,WORLD,All countries of the world,PT,Portugal,2021,384289858.89,,63476703031.0,81004.73,2990079.0,4820746.0,11855.48,24157305.0,7644792.0,593219538.11,,82517965150.0,11995.1,2208353.0,2713574.0,1815.32,2159376.0,1232890.0
3707,WORLD,All countries of the world,RO,Romania,2011,332852634.94,0.0,45284046440.0,46930.64,2234108.0,4542708.0,1168.79,944593.0,360009.0,360296092.47,0.0,54942813573.0,6493.81,523463.0,1446059.0,24817.59,44452688.0,15041449.0
3708,WORLD,All countries of the world,RO,Romania,2012,309688460.0,0.0,45019477165.0,163026.96,7474834.0,14981552.0,1319.54,1481171.0,653267.0,361265239.78,0.0,54644175127.0,10952.62,657125.0,2641801.0,27855.81,54756040.0,18112517.0
