Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Broilers,Conditions,Abnormal Colour/Fevered,2017-04,England,185920,66599318,51,0.279
Broilers,Conditions,Abnormal Colour/Fevered,2017-05,England,201076,74912957,52,0.268
Broilers,Conditions,Abnormal Colour/Fevered,2017-06,England,170995,61581526,51,0.278
Broilers,Conditions,Abnormal Colour/Fevered,2017-04,Wales,8711,4765611,2,0.183
Broilers,Conditions,Abnormal Colour/Fevered,2017-05,Wales,12515,5297699,3,0.236
Broilers,Conditions,Abnormal Colour/Fevered,2017-06,Wales,9980,5073651,2,0.197
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-04,England,73173,66599318,51,0.11
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-05,England,61219,74912957,52,0.082
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-06,England,62126,61581526,51,0.101
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-04,Wales,155,4765611,2,0.003
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-05,Wales,137,5297699,3,0.003
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-06,Wales,120,5073651,2,0.002
Broilers,Conditions,Ascites/Oedema,2017-04,England,207002,66599318,51,0.311
Broilers,Conditions,Ascites/Oedema,2017-05,England,224752,74912957,52,0.3
Broilers,Conditions,Ascites/Oedema,2017-06,England,166598,61581526,51,0.271
Broilers,Conditions,Ascites/Oedema,2017-04,Wales,30320,4765611,2,0.636
Broilers,Conditions,Ascites/Oedema,2017-05,Wales,35269,5297699,3,0.666
Broilers,Conditions,Ascites/Oedema,2017-06,Wales,23439,5073651,2,0.462
Broilers,Conditions,Bruising/Fractures,2017-04,England,20126,66599318,51,0.03
Broilers,Conditions,Bruising/Fractures,2017-05,England,24290,74912957,52,0.032
Broilers,Conditions,Bruising/Fractures,2017-06,England,20560,61581526,51,0.033
Broilers,Conditions,Bruising/Fractures,2017-04,Wales,4419,4765611,2,0.093
Broilers,Conditions,Bruising/Fractures,2017-05,Wales,4633,5297699,3,0.087
Broilers,Conditions,Bruising/Fractures,2017-06,Wales,4395,5073651,2,0.087
Broilers,Conditions,Cellulitis,2017-04,England,164520,66599318,51,0.247
Broilers,Conditions,Cellulitis,2017-05,England,189344,74912957,52,0.253
Broilers,Conditions,Cellulitis,2017-06,England,139997,61581526,51,0.227
Broilers,Conditions,Cellulitis,2017-04,Wales,8495,4765611,2,0.178
Broilers,Conditions,Cellulitis,2017-05,Wales,11004,5297699,3,0.208
Broilers,Conditions,Cellulitis,2017-06,Wales,8018,5073651,2,0.158
Broilers,Conditions,Contamination,2017-04,England,104214,66599318,51,0.156
Broilers,Conditions,Contamination,2017-05,England,113839,74912957,52,0.152
Broilers,Conditions,Contamination,2017-06,England,73240,61581526,51,0.119
Broilers,Conditions,Contamination,2017-04,Wales,2712,4765611,2,0.057
Broilers,Conditions,Contamination,2017-05,Wales,2832,5297699,3,0.053
Broilers,Conditions,Contamination,2017-06,Wales,2902,5073651,2,0.057
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2017-04,England,70330,66599318,51,0.106
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2017-05,England,84130,74912957,52,0.112
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2017-06,England,85917,61581526,51,0.14
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2017-04,Wales,4910,4765611,2,0.103
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2017-05,Wales,5691,5297699,3,0.107
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2017-06,Wales,5005,5073651,2,0.099
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2017-04,England,16792,66599318,51,0.025
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2017-05,England,17569,74912957,52,0.023
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2017-06,England,17256,61581526,51,0.028
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2017-04,Wales,1033,4765611,2,0.022
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2017-05,Wales,1396,5297699,3,0.026
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2017-06,Wales,960,5073651,2,0.019
Broilers,Conditions,Dermatitis,2017-04,England,15583,66599318,51,0.023
Broilers,Conditions,Dermatitis,2017-05,England,12329,74912957,52,0.016
Broilers,Conditions,Dermatitis,2017-06,England,9065,61581526,51,0.015
Broilers,Conditions,Dermatitis,2017-05,Wales,2,5297699,3,0
Broilers,Conditions,Emaciation,2017-04,England,15828,66599318,51,0.024
Broilers,Conditions,Emaciation,2017-05,England,17644,74912957,52,0.024
Broilers,Conditions,Emaciation,2017-06,England,17254,61581526,51,0.028
Broilers,Conditions,Emaciation,2017-04,Wales,76,4765611,2,0.002
Broilers,Conditions,Emaciation,2017-05,Wales,102,5297699,3,0.002
Broilers,Conditions,Emaciation,2017-06,Wales,110,5073651,2,0.002
Broilers,Conditions,Hepatitis,2017-04,England,110275,66599318,51,0.166
Broilers,Conditions,Hepatitis,2017-05,England,112631,74912957,52,0.15
Broilers,Conditions,Hepatitis,2017-06,England,89745,61581526,51,0.146
Broilers,Conditions,Hepatitis,2017-04,Wales,7002,4765611,2,0.147
Broilers,Conditions,Hepatitis,2017-05,Wales,6321,5297699,3,0.119
Broilers,Conditions,Hepatitis,2017-06,Wales,7261,5073651,2,0.143
Broilers,Conditions,Joint Lesions,2017-04,England,45568,66599318,51,0.068
Broilers,Conditions,Joint Lesions,2017-05,England,50206,74912957,52,0.067
Broilers,Conditions,Joint Lesions,2017-06,England,29747,61581526,51,0.048
Broilers,Conditions,Joint Lesions,2017-04,Wales,947,4765611,2,0.02
Broilers,Conditions,Joint Lesions,2017-05,Wales,1749,5297699,3,0.033
Broilers,Conditions,Joint Lesions,2017-06,Wales,896,5073651,2,0.018
Broilers,Conditions,Machine Damage,2017-04,England,131223,66599318,51,0.197
Broilers,Conditions,Machine Damage,2017-05,England,140515,74912957,52,0.188
Broilers,Conditions,Machine Damage,2017-06,England,146213,61581526,51,0.237
Broilers,Conditions,Machine Damage,2017-04,Wales,1030,4765611,2,0.022
Broilers,Conditions,Machine Damage,2017-05,Wales,1043,5297699,3,0.02
Broilers,Conditions,Machine Damage,2017-06,Wales,985,5073651,2,0.019
Broilers,Conditions,"Other Factory (poor plucking, product requirement)",2017-04,England,41129,66599318,51,0.062
Broilers,Conditions,"Other Factory (poor plucking, product requirement)",2017-05,England,47780,74912957,52,0.064
Broilers,Conditions,"Other Factory (poor plucking, product requirement)",2017-06,England,41003,61581526,51,0.067
Broilers,Conditions,"Other Factory (poor plucking, product requirement)",2017-04,Wales,747,4765611,2,0.016
Broilers,Conditions,"Other Factory (poor plucking, product requirement)",2017-05,Wales,1642,5297699,3,0.031
Broilers,Conditions,"Other Factory (poor plucking, product requirement)",2017-06,Wales,3596,5073651,2,0.071
Broilers,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2017-04,England,34658,66599318,51,0.052
Broilers,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2017-05,England,49097,74912957,52,0.066
Broilers,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2017-06,England,45210,61581526,51,0.073
Broilers,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2017-04,Wales,1562,4765611,2,0.033
Broilers,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2017-05,Wales,1884,5297699,3,0.036
Broilers,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2017-06,Wales,1727,5073651,2,0.034
Broilers,Conditions,Overscald,2017-04,England,55595,66599318,51,0.083
Broilers,Conditions,Overscald,2017-05,England,77219,74912957,52,0.103
Broilers,Conditions,Overscald,2017-06,England,81903,61581526,51,0.133
Broilers,Conditions,Overscald,2017-04,Wales,3758,4765611,2,0.079
Broilers,Conditions,Overscald,2017-05,Wales,1002,5297699,3,0.019
Broilers,Conditions,Overscald,2017-06,Wales,3780,5073651,2,0.075
Broilers,Conditions,Pericarditis,2017-04,England,80763,66599318,51,0.121
Broilers,Conditions,Pericarditis,2017-05,England,87862,74912957,52,0.117
Broilers,Conditions,Pericarditis,2017-06,England,53849,61581526,51,0.087
Broilers,Conditions,Pericarditis,2017-04,Wales,1453,4765611,2,0.03
