Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Broilers,Conditions,Abnormal Colour/Fevered,2020-10,England,164766,71448753,45,0.231
Broilers,Conditions,Abnormal Colour/Fevered,2020-11,England,162190,68279680,44,0.238
Broilers,Conditions,Abnormal Colour/Fevered,2020-12,England,177900,67112465,44,0.265
Broilers,Conditions,Abnormal Colour/Fevered,2020-10,Wales,14750,8210603,4,0.18
Broilers,Conditions,Abnormal Colour/Fevered,2020-11,Wales,12210,8299987,4,0.147
Broilers,Conditions,Abnormal Colour/Fevered,2020-12,Wales,11850,7903454,4,0.15
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2020-10,England,31017,71448753,45,0.043
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2020-11,England,44302,68279680,44,0.065
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2020-12,England,54537,67112465,44,0.081
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2020-10,Wales,781,8210603,4,0.01
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2020-11,Wales,794,8299987,4,0.01
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2020-12,Wales,797,7903454,4,0.01
Broilers,Conditions,Ascites/Oedema,2020-10,England,182859,71448753,45,0.256
Broilers,Conditions,Ascites/Oedema,2020-11,England,173981,68279680,44,0.255
Broilers,Conditions,Ascites/Oedema,2020-12,England,203353,67112465,44,0.303
Broilers,Conditions,Ascites/Oedema,2020-10,Wales,27880,8210603,4,0.34
Broilers,Conditions,Ascites/Oedema,2020-11,Wales,32932,8299987,4,0.397
Broilers,Conditions,Ascites/Oedema,2020-12,Wales,31836,7903454,4,0.403
Broilers,Conditions,Bruising/Fractures,2020-10,England,15545,71448753,45,0.022
Broilers,Conditions,Bruising/Fractures,2020-10,England,2042,71448753,45,0.003
Broilers,Conditions,Bruising/Fractures,2020-11,England,13765,68279680,44,0.02
Broilers,Conditions,Bruising/Fractures,2020-11,England,1923,68279680,44,0.003
Broilers,Conditions,Bruising/Fractures,2020-12,England,2380,67112465,44,0.004
Broilers,Conditions,Bruising/Fractures,2020-12,England,14805,67112465,44,0.022
Broilers,Conditions,Bruising/Fractures,2020-10,Wales,1855,8210603,4,0.023
Broilers,Conditions,Bruising/Fractures,2020-10,Wales,4024,8210603,4,0.049
Broilers,Conditions,Bruising/Fractures,2020-11,Wales,3747,8299987,4,0.045
Broilers,Conditions,Bruising/Fractures,2020-11,Wales,1741,8299987,4,0.021
Broilers,Conditions,Bruising/Fractures,2020-12,Wales,3073,7903454,4,0.039
Broilers,Conditions,Bruising/Fractures,2020-12,Wales,1276,7903454,4,0.016
Broilers,Conditions,Cellulitis,2020-10,England,13477,71448753,45,0.019
Broilers,Conditions,Cellulitis,2020-10,England,203342,71448753,45,0.285
Broilers,Conditions,Cellulitis,2020-11,England,5609,68279680,44,0.008
Broilers,Conditions,Cellulitis,2020-11,England,232487,68279680,44,0.34
Broilers,Conditions,Cellulitis,2020-12,England,221382,67112465,44,0.33
Broilers,Conditions,Cellulitis,2020-12,England,7242,67112465,44,0.011
Broilers,Conditions,Cellulitis,2020-10,Wales,25287,8210603,4,0.308
Broilers,Conditions,Cellulitis,2020-10,Wales,13,8210603,4,0
Broilers,Conditions,Cellulitis,2020-11,Wales,23033,8299987,4,0.278
Broilers,Conditions,Cellulitis,2020-12,Wales,19461,7903454,4,0.246
Broilers,Conditions,Contamination,2020-10,England,66023,71448753,45,0.092
Broilers,Conditions,Contamination,2020-10,England,55537,71448753,45,0.078
Broilers,Conditions,Contamination,2020-11,England,50769,68279680,44,0.074
Broilers,Conditions,Contamination,2020-11,England,51698,68279680,44,0.076
Broilers,Conditions,Contamination,2020-12,England,47177,67112465,44,0.07
Broilers,Conditions,Contamination,2020-12,England,48259,67112465,44,0.072
Broilers,Conditions,Contamination,2020-10,Wales,8171,8210603,4,0.1
Broilers,Conditions,Contamination,2020-11,Wales,9543,8299987,4,0.115
Broilers,Conditions,Contamination,2020-12,Wales,5281,7903454,4,0.067
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-10,England,65282,71448753,45,0.091
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-11,England,62912,68279680,44,0.092
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-12,England,81845,67112465,44,0.122
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-10,Wales,6598,8210603,4,0.08
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-11,Wales,6369,8299987,4,0.077
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-12,Wales,6519,7903454,4,0.082
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2020-10,England,13682,71448753,45,0.019
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2020-11,England,13874,68279680,44,0.02
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2020-12,England,13422,67112465,44,0.02
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2020-10,Wales,3005,8210603,4,0.037
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2020-11,Wales,2818,8299987,4,0.034
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2020-12,Wales,3543,7903454,4,0.045
Broilers,Conditions,Dermatitis,2020-10,England,92,71448753,45,0
Broilers,Conditions,Dermatitis,2020-10,England,9946,71448753,45,0.014
Broilers,Conditions,Dermatitis,2020-11,England,9902,68279680,44,0.015
Broilers,Conditions,Dermatitis,2020-12,England,11632,67112465,44,0.017
Broilers,Conditions,Dermatitis,2020-12,England,4,67112465,44,0
Broilers,Conditions,Dermatitis,2020-10,Wales,2,8210603,4,0
Broilers,Conditions,Dermatitis,2020-10,Wales,1709,8210603,4,0.021
Broilers,Conditions,Dermatitis,2020-11,Wales,16,8299987,4,0
Broilers,Conditions,Dermatitis,2020-11,Wales,1598,8299987,4,0.019
Broilers,Conditions,Dermatitis,2020-12,Wales,5,7903454,4,0
Broilers,Conditions,Dermatitis,2020-12,Wales,1559,7903454,4,0.02
Broilers,Conditions,Emaciation,2020-10,England,12573,71448753,45,0.018
Broilers,Conditions,Emaciation,2020-11,England,11162,68279680,44,0.016
Broilers,Conditions,Emaciation,2020-12,England,12710,67112465,44,0.019
Broilers,Conditions,Emaciation,2020-10,Wales,2564,8210603,4,0.031
Broilers,Conditions,Emaciation,2020-11,Wales,2763,8299987,4,0.033
Broilers,Conditions,Emaciation,2020-12,Wales,2531,7903454,4,0.032
Broilers,Conditions,Hepatitis,2020-10,England,70615,71448753,45,0.099
Broilers,Conditions,Hepatitis,2020-10,England,29307,71448753,45,0.041
Broilers,Conditions,Hepatitis,2020-11,England,54103,68279680,44,0.079
Broilers,Conditions,Hepatitis,2020-11,England,23683,68279680,44,0.035
Broilers,Conditions,Hepatitis,2020-12,England,55480,67112465,44,0.083
Broilers,Conditions,Hepatitis,2020-12,England,23839,67112465,44,0.036
Broilers,Conditions,Hepatitis,2020-10,Wales,6576,8210603,4,0.08
Broilers,Conditions,Hepatitis,2020-10,Wales,2182,8210603,4,0.027
Broilers,Conditions,Hepatitis,2020-11,Wales,6714,8299987,4,0.081
Broilers,Conditions,Hepatitis,2020-11,Wales,2336,8299987,4,0.028
Broilers,Conditions,Hepatitis,2020-12,Wales,2106,7903454,4,0.027
Broilers,Conditions,Hepatitis,2020-12,Wales,5981,7903454,4,0.076
Broilers,Conditions,Joint Lesions,2020-10,England,455,71448753,45,0.001
Broilers,Conditions,Joint Lesions,2020-10,England,18348,71448753,45,0.026
Broilers,Conditions,Joint Lesions,2020-11,England,15625,68279680,44,0.023
Broilers,Conditions,Joint Lesions,2020-11,England,409,68279680,44,0.001
Broilers,Conditions,Joint Lesions,2020-12,England,155,67112465,44,0
Broilers,Conditions,Joint Lesions,2020-12,England,17178,67112465,44,0.026
Broilers,Conditions,Joint Lesions,2020-10,Wales,2,8210603,4,0
Broilers,Conditions,Joint Lesions,2020-10,Wales,976,8210603,4,0.012
Broilers,Conditions,Joint Lesions,2020-11,Wales,1151,8299987,4,0.014
Broilers,Conditions,Joint Lesions,2020-11,Wales,21,8299987,4,0
Broilers,Conditions,Joint Lesions,2020-12,Wales,203,7903454,4,0.003
Broilers,Conditions,Joint Lesions,2020-12,Wales,918,7903454,4,0.012
Broilers,Conditions,Machine Damage,2020-10,England,91121,71448753,45,0.128
Broilers,Conditions,Machine Damage,2020-10,England,14343,71448753,45,0.02
