Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Broilers,Conditions,Abnormal Colour/Fevered,2017-07,England,178378,70456820,49,0.253
Broilers,Conditions,Abnormal Colour/Fevered,2017-08,England,192765,75482584,52,0.255
Broilers,Conditions,Abnormal Colour/Fevered,2017-09,England,178210,70334618,51,0.253
Broilers,Conditions,Abnormal Colour/Fevered,2017-07,Wales,10175,5040188,2,0.202
Broilers,Conditions,Abnormal Colour/Fevered,2017-08,Wales,9593,5335808,2,0.18
Broilers,Conditions,Abnormal Colour/Fevered,2017-09,Wales,8258,4725756,2,0.175
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-07,England,60550,70456820,49,0.086
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-08,England,77383,75482584,52,0.103
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-09,England,38163,70334618,51,0.054
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-07,Wales,217,5040188,2,0.004
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-08,Wales,97,5335808,2,0.002
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-09,Wales,127,4725756,2,0.003
Broilers,Conditions,Ascites/Oedema,2017-07,England,175763,70456820,49,0.249
Broilers,Conditions,Ascites/Oedema,2017-08,England,194542,75482584,52,0.258
Broilers,Conditions,Ascites/Oedema,2017-09,England,195483,70334618,51,0.278
Broilers,Conditions,Ascites/Oedema,2017-07,Wales,26749,5040188,2,0.531
Broilers,Conditions,Ascites/Oedema,2017-08,Wales,25123,5335808,2,0.471
Broilers,Conditions,Ascites/Oedema,2017-09,Wales,28010,4725756,2,0.593
Broilers,Conditions,Bruising/Fractures,2017-07,England,23280,70456820,49,0.033
Broilers,Conditions,Bruising/Fractures,2017-08,England,21209,75482584,52,0.028
Broilers,Conditions,Bruising/Fractures,2017-09,England,21719,70334618,51,0.031
Broilers,Conditions,Bruising/Fractures,2017-07,Wales,5955,5040188,2,0.118
Broilers,Conditions,Bruising/Fractures,2017-08,Wales,4941,5335808,2,0.093
Broilers,Conditions,Bruising/Fractures,2017-09,Wales,3667,4725756,2,0.078
Broilers,Conditions,Cellulitis,2017-07,England,143092,70456820,49,0.203
Broilers,Conditions,Cellulitis,2017-08,England,165703,75482584,52,0.22
Broilers,Conditions,Cellulitis,2017-09,England,150576,70334618,51,0.214
Broilers,Conditions,Cellulitis,2017-07,Wales,6925,5040188,2,0.137
Broilers,Conditions,Cellulitis,2017-08,Wales,6684,5335808,2,0.125
Broilers,Conditions,Cellulitis,2017-09,Wales,5953,4725756,2,0.126
Broilers,Conditions,Contamination,2017-07,England,113173,70456820,49,0.161
Broilers,Conditions,Contamination,2017-08,England,125571,75482584,52,0.166
Broilers,Conditions,Contamination,2017-09,England,135628,70334618,51,0.193
Broilers,Conditions,Contamination,2017-07,Wales,5153,5040188,2,0.102
Broilers,Conditions,Contamination,2017-08,Wales,4167,5335808,2,0.078
Broilers,Conditions,Contamination,2017-09,Wales,3378,4725756,2,0.071
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2017-07,England,87869,70456820,49,0.125
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2017-08,England,86174,75482584,52,0.114
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2017-09,England,80421,70334618,51,0.114
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2017-07,Wales,5453,5040188,2,0.108
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2017-08,Wales,5347,5335808,2,0.1
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2017-09,Wales,4889,4725756,2,0.103
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2017-07,England,21803,70456820,49,0.031
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2017-08,England,23760,75482584,52,0.031
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2017-09,England,20925,70334618,51,0.03
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2017-07,Wales,1277,5040188,2,0.025
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2017-08,Wales,1525,5335808,2,0.029
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2017-09,Wales,1206,4725756,2,0.026
Broilers,Conditions,Dermatitis,2017-07,England,10051,70456820,49,0.014
Broilers,Conditions,Dermatitis,2017-08,England,11381,75482584,52,0.015
Broilers,Conditions,Dermatitis,2017-09,England,11527,70334618,51,0.016
Broilers,Conditions,Dermatitis,2017-07,Wales,1377,5040188,2,0.027
Broilers,Conditions,Dermatitis,2017-08,Wales,1894,5335808,2,0.035
Broilers,Conditions,Dermatitis,2017-09,Wales,1604,4725756,2,0.034
Broilers,Conditions,Emaciation,2017-07,England,16100,70456820,49,0.023
Broilers,Conditions,Emaciation,2017-08,England,16183,75482584,52,0.021
Broilers,Conditions,Emaciation,2017-09,England,16596,70334618,51,0.024
Broilers,Conditions,Emaciation,2017-07,Wales,129,5040188,2,0.003
Broilers,Conditions,Emaciation,2017-08,Wales,255,5335808,2,0.005
