Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Broilers,Conditions,Abnormal Colour/Fevered,2019-04,England,197754,72188746,48,0.274
Broilers,Conditions,Abnormal Colour/Fevered,2019-05,England,216443,76286984,46,0.284
Broilers,Conditions,Abnormal Colour/Fevered,2019-06,England,197693,67493799,44,0.293
Broilers,Conditions,Abnormal Colour/Fevered,2019-04,Wales,20321,7760363,3,0.262
Broilers,Conditions,Abnormal Colour/Fevered,2019-05,Wales,18790,7864889,3,0.239
Broilers,Conditions,Abnormal Colour/Fevered,2019-06,Wales,16317,7369619,3,0.221
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-04,England,32019,72188746,48,0.044
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-05,England,37067,76286984,46,0.049
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-06,England,70907,67493799,44,0.105
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-04,Wales,1127,7760363,3,0.015
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-05,Wales,2259,7864889,3,0.029
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-06,Wales,1246,7369619,3,0.017
Broilers,Conditions,Ascites/Oedema,2019-04,England,224301,72188746,48,0.311
Broilers,Conditions,Ascites/Oedema,2019-05,England,232925,76286984,46,0.305
Broilers,Conditions,Ascites/Oedema,2019-06,England,199156,67493799,44,0.295
Broilers,Conditions,Ascites/Oedema,2019-04,Wales,23242,7760363,3,0.299
Broilers,Conditions,Ascites/Oedema,2019-05,Wales,26013,7864889,3,0.331
Broilers,Conditions,Ascites/Oedema,2019-06,Wales,18879,7369619,3,0.256
Broilers,Conditions,Bruising/Fractures,2019-04,England,22509,72188746,48,0.031
Broilers,Conditions,Bruising/Fractures,2019-05,England,22845,76286984,46,0.03
Broilers,Conditions,Bruising/Fractures,2019-06,England,19468,67493799,44,0.029
Broilers,Conditions,Bruising/Fractures,2019-04,Wales,4091,7760363,3,0.053
Broilers,Conditions,Bruising/Fractures,2019-05,Wales,4206,7864889,3,0.053
Broilers,Conditions,Bruising/Fractures,2019-06,Wales,4923,7369619,3,0.067
