Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Broilers,Conditions,Abnormal Colour/Fevered,2019-10,England,220854,76430070,45,0.289
Broilers,Conditions,Abnormal Colour/Fevered,2019-11,England,219409,70143061,47,0.313
Broilers,Conditions,Abnormal Colour/Fevered,2019-12,England,208176,66592628,44,0.313
Broilers,Conditions,Abnormal Colour/Fevered,2019-10,Wales,20186,8044610,3,0.251
Broilers,Conditions,Abnormal Colour/Fevered,2019-11,Wales,14215,7336132,3,0.194
Broilers,Conditions,Abnormal Colour/Fevered,2019-12,Wales,16132,7444913,3,0.217
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-10,England,35684,76430070,45,0.047
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-11,England,47482,70143061,47,0.068
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-12,England,55158,66592628,44,0.083
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-10,Wales,811,8044610,3,0.01
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-11,Wales,880,7336132,3,0.012
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-12,Wales,1030,7444913,3,0.014
Broilers,Conditions,Ascites/Oedema,2019-10,England,215537,76430070,45,0.282
Broilers,Conditions,Ascites/Oedema,2019-11,England,233565,70143061,47,0.333
Broilers,Conditions,Ascites/Oedema,2019-12,England,248984,66592628,44,0.374
Broilers,Conditions,Ascites/Oedema,2019-10,Wales,30386,8044610,3,0.378
Broilers,Conditions,Ascites/Oedema,2019-11,Wales,29479,7336132,3,0.402
Broilers,Conditions,Ascites/Oedema,2019-12,Wales,37894,7444913,3,0.509
Broilers,Conditions,Bruising/Fractures,2019-10,England,16146,76430070,45,0.021
Broilers,Conditions,Bruising/Fractures,2019-10,England,6181,76430070,45,0.008
Broilers,Conditions,Bruising/Fractures,2019-11,England,8341,70143061,47,0.012
Broilers,Conditions,Bruising/Fractures,2019-11,England,15272,70143061,47,0.022
Broilers,Conditions,Bruising/Fractures,2019-12,England,13804,66592628,44,0.021
Broilers,Conditions,Bruising/Fractures,2019-12,England,4889,66592628,44,0.007
Broilers,Conditions,Bruising/Fractures,2019-10,Wales,2648,8044610,3,0.033
Broilers,Conditions,Bruising/Fractures,2019-10,Wales,1857,8044610,3,0.023
Broilers,Conditions,Bruising/Fractures,2019-11,Wales,1769,7336132,3,0.024
Broilers,Conditions,Bruising/Fractures,2019-11,Wales,2804,7336132,3,0.038
Broilers,Conditions,Bruising/Fractures,2019-12,Wales,3388,7444913,3,0.046
Broilers,Conditions,Bruising/Fractures,2019-12,Wales,1465,7444913,3,0.02
Broilers,Conditions,Cellulitis,2019-10,England,16395,76430070,45,0.021
Broilers,Conditions,Cellulitis,2019-10,England,164252,76430070,45,0.215
Broilers,Conditions,Cellulitis,2019-11,England,14283,70143061,47,0.02
Broilers,Conditions,Cellulitis,2019-11,England,141214,70143061,47,0.201
Broilers,Conditions,Cellulitis,2019-12,England,13494,66592628,44,0.02
Broilers,Conditions,Cellulitis,2019-12,England,137046,66592628,44,0.206
Broilers,Conditions,Cellulitis,2019-10,Wales,22676,8044610,3,0.282
Broilers,Conditions,Cellulitis,2019-11,Wales,21806,7336132,3,0.297
Broilers,Conditions,Cellulitis,2019-12,Wales,20365,7444913,3,0.274
Broilers,Conditions,Cellulitis,2019-12,Wales,11,7444913,3,0
Broilers,Conditions,Contamination,2019-10,England,43678,76430070,45,0.057
Broilers,Conditions,Contamination,2019-10,England,68380,76430070,45,0.089
Broilers,Conditions,Contamination,2019-11,England,44713,70143061,47,0.064
Broilers,Conditions,Contamination,2019-11,England,63210,70143061,47,0.09
Broilers,Conditions,Contamination,2019-12,England,30548,66592628,44,0.046
Broilers,Conditions,Contamination,2019-12,England,59937,66592628,44,0.09
Broilers,Conditions,Contamination,2019-10,Wales,7767,8044610,3,0.097
Broilers,Conditions,Contamination,2019-11,Wales,6667,7336132,3,0.091
Broilers,Conditions,Contamination,2019-12,Wales,5817,7444913,3,0.078
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2019-10,England,73593,76430070,45,0.096
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2019-11,England,74113,70143061,47,0.106
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2019-12,England,77875,66592628,44,0.117
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2019-10,Wales,6809,8044610,3,0.085
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2019-11,Wales,6769,7336132,3,0.092
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2019-12,Wales,6507,7444913,3,0.087
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2019-10,England,16909,76430070,45,0.022
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2019-11,England,16447,70143061,47,0.023
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2019-12,England,14057,66592628,44,0.021
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2019-10,Wales,3604,8044610,3,0.045
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2019-11,Wales,2558,7336132,3,0.035
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2019-12,Wales,4069,7444913,3,0.055
Broilers,Conditions,Dermatitis,2019-10,England,19,76430070,45,0
Broilers,Conditions,Dermatitis,2019-10,England,18350,76430070,45,0.024
Broilers,Conditions,Dermatitis,2019-11,England,23198,70143061,47,0.033
Broilers,Conditions,Dermatitis,2019-11,England,99,70143061,47,0
Broilers,Conditions,Dermatitis,2019-12,England,62,66592628,44,0
Broilers,Conditions,Dermatitis,2019-12,England,15753,66592628,44,0.024
Broilers,Conditions,Dermatitis,2019-10,Wales,3642,8044610,3,0.045
Broilers,Conditions,Dermatitis,2019-11,Wales,3193,7336132,3,0.044
Broilers,Conditions,Dermatitis,2019-11,Wales,8,7336132,3,0
Broilers,Conditions,Dermatitis,2019-12,Wales,2844,7444913,3,0.038
Broilers,Conditions,Dermatitis,2019-12,Wales,37,7444913,3,0
Broilers,Conditions,Emaciation,2019-10,England,17171,76430070,45,0.022
Broilers,Conditions,Emaciation,2019-11,England,17042,70143061,47,0.024
Broilers,Conditions,Emaciation,2019-12,England,17422,66592628,44,0.026
Broilers,Conditions,Emaciation,2019-10,Wales,3750,8044610,3,0.047
Broilers,Conditions,Emaciation,2019-11,Wales,2897,7336132,3,0.039
Broilers,Conditions,Emaciation,2019-12,Wales,3051,7444913,3,0.041
Broilers,Conditions,Hepatitis,2019-10,England,43076,76430070,45,0.056
Broilers,Conditions,Hepatitis,2019-10,England,99582,76430070,45,0.13
Broilers,Conditions,Hepatitis,2019-11,England,83381,70143061,47,0.119
