???Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Broilers,Conditions,Respiratory Disease (air sacculitis),2020-03,England,39,75113030,43,0
Broilers,Conditions,Respiratory Disease (air sacculitis),2020-03,England,1435,75113030,43,0.002
Broilers,Conditions,Respiratory Disease (air sacculitis),2020-01,Wales,43,8011009,3,0.001
Broilers,Conditions,Respiratory Disease (air sacculitis),2020-02,Wales,102,7195814,3,0.001
Broilers,Conditions,Respiratory Disease (air sacculitis),2020-03,Wales,254,8208037,4,0.003
Broilers,Conditions,Salpingitis,2020-01,England,149,74822011,43,0
Broilers,Conditions,Salpingitis,2020-02,England,94,67156317,45,0
Broilers,Conditions,Salpingitis,2020-03,England,173,75113030,43,0
Broilers,Conditions,Salpingitis,2020-03,England,19,75113030,43,0
Broilers,Conditions,Salpingitis,2020-01,Wales,4,8011009,3,0
Broilers,Conditions,Salpingitis,2020-02,Wales,6,7195814,3,0
Broilers,Conditions,Tumours/Nodules,2020-01,England,12868,74822011,43,0.017
Broilers,Conditions,Tumours/Nodules,2020-01,England,28,74822011,43,0
Broilers,Conditions,Tumours/Nodules,2020-02,England,6,67156317,45,0
Broilers,Conditions,Tumours/Nodules,2020-02,England,12112,67156317,45,0.018
Broilers,Conditions,Tumours/Nodules,2020-03,England,14863,75113030,43,0.02
Broilers,Conditions,Tumours/Nodules,2020-03,England,18,75113030,43,0
Broilers,Conditions,Tumours/Nodules,2020-01,Wales,255,8011009,3,0.003
Broilers,Conditions,Tumours/Nodules,2020-02,Wales,335,7195814,3,0.005
Broilers,Conditions,Tumours/Nodules,2020-03,Wales,353,8208037,4,0.004
Ducks,Conditions,Abnormal Colour/Fevered,2020-01,England,644,1032721,7,0.062
Ducks,Conditions,Abnormal Colour/Fevered,2020-02,England,800,945247,10,0.085
Ducks,Conditions,Abnormal Colour/Fevered,2020-03,England,647,1051814,9,0.062
Ducks,Conditions,Antemortem Rejects (Cull/Runts),2020-01,England,16,1032721,7,0.002
Ducks,Conditions,Antemortem Rejects (Cull/Runts),2020-02,England,22,945247,10,0.002
Ducks,Conditions,Antemortem Rejects (Cull/Runts),2020-03,England,62,1051814,9,0.006
Ducks,Conditions,Ascites/Oedema,2020-01,England,7636,1032721,7,0.739
Ducks,Conditions,Ascites/Oedema,2020-02,England,6391,945247,10,0.676
Ducks,Conditions,Ascites/Oedema,2020-03,England,6751,1051814,9,0.642
Ducks,Conditions,Bruising/Fractures,2020-01,England,49,1032721,7,0.005
Ducks,Conditions,Bruising/Fractures,2020-01,England,601,1032721,7,0.058
Ducks,Conditions,Bruising/Fractures,2020-02,England,6,945247,10,0.001
Ducks,Conditions,Bruising/Fractures,2020-02,England,493,945247,10,0.052
Ducks,Conditions,Bruising/Fractures,2020-03,England,546,1051814,9,0.052
Ducks,Conditions,Bruising/Fractures,2020-03,England,72,1051814,9,0.007
Ducks,Conditions,Cellulitis,2020-01,England,8,1032721,7,0.001
Ducks,Conditions,Cellulitis,2020-01,England,4,1032721,7,0
Ducks,Conditions,Cellulitis,2020-02,England,10,945247,10,0.001
Ducks,Conditions,Cellulitis,2020-03,England,8,1051814,9,0.001
Ducks,Conditions,Contamination,2020-01,England,1240,1032721,7,0.12
Ducks,Conditions,Contamination,2020-01,England,273,1032721,7,0.026
Ducks,Conditions,Contamination,2020-02,England,444,945247,10,0.047
Ducks,Conditions,Contamination,2020-02,England,915,945247,10,0.097
Ducks,Conditions,Contamination,2020-03,England,451,1051814,9,0.043
Ducks,Conditions,Contamination,2020-03,England,1585,1051814,9,0.151
Ducks,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-01,England,581,1032721,7,0.056
Ducks,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-02,England,438,945247,10,0.046
Ducks,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-03,England,529,1051814,9,0.05
Ducks,Conditions,Death other than slaughter (uncut/badly bled),2020-01,England,6,1032721,7,0.001
Ducks,Conditions,Death other than slaughter (uncut/badly bled),2020-02,England,3,945247,10,0
Ducks,Conditions,Death other than slaughter (uncut/badly bled),2020-03,England,4,1051814,9,0
Ducks,Conditions,Dermatitis,2020-01,England,1730,1032721,7,0.168
Ducks,Conditions,Dermatitis,2020-01,England,218,1032721,7,0.021
Ducks,Conditions,Dermatitis,2020-02,England,295,945247,10,0.031
Ducks,Conditions,Dermatitis,2020-02,England,899,945247,10,0.095
Ducks,Conditions,Dermatitis,2020-03,England,400,1051814,9,0.038
Ducks,Conditions,Dermatitis,2020-03,England,1302,1051814,9,0.124
Ducks,Conditions,Emaciation,2020-01,England,729,1032721,7,0.071
Ducks,Conditions,Emaciation,2020-02,England,976,945247,10,0.103
Ducks,Conditions,Emaciation,2020-03,England,862,1051814,9,0.082
Ducks,Conditions,Hepatitis,2020-01,England,4,1032721,7,0
Ducks,Conditions,Hepatitis,2020-01,England,37,1032721,7,0.004
Ducks,Conditions,Hepatitis,2020-02,England,50,945247,10,0.005
Ducks,Conditions,Hepatitis,2020-02,England,7,945247,10,0.001
Ducks,Conditions,Hepatitis,2020-03,England,1,1051814,9,0
Ducks,Conditions,Hepatitis,2020-03,England,64,1051814,9,0.006
Ducks,Conditions,Joint Lesions,2020-01,England,585,1032721,7,0.057
Ducks,Conditions,Joint Lesions,2020-01,England,568,1032721,7,0.055
Ducks,Conditions,Joint Lesions,2020-02,England,790,945247,10,0.084
Ducks,Conditions,Joint Lesions,2020-02,England,1235,945247,10,0.131
Ducks,Conditions,Joint Lesions,2020-03,England,546,1051814,9,0.052
Ducks,Conditions,Joint Lesions,2020-03,England,669,1051814,9,0.064
Ducks,Conditions,Machine Damage,2020-01,England,2362,1032721,7,0.229
Ducks,Conditions,Machine Damage,2020-01,England,224,1032721,7,0.022
Ducks,Conditions,Machine Damage,2020-02,England,273,945247,10,0.029
Ducks,Conditions,Machine Damage,2020-02,England,1691,945247,10,0.179
Ducks,Conditions,Machine Damage,2020-03,England,1463,1051814,9,0.139
Ducks,Conditions,Machine Damage,2020-03,England,289,1051814,9,0.027
Ducks,Conditions,"Other Factory (poor plucking, product requirement)",2020-01,England,124,1032721,7,0.012
Ducks,Conditions,"Other Factory (poor plucking, product requirement)",2020-01,England,56,1032721,7,0.005
Ducks,Conditions,"Other Factory (poor plucking, product requirement)",2020-02,England,15,945247,10,0.002
Ducks,Conditions,"Other Factory (poor plucking, product requirement)",2020-02,England,5,945247,10,0.001
Ducks,Conditions,"Other Factory (poor plucking, product requirement)",2020-03,England,27,1051814,9,0.003
Ducks,Conditions,"Other Factory (poor plucking, product requirement)",2020-03,England,77,1051814,9,0.007
Ducks,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2020-01,England,31,1032721,7,0.003
Ducks,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2020-01,England,16,1032721,7,0.002
Ducks,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2020-02,England,43,945247,10,0.005
Ducks,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2020-02,England,27,945247,10,0.003
Ducks,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2020-03,England,40,1051814,9,0.004
Ducks,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2020-03,England,131,1051814,9,0.012
Ducks,Conditions,Overscald,2020-01,England,249,1032721,7,0.024
Ducks,Conditions,Overscald,2020-03,England,492,1051814,9,0.047
Ducks,Conditions,Pericarditis,2020-01,England,101,1032721,7,0.01
Ducks,Conditions,Pericarditis,2020-01,England,1605,1032721,7,0.155
Ducks,Conditions,Pericarditis,2020-02,England,1063,945247,10,0.112
Ducks,Conditions,Pericarditis,2020-02,England,98,945247,10,0.01
Ducks,Conditions,Pericarditis,2020-03,England,195,1051814,9,0.019
Ducks,Conditions,Pericarditis,2020-03,England,1307,1051814,9,0.124
Ducks,Conditions,Perihepatitis/Peritonitis,2020-01,England,521,1032721,7,0.05
Ducks,Conditions,Perihepatitis/Peritonitis,2020-01,England,150,1032721,7,0.015
Ducks,Conditions,Perihepatitis/Peritonitis,2020-02,England,125,945247,10,0.013
Ducks,Conditions,Perihepatitis/Peritonitis,2020-03,England,108,1051814,9,0.01
Ducks,Conditions,Respiratory Disease (air sacculitis),2020-01,England,34210,1032721,7,3.313
Ducks,Conditions,Respiratory Disease (air sacculitis),2020-01,England,629,1032721,7,0.061
Ducks,Conditions,Respiratory Disease (air sacculitis),2020-02,England,732,945247,10,0.077
Ducks,Conditions,Respiratory Disease (air sacculitis),2020-02,England,21604,945247,10,2.286
Ducks,Conditions,Respiratory Disease (air sacculitis),2020-03,England,24356,1051814,9,2.316
Ducks,Conditions,Respiratory Disease (air sacculitis),2020-03,England,894,1051814,9,0.085
Ducks,Conditions,Salpingitis,2020-01,England,20,1032721,7,0.002
Ducks,Conditions,Salpingitis,2020-02,England,86,945247,10,0.009
Ducks,Conditions,Salpingitis,2020-03,England,15,1051814,9,0.001
Ducks,Conditions,Tumours/Nodules,2020-01,England,151,1032721,7,0.015
Ducks,Conditions,Tumours/Nodules,2020-02,England,205,945247,10,0.022
Ducks,Conditions,Tumours/Nodules,2020-03,England,242,1051814,9,0.023
Geese,Conditions,Contamination,2020-02,England,4,11,1,36.364
Hens,Conditions,Abnormal Colour/Fevered,2020-01,England,7697,3746517,9,0.205
Hens,Conditions,Abnormal Colour/Fevered,2020-02,England,6488,2988232,12,0.217
Hens,Conditions,Abnormal Colour/Fevered,2020-03,England,7383,3539253,10,0.209
Hens,Conditions,Antemortem Rejects (Cull/Runts),2020-01,England,1,3746517,9,0
Hens,Conditions,Antemortem Rejects (Cull/Runts),2020-02,England,1,2988232,12,0
Hens,Conditions,Antemortem Rejects (Cull/Runts),2020-03,England,58,3539253,10,0.002
Hens,Conditions,Ascites/Oedema,2020-01,England,2580,3746517,9,0.069
Hens,Conditions,Ascites/Oedema,2020-02,England,2428,2988232,12,0.081
Hens,Conditions,Ascites/Oedema,2020-03,England,2208,3539253,10,0.062
Hens,Conditions,Bruising/Fractures,2020-01,England,3424,3746517,9,0.091
Hens,Conditions,Bruising/Fractures,2020-02,England,4,2988232,12,0
Hens,Conditions,Bruising/Fractures,2020-02,England,4984,2988232,12,0.167
Hens,Conditions,Bruising/Fractures,2020-03,England,4005,3539253,10,0.113
Hens,Conditions,Bruising/Fractures,2020-03,England,6,3539253,10,0
Hens,Conditions,Cellulitis,2020-01,England,546,3746517,9,0.015
Hens,Conditions,Cellulitis,2020-02,England,690,2988232,12,0.023
Hens,Conditions,Cellulitis,2020-03,England,901,3539253,10,0.025
Hens,Conditions,Contamination,2020-01,England,916,3746517,9,0.024
Hens,Conditions,Contamination,2020-02,England,884,2988232,12,0.03
Hens,Conditions,Contamination,2020-02,England,8,2988232,12,0
Hens,Conditions,Contamination,2020-03,England,956,3539253,10,0.027
Hens,Conditions,Contamination,2020-03,England,30,3539253,10,0.001
Hens,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-01,England,5677,3746517,9,0.152
Hens,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-02,England,4468,2988232,12,0.15
Hens,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-03,England,5327,3539253,10,0.151
Hens,Conditions,Death other than slaughter (uncut/badly bled),2020-01,England,127,3746517,9,0.003
Hens,Conditions,Death other than slaughter (uncut/badly bled),2020-02,England,370,2988232,12,0.012
Hens,Conditions,Death other than slaughter (uncut/badly bled),2020-03,England,76,3539253,10,0.002
Hens,Conditions,Dermatitis,2020-01,England,3,3746517,9,0
Hens,Conditions,Dermatitis,2020-01,England,1487,3746517,9,0.04
Hens,Conditions,Dermatitis,2020-02,England,1275,2988232,12,0.043
Hens,Conditions,Dermatitis,2020-03,England,1709,3539253,10,0.048
Hens,Conditions,Emaciation,2020-01,England,4320,3746517,9,0.115
Hens,Conditions,Emaciation,2020-02,England,3599,2988232,12,0.12
Hens,Conditions,Emaciation,2020-03,England,3568,3539253,10,0.101
Hens,Conditions,Hepatitis,2020-01,England,18,3746517,9,0
Hens,Conditions,Hepatitis,2020-01,England,113,3746517,9,0.003
Hens,Conditions,Hepatitis,2020-02,England,90,2988232,12,0.003
Hens,Conditions,Hepatitis,2020-02,England,9,2988232,12,0
Hens,Conditions,Hepatitis,2020-03,England,183,3539253,10,0.005
Hens,Conditions,Joint Lesions,2020-01,England,108,3746517,9,0.003
Hens,Conditions,Joint Lesions,2020-02,England,108,2988232,12,0.004
Hens,Conditions,Joint Lesions,2020-03,England,147,3539253,10,0.004
Hens,Conditions,Machine Damage,2020-01,England,4322,3746517,9,0.115
Hens,Conditions,Machine Damage,2020-02,England,5665,2988232,12,0.19
Hens,Conditions,Machine Damage,2020-03,England,4655,3539253,10,0.132
Hens,Conditions,"Other Factory (poor plucking, product requirement)",2020-01,England,1154,3746517,9,0.031
Hens,Conditions,"Other Factory (poor plucking, product requirement)",2020-02,England,4350,2988232,12,0.146
Hens,Conditions,"Other Factory (poor plucking, product requirement)",2020-02,England,183,2988232,12,0.006
Hens,Conditions,"Other Factory (poor plucking, product requirement)",2020-03,England,92,3539253,10,0.003
