Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Broilers,Conditions,Abnormal Colour/Fevered,2018-04,England,198812,71345235,48,0.279
Broilers,Conditions,Abnormal Colour/Fevered,2018-05,England,212597,76321743,47,0.279
Broilers,Conditions,Abnormal Colour/Fevered,2018-06,England,182369,70687854,49,0.258
Broilers,Conditions,Abnormal Colour/Fevered,2018-04,Wales,14081,6598138,3,0.213
Broilers,Conditions,Abnormal Colour/Fevered,2018-05,Wales,12726,7307324,3,0.174
Broilers,Conditions,Abnormal Colour/Fevered,2018-06,Wales,10031,6509163,3,0.154
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2018-04,England,54368,71345235,48,0.076
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2018-05,England,51639,76321743,47,0.068
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2018-06,England,56442,70687854,49,0.08
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2018-04,Wales,419,6598138,3,0.006
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2018-05,Wales,326,7307324,3,0.004
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2018-06,Wales,250,6509163,3,0.004
Broilers,Conditions,Ascites/Oedema,2018-04,England,259851,71345235,48,0.364
Broilers,Conditions,Ascites/Oedema,2018-05,England,255007,76321743,47,0.334
Broilers,Conditions,Ascites/Oedema,2018-06,England,193105,70687854,49,0.273
Broilers,Conditions,Ascites/Oedema,2018-04,Wales,44216,6598138,3,0.67
Broilers,Conditions,Ascites/Oedema,2018-05,Wales,30607,7307324,3,0.419
Broilers,Conditions,Ascites/Oedema,2018-06,Wales,24155,6509163,3,0.371
Broilers,Conditions,Bruising/Fractures,2018-04,England,19375,71345235,48,0.027
Broilers,Conditions,Bruising/Fractures,2018-05,England,22637,76321743,47,0.03
Broilers,Conditions,Bruising/Fractures,2018-06,England,21286,70687854,49,0.03
Broilers,Conditions,Bruising/Fractures,2018-04,Wales,4094,6598138,3,0.062
Broilers,Conditions,Bruising/Fractures,2018-05,Wales,4044,7307324,3,0.055
Broilers,Conditions,Bruising/Fractures,2018-06,Wales,3159,6509163,3,0.049
Broilers,Conditions,Cellulitis,2018-04,England,169443,71345235,48,0.237
Broilers,Conditions,Cellulitis,2018-05,England,218132,76321743,47,0.286
Broilers,Conditions,Cellulitis,2018-06,England,190171,70687854,49,0.269
Broilers,Conditions,Cellulitis,2018-04,Wales,14232,6598138,3,0.216
Broilers,Conditions,Cellulitis,2018-05,Wales,14581,7307324,3,0.2
Broilers,Conditions,Cellulitis,2018-06,Wales,13846,6509163,3,0.213
Broilers,Conditions,Contamination,2018-04,England,127242,71345235,48,0.178
Broilers,Conditions,Contamination,2018-05,England,141149,76321743,47,0.185
Broilers,Conditions,Contamination,2018-06,England,141872,70687854,49,0.201
Broilers,Conditions,Contamination,2018-04,Wales,8394,6598138,3,0.127
Broilers,Conditions,Contamination,2018-05,Wales,4557,7307324,3,0.062
Broilers,Conditions,Contamination,2018-06,Wales,3183,6509163,3,0.049
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2018-04,England,79298,71345235,48,0.111
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2018-05,England,83513,76321743,47,0.109
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2018-06,England,72124,70687854,49,0.102
