Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Broilers,Conditions,Abnormal Colour/Fevered,2019-07,England,182588,75757286,47,0.241
Broilers,Conditions,Abnormal Colour/Fevered,2019-08,England,175857,72248040,44,0.243
Broilers,Conditions,Abnormal Colour/Fevered,2019-09,England,67586,22771949,42,0.297
Broilers,Conditions,Abnormal Colour/Fevered,2019-07,Wales,14970,8038201,3,0.186
Broilers,Conditions,Abnormal Colour/Fevered,2019-08,Wales,14566,7933465,3,0.184
Broilers,Conditions,Abnormal Colour/Fevered,2019-09,Wales,5960,3074703,3,0.194
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-07,England,35848,75757286,47,0.047
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-08,England,45362,72248040,44,0.063
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-09,England,9242,22771949,42,0.041
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-07,Wales,1011,8038201,3,0.013
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-08,Wales,1090,7933465,3,0.014
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2019-09,Wales,196,3074703,3,0.006
Broilers,Conditions,Ascites/Oedema,2019-07,England,177485,75757286,47,0.234
Broilers,Conditions,Ascites/Oedema,2019-08,England,180469,72248040,44,0.25
Broilers,Conditions,Ascites/Oedema,2019-09,England,61093,22771949,42,0.268
Broilers,Conditions,Ascites/Oedema,2019-07,Wales,21992,8038201,3,0.274
Broilers,Conditions,Ascites/Oedema,2019-08,Wales,21897,7933465,3,0.276
Broilers,Conditions,Ascites/Oedema,2019-09,Wales,8535,3074703,3,0.278
Broilers,Conditions,Bruising/Fractures,2019-07,England,20699,75757286,47,0.027
Broilers,Conditions,Bruising/Fractures,2019-08,England,19547,72248040,44,0.027
Broilers,Conditions,Bruising/Fractures,2019-09,England,5832,22771949,42,0.026
Broilers,Conditions,Bruising/Fractures,2019-07,Wales,6306,8038201,3,0.078
Broilers,Conditions,Bruising/Fractures,2019-08,Wales,5015,7933465,3,0.063
Broilers,Conditions,Bruising/Fractures,2019-09,Wales,1837,3074703,3,0.06
Broilers,Conditions,Cellulitis,2019-07,England,183169,75757286,47,0.242
Broilers,Conditions,Cellulitis,2019-08,England,169057,72248040,44,0.234
Broilers,Conditions,Cellulitis,2019-09,England,58549,22771949,42,0.257
Broilers,Conditions,Cellulitis,2019-07,Wales,18765,8038201,3,0.233
Broilers,Conditions,Cellulitis,2019-08,Wales,18901,7933465,3,0.238
Broilers,Conditions,Cellulitis,2019-09,Wales,7168,3074703,3,0.233
Broilers,Conditions,Contamination,2019-07,England,118106,75757286,47,0.156
Broilers,Conditions,Contamination,2019-08,England,116187,72248040,44,0.161
Broilers,Conditions,Contamination,2019-09,England,34202,22771949,42,0.15
Broilers,Conditions,Contamination,2019-07,Wales,8849,8038201,3,0.11
Broilers,Conditions,Contamination,2019-08,Wales,12604,7933465,3,0.159
Broilers,Conditions,Contamination,2019-09,Wales,4881,3074703,3,0.159
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2019-07,England,96284,75757286,47,0.127
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2019-08,England,71452,72248040,44,0.099
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2019-09,England,17965,22771949,42,0.079
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2019-07,Wales,7397,8038201,3,0.092
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2019-08,Wales,6415,7933465,3,0.081
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2019-09,Wales,2394,3074703,3,0.078
