country,species,variable,count,mean,std,min,25%,50%,75%,max,iqr,max_iqrdist,min_iqrdist,range,range_mult,range_iqrdist,range_scaled
Australia,Turkeys,output_value_meatlive_2010usd,20.0,53707962.25146353,13677127.590648036,30691550.072063323,46359397.37637235,57596586.75545587,59459012.53690866,89382574.78179562,13099615.160536304,2.42648258264088,2.0538799311025744,58691024.709732294,2.912286103892655,4.4803625137434535,1.019001784930819
Austria,Cattle,output_value_meatlive_2010usd,20.0,3731794153.3542314,226584581.1623886,3335154552.537716,3579556128.5315704,3738797138.867899,3854682676.3864336,4139435603.495942,275126547.85486317,1.456197040059511,1.4671160943113188,804281050.9582262,1.2411525577866398,2.92331313437083,0.21511759560235488
Austria,Chickens,output_value_meatlive_2010usd,17.0,319123523.9666333,39753976.83651128,262610666.9893917,287092892.41282254,301377246.89680326,350889185.1362284,383894818.1463007,63796292.72340584,1.2934540194562596,0.6076619542061369,121284151.15690896,1.4618401550376028,1.9011159736623966,0.40243300516458275
Austria,Goats,output_value_meatlive_2010usd,20.0,5746978.015925547,1794554.3181354688,3923216.744994024,4978954.767859043,5240591.732987426,5815210.933759969,11066198.941210218,836256.1659009261,6.966295072929806,1.575324693210664,7142982.196216194,2.8206952764795754,8.54161976614047,1.363010621730745
Austria,Horses,output_value_meatlive_2010usd,17.0,80724804.20378226,23826586.248101667,49828793.9467767,53779621.695999995,88007243.26148188,96698516.17363322,127218775.54439496,42918894.47763322,0.9136193455157098,0.8895487588712593,77389981.59761825,2.5531176949672973,1.803168104386969,0.8793592291907354
Austria,Pigs,output_value_meatlive_2010usd,20.0,1673386430.7082105,181788400.80135798,1363531604.7257462,1577763664.858181,1669933951.9640093,1754893222.1541042,2189385539.59593,177129557.29592323,2.932608174276041,1.7298205444412027,825853934.870184,1.6056727486241817,4.662428718717243,0.49454287332675473
Austria,Sheep,output_value_meatlive_2010usd,20.0,80974788.84052214,6204494.879991983,72271918.458,75989818.6063162,79767254.77118704,84316300.77397093,95140766.55557826,8326482.167654738,1.8463393633522156,0.900180431815924,22868848.097578257,1.3164278544905132,2.7465197951681395,0.2866946864747661
Austria,Turkeys,output_value_meatlive_2010usd,17.0,189888971.58654305,67226789.82198234,111537299.230212,127589780.14999066,168428893.63687795,273442732.939567,286909669.88301057,145852952.78957635,0.8123303229730708,0.3900613139368119,175372370.65279856,2.5723203974199835,1.2023916369098828,1.041224975513348
Azerbaijan,Cattle,output_value_meatlive_2010usd,20.0,1098437240.826592,335949365.3662796,541400207.7893487,856461633.8890476,1046638471.555387,1398302360.1328251,1679889047.217284,541840726.2437775,1.1687024341115946,0.9324479303512679,1138488839.4279351,3.102859997185124,2.101150364462862,1.0877574925523723
Azerbaijan,Chickens,output_value_meatlive_2010usd,20.0,234875938.48063573,92857590.54534835,90747870.04840636,153204885.02928376,245141947.84302437,325688973.1568793,370122052.33549196,172484088.12759554,0.7245891829744505,0.8951207005274864,279374182.2870856,4.0785756419193415,1.6197098835019368,1.1396424999689636
Azerbaijan,Pigs,output_value_meatlive_2010usd,20.0,5302641.879385447,2915758.996303885,2620147.6060161735,3081705.336882371,3607809.8499927763,7348260.427947194,11758437.225833837,4266555.091064824,1.9103532479658831,0.2314893920026959,9138289.619817663,4.487700310789764,2.141842639968579,2.532918862072501
Azerbaijan,Sheep,output_value_meatlive_2010usd,20.0,836073024.1827891,261705280.92382002,356074003.9311502,634138125.8383913,934021105.2101452,1024700621.0507582,1227280743.5756137,390562495.21236694,0.7508648217899407,1.4797813624289204,871206739.6444635,3.4467013318189847,2.230646184218861,0.9327484515978371
Bahamas,Cattle,output_value_meatlive_2010usd,20.0,853925.0521436732,551362.9477939714,422391.2645586033,453654.3051819168,660762.7780182201,959921.1063126018,1836565.1678392768,506266.801130685,2.322495544236845,0.4708416845174188,1414173.9032806735,4.348018820319303,2.7933372287542637,2.1402142347093265
Bahamas,Chickens,output_value_meatlive_2010usd,20.0,20556597.46435044,4077894.197460838,12861802.255611485,18186488.557882797,19843920.021767274,23354200.018210616,28400871.35564739,5167711.460327819,1.6558492863952,1.351104414353829,15539069.100035904,2.208156430274486,3.006953700749029,0.7830644894250091
Bahamas,Goats,output_value_meatlive_2010usd,20.0,1603047.7939337096,899452.7671238884,362872.78850558965,793061.4493878575,1469269.3525736,2565020.4833759167,2814368.3151379954,1771959.0339880593,0.7591027426503472,0.6243917285028306,2451495.526632406,7.7557987379774085,1.3834944711531778,1.6685133480381389
Bahamas,Pigs,output_value_meatlive_2010usd,20.0,1736012.0833163257,794796.6249052415,1039802.8524507147,1157516.1502579013,1390209.0383409606,1998234.9228331642,3143177.311817845,840718.7725752629,2.085082825148828,0.4167935786861198,2103374.45936713,3.0228589048488184,2.5018764038349475,1.512991500815764
Bahamas,Sheep,output_value_meatlive_2010usd,20.0,628390.5005614237,283006.05211320857,282471.8750060619,363441.0980513696,594347.3188680513,747723.3211735482,1207117.132020574,384282.22312217864,1.594582773498994,0.8115791600456931,924645.2570145121,4.273406447968206,2.406161933544687,1.5557321917015141
Bahrain,Camels,output_value_meatlive_2010usd,20.0,1591948.9034197663,269577.4756567548,1074889.3784654946,1394839.3904367895,1511125.4540958803,1792129.8362477568,1976055.487229479,397290.44581096736,1.1702522374646145,1.0980281057097174,901166.1087639844,1.8383803271463,2.268280343174332,0.5963542645128429
Bahrain,Cattle,output_value_meatlive_2010usd,20.0,10259911.368039105,1840321.2943916873,6815292.680696933,8579706.306986706,10160192.020127777,12043237.26040945,12777262.666947313,3463530.953422744,0.755607696889004,0.965748360390813,5961969.98625038,1.8747929495583613,1.721356057279817,0.586796979273567
Bahrain,Chickens,output_value_meatlive_2010usd,20.0,20762568.67598043,15126496.77759856,7245969.526012752,9398085.13236143,15681504.16080575,23751754.112914357,57811758.098861426,14353668.980552927,2.9351557427676416,0.5876918748942787,50565788.57284868,7.978471050881381,3.52284761766192,3.224549638499123
Bahrain,Goats,output_value_meatlive_2010usd,20.0,4203605.372810601,716539.7318257474,3100507.713410264,3696879.363552623,4109349.129330717,4868305.499407964,5632723.41649026,1171426.1358553409,1.3004441684641255,0.8612078773398947,2532215.7030799957,1.8167100156299236,2.1616520458040203,0.6162084610933054
Bahrain,Sheep,output_value_meatlive_2010usd,20.0,128507709.7482965,81683107.9026219,39439391.70438182,50911391.65139764,124225414.99596585,203686218.10520673,294373591.8185853,152774826.45380908,1.113718671930962,0.55497378239352,254934200.11420345,7.463948582804322,1.6686924543244819,2.0521903679893705
Bangladesh,Buffaloes,output_value_meatlive_2010usd,20.0,460118580.45198643,272257005.47721666,169594915.36492914,221440195.6695733,409081330.4518132,689385010.2536355,1100234257.4745674,467944814.5840622,1.4769966574735802,0.5117834574142127,930639342.1096382,6.4874247857438245,1.9887801148877928,2.274949436293722
Bangladesh,Cattle,output_value_meatlive_2010usd,20.0,5082250496.437877,1640382497.0876508,3082729607.6942863,3425575027.299092,5335155430.251955,6374199021.463801,7565304979.83461,2948623994.1647096,0.7563356853895558,0.763890488246447,4482575372.140324,2.454092944432141,1.5202261736360028,0.8401958351059009
Bangladesh,Chickens,output_value_meatlive_2010usd,20.0,817459240.499625,316685881.32862496,353716093.7131965,506622007.97581303,915405985.4284227,1011537136.6662407,1389839628.618681,504915128.69042766,0.93963047694921,1.1124441709085886,1036123534.9054844,3.9292518868129425,2.0520746478577987,1.1318732359179018
Bangladesh,Goats,output_value_meatlive_2010usd,20.0,1827158852.2252967,731153788.6756282,637179721.044494,1309244670.5618246,1710904676.5899353,2408778832.4263344,3350164046.4046125,1099534161.8645098,1.4908671569011924,0.9765271446634244,2712984325.3601184,5.257800798984737,2.4673943015646165,1.5857016246910165
Bangladesh,Sheep,output_value_meatlive_2010usd,20.0,74714675.58503433,39731629.37877196,34265576.94004196,40908094.43597885,69996705.93028098,88177790.22097811,193872642.6245423,47269695.78499926,2.620620561166644,0.7558992795882996,159607065.68450034,5.657941874546032,3.376519840754944,2.280208240705987
Barbados,Cattle,output_value_meatlive_2010usd,20.0,13798329.367565695,8959620.898812206,6317931.908887435,7059987.104479134,8483803.90306587,23762341.339857157,28574532.05139277,16702354.235378023,1.2028680427440468,0.12967465326479558,22256600.142505337,4.522766700159743,1.3325426960088422,2.623422275762676
Barbados,Chickens,output_value_meatlive_2010usd,20.0,36181354.19118823,8334938.287229237,24184723.129156128,30839299.849392757,34534787.61512227,41053439.488866016,54756123.4098046,10214139.63947326,1.9797395089974639,1.0133075179398954,30571400.28064847,2.264078985621829,2.9930470269373592,0.8852349295254304
Barbados,Goats,output_value_meatlive_2010usd,20.0,702949.0469216929,341190.35635767627,182620.51461221496,381413.0812811568,600927.0912236278,1063479.045606393,1189451.0051347476,682065.9643252362,0.8628548332467272,0.6132934327330657,1006830.4905225326,6.5132387106699605,1.4761482659797929,1.6754619740514456
Barbados,Pigs,output_value_meatlive_2010usd,20.0,12401857.257078791,6849669.731297052,6027290.355730232,8273287.417949151,9161557.191175094,14019833.764519036,24748941.92555789,5746546.346569885,2.7124787297133537,0.545417481460966,18721651.569827657,4.106147284248338,3.25789621117432,2.0435010314470734
Barbados,Sheep,output_value_meatlive_2010usd,20.0,1210250.880379004,590878.6670914757,515585.8820431769,783772.8739312835,934207.7509092651,1681918.3176606018,2244016.467754701,898145.4437293183,1.4583481172122765,0.46609585539717086,1728430.5857115244,4.352362129975428,1.9244439726094476,1.850156546045825
Belarus,Cattle,output_value_meatlive_2010usd,20.0,3121377434.1570153,816075409.971691,1800877664.7644334,2477819010.787979,3260277180.071445,3576362090.10387,4852382102.508898,1098543079.3158908,1.449287654180047,1.3284863768982473,3051504437.7444644,2.6944540417428193,2.7777740310782946,0.9359647260658968
Belarus,Chickens,output_value_meatlive_2010usd,20.0,771427572.006039,350490476.2653551,320332000.63675994,419354471.4244735,795593483.7360522,1105346859.8319244,1264336455.1120045,685992388.4074509,0.6833063737983323,0.6928086829106429,944004454.4752445,3.946956447057243,1.376115056708975,1.1865412095160266
Belarus,Pigs,output_value_meatlive_2010usd,20.0,1812533502.894416,217130299.40383416,1372105137.718769,1656042481.2756677,1807236062.741424,2008856794.8218389,2103330475.2489207,352814313.5461712,0.839235827853532,1.2333142628174902,731225337.5301516,1.532922235642868,2.0725500906710224,0.4046097533163126
Belarus,Sheep,output_value_meatlive_2010usd,20.0,14791409.910246482,3866106.8677436057,8025720.705334578,12977749.785547137,15154261.705901507,17017787.350379348,25424846.480102785,4040037.5648322105,2.5422003160576634,1.7644739401978777,17399125.774768207,3.1679206657669092,4.306674256255541,1.1481341758795471
Belize,Cattle,output_value_meatlive_2010usd,20.0,51575096.20560567,16670397.352605643,29327025.13511141,37592554.84793051,46645621.31930355,64676414.95461808,81603167.05813952,27083860.106687568,1.29071504582924,0.6394434218745584,52276141.92302811,2.7825245377664016,1.9301584677037984,1.1207084490349464
Belize,Chickens,output_value_meatlive_2010usd,20.0,42913331.96361664,12254638.274987342,27045648.719752178,33383825.874442026,41453468.7899337,48864141.0169561,68383083.71267939,15480315.142514072,1.739603791965969,0.9307187830183685,41337434.99292721,2.528432001068525,2.6703225749843376,0.9972008664077187
Belize,Goats,output_value_meatlive_2010usd,20.0,14983.111212051052,6285.427164778264,5489.879079344373,10788.932615251613,14028.911675442901,20066.992085477956,24789.349848475293,9278.059470226342,1.1597724941905212,0.9203468272110801,19299.47076913092,4.515463727014503,2.080119321401601,1.375692656395716
Belize,Pigs,output_value_meatlive_2010usd,20.0,6118602.478792739,2104481.657463505,3023387.99562033,3855320.5768226674,6684219.964145968,7083589.5609315,10224064.166201754,3228268.9841088327,1.0965146397281897,1.133992237495109,7200676.170581424,3.381657987996347,2.230506877223299,1.0772649926551965
Belize,Sheep,output_value_meatlive_2010usd,20.0,1113423.5279284301,612492.9795567458,365168.83385832363,483832.1888645976,1340426.3328761351,1695952.8422363843,1877331.066214544,1212120.6533717867,0.4429466091885221,0.804587807579149,1512162.2323562205,5.140994773236594,1.2475344167676712,1.1281203563881008
Belize,Turkeys,output_value_meatlive_2010usd,20.0,877622.4336371142,351370.28513749794,432423.108613621,604239.892406514,711086.4603735914,1083627.3981580865,1631555.58,479387.50575157243,1.920094096285048,0.5812903932969395,1199132.471386379,3.7730536308082203,2.5013844895819877,1.6863384949790459
Benin,Cattle,output_value_meatlive_2010usd,20.0,805419906.6446062,187741854.80488774,594929766.5415747,649508955.4627358,780934094.8077943,949411233.6050006,1155776316.930338,299902278.14226484,1.2498812094542657,0.6202164565685113,560846550.3887632,1.9427105213596172,1.870097666022777,0.7181739843575409
Benin,Chickens,output_value_meatlive_2010usd,20.0,93774647.54609199,17045669.43459425,59734607.54880747,87942526.46437296,96568417.63459492,105032327.52789748,124476392.73711126,17089801.063524514,1.6330193077602004,2.1553094707698737,64741785.18830378,2.0838237304129787,3.788328778530074,0.6704240037698466
Benin,Pigs,output_value_meatlive_2010usd,20.0,46601737.938353874,31413882.886084735,25600044.02662451,31650970.8199912,35206539.97841127,43742224.75290244,155029078.2910505,12091253.93291124,9.909852111077884,0.7944995618393886,129429034.264426,6.055812956017476,10.704351672917273,3.676278167175535
Benin,Sheep,output_value_meatlive_2010usd,20.0,55582382.15394159,27666693.664328698,26106698.072781865,38864077.49897021,44530466.66668197,63783135.910210036,130777991.58739364,24919058.411239825,3.4611068964712337,0.73934449247047,104671293.51461178,5.00936545950019,4.200451388941704,2.350554605638742
Bhutan,Buffaloes,output_value_meatlive_2010usd,20.0,417394.09952247055,159204.6425431261,201636.05531475175,315968.18826801016,377453.45290204254,468567.30474712455,899835.9067219505,152599.1164791144,3.423233802873323,1.152152133274993,698199.8514071987,4.462673629065576,4.575385936148316,1.8497641127378874
Bhutan,Cattle,output_value_meatlive_2010usd,20.0,94544200.44794723,24696752.238533065,44636143.29124597,71377193.80864054,101149019.15900034,114455679.82167354,128617382.11187406,43078486.013033,0.6376352907240849,1.311858449497434,83981238.82062809,2.8814627032774687,1.949493740221519,0.8302723992668135
Bhutan,Chickens,output_value_meatlive_2010usd,20.0,2535330.084318814,2639989.9919180223,587051.106768337,720193.6434767438,1287615.4887058036,3175225.7205155306,9780819.176108029,2455032.077038787,3.459508234876738,0.28535854520584275,9193768.069339693,16.66093303179437,3.744866780082581,7.140150262234302
Bhutan,Goats,output_value_meatlive_2010usd,20.0,1528090.0118995295,712643.3895456905,683903.9477583648,1069576.0227919251,1309218.2330306354,1747803.2851946563,3343230.532895001,678227.2624027312,2.9990128864158954,0.9219834116620323,2659326.585136636,4.8884504086474765,3.9209962980779274,2.031232469915051
Bhutan,Pigs,output_value_meatlive_2010usd,20.0,4144381.8983615125,1625385.357759877,1977191.2010786468,2931430.1025951086,3289418.491826197,5494185.6113123465,6996052.908387946,2562755.508717238,1.4463472633084176,0.512037643186795,5018861.707309299,3.538379548002886,1.9583849064952126,1.5257595589556503
Bhutan,Sheep,output_value_meatlive_2010usd,20.0,875867.2731595213,173961.32934526377,599675.4413739534,728071.853867376,877382.378870301,999595.5142906136,1164103.6409325884,271523.6604232376,1.0559715555372249,1.0227725166325168,564428.199558635,1.9412228025637315,2.0787440721697417,0.6433092493667139
