country,species,variable,count,mean,std,min,25%,50%,75%,max,iqr,max_iqrdist,min_iqrdist,range,range_mult,range_iqrdist,range_scaled
Gabon,Pigs,output_value_meatlive_2010usd,20.0,21535547.794935536,2483793.685363538,17891527.828158632,19378945.84409906,21820229.52279868,22878136.33075083,28484498.323990986,3499190.486651771,1.904517295247069,1.1227458778328065,10592970.495832354,1.5920662895630733,3.027263173079876,0.48546558526180394
Gabon,Sheep,output_value_meatlive_2010usd,20.0,19352308.357133947,5396793.427261516,12006020.16514169,15396648.336708011,17838871.66113477,22432230.35775191,29431992.407064043,7035582.021043899,1.6477841792268886,0.8290503157445436,17425972.241922352,2.4514361963606364,2.476834494971432,0.9768539497869704
Gambia,Cattle,output_value_meatlive_2010usd,19.0,204009460.31929928,76557091.04178126,129607975.08607784,145949616.54682618,159817236.0014486,252360882.04065865,394219998.17436063,106411265.49383247,2.2028002494387953,0.2838915670739925,264612023.0882828,3.0416338031092867,2.4866918165127876,1.6557164277693073
Gambia,Chickens,output_value_meatlive_2010usd,19.0,6829056.784527607,1869866.0865988815,4352326.6259893505,5169455.13294035,6112723.455354193,8739367.813413419,9748367.13009735,3569912.6804730687,1.018412493568716,0.49312041692055136,5396040.504108,2.239805963064961,1.5115329104892674,0.882755541538781
Gambia,Goats,output_value_meatlive_2010usd,19.0,19625631.310401164,8238231.392871327,10190589.401269885,13239819.727309689,17009234.225610435,23446002.015172727,38790580.24320452,10206182.287863038,2.134132568207798,0.6680896570355331,28599990.841934636,3.806509978546549,2.802222225243331,1.6814390620168103
Gambia,Pigs,output_value_meatlive_2010usd,19.0,2609441.745209377,852492.6758065269,1022314.1636200445,2240660.70936083,2723571.8404456195,2984637.3877824587,4591313.018202187,743976.6784216287,2.5104835029493695,2.2867083420341214,3568998.854582142,4.491097924286026,4.797191844983491,1.3104111305535444
Gambia,Sheep,output_value_meatlive_2010usd,19.0,10756629.468589429,6219195.132971934,2741579.569265693,6732529.420326588,9535753.9021002,13023635.836207988,27723904.338290647,6291106.4158814,2.8910892987401873,1.0799649352112612,24982324.769024953,10.112383623327132,3.971054233951448,2.6198583798940875
Georgia,Cattle,output_value_meatlive_2010usd,20.0,643719264.5290534,137846579.30976287,415602617.44105345,531808240.80299705,668571956.3275566,753129785.6672014,871522349.4938166,221321544.86420435,0.9169933875655157,1.142994637244724,455919732.05276316,2.097008808221541,2.05998802481024,0.6819306848542003
Georgia,Chickens,output_value_meatlive_2010usd,20.0,48709745.26980953,10616117.678655207,32254222.0,38632300.88481605,48522443.550769806,59876999.02402566,62576544.10275432,21244698.139209606,0.6615344901533812,0.7657544223113661,30322322.102754317,1.9401039684899024,1.4272889124647472,0.6249133366712579
Georgia,Pigs,output_value_meatlive_2010usd,20.0,121879095.34329835,71671451.19055314,54091183.85299508,71047578.37089519,85714910.31375967,180881059.9292137,275705294.93783796,109833481.55831851,1.729803898852088,0.28792428330675535,221614111.08484286,5.097046788384756,2.0177281821588435,2.5854791222860034
Georgia,Sheep,output_value_meatlive_2010usd,20.0,72301021.14423811,20931780.80782163,42398403.454906665,56556688.66670629,73510352.76265004,84046162.59852102,115100686.07816276,27489473.931814738,1.5129548647847515,1.1317768170068978,72702282.62325609,2.714741044449456,2.644731681791649,0.9890073967948019
Germany,Cattle,output_value_meatlive_2010usd,20.0,22433186299.79833,3372477768.255719,16982853220.761566,19815771680.948277,21383991025.77108,26115755181.250687,28966873555.05892,6299983500.30241,1.2036352998263964,0.698595132002846,11984020334.297356,1.705654119394194,1.9022304318292425,0.5604201909669118
Germany,Chickens,output_value_meatlive_2010usd,17.0,2428007743.503103,584276916.1302894,1747124853.3793173,1861666054.8460038,2332987247.8046913,2892261078.2871895,3379726336.4819574,1030595023.4411857,1.0156648003035906,0.5684700402192542,1632601483.1026402,1.9344503799741821,1.5841348405228448,0.6997901444334492
Germany,Goats,output_value_meatlive_2010usd,20.0,9662466.004221443,4138437.1694256696,5700316.712409347,7666352.871681753,8290776.197997667,9910755.967768786,22006265.695268348,2244403.096087034,6.110974236839503,1.1541863803808736,16305948.982859,3.860533862506559,7.265160617220377,1.9667578274271962
Germany,Horses,output_value_meatlive_2010usd,17.0,631408352.779283,120366973.89357594,425030704.9432045,542623837.3118181,617175246.7584671,680869203.622366,872280634.3025721,138245366.31054783,1.845308774914368,1.3898805214464707,447249929.3593676,2.0522767512034976,3.2351892963608386,0.7246725005716244
Germany,Pigs,output_value_meatlive_2010usd,20.0,16032442605.935812,1280776852.4961762,13851845123.137981,15157281557.600859,15939081495.322235,16561821795.562012,19030535138.442207,1404540237.961153,2.201043131101436,1.4860637778623633,5178690015.304226,1.3738628297723163,3.6871069089637993,0.3249051720341637
Germany,Sheep,output_value_meatlive_2010usd,20.0,427749732.3661623,126556855.90995896,273099149.2147437,309134337.85436475,409278946.28180873,547142913.9867256,643644536.1435487,238008576.13236082,0.9846938865404795,0.5721634038570654,370545386.92880505,2.356816335731011,1.556857290397545,0.9053614662936175
Germany,Turkeys,output_value_meatlive_2010usd,17.0,1387029341.0384831,271607459.9054749,1018259332.0939703,1167450154.6279788,1339432450.711316,1645818635.406087,1890008169.0110679,478368480.7781081,1.150944805987619,0.6713927265754,871748836.9170976,1.8561167174617634,1.8223375325630191,0.6508344907234019
Ghana,Cattle,output_value_meatlive_2010usd,20.0,643433368.5573204,195289792.64852083,394145048.6379164,526095808.60673416,557610227.5445426,675595566.4043119,1067666305.9614476,149499757.79757774,3.411751871247307,1.0934143393593825,673521257.3235312,2.708815725710829,4.505166210606689,1.2078710612777086
Ghana,Chickens,output_value_meatlive_2010usd,20.0,292095084.17444384,125488800.40970972,121701834.7597127,183047100.99966484,300598660.61724055,337600510.0690974,545946079.929424,154553409.06943256,1.5874604176602929,1.1575081192622487,424244245.16971135,4.485931383099823,2.7449685369225416,1.4113311226955587
Ghana,Goats,output_value_meatlive_2010usd,20.0,230055397.02068424,100988722.53784668,119168671.81903908,169854283.35536903,194093101.48050904,263521128.44135657,478375639.29403764,93666845.08598754,3.0350391064474636,0.7999034193229018,359206967.4749986,4.014273483054878,3.8349425257703653,1.8506941500497913
Ghana,Pigs,output_value_meatlive_2010usd,20.0,106991259.29248528,65950219.223005064,45014431.40079857,56299723.00785178,81425501.1599567,133491061.72962138,264534866.87637508,77191338.7217696,2.3721491134701314,0.4716989025206455,219520435.47557652,5.876667962792087,2.843848015990777,2.6959666486342972
Ghana,Sheep,output_value_meatlive_2010usd,20.0,288652084.4373786,161434034.39341804,122480741.2353532,197260467.37699905,247076588.0668516,310803603.9223491,816507898.9589362,113543136.54535004,5.015109924012441,1.0973437111430668,694027157.723583,6.666418660791522,6.112453635155507,2.8089555678007008
Greece,Cattle,output_value_meatlive_2010usd,20.0,1308584006.8868356,114743658.17149742,1092534867.6947868,1245499453.2024398,1296430239.8272657,1381430243.1698241,1543832554.00046,135930789.96738434,1.8200608871070099,1.4999940203496371,451297686.3056731,1.413073943587628,3.320054907456647,0.3481079601828813
Greece,Chickens,output_value_meatlive_2010usd,18.0,499334326.4213043,106246714.0085986,364470070.3810078,418448573.4050621,473714432.5554393,563654293.3544575,693393683.1857121,145205719.94939542,1.5128828995636785,0.7523420028667153,328923612.8047043,1.9024708461269697,2.265224902430394,0.6943499927378929
Greece,Horses,output_value_meatlive_2010usd,18.0,29006852.237177912,7938953.150922774,10216440.678195322,26458101.23020481,30840015.482549008,31774498.278451502,40307380.22594932,5316397.048246693,1.780785870107759,3.8792390066417597,30090939.547753997,3.945344714032969,5.660024876749519,0.9757109092497415
Greece,Pigs,output_value_meatlive_2010usd,20.0,516637775.5864148,96164092.43012795,376138049.42331004,454121496.0792656,509289688.98507833,561469213.0537826,750902497.698333,107347716.97451699,2.2507493920025383,1.2403770039504132,374764448.275023,1.9963481462447283,3.4911263959529517,0.7358571288216346
Greece,Sheep,output_value_meatlive_2010usd,20.0,975010876.1544421,119030458.3262637,772771933.9954417,870777213.5904171,969170243.3912437,1087166795.0570683,1145427052.815122,216389581.4666512,0.8145346380784139,0.9076144427317073,372655118.8196802,1.482231694017343,1.7221490808101212,0.38450945162711037
Greece,Turkeys,output_value_meatlive_2010usd,19.0,17185498.317390162,2332060.799816121,14051087.673041208,15357973.427920645,15933594.11968323,19367760.82119098,21864284.416197978,4009787.393270334,1.4790535544274201,0.46947787052287404,7813196.74315677,1.5560563655258788,1.9485314249502943,0.490359970542045
Grenada,Cattle,output_value_meatlive_2010usd,20.0,2721725.3912728224,544259.5002964427,2048336.6845849939,2320431.1734569594,2615675.2611853983,2967101.919549265,3859493.16855695,646670.7460923055,1.9234176199985544,0.8773221612833292,1811156.4839719562,1.8842083909359404,2.8007397812818837,0.6924240599925076
Grenada,Chickens,output_value_meatlive_2010usd,20.0,2980125.0494937617,1045911.721154541,1564694.7912782817,1917411.4741440073,2921559.417413691,3987741.278783139,4386181.606454531,2070329.8046391315,0.7074342386217689,0.6553857376225705,2821486.815176249,2.8032186410432334,1.3628199762443394,0.9657468536696641
Grenada,Goats,output_value_meatlive_2010usd,20.0,653036.500578885,172475.92051133595,385981.94048911263,544389.0993509437,641485.6745549031,801593.0885432024,884713.3853280611,257203.98919225868,0.9456607245362222,0.9933894682900998,498731.44483894843,2.2921108283122282,1.939050192826322,0.7774631057583552
Grenada,Pigs,output_value_meatlive_2010usd,20.0,1342689.1808112657,626209.1529266916,609565.0326736235,733709.2464106076,1353750.2411000084,1974834.4398222764,2110296.5034430544,1241125.1934116688,0.6095648258202001,0.5996052713914624,1500731.470769431,3.4619710618685704,1.2091700972116626,1.108573372847558
Grenada,Sheep,output_value_meatlive_2010usd,20.0,1507935.6948243831,595273.5729205509,773315.0621461072,1048188.2883292659,1292613.5925327963,1883924.6681556741,2545043.0050853165,835736.3798264082,1.4985938661814193,0.6213664295606627,1771727.9429392093,3.291081642742484,2.119960295742082,1.3706555100257132
Guadeloupe,Cattle,output_value_meatlive_2010usd,0.0,,,,,,,,,,,,,,
Guadeloupe,Chickens,output_value_meatlive_2010usd,0.0,,,,,,,,,,,,,,
Guadeloupe,Horses,output_value_meatlive_2010usd,0.0,,,,,,,,,,,,,,
Guadeloupe,Pigs,output_value_meatlive_2010usd,0.0,,,,,,,,,,,,,,
Guadeloupe,Sheep,output_value_meatlive_2010usd,0.0,,,,,,,,,,,,,,
Guadeloupe,Turkeys,output_value_meatlive_2010usd,0.0,,,,,,,,,,,,,,
Guatemala,Cattle,output_value_meatlive_2010usd,20.0,2243936570.860945,722280059.4975281,1548657805.9498,1746020638.7427828,1951801819.7917862,2508939717.7604675,4005691392.996252,762919079.0176847,2.692146034477211,0.5284230332279332,2457033587.046452,2.5865568091328868,3.2205690677051444,1.2588540302255498
Guatemala,Chickens,output_value_meatlive_2010usd,20.0,603555968.9825705,131566792.86868641,418342011.8329332,499945660.2257385,599582095.321605,659040452.1100066,895858659.1608899,159094791.88426805,1.8622643791809879,1.1391955785737669,477516647.3279567,2.141450377493177,3.0014599577547547,0.7964157886866609
Guatemala,Goats,output_value_meatlive_2010usd,20.0,5166598.964696175,2287346.384173829,2190499.9705142872,2706816.1914025694,5204478.068779345,7082140.701214718,10165545.21011987,4375324.509812148,1.1338741001301238,0.6888581844628618,7975045.239605582,4.640741998153597,1.8227322845929856,1.532342942791196
Guatemala,Horses,output_value_meatlive_2010usd,20.0,53249241.05753263,20204828.892435096,34192072.14105086,37652894.94229096,48951870.2373672,59364398.49049975,97275886.77164985,21711503.548208788,2.2257333043279455,0.6798146458877571,63083814.63059899,2.8449836666921637,2.9055479502157024,1.2886905918957972
Guatemala,Pigs,output_value_meatlive_2010usd,20.0,655174900.003131,138614307.9136827,455762866.2483903,516533129.8636944,652381935.2608254,763821278.8042421,880230629.019822,247288148.9405477,0.9213894589577575,0.7951010586427483,424467762.7714317,1.9313346790743087,1.7164905176005056,0.6506430356654916
Guatemala,Sheep,output_value_meatlive_2010usd,20.0,56032329.4359257,20961502.088160556,20617968.164195694,40474873.260951474,59684243.08004281,70634047.1805403,90308000.6376544,30159173.91958882,1.0154043887031339,1.2953363716130502,69690032.4734587,4.3800630556060085,2.3107407603161843,1.1676454098613112
Guinea,Cattle,output_value_meatlive_2010usd,20.0,2292401960.969381,924031482.7080827,1301438538.7721052,1470821551.419732,2175365238.63945,3097511558.3265343,4168778999.9124246,1626690006.9068022,1.2254416962107662,0.537242311784494,2867340461.1403193,3.2032085079066643,1.7626840079952601,1.3180961110391076
Guinea,Chickens,output_value_meatlive_2010usd,20.0,94970791.76779556,40509939.68764472,46648223.27213405,63618999.89001298,76359756.77480626,124885076.7766493,179793596.63294417,61266076.88663632,1.6882726153581975,0.484958969343654,133145373.36081012,3.8542431848705867,2.1732315847018513,1.7436589505316418
Guinea,Pigs,output_value_meatlive_2010usd,20.0,20567613.445146017,12154580.68481952,10020006.373486277,13647425.039539816,16388537.766611269,19231412.7145544,53539008.7579181,5583987.675014583,6.653035993889403,1.1404988269621064,43519002.384431824,5.343211048207166,7.7935348208515105,2.6554536471883448
Guinea,Sheep,output_value_meatlive_2010usd,20.0,150638589.9784291,100561159.9666822,55199834.658852816,81121009.78730956,111508495.72465108,198526325.07785714,384516932.17060417,117405315.29054758,2.325349885312503,0.4796091295053294,329317097.51175135,6.965907317422305,2.8049590148178325,2.9532915440356846
Guinea-Bissau,Cattle,output_value_meatlive_2010usd,20.0,194173413.3999834,42865046.61873166,144516313.6527081,157500622.54974568,184796319.0076049,231983515.40590706,271875845.74846005,74482892.85616139,1.1691211686557332,0.5407953935500873,127359532.09575194,1.881281350711822,1.7099165622058206,0.6891886850327941
Guinea-Bissau,Chickens,output_value_meatlive_2010usd,20.0,10037398.1114652,2304424.1698052185,7352886.102154972,7684239.700386178,9347930.488524169,11689484.21850961,15452623.639198568,4005244.518123433,1.5241748969510145,0.4981080124675958,8099737.537043596,2.1015725559341574,2.0222829094186103,0.8664738732264969
Guinea-Bissau,Pigs,output_value_meatlive_2010usd,20.0,67271750.19637427,22444967.277947076,42364459.18552858,53099521.144827954,61939944.97938307,72019901.44874892,134323532.1791497,18920380.303920962,3.8256940947834024,1.0346243299241595,91959072.99362111,3.170665571131231,4.860318424707562,1.4846489292851328
Guinea-Bissau,Sheep,output_value_meatlive_2010usd,20.0,25155963.342545845,14050261.65503,10714374.668501893,16112007.38059062,19247855.638378415,30745010.556187943,58478316.83627719,14633003.175597323,2.6809576084368874,0.5831667544573046,47763942.167775296,5.4579309241622544,3.264124362894192,2.481520178930399
Guyana,Cattle,output_value_meatlive_2010usd,20.0,75231534.2869331,24557757.775897697,53832209.99013545,58423157.40302175,64371464.28170307,83351337.59120779,128666697.52818637,24928180.188186035,2.5792188904729634,0.4227847444942002,74834487.53805092,2.3901433277913733,3.002003634967164,1.1625413274826164
Guyana,Chickens,output_value_meatlive_2010usd,20.0,133638906.3985848,41911242.0068764,59028523.67543802,99963128.26349406,133436627.22753695,171031839.74352258,195450344.2675394,71068711.48002852,0.8725881720457157,1.046988217494401,136421820.5921014,3.311116932928936,1.9195763895401166,1.0223716188470058
Guyana,Goats,output_value_meatlive_2010usd,20.0,4042731.2911789366,1796433.6907039362,1718286.4673728086,2314086.746239442,4194757.820474874,4931021.653391967,8340258.585617451,2616934.9071525247,1.5841054180645546,0.9463251632027421,6621972.118244642,4.853823122037022,2.530430581267297,1.5786303766864405
Guyana,Pigs,output_value_meatlive_2010usd,20.0,3342553.8544683177,768068.1240418842,2282849.008541203,2783708.412304176,3262153.1966597894,3997796.64007687,4966557.930394634,1214088.227772694,1.4038557451970854,0.8066169869014949,2683708.9218534306,2.1755963323953638,2.21047273209858,0.8226802237863494
Guyana,Sheep,output_value_meatlive_2010usd,20.0,13298047.67060876,5879366.433509543,4327317.296550138,10769109.734915517,11797302.639215397,14678626.613096409,26190015.81525399,3909516.8781808913,3.681455695041164,1.9107182742592643,21862698.518703856,6.052252243239345,5.592173969300429,1.853194682488698
Haiti,Cattle,output_value_meatlive_2010usd,20.0,749625439.9371688,154041673.36247897,511900774.0422679,610022522.1085883,754255134.8611923,880973381.8160324,1021093179.3702769,270950859.7074441,0.9848208077184171,0.894458726134339,509192405.328009,1.9947091919926745,1.8792795338527561,0.6750930577644886
Haiti,Chickens,output_value_meatlive_2010usd,20.0,37459095.66207534,5373266.495871053,24721316.262696207,34519991.98316017,37260013.22984679,41415568.50853422,46539976.35971135,6895576.525374055,1.3457849529646342,1.8183681844456674,21818660.097015142,1.88258488606203,3.1641531374103016,0.585578431290988
Haiti,Horses,output_value_meatlive_2010usd,20.0,273013933.2370944,81074310.0452658,180956398.335228,236401410.99809736,262591367.56107953,281622400.11891854,566490610.62035,45220989.12082118,6.720313928722661,1.8052451043859234,385534212.28512204,3.130536503997535,8.525559033108586,1.468190732490266
Haiti,Pigs,output_value_meatlive_2010usd,20.0,230478896.2396689,59617593.0707119,181237590.096094,201902088.23179233,222512555.85888812,235003968.29185084,469818010.40190995,33101880.060058504,7.4710395329305275,1.2469069940410253,288580420.30581594,2.5922768568750425,8.717946526971552,1.296917466935333
Haiti,Sheep,output_value_meatlive_2010usd,20.0,16886726.247339915,10409379.81593995,8291691.470395319,10513784.227846986,11919179.229332728,17896233.923339706,46904678.887654096,7382449.69549272,4.739009556635572,0.49136640391225894,38612987.41725878,5.656828773130634,5.230375960547831,3.239567647597195
Haiti,Turkeys,output_value_meatlive_2010usd,20.0,1738588.4645916945,114892.81481875805,1532140.4884786052,1646203.2011166462,1750866.8170197695,1832623.5164441948,1926631.8286164533,186420.31532754865,0.9428425828368386,1.1732966343118374,394491.34013784816,1.2574772634130782,2.1161392171486764,0.22531202048213464
Honduras,Cattle,output_value_meatlive_2010usd,20.0,1394592067.0224156,337646067.1149326,967654698.102,1219502960.7334278,1318586822.9215796,1424809908.4726648,2441037458.728262,205306947.73923707,5.467182909135257,1.70930467129297,1473382760.626262,2.5226327774940986,7.176487580428227,1.1173953318915342
Honduras,Chickens,output_value_meatlive_2010usd,20.0,456852660.9048737,127478221.85551605,243183186.5887816,349828598.5394792,464625211.58646846,537523328.8085129,642822462.9559841,187694730.26903373,0.9493993311058612,1.1797988397451606,399639276.3672025,2.6433672161841737,2.129198170851022,0.8601325679306754
Honduras,Goats,output_value_meatlive_2010usd,20.0,1804714.4536649834,718269.9517133939,861746.074719466,1241800.2338317188,1502661.4953747806,2279237.907157965,3084318.613591697,1037437.6733262462,1.5245803761355483,0.6177869159121658,2222572.538872231,3.5791501743663527,2.1423672920477137,1.4790906306665537
Honduras,Horses,output_value_meatlive_2010usd,20.0,60074004.13322957,14329638.911493732,41934652.22797576,46189693.65924053,62568133.92858161,71200848.94051552,84225157.81749365,25011155.28127499,0.8658945836510767,0.8249711566124033,42290505.589517884,2.0084859022940633,1.6908657402634801,0.6759112496113497
Honduras,Pigs,output_value_meatlive_2010usd,20.0,80197670.44893497,20352382.87157653,49956364.62117274,62476603.35858408,79854099.60972391,95106348.7919559,111601434.45155719,32629745.43337182,0.9729568655893938,0.9162723947571314,61645069.83038445,2.2339782988183603,1.889229260346525,0.7719712592298501
Honduras,Sheep,output_value_meatlive_2010usd,20.0,1822547.4155485276,712782.6468237654,721031.2229794146,1290734.2248792294,1992803.5432872428,2303893.1625371543,3121091.4687408577,1013158.9376579248,1.1136336891641392,1.2552545045377859,2400060.245761443,4.328649535929964,2.3688881937019253,1.2043636984920285
Hungary,Cattle,output_value_meatlive_2010usd,20.0,811660998.22731,114897025.74428877,659634316.3155601,725188860.750036,784137312.0713353,867292421.8264178,1035377489.4246548,142103561.0763818,1.7680076097338329,0.8761426864514243,375743173.10909474,1.5696234471363437,2.6441502961852574,0.47918032635961627
Hungary,Chickens,output_value_meatlive_2010usd,20.0,794533580.2253873,159130556.63048762,579852243.7611455,674424556.6376566,741318612.8053755,936336002.6699939,1069681933.9868734,261911446.0323373,1.2537188662650354,0.616492220902382,489829690.2257279,1.844749150315438,1.8702110871674174,0.6607546091039899
Hungary,Pigs,output_value_meatlive_2010usd,20.0,1925243485.0810807,572413789.9104741,1376207006.9369974,1561831499.3052473,1681198449.069272,2065749221.2487173,3456206075.39909,503917721.94347,3.522415563167949,0.6052405558510777,2079999068.4620924,2.5113998533487445,4.127656119019027,1.2372121028386627
Hungary,Sheep,output_value_meatlive_2010usd,20.0,176028914.44613487,36467930.354848914,133183840.64786033,150657387.74513733,161392988.408158,209578701.93742433,242235551.90821633,58921314.192287,1.3720427761714944,0.4787596500009897,109051711.260356,1.8188058756218783,1.850802426172484,0.6756905137946111
Hungary,Turkeys,output_value_meatlive_2010usd,20.0,348576431.31909007,146470106.25943127,213456874.078,222368227.0039699,274411371.4633507,464934632.173337,691915168.9602852,242566405.16936707,1.7211938199167396,0.2512899399353775,478458294.8822852,3.241475225142902,1.972483759852117,1.7435804220897098
Iceland,Cattle,output_value_meatlive_2010usd,20.0,53498613.255667046,3188479.5656375717,46933947.530794024,52066202.52229079,53309462.19345532,55241479.29219691,59515599.42106076,3175276.7699061185,1.9545185120316089,2.0078610857124746,12581651.890266739,1.268071461110569,3.9623795977440834,0.2360116079319847
Iceland,Chickens,output_value_meatlive_2010usd,20.0,21042721.04742614,5236340.53432072,13273413.70860945,17164282.05420223,20156654.692809373,22773653.523482244,31323699.882679217,5609371.469280016,1.9907836824547434,1.2270966581365332,18050286.174069766,2.3598827378040603,3.2178803405912766,0.8955000940959202
Iceland,Horses,output_value_meatlive_2010usd,20.0,42845224.96340317,18162565.131403405,30822396.497249935,34176356.7042477,36202583.16988002,41559559.12485405,97218278.7881539,7383202.420606352,8.264123363051844,0.7287063751109008,66395882.29090397,3.1541440587472813,8.992829738162746,1.8340095230039912
Iceland,Pigs,output_value_meatlive_2010usd,20.0,21347204.10614746,2635232.4975852235,16186188.573984135,20432894.605708245,21607178.669933237,23295844.203848857,25366919.55685413,2862949.5981406122,1.313240334151434,1.8934982646812397,9180730.982869994,1.567195355528359,3.2067385988326738,0.4248926305054875
Iceland,Sheep,output_value_meatlive_2010usd,20.0,70295974.74088977,7480485.21521861,54026302.74737059,67897538.84391402,70834226.92870763,75051085.21667331,82713289.55014414,7153546.3727592975,1.6605837164447517,2.3495932374663293,28686986.802773543,1.5309818615002246,4.010176953911081,0.4049876457555762
India,Buffaloes,output_value_meatlive_2010usd,20.0,81575451512.7421,40736751642.21614,34104156276.6156,41164758947.57913,84581371251.12367,115670727727.28922,162858470335.0432,74505968779.71008,1.0506151435378213,0.6774922305050858,128754314058.42761,4.775326180601375,1.7281073740429072,1.5222538030999007
India,Cattle,output_value_meatlive_2010usd,20.0,58779093097.25842,20443278228.65566,23670310561.846832,41539376481.00452,57644553610.40666,76108201129.49718,89755926837.42256,34568824648.49266,0.9289113400161867,0.9828000631789269,66085616275.57573,3.7919201187878087,1.9117114031951135,1.1464329609041364
India,Chickens,output_value_meatlive_2010usd,20.0,7024857678.081927,3844064553.465969,2615471330.5886974,4202993591.1083794,6276769578.827381,9307875827.34685,17721172809.733177,5104882236.23847,2.241854503452483,0.7172150264795353,15105701479.14448,6.7755178970914,2.959069529932018,2.406604430740711
India,Goats,output_value_meatlive_2010usd,20.0,5024119552.027394,2027788539.8048813,2622259040.7042203,3646204138.719087,4349128605.406259,5522748018.777098,10352820273.063469,1876543880.0580106,3.1993345487192206,0.920239373591762,7730561232.359249,3.948053991753297,4.119573922310983,1.7774965823612672
India,Pigs,output_value_meatlive_2010usd,20.0,1566558128.5757031,400214406.8034385,963056734.9941599,1199152626.7321854,1436255620.2870994,1961504356.7752295,2177096128.787732,762351730.0430441,0.9717830750627446,0.6207094004577409,1214039393.7935722,2.260610460089804,1.5924924755204855,0.8452808654986447
India,Sheep,output_value_meatlive_2010usd,20.0,3843862337.135938,1000694004.1729819,2688563492.1471143,2975418546.43004,3735561288.3160915,4363885677.344486,6241055974.70282,1388467130.9144464,1.8045041402864221,0.7540673976771947,3552492482.5557055,2.3213347919556284,2.558571537963617,0.9509929588538729
Indonesia,Buffaloes,output_value_meatlive_2010usd,20.0,1954089514.8307369,595715158.5509943,1026302986.9069809,1475543637.5923579,1951430919.931139,2155224481.3408422,2994054390.878315,679680843.7484844,1.533989784377384,1.3611210931325017,1967751403.971334,2.91732015698565,2.8951108775098855,1.0083633419320683
Indonesia,Cattle,output_value_meatlive_2010usd,20.0,17954163724.52372,7847225695.386119,2930276440.423783,14201878103.312363,18204207931.079372,22867676058.479492,31061592652.382225,8665797955.16713,1.4836931102964868,1.7625533816592445,28131316211.958443,10.600226048259813,3.246246491955731,1.5453194293573678
Indonesia,Chickens,output_value_meatlive_2010usd,20.0,10967600804.644707,5636638132.583468,3508029893.7297573,6573841358.966924,10428941616.090664,13900810516.075235,21220698255.118973,7326969157.108312,1.4728814067080669,0.9445804361884798,17712668361.389214,6.049178284668779,2.417461842896546,1.6984147589876804
Indonesia,Goats,output_value_meatlive_2010usd,20.0,1771675536.6592872,890144191.9644148,225179373.48402265,1166179523.103284,1892153695.4268043,2384242334.776173,3195422300.2043657,1218062811.6728892,1.0699518877746956,1.3685454526383223,2970242926.720343,14.190563952479836,2.438497340413018,1.56976831950766
Indonesia,Horses,output_value_meatlive_2010usd,20.0,148417737.83236492,42695343.812478155,100156978.2625,117064624.26848498,135011520.54474485,174099780.49509364,274417668.41552126,57035156.226608664,2.444214359944878,0.6111062823035475,174260690.15302128,2.7398756749260533,3.0553206422484256,1.2907097812832102
Indonesia,Pigs,output_value_meatlive_2010usd,20.0,1757723880.6930356,361323500.3766263,920500090.0613286,1615270152.941184,1753338056.8323553,1876836535.513813,2635545069.6580544,261566382.57262897,3.372784392813695,3.184040542900321,1715044979.5967257,2.8631665527403265,6.556824935714016,0.9781599007182841
Indonesia,Sheep,output_value_meatlive_2010usd,20.0,809163380.8165766,555932589.9332649,217222241.3570168,543331981.1065576,759960628.3916804,867979639.1547686,2936520810.2827253,324647658.048211,6.704376661690936,1.6717766895274062,2719298568.925709,13.518508933237598,8.376153351218342,3.578209801053265
Iraq,Buffaloes,output_value_meatlive_2010usd,20.0,283079990.6293568,141055180.7501341,109118165.68410543,183081850.8295998,243434710.20209664,384802393.0558098,587229386.5426375,201720542.22621,1.7043116806369105,0.6658545680854271,478111220.8585321,5.3815914413614045,2.3701662487223376,1.9640223880218632
Iraq,Camels,output_value_meatlive_2010usd,20.0,117987207.07066467,75120067.41980484,12665090.9062516,80193002.63834825,104776378.97882849,164315866.74786553,276602315.8212232,84122864.10951728,2.0425592811331197,1.0949613882934337,263937224.9149716,21.839741843833895,3.137520669426553,2.5190527434461516
Iraq,Cattle,output_value_meatlive_2010usd,20.0,1620808009.2282565,520052534.0455494,1134571004.8640013,1204805661.7184868,1507552510.755899,1961802965.2029638,2787643681.72041,756997303.484477,1.6910115334258393,0.4927118025058408,1653072676.8564086,2.45700239982297,2.18372333593168,1.0965274277759949
Iraq,Chickens,output_value_meatlive_2010usd,20.0,264148689.48300928,77854920.70867828,118451890.7517321,202002099.05986375,261504999.34916946,336028090.24080443,389337142.6858834,134025991.18094069,0.9537862187054092,1.067353483730702,270885251.9341513,3.286879932561906,2.021139702436111,1.0358702610211172
Iraq,Goats,output_value_meatlive_2010usd,20.0,182882810.48032987,74613250.62055181,72235670.68520723,104503466.03675455,204735655.03443396,242736446.14203414,273658868.6956192,138232980.1052796,0.4986018069544089,0.9585265704921752,201423198.01041198,3.788417358069334,1.457128377446584,0.9838208101883139
Iraq,Sheep,output_value_meatlive_2010usd,20.0,1070121323.2343981,242581077.9044481,700224115.8862681,881743000.8516314,1158032069.0745678,1257888865.4059486,1400446530.4975936,376145864.55431724,0.6444692983937353,1.2171021838316396,700222414.6113255,1.9999975703851038,1.861571482225375,0.6046658234351858
