iso3,year,incomegroup,flag
BGR,2006,UM,
BFA,2006,L,
BDI,2006,L,
CPV,2006,LM,
KHM,2006,L,
CMR,2006,LM,
CAN,2006,H,
CYM,2006,H,
CAF,2006,L,
TCD,2006,L,
CHI,2006,H,
CHL,2006,UM,
CHN,2006,LM,
COL,2006,LM,
COM,2006,L,
COD,2006,L,
COG,2006,LM,
CRI,2006,UM,
CIV,2006,L,
HRV,2006,UM,
CUB,2006,LM,
CUW,2006,..,
CYP,2006,H,
CZE,2006,H,
DNK,2006,H,
DJI,2006,LM,
DMA,2006,UM,
DOM,2006,LM,
ECU,2006,LM,
EGY,2006,LM,
SLV,2006,LM,
GNQ,2006,UM,
ERI,2006,L,
EST,2006,H,
SWZ,2006,LM,
ETH,2006,L,
FRO,2006,H,
FJI,2006,LM,
FIN,2006,H,
FRA,2006,H,
PYF,2006,H,
GAB,2006,UM,
GMB,2006,L,
GEO,2006,LM,
DEU,2006,H,
GHA,2006,L,
GIB,2006,..,
GRC,2006,H,
GRL,2006,H,
GRD,2006,UM,
GUM,2006,H,
GTM,2006,LM,
GIN,2006,L,
GNB,2006,L,
GUY,2006,LM,
HTI,2006,L,
HND,2006,LM,
HKG,2006,H,
HUN,2006,UM,
ISL,2006,H,
IND,2006,L,
IDN,2006,LM,
IRN,2006,LM,
IRQ,2006,LM,
IRL,2006,H,
IMN,2006,H,
ISR,2006,H,
ITA,2006,H,
JAM,2006,LM,
JPN,2006,H,
JOR,2006,LM,
KAZ,2006,UM,
KEN,2006,L,
KIR,2006,LM,
PRK,2006,L,
KOR,2006,H,
XKX,2006,..,
KWT,2006,H,
KGZ,2006,L,
LAO,2006,L,
LVA,2006,UM,
LBN,2006,UM,
LSO,2006,LM,
LBR,2006,L,
LBY,2006,UM,
LIE,2006,H,
LTU,2006,UM,
LUX,2006,H,
MAC,2006,H,
MDG,2006,L,
MWI,2006,L,
MYS,2006,UM,
MDV,2006,LM,
MLI,2006,L,
MLT,2006,H,
MHL,2006,LM,
MRT,2006,L,
MUS,2006,UM,
MEX,2006,UM,
FSM,2006,LM,
MDA,2006,LM,
MCO,2006,H,
MNG,2006,L,
MNE,2006,UM,
MAR,2006,LM,
MOZ,2006,L,
MMR,2006,L,
NAM,2006,LM,
NRU,2006,..,
NPL,2006,L,
NLD,2006,H,
NCL,2006,H,
NZL,2006,H,
NIC,2006,LM,
NER,2006,L,
NGA,2006,L,
MKD,2006,LM,
MNP,2006,UM,
NOR,2006,H,
OMN,2006,UM,
PAK,2006,L,
PLW,2006,UM,
PAN,2006,UM,
PNG,2006,L,
PRY,2006,LM,
PER,2006,LM,
PHL,2006,LM,
POL,2006,UM,
PRT,2006,H,
PRI,2006,H,
QAT,2006,H,
ROU,2006,UM,
RUS,2006,UM,
RWA,2006,L,
WSM,2006,LM,
SMR,2006,H,
STP,2006,L,
SAU,2006,H,
SEN,2006,L,
SRB,2006,UM,
SYC,2006,UM,
SLE,2006,L,
SGP,2006,H,
SXM,2006,..,
SVK,2006,UM,
SVN,2006,H,
SLB,2006,L,
SOM,2006,L,
ZAF,2006,UM,
SSD,2006,..,
ESP,2006,H,
LKA,2006,LM,
KNA,2006,UM,
LCA,2006,UM,
MAF,2006,..,
VCT,2006,UM,
SDN,2006,L,
SUR,2006,LM,
SWE,2006,H,
CHE,2006,H,
SYR,2006,LM,
TWN,2006,H,
TJK,2006,L,
TZA,2006,L,
THA,2006,LM,
TLS,2006,L,
TGO,2006,L,
TON,2006,LM,
TTO,2006,H,
TUN,2006,LM,
TUR,2006,UM,
TKM,2006,LM,
TCA,2006,..,
TUV,2006,..,
UGA,2006,L,
UKR,2006,LM,
ARE,2006,H,
GBR,2006,H,
USA,2006,H,
URY,2006,UM,
UZB,2006,L,
VUT,2006,LM,
VEN,2006,UM,
VNM,2006,L,
VIR,2006,H,
PSE,2006,LM,
YEM,2006,L,
ZMB,2006,L,
ZWE,2006,L,
AFG,2007,L,
ALB,2007,LM,
DZA,2007,LM,
ASM,2007,UM,
AND,2007,H,
AGO,2007,LM,
ATG,2007,H,
ARG,2007,UM,
ARM,2007,LM,
ABW,2007,H,
AUS,2007,H,
AUT,2007,H,
AZE,2007,LM,
BHS,2007,H,
BHR,2007,H,
BGD,2007,L,
BRB,2007,H,
BLR,2007,UM,
BEL,2007,H,
BLZ,2007,UM,
BEN,2007,L,
BMU,2007,H,
BTN,2007,LM,
BOL,2007,LM,
BIH,2007,LM,
BWA,2007,UM,
BRA,2007,UM,
VGB,2007,..,
BRN,2007,H,
BGR,2007,UM,
BFA,2007,L,
BDI,2007,L,
CPV,2007,LM,
KHM,2007,L,
CMR,2007,LM,
CAN,2007,H,
CYM,2007,H,
CAF,2007,L,
TCD,2007,L,
CHI,2007,H,
CHL,2007,UM,
CHN,2007,LM,
COL,2007,LM,
COM,2007,L,
COD,2007,L,
COG,2007,LM,
CRI,2007,UM,
CIV,2007,L,
HRV,2007,UM,
CUB,2007,UM,
CUW,2007,..,
CYP,2007,H,
CZE,2007,H,
DNK,2007,H,
DJI,2007,LM,
DMA,2007,UM,
DOM,2007,LM,
ECU,2007,LM,
EGY,2007,LM,
SLV,2007,LM,
GNQ,2007,H,
ERI,2007,L,
EST,2007,H,
SWZ,2007,LM,
ETH,2007,L,
FRO,2007,H,
FJI,2007,UM,
FIN,2007,H,
FRA,2007,H,
PYF,2007,H,
GAB,2007,UM,
GMB,2007,L,
GEO,2007,LM,
DEU,2007,H,
GHA,2007,L,
GIB,2007,..,
GRC,2007,H,
GRL,2007,H,
GRD,2007,UM,
GUM,2007,H,
GTM,2007,LM,
GIN,2007,L,
GNB,2007,L,
GUY,2007,LM,
HTI,2007,L,
HND,2007,LM,
HKG,2007,H,
HUN,2007,H,
ISL,2007,H,
IND,2007,LM,
IDN,2007,LM,
IRN,2007,LM,
IRQ,2007,LM,
IRL,2007,H,
IMN,2007,H,
ISR,2007,H,
ITA,2007,H,
JAM,2007,UM,
JPN,2007,H,
JOR,2007,LM,
KAZ,2007,UM,
KEN,2007,L,
KIR,2007,LM,
PRK,2007,L,
KOR,2007,H,
XKX,2007,..,
KWT,2007,H,
KGZ,2007,L,
LAO,2007,L,
LVA,2007,UM,
LBN,2007,UM,
LSO,2007,LM,
LBR,2007,L,
LBY,2007,UM,
LIE,2007,H,
LTU,2007,UM,
LUX,2007,H,
MAC,2007,H,
MDG,2007,L,
MWI,2007,L,
MYS,2007,UM,
MDV,2007,LM,
MLI,2007,L,
MLT,2007,H,
MHL,2007,LM,
MRT,2007,L,
MUS,2007,UM,
MEX,2007,UM,
FSM,2007,LM,
MDA,2007,LM,
MCO,2007,H,
MNG,2007,LM,
MNE,2007,UM,
MAR,2007,LM,
MOZ,2007,L,
MMR,2007,L,
NAM,2007,LM,
NRU,2007,..,
NPL,2007,L,
NLD,2007,H,
NCL,2007,H,
NZL,2007,H,
NIC,2007,LM,
NER,2007,L,
NGA,2007,L,
MKD,2007,LM,
MNP,2007,H,
NOR,2007,H,
OMN,2007,H,
PAK,2007,L,
PLW,2007,UM,
PAN,2007,UM,
PNG,2007,L,
PRY,2007,LM,
PER,2007,LM,
PHL,2007,LM,
POL,2007,UM,
PRT,2007,H,
PRI,2007,H,
QAT,2007,H,
ROU,2007,UM,
RUS,2007,UM,
RWA,2007,L,
WSM,2007,LM,
SMR,2007,H,
STP,2007,L,
SAU,2007,H,
SEN,2007,L,
SRB,2007,UM,
SYC,2007,UM,
SLE,2007,L,
SGP,2007,H,
SXM,2007,..,
SVK,2007,H,
SVN,2007,H,
SLB,2007,L,
SOM,2007,L,
ZAF,2007,UM,
SSD,2007,..,
ESP,2007,H,
LKA,2007,LM,
KNA,2007,UM,
LCA,2007,UM,
MAF,2007,..,
VCT,2007,UM,
SDN,2007,LM,
SUR,2007,UM,
SWE,2007,H,
CHE,2007,H,
SYR,2007,LM,
TWN,2007,H,
TJK,2007,L,
TZA,2007,L,
THA,2007,LM,
TLS,2007,LM,
TGO,2007,L,
TON,2007,LM,
TTO,2007,H,
TUN,2007,LM,
TUR,2007,UM,
TKM,2007,LM,
TCA,2007,..,
TUV,2007,..,
UGA,2007,L,
UKR,2007,LM,
ARE,2007,H,
GBR,2007,H,
USA,2007,H,
URY,2007,UM,
UZB,2007,L,
VUT,2007,LM,
VEN,2007,UM,
VNM,2007,L,
VIR,2007,H,
PSE,2007,LM,
YEM,2007,L,
ZMB,2007,L,
ZWE,2007,L,
AFG,2008,L,
ALB,2008,LM,
DZA,2008,UM,
ASM,2008,UM,
AND,2008,H,
AGO,2008,LM,
ATG,2008,H,
ARG,2008,UM,
ARM,2008,LM,
ABW,2008,H,
AUS,2008,H,
AUT,2008,H,
AZE,2008,LM,
BHS,2008,H,
BHR,2008,H,
BGD,2008,L,
BRB,2008,H,
BLR,2008,UM,
BEL,2008,H,
BLZ,2008,LM,
BEN,2008,L,
BMU,2008,H,
BTN,2008,LM,
BOL,2008,LM,
BIH,2008,UM,
BWA,2008,UM,
BRA,2008,UM,
VGB,2008,..,
BRN,2008,H,
BGR,2008,UM,
BFA,2008,L,
BDI,2008,L,
CPV,2008,LM,
KHM,2008,L,
CMR,2008,LM,
CAN,2008,H,
CYM,2008,H,
CAF,2008,L,
TCD,2008,L,
CHI,2008,H,
CHL,2008,UM,
CHN,2008,LM,
COL,2008,UM,
COM,2008,L,
COD,2008,L,
COG,2008,LM,
CRI,2008,UM,
CIV,2008,LM,
HRV,2008,H,
CUB,2008,UM,
CUW,2008,..,
CYP,2008,H,
CZE,2008,H,
DNK,2008,H,
DJI,2008,LM,
DMA,2008,UM,
DOM,2008,UM,
ECU,2008,LM,
EGY,2008,LM,
SLV,2008,LM,
GNQ,2008,H,
ERI,2008,L,
EST,2008,H,
SWZ,2008,LM,
ETH,2008,L,
FRO,2008,H,
FJI,2008,UM,
FIN,2008,H,
FRA,2008,H,
PYF,2008,H,
GAB,2008,UM,
GMB,2008,L,
GEO,2008,LM,
DEU,2008,H,
GHA,2008,L,
GIB,2008,..,
GRC,2008,H,
GRL,2008,H,
GRD,2008,UM,
GUM,2008,H,
GTM,2008,LM,
GIN,2008,L,
GNB,2008,L,
GUY,2008,LM,
HTI,2008,L,
HND,2008,LM,
HKG,2008,H,
HUN,2008,H,
ISL,2008,H,
IND,2008,LM,
IDN,2008,LM,
IRN,2008,LM,
IRQ,2008,LM,
IRL,2008,H,
IMN,2008,H,
ISR,2008,H,
ITA,2008,H,
JAM,2008,UM,
JPN,2008,H,
JOR,2008,LM,
KAZ,2008,UM,
KEN,2008,L,
KIR,2008,LM,
PRK,2008,L,
KOR,2008,H,
XKX,2008,LM,
KWT,2008,H,
KGZ,2008,L,
LAO,2008,L,
LVA,2008,UM,
LBN,2008,UM,
LSO,2008,LM,
LBR,2008,L,
LBY,2008,UM,
LIE,2008,H,
LTU,2008,UM,
LUX,2008,H,
MAC,2008,H,
MDG,2008,L,
MWI,2008,L,
MYS,2008,UM,
MDV,2008,LM,
MLI,2008,L,
MLT,2008,H,
MHL,2008,LM,
MRT,2008,L,
MUS,2008,UM,
MEX,2008,UM,
FSM,2008,LM,
MDA,2008,LM,
MCO,2008,H,
MNG,2008,LM,
MNE,2008,UM,
MAR,2008,LM,
MOZ,2008,L,
MMR,2008,L,
NAM,2008,UM,
NRU,2008,..,
NPL,2008,L,
NLD,2008,H,
NCL,2008,H,
NZL,2008,H,
NIC,2008,LM,
NER,2008,L,
NGA,2008,LM,
MKD,2008,UM,
MNP,2008,H,
NOR,2008,H,
OMN,2008,H,
PAK,2008,LM,
PLW,2008,UM,
PAN,2008,UM,
PNG,2008,LM,
PRY,2008,LM,
PER,2008,UM,
PHL,2008,LM,
POL,2008,UM,
PRT,2008,H,
PRI,2008,H,
QAT,2008,H,
ROU,2008,UM,
RUS,2008,UM,
RWA,2008,L,
WSM,2008,LM,
SMR,2008,H,
STP,2008,LM,
SAU,2008,H,
SEN,2008,L,
SRB,2008,UM,
SYC,2008,UM,
SLE,2008,L,
SGP,2008,H,
SXM,2008,..,
SVK,2008,H,
SVN,2008,H,
SLB,2008,LM,
SOM,2008,L,
ZAF,2008,UM,
SSD,2008,..,
ESP,2008,H,
LKA,2008,LM,
KNA,2008,UM,
LCA,2008,UM,
MAF,2008,..,
VCT,2008,UM,
SDN,2008,LM,
SUR,2008,UM,
SWE,2008,H,
CHE,2008,H,
SYR,2008,LM,
TWN,2008,H,
TJK,2008,L,
TZA,2008,L,
THA,2008,LM,
TLS,2008,LM,
TGO,2008,L,
TON,2008,LM,
TTO,2008,H,
TUN,2008,LM,
TUR,2008,UM,
TKM,2008,LM,
TCA,2008,..,
TUV,2008,..,
UGA,2008,L,
UKR,2008,LM,
ARE,2008,H,
GBR,2008,H,
USA,2008,H,
URY,2008,UM,
UZB,2008,L,
VUT,2008,LM,
VEN,2008,UM,
VNM,2008,L,
VIR,2008,H,
PSE,2008,LM,
YEM,2008,L,
ZMB,2008,L,
ZWE,2008,L,
AFG,2009,L,
ALB,2009,UM,
DZA,2009,UM,
ASM,2009,UM,
AND,2009,H,
AGO,2009,LM,
ATG,2009,UM,
ARG,2009,UM,
ARM,2009,LM,
ABW,2009,H,
AUS,2009,H,
AUT,2009,H,
AZE,2009,UM,
BHS,2009,H,
BHR,2009,H,
BGD,2009,L,
BRB,2009,H,
BLR,2009,UM,
BEL,2009,H,
BLZ,2009,LM,
BEN,2009,L,
BMU,2009,H,
BTN,2009,LM,
BOL,2009,LM,
BIH,2009,UM,
BWA,2009,UM,
BRA,2009,UM,
VGB,2009,..,
BRN,2009,H,
BGR,2009,UM,
BFA,2009,L,
BDI,2009,L,
CPV,2009,LM,
KHM,2009,L,
CMR,2009,LM,
CAN,2009,H,
CYM,2009,H,
CAF,2009,L,
TCD,2009,L,
CHI,2009,H,
CHL,2009,UM,
CHN,2009,LM,
COL,2009,UM,
COM,2009,L,
COD,2009,L,
COG,2009,LM,
CRI,2009,UM,
CIV,2009,LM,
HRV,2009,H,
CUB,2009,UM,
CUW,2009,..,
CYP,2009,H,
CZE,2009,H,
DNK,2009,H,
DJI,2009,LM,
DMA,2009,UM,
DOM,2009,UM,
ECU,2009,LM,
EGY,2009,LM,
SLV,2009,LM,
GNQ,2009,H,
ERI,2009,L,
EST,2009,H,
SWZ,2009,LM,
ETH,2009,L,
FRO,2009,H,
FJI,2009,UM,
FIN,2009,H,
FRA,2009,H,
PYF,2009,H,
GAB,2009,UM,
GMB,2009,L,
GEO,2009,LM,
DEU,2009,H,
GHA,2009,L,
GIB,2009,H,
GRC,2009,H,
GRL,2009,H,
GRD,2009,UM,
GUM,2009,H,
GTM,2009,LM,
GIN,2009,L,
GNB,2009,L,
GUY,2009,LM,
HTI,2009,L,
HND,2009,LM,
HKG,2009,H,
HUN,2009,H,
ISL,2009,H,
IND,2009,LM,
IDN,2009,LM,
IRN,2009,UM,
IRQ,2009,LM,
IRL,2009,H,
IMN,2009,H,
ISR,2009,H,
ITA,2009,H,
JAM,2009,UM,
JPN,2009,H,
JOR,2009,LM,
KAZ,2009,UM,
KEN,2009,L,
KIR,2009,LM,
PRK,2009,L,
KOR,2009,H,
XKX,2009,LM,
KWT,2009,H,
KGZ,2009,L,
LAO,2009,L,
LVA,2009,H,
LBN,2009,UM,
LSO,2009,LM,
LBR,2009,L,
LBY,2009,UM,
LIE,2009,H,
LTU,2009,UM,
LUX,2009,H,
MAC,2009,H,
MDG,2009,L,
MWI,2009,L,
MYS,2009,UM,
MDV,2009,LM,
MLI,2009,L,
MLT,2009,H,
MHL,2009,LM,
MRT,2009,L,
MUS,2009,UM,
MEX,2009,UM,
FSM,2009,LM,
MDA,2009,LM,
MCO,2009,H,
MNG,2009,LM,
MNE,2009,UM,
MAR,2009,LM,
MOZ,2009,L,
MMR,2009,L,
NAM,2009,UM,
NRU,2009,..,
NPL,2009,L,
NLD,2009,H,
NCL,2009,H,
NZL,2009,H,
NIC,2009,LM,
NER,2009,L,
NGA,2009,LM,
MKD,2009,UM,
MNP,2009,H,
NOR,2009,H,
OMN,2009,H,
PAK,2009,LM,
PLW,2009,UM,
PAN,2009,UM,
PNG,2009,LM,
PRY,2009,LM,
PER,2009,UM,
PHL,2009,LM,
POL,2009,H,
PRT,2009,H,
PRI,2009,H,
QAT,2009,H,
ROU,2009,UM,
RUS,2009,UM,
RWA,2009,L,
WSM,2009,LM,
SMR,2009,H,
STP,2009,LM,
SAU,2009,H,
SEN,2009,LM,
SRB,2009,UM,
SYC,2009,UM,
SLE,2009,L,
SGP,2009,H,
SXM,2009,..,
SVK,2009,H,
SVN,2009,H,
SLB,2009,L,
SOM,2009,L,
ZAF,2009,UM,
SSD,2009,..,
ESP,2009,H,
LKA,2009,LM,
KNA,2009,UM,
LCA,2009,UM,
MAF,2009,..,
VCT,2009,UM,
SDN,2009,LM,
SUR,2009,UM,
SWE,2009,H,
CHE,2009,H,
SYR,2009,LM,
TWN,2009,H,
TJK,2009,L,
TZA,2009,L,
THA,2009,LM,
TLS,2009,LM,
TGO,2009,L,
TON,2009,LM,
TTO,2009,H,
TUN,2009,LM,
TUR,2009,UM,
TKM,2009,LM,
TCA,2009,H,
TUV,2009,LM,
UGA,2009,L,
UKR,2009,LM,
ARE,2009,H,
GBR,2009,H,
USA,2009,H,
URY,2009,UM,
UZB,2009,LM,
VUT,2009,LM,
VEN,2009,UM,
VNM,2009,LM,
VIR,2009,H,
PSE,2009,LM,
YEM,2009,LM,
ZMB,2009,L,
ZWE,2009,L,
AFG,2010,L,
ALB,2010,UM,
DZA,2010,UM,
ASM,2010,UM,
AND,2010,H,
AGO,2010,LM,
ATG,2010,UM,
ARG,2010,UM,
ARM,2010,LM,
ABW,2010,H,
AUS,2010,H,
AUT,2010,H,
AZE,2010,UM,
BHS,2010,H,
BHR,2010,H,
BGD,2010,L,
BRB,2010,H,
BLR,2010,UM,
BEL,2010,H,
BLZ,2010,LM,
BEN,2010,L,
BMU,2010,H,
BTN,2010,LM,
BOL,2010,LM,
BIH,2010,UM,
BWA,2010,UM,
BRA,2010,UM,
VGB,2010,..,
BRN,2010,H,
BGR,2010,UM,
BFA,2010,L,
BDI,2010,L,
CPV,2010,LM,
KHM,2010,L,
CMR,2010,LM,
CAN,2010,H,
CYM,2010,H,
CAF,2010,L,
TCD,2010,L,
CHI,2010,H,
CHL,2010,UM,
CHN,2010,UM,
COL,2010,UM,
COM,2010,L,
COD,2010,L,
COG,2010,LM,
CRI,2010,UM,
CIV,2010,LM,
HRV,2010,H,
CUB,2010,UM,
CUW,2010,H,
CYP,2010,H,
CZE,2010,H,
DNK,2010,H,
DJI,2010,LM,
DMA,2010,UM,
DOM,2010,UM,
ECU,2010,UM,
EGY,2010,LM,
SLV,2010,LM,
GNQ,2010,H,
ERI,2010,L,
EST,2010,H,
SWZ,2010,LM,
ETH,2010,L,
FRO,2010,H,
FJI,2010,LM,
FIN,2010,H,
FRA,2010,H,
PYF,2010,H,
GAB,2010,UM,
GMB,2010,L,
GEO,2010,LM,
DEU,2010,H,
GHA,2010,LM,
GIB,2010,H,
GRC,2010,H,
GRL,2010,H,
GRD,2010,UM,
GUM,2010,H,
GTM,2010,LM,
GIN,2010,L,
GNB,2010,L,
GUY,2010,LM,
HTI,2010,L,
HND,2010,LM,
HKG,2010,H,
HUN,2010,H,
ISL,2010,H,
IND,2010,LM,
IDN,2010,LM,
IRN,2010,UM,
IRQ,2010,LM,
IRL,2010,H,
IMN,2010,H,
ISR,2010,H,
ITA,2010,H,
JAM,2010,UM,
JPN,2010,H,
JOR,2010,UM,
KAZ,2010,UM,
KEN,2010,L,
KIR,2010,LM,
PRK,2010,L,
KOR,2010,H,
XKX,2010,LM,
KWT,2010,H,
KGZ,2010,L,
LAO,2010,LM,
LVA,2010,UM,
LBN,2010,UM,
LSO,2010,LM,
LBR,2010,L,
LBY,2010,UM,
LIE,2010,H,
LTU,2010,UM,
LUX,2010,H,
MAC,2010,H,
MDG,2010,L,
MWI,2010,L,
MYS,2010,UM,
MDV,2010,UM,
MLI,2010,L,
MLT,2010,H,
MHL,2010,LM,
MRT,2010,LM,
MUS,2010,UM,
MEX,2010,UM,
FSM,2010,LM,
MDA,2010,LM,
MCO,2010,H,
MNG,2010,LM,
MNE,2010,UM,
MAR,2010,LM,
MOZ,2010,L,
MMR,2010,L,
NAM,2010,UM,
NRU,2010,..,
NPL,2010,L,
NLD,2010,H,
NCL,2010,H,
NZL,2010,H,
NIC,2010,LM,
NER,2010,L,
NGA,2010,LM,
MKD,2010,UM,
MNP,2010,H,
NOR,2010,H,
OMN,2010,H,
PAK,2010,LM,
PLW,2010,UM,
PAN,2010,UM,
PNG,2010,LM,
PRY,2010,LM,
PER,2010,UM,
PHL,2010,LM,
POL,2010,H,
PRT,2010,H,
PRI,2010,H,
QAT,2010,H,
ROU,2010,UM,
RUS,2010,UM,
RWA,2010,L,
WSM,2010,LM,
SMR,2010,H,
STP,2010,LM,
SAU,2010,H,
SEN,2010,LM,
SRB,2010,UM,
SYC,2010,UM,
SLE,2010,L,
SGP,2010,H,
SXM,2010,H,
SVK,2010,H,
SVN,2010,H,
SLB,2010,LM,
SOM,2010,L,
ZAF,2010,UM,
SSD,2010,..,
ESP,2010,H,
LKA,2010,LM,
KNA,2010,UM,
LCA,2010,UM,
MAF,2010,H,
VCT,2010,UM,
SDN,2010,LM,
SUR,2010,UM,
SWE,2010,H,
CHE,2010,H,
SYR,2010,LM,
TWN,2010,H,
TJK,2010,L,
TZA,2010,L,
THA,2010,UM,
TLS,2010,LM,
TGO,2010,L,
TON,2010,LM,
TTO,2010,H,
TUN,2010,UM,
TUR,2010,UM,
TKM,2010,LM,
TCA,2010,H,
TUV,2010,LM,
UGA,2010,L,
UKR,2010,LM,
ARE,2010,H,
GBR,2010,H,
USA,2010,H,
URY,2010,UM,
UZB,2010,LM,
VUT,2010,LM,
VEN,2010,UM,
VNM,2010,LM,
VIR,2010,H,
PSE,2010,LM,
YEM,2010,LM,
ZMB,2010,LM,
ZWE,2010,L,
AFG,2011,L,
ALB,2011,LM,
DZA,2011,UM,
ASM,2011,UM,
AND,2011,H,
AGO,2011,UM,
ATG,2011,UM,
ARG,2011,UM,
ARM,2011,LM,
ABW,2011,H,
AUS,2011,H,
AUT,2011,H,
AZE,2011,UM,
BHS,2011,H,
BHR,2011,H,
BGD,2011,L,
BRB,2011,H,
BLR,2011,UM,
BEL,2011,H,
BLZ,2011,LM,
BEN,2011,L,
BMU,2011,H,
BTN,2011,LM,
BOL,2011,LM,
BIH,2011,UM,
BWA,2011,UM,
BRA,2011,UM,
VGB,2011,..,
BRN,2011,H,
BGR,2011,UM,
BFA,2011,L,
BDI,2011,L,
CPV,2011,LM,
KHM,2011,L,
CMR,2011,LM,
CAN,2011,H,
CYM,2011,H,
CAF,2011,L,
TCD,2011,L,
CHI,2011,H,
CHL,2011,UM,
CHN,2011,UM,
COL,2011,UM,
COM,2011,L,
COD,2011,L,
COG,2011,LM,
CRI,2011,UM,
CIV,2011,LM,
HRV,2011,H,
CUB,2011,UM,
CUW,2011,H,
CYP,2011,H,
CZE,2011,H,
DNK,2011,H,
DJI,2011,LM,
DMA,2011,UM,
DOM,2011,UM,
ECU,2011,UM,
EGY,2011,LM,
SLV,2011,LM,
GNQ,2011,H,
ERI,2011,L,
EST,2011,H,
SWZ,2011,LM,
ETH,2011,L,
FRO,2011,H,
FJI,2011,LM,
FIN,2011,H,
FRA,2011,H,
PYF,2011,H,
GAB,2011,UM,
GMB,2011,L,
GEO,2011,LM,
DEU,2011,H,
GHA,2011,LM,
GIB,2011,..,
GRC,2011,H,
GRL,2011,H,
GRD,2011,UM,
GUM,2011,H,
GTM,2011,LM,
GIN,2011,L,
GNB,2011,L,
GUY,2011,LM,
HTI,2011,L,
HND,2011,LM,
HKG,2011,H,
HUN,2011,H,
ISL,2011,H,
IND,2011,LM,
IDN,2011,LM,
IRN,2011,UM,
IRQ,2011,LM,
IRL,2011,H,
IMN,2011,H,
ISR,2011,H,
ITA,2011,H,
JAM,2011,UM,
JPN,2011,H,
JOR,2011,UM,
KAZ,2011,UM,
KEN,2011,L,
KIR,2011,LM,
PRK,2011,L,
KOR,2011,H,
XKX,2011,LM,
KWT,2011,H,
KGZ,2011,L,
LAO,2011,LM,
LVA,2011,UM,
LBN,2011,UM,
LSO,2011,LM,
LBR,2011,L,
LBY,2011,UM,
LIE,2011,H,
LTU,2011,UM,
LUX,2011,H,
MAC,2011,H,
MDG,2011,L,
MWI,2011,L,
MYS,2011,UM,
MDV,2011,UM,
MLI,2011,L,
MLT,2011,H,
MHL,2011,LM,
MRT,2011,L,
MUS,2011,UM,
MEX,2011,UM,
FSM,2011,LM,
MDA,2011,LM,
MCO,2011,H,
MNG,2011,LM,
MNE,2011,UM,
MAR,2011,LM,
MOZ,2011,L,
MMR,2011,L,
NAM,2011,UM,
NRU,2011,..,
NPL,2011,L,
NLD,2011,H,
NCL,2011,H,
NZL,2011,H,
NIC,2011,LM,
NER,2011,L,
NGA,2011,LM,
MKD,2011,UM,
MNP,2011,H,
NOR,2011,H,
OMN,2011,H,
PAK,2011,LM,
PLW,2011,UM,
PAN,2011,UM,
PNG,2011,LM,
PRY,2011,LM,
PER,2011,UM,
PHL,2011,LM,
POL,2011,H,
PRT,2011,H,
PRI,2011,H,
QAT,2011,H,
ROU,2011,UM,
RUS,2011,UM,
RWA,2011,L,
WSM,2011,LM,
SMR,2011,H,
STP,2011,LM,
SAU,2011,H,
SEN,2011,LM,
SRB,2011,UM,
SYC,2011,UM,
SLE,2011,L,
SGP,2011,H,
SXM,2011,H,
SVK,2011,H,
SVN,2011,H,
SLB,2011,LM,
SOM,2011,L,
ZAF,2011,UM,
SSD,2011,LM,
ESP,2011,H,
LKA,2011,LM,
KNA,2011,H,
LCA,2011,UM,
MAF,2011,H,
VCT,2011,UM,
SDN,2011,LM,
SUR,2011,UM,
SWE,2011,H,
CHE,2011,H,
SYR,2011,LM,
TWN,2011,H,
TJK,2011,L,
TZA,2011,L,
THA,2011,UM,
TLS,2011,LM,
TGO,2011,L,
TON,2011,LM,
TTO,2011,H,
TUN,2011,UM,
TUR,2011,UM,
TKM,2011,UM,
TCA,2011,H,
TUV,2011,UM,
UGA,2011,L,
UKR,2011,LM,
ARE,2011,H,
GBR,2011,H,
USA,2011,H,
URY,2011,UM,
UZB,2011,LM,
VUT,2011,LM,
VEN,2011,UM,
VNM,2011,LM,
VIR,2011,H,
PSE,2011,LM,
YEM,2011,LM,
ZMB,2011,LM,
ZWE,2011,L,
AFG,2012,L,
ALB,2012,UM,
DZA,2012,UM,
ASM,2012,UM,
AND,2012,H,
AGO,2012,UM,
ATG,2012,H,
ARG,2012,UM,
ARM,2012,LM,
ABW,2012,H,
AUS,2012,H,
AUT,2012,H,
AZE,2012,UM,
BHS,2012,H,
BHR,2012,H,
BGD,2012,L,
BRB,2012,H,
BLR,2012,UM,
BEL,2012,H,
BLZ,2012,UM,
BEN,2012,L,
BMU,2012,H,
BTN,2012,LM,
BOL,2012,LM,
BIH,2012,UM,
BWA,2012,UM,
BRA,2012,UM,
VGB,2012,..,
BRN,2012,H,
BGR,2012,UM,
BFA,2012,L,
BDI,2012,L,
CPV,2012,LM,
KHM,2012,L,
CMR,2012,LM,
CAN,2012,H,
CYM,2012,H,
CAF,2012,L,
TCD,2012,L,
CHI,2012,H,
CHL,2012,H,
CHN,2012,UM,
COL,2012,UM,
COM,2012,L,
COD,2012,L,
COG,2012,LM,
CRI,2012,UM,
CIV,2012,LM,
HRV,2012,H,
CUB,2012,UM,
CUW,2012,H,
CYP,2012,H,
CZE,2012,H,
DNK,2012,H,
DJI,2012,LM,
DMA,2012,UM,
DOM,2012,UM,
ECU,2012,UM,
EGY,2012,LM,
SLV,2012,LM,
GNQ,2012,H,
