region,species,production_system,agesex_scenario,year,ahle_total_mean,ahle_dueto_mortality_mean,ahle_dueto_healthcost_mean,ahle_dueto_productionloss_mean,ahle_when_mort_imp25_mean,ahle_when_mort_imp50_mean,ahle_when_mort_imp75_mean,ahle_when_mort_imp100_mean,ahle_when_repro_imp25_mean,ahle_when_repro_imp50_mean,ahle_when_repro_imp75_mean,ahle_when_repro_imp100_mean,ahle_when_all_growth_imp25_mean,ahle_when_all_growth_imp50_mean,ahle_when_all_growth_imp75_mean,ahle_when_all_growth_imp100_mean,ahle_total_stdev,ahle_dueto_mortality_stdev,ahle_dueto_healthcost_stdev,ahle_dueto_productionloss_stdev,ahle_total_mean_usd,ahle_dueto_mortality_mean_usd,ahle_dueto_healthcost_mean_usd,ahle_dueto_productionloss_mean_usd,ahle_when_mort_imp25_mean_usd,ahle_when_mort_imp50_mean_usd,ahle_when_mort_imp75_mean_usd,ahle_when_mort_imp100_mean_usd,ahle_when_repro_imp25_mean_usd,ahle_when_repro_imp50_mean_usd,ahle_when_repro_imp75_mean_usd,ahle_when_repro_imp100_mean_usd,ahle_when_all_growth_imp25_mean_usd,ahle_when_all_growth_imp50_mean_usd,ahle_when_all_growth_imp75_mean_usd,ahle_when_all_growth_imp100_mean_usd,ahle_total_stdev_usd,ahle_dueto_mortality_stdev_usd,ahle_dueto_healthcost_stdev_usd,ahle_dueto_productionloss_stdev_usd
National,Goat,Pastoral,Overall,2021,46040685782.59341,47469375707.2029,72587281.54805714,-1501277206.1575541,40719004035.992805,44872184464.8839,50151807559.59761,47469375707.2029,43710788996.41941,55124262980.54201,67682414482.95001,78815847516.0614,32062689816.037014,33980487397.98911,36237763933.521,36227239115.03091,5476938411.100414,4794318472.338708,1170282.5285761706,7278897261.450836,1318191306.1077492,1359096140.7280881,2078247.1382478748,-42983081.75858683,1165826186.1491456,1284735933.929899,1435896872.2321799,1359096140.7280881,1251484009.3883746,1578263289.988176,1937815843.3412538,2256577268.8482738,917987172.595689,972895653.1370342,1037523758.7797202,1037222422.6028979,156810274.97487208,137266177.11107177,33506.370042866154,208402175.706157
National,Poultry hybrid,Overall,Adult Combined,2017,27100935053.882202,1822627156.978448,830341.1705750792,25277477555.73318,,,,1822627156.978448,,,,,,,,,7044836977.997625,1046304901.6994953,5725.479814664289,7122112186.277039,1135540787.6573257,76368858.61414067,34791.65073029696,1059137137.3924547,,,,76368858.61414067,,,,,,,,,295181687.089683,43840623.5741806,239.90005678895074,298419551.41803646
National,Poultry hybrid,Overall,Adult Combined,2018,28455981806.576317,1913758514.8273706,871858.2291038332,26541351433.519844,,,,1913758514.8273706,,,,,,,,,7397078826.897507,1098620146.78447,6011.753805397504,7478217795.59089,1037426838.1425612,69770372.30698998,31785.553282815585,967624680.2822886,,,,69770372.30698998,,,,,,,,,269677150.87258327,40052669.16971848,219.17201045523927,272635254.52593434
National,Poultry hybrid,Overall,Adult Combined,2019,29878780896.905132,2009446440.5687385,915451.1405590249,27868419005.195835,,,,2009446440.5687385,,,,,,,,,7766932768.242382,1153551154.1236935,6312.341495667378,7852128685.370434,1027830679.5519443,69124999.03056403,31491.538130153334,958674188.9832501,,,,69124999.03056403,,,,,,,,,267182647.53712648,39682183.511165164,217.14467773776443,270113388.8447762
National,Poultry hybrid,Overall,Adult Combined,2020,31372719941.750385,2109918762.5971756,961223.6975869761,29261839955.455624,,,,2109918762.5971756,,,,,,,,,8155279406.654501,1211228711.8298783,6627.958570450748,8244735119.638956,898232638.6589954,60409103.864841506,27520.80469363772,837796013.9894602,,,,60409103.864841506,,,,,,,,,233493881.11842287,34678700.59932669,189.76514394391768,236055088.47520727
National,Poultry hybrid,Overall,Adult Combined,2021,32941355938.837914,2215414700.727035,1009284.882466325,30724931953.228413,,,,2215414700.727035,,,,,,,,,8563043376.987227,1271790147.4213724,6959.356498973286,8656971875.620905,943144270.5919454,63429559.0580836,28896.84492831961,879685814.6889335,,,,63429559.0580836,,,,,,,,,245168575.17434403,36412635.62929303,199.25340114111359,247857842.89896768
National,Poultry hybrid,Overall,Adult Female,2017,,,658683.5917296746,,,,,,,,,,,,,,,,4096.50198672869,,,,27599.1246457943,,,,,,,,,,,,,,,,171.6451880129256,
National,Poultry hybrid,Overall,Adult Female,2018,,,691617.7713161585,,,,,,,,,,,,,,,,4301.327086065125,,,,25214.481882115517,,,,,,,,,,,,,,,,156.81455621686672,
National,Poultry hybrid,Overall,Adult Female,2019,,,726198.6598819664,,,,,,,,,,,,,,,,4516.393440368381,,,,24981.24888868898,,,,,,,,,,,,,,,,155.36402756708884,
National,Poultry hybrid,Overall,Adult Female,2020,,,762508.5928760647,,,,,,,,,,,,,,,,4742.2131123868,,,,21831.390668418146,,,,,,,,,,,,,,,,135.7743480619878,
National,Poultry hybrid,Overall,Adult Female,2021,,,800634.022519868,,,,,,,,,,,,,,,,4979.32376800614,,,,22922.960201839054,,,,,,,,,,,,,,,,142.5630654650872,
National,Poultry hybrid,Overall,Adult Male,2017,,,171657.57884540453,,,,,,,,,,,,,,,,3999.9738225213564,,,,7192.526084502656,,,,,,,,,,,,,,,,167.6006165840365,
National,Poultry hybrid,Overall,Adult Male,2018,,,180240.45778767476,,,,,,,,,,,,,,,,4199.972513647424,,,,6571.071400700072,,,,,,,,,,,,,,,,153.11944724788765,
National,Poultry hybrid,Overall,Adult Male,2019,,,189252.48067705848,,,,,,,,,,,,,,,,4409.971139329796,,,,6510.289241464357,,,,,,,,,,,,,,,,151.7030982148039,
National,Poultry hybrid,Overall,Adult Male,2020,,,198715.10471091143,,,,,,,,,,,,,,,,4630.469696296285,,,,5689.414025219577,,,,,,,,,,,,,,,,132.57502126870648,
National,Poultry hybrid,Overall,Adult Male,2021,,,208650.859946457,,,,,,,,,,,,,,,,4861.9931811111,,,,5973.884726480555,,,,,,,,,,,,,,,,139.20377233214182,
National,Poultry hybrid,Overall,Juvenile Combined,2017,223145308.22185993,395929114.6291485,733082.7156742138,-173516889.12296277,,,,395929114.6291485,,,,,,,,,1119707175.01231,954991971.8030434,9165.960015836166,1471650034.5076365,9349884.000551833,16589599.502325905,30716.479808523083,-7270431.981582595,,,,16589599.502325905,,,,,,,,,46916210.26843129,40014572.696904264,384.05765097493065,61662766.83879012
National,Poultry hybrid,Overall,Juvenile Combined,2018,234302573.6329522,415725570.36060476,769736.8514579246,-182192733.57911047,,,,415725570.36060476,,,,,,,,,1175692533.7629256,1002741570.3931955,9624.258016627975,1545232536.2330184,8542027.464908035,15156210.98318748,28062.488704053685,-6642246.006983498,,,,15156210.98318748,,,,,,,,,42862516.43749684,36557199.955993354,350.87397902929143,56334928.633133814
National,Poultry hybrid,Overall,Juvenile Combined,2019,246017702.31460047,436511848.8786359,808223.6940308209,-191302370.25806624,,,,436511848.8786359,,,,,,,,,1234477160.4510717,1052878648.9128553,10105.470917459374,1622494163.044669,8463014.03743068,15016016.611035042,27802.91175640729,-6580805.48536077,,,,15016016.611035042,,,,,,,,,42466039.79914075,36219047.25403057,347.62840813764734,55813832.69703624
National,Poultry hybrid,Overall,Juvenile Combined,2020,258318587.43033075,458337441.32256746,848634.8787323618,-200867488.77096906,,,,458337441.32256746,,,,,,,,,1296201018.4736254,1105522581.358498,10610.744463332343,1703618871.1969025,7395921.897528171,13122663.577776244,24297.27316589485,-5751038.953413968,,,,13122663.577776244,,,,,,,,,37111543.50715446,31652227.387184717,303.79632416734523,48776327.86655589
National,Poultry hybrid,Overall,Juvenile Combined,2021,271234516.801847,481254313.3886962,891066.6226689799,-210910863.2095182,,,,481254313.3886962,,,,,,,,,1361011069.3973067,1160798710.426423,11141.281686498962,1788799814.7567477,7765717.99240457,13778796.756665066,25512.136824189594,-6038590.901084686,,,,13778796.756665066,,,,,,,,,38967120.68251219,33234838.756543953,318.9861403757125,51215144.25988368
National,Poultry hybrid,Overall,Juvenile Female,2017,,,423675.01681969955,,,,,,,,,,,,,,,,7401.78145801892,,,,17752.164689286426,,,,,,,,,,,,,,,,310.13781370256356,
National,Poultry hybrid,Overall,Juvenile Female,2018,,,444858.76766068453,,,,,,,,,,,,,,,,7771.870530919866,,,,16218.327235771685,,,,,,,,,,,,,,,,283.3410256637922,
National,Poultry hybrid,Overall,Juvenile Female,2019,,,467101.7060437188,,,,,,,,,,,,,,,,8160.46405746586,,,,16068.308328888925,,,,,,,,,,,,,,,,280.7201320089048,
National,Poultry hybrid,Overall,Juvenile Female,2020,,,490456.7913459047,,,,,,,,,,,,,,,,8568.487260339152,,,,14042.272989298132,,,,,,,,,,,,,,,,245.3244390496099,
National,Poultry hybrid,Overall,Juvenile Female,2021,,,514979.6309132,,,,,,,,,,,,,,,,8996.91162335611,,,,14744.386638763039,,,,,,,,,,,,,,,,257.5906610020904,
National,Poultry hybrid,Overall,Juvenile Male,2017,,,309407.6988545143,,,,,,,,,,,,,,,,5406.334641846975,,,,12964.315119236659,,,,,,,,,,,,,,,,226.52773733954882,
National,Poultry hybrid,Overall,Juvenile Male,2018,,,324878.08379724005,,,,,,,,,,,,,,,,5676.651373939323,,,,11844.161468281998,,,,,,,,,,,,,,,,206.95509738983932,
National,Poultry hybrid,Overall,Juvenile Male,2019,,,341121.987987102,,,,,,,,,,,,,,,,5960.48394263629,,,,11734.603427518367,,,,,,,,,,,,,,,,205.04077065115075,
National,Poultry hybrid,Overall,Juvenile Male,2020,,,358178.08738645713,,,,,,,,,,,,,,,,6258.508139768104,,,,10255.000176596719,,,,,,,,,,,,,,,,179.18740520077003,
National,Poultry hybrid,Overall,Juvenile Male,2021,,,376086.99175578,,,,,,,,,,,,,,,,6571.43354675651,,,,10767.750185426556,,,,,,,,,,,,,,,,188.14677546080853,
National,Poultry hybrid,Overall,Neonatal Combined,2017,2263106186.723246,2252167805.4086432,67004.35215302002,10871376.962449832,,,,2252167805.4086432,,,,,,,,,1454336967.2700868,1154922816.6874852,0.0,1857132931.933982,94825118.64312045,94366795.78049652,2807.5110570552015,455515.3515668672,,,,94366795.78049652,,,,,,,,,60937341.90534764,48391760.739519484,0.0,77814665.36559889
National,Poultry hybrid,Overall,Neonatal Combined,2018,2376261496.059408,2364776195.679076,70354.56976067103,11414945.810571322,,,,2364776195.679076,,,,,,,,,1527053815.6335912,1212668957.5218594,0.0,1949989578.5306811,86631959.04514898,86213236.57970476,2564.934127095393,416157.53131712007,,,,86213236.57970476,,,,,,,,,55672182.47448318,44210575.15663704,0.0,71091257.24836215
National,Poultry hybrid,Overall,Neonatal Combined,2019,2495074570.8623786,2483015005.4630294,73872.29824870458,11985693.101100508,,,,2483015005.4630294,,,,,,,,,1603406506.4152706,1273302405.3979523,0.0,2047489057.4572148,85830616.73603587,85415767.43738867,2541.2085844805883,412308.0900627115,,,,85415767.43738867,,,,,,,,,55157216.91501545,43801629.02666698,0.0,70433665.8367277
National,Poultry hybrid,Overall,Neonatal Combined,2020,2619828299.4054976,2607165755.736182,77565.91316113982,12584977.756154198,,,,2607165755.736182,,,,,,,,,1683576831.7360344,1336967525.6678503,0.0,2149863510.330076,75008328.59177384,74645787.18531173,2220.7903866188617,360320.61607548484,,,,74645787.18531173,,,,,,,,,48202504.04692953,38278729.75667212,0.0,61552762.31152094
National,Poultry hybrid,Overall,Neonatal Combined,2021,2750819714.375773,2737524043.5229907,81444.2088191968,13214226.643963052,,,,2737524043.5229907,,,,,,,,,1767755673.322836,1403815901.9512427,0.0,2257356685.8465796,78758745.02136254,78378076.5445773,2331.829905949805,378336.64687929186,,,,78378076.5445773,,,,,,,,,50612629.249276,40192666.244505726,0.0,64630400.42709698
National,Poultry hybrid,Overall,Neonatal Female,2017,,,33502.17607651001,,,,,,,,,,,,,,,,0.0,,,,1403.7555285276007,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Overall,Neonatal Female,2018,,,35177.284880335515,,,,,,,,,,,,,,,,0.0,,,,1282.4670635476964,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Overall,Neonatal Female,2019,,,36936.14912435229,,,,,,,,,,,,,,,,0.0,,,,1270.6042922402942,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Overall,Neonatal Female,2020,,,38782.95658056991,,,,,,,,,,,,,,,,0.0,,,,1110.3951933094309,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Overall,Neonatal Female,2021,,,40722.1044095984,,,,,,,,,,,,,,,,0.0,,,,1165.9149529749025,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Overall,Neonatal Male,2017,,,33502.17607651001,,,,,,,,,,,,,,,,0.0,,,,1403.7555285276007,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Overall,Neonatal Male,2018,,,35177.284880335515,,,,,,,,,,,,,,,,0.0,,,,1282.4670635476964,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Overall,Neonatal Male,2019,,,36936.14912435229,,,,,,,,,,,,,,,,0.0,,,,1270.6042922402942,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Overall,Neonatal Male,2020,,,38782.95658056991,,,,,,,,,,,,,,,,0.0,,,,1110.3951933094309,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Overall,Neonatal Male,2021,,,40722.1044095984,,,,,,,,,,,,,,,,0.0,,,,1165.9149529749025,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Overall,Overall,2017,62522570158.03832,6592427169.140968,1630428.238402313,55928512560.65895,,,,6592427169.140968,,,,,,,,,15859430824.302177,2298342792.5324225,10807.21713115988,16025102984.47185,2619722471.658739,276225522.3052728,68315.64159587525,2343428633.71187,,,,276225522.3052728,,,,,,,,,664516945.0507641,96301547.52040344,452.8270271524475,671458679.5288521
National,Poultry hybrid,Overall,Overall,2018,65648698665.94025,6922048527.598016,1711949.650322429,58724938188.69191,,,,6922048527.598016,,,,,,,,,16652402365.517288,2413259932.159044,11347.577987717872,16826358133.695444,2393371008.8836436,252358852.5698238,62412.976113964665,2140949743.3377059,,,,252358852.5698238,,,,,,,,,607100793.462829,87980820.2736937,413.70148576822777,613442742.364273
National,Poultry hybrid,Overall,Overall,2019,68931133599.23726,7268150953.977921,1797547.13283855,61661185098.1265,,,,7268150953.977921,,,,,,,,,17485022483.793148,2533922928.7669964,11914.956887103766,17667676040.38021,2371232418.553213,250024542.83156618,61835.658471041206,2121146040.063176,,,,250024542.83156618,,,,,,,,,601485134.3335649,87167001.0497853,409.87476284122727,607768420.4501315
National,Poultry hybrid,Overall,Overall,2020,72377690279.19913,7631558501.676816,1887424.4894804778,64744244353.03283,,,,7631558501.676816,,,,,,,,,18359273607.982807,2660619075.205346,12510.704731458954,18551059842.399223,2072246328.6650345,218499222.98000145,54038.86824615143,1853693066.8167868,,,,218499222.98000145,,,,,,,,,525644534.7225055,76176209.67596653,358.1941044093921,531135568.1973901
National,Poultry hybrid,Overall,Overall,2021,75996574793.15909,8013136426.760656,1981795.7139545013,67981456570.68448,,,,8013136426.760656,,,,,,,,,19277237288.381947,2793650028.965614,13136.239968031905,19478612834.519184,2175858645.098286,229424184.1290015,56740.811658458995,1946377720.1576264,,,,229424184.1290015,,,,,,,,,551926761.4586308,79985020.15976487,376.1038096298618,557692346.6072595
National,Poultry hybrid,Small holder,Adult Combined,2017,119608791.99012838,50963088.10613281,830341.1705750792,67815362.71342048,,,,50963088.10613281,,,,,,,,,129260358.65064463,136955456.88746145,5725.479814664289,188321633.17719957,5011659.6197574865,2135375.222088427,34791.65073029696,2841492.7469387623,,,,2135375.222088427,,,,,,,,,5416064.397157956,5738492.30953671,239.90005678895074,7890757.099184209
National,Poultry hybrid,Small holder,Adult Combined,2018,125589231.58963482,53511242.511439465,871858.2291038332,71206130.84909153,,,,53511242.511439465,,,,,,,,,135723376.58317688,143803229.73183453,6011.753805397504,197737714.83605957,4578637.993178578,1950872.7374464688,31785.553282815585,2595979.7024492943,,,,1950872.7374464688,,,,,,,,,4948101.04911499,5242670.274019784,219.17201045523927,7208973.272414035
National,Poultry hybrid,Small holder,Adult Combined,2019,131868693.16911656,56186804.63701144,915451.1405590249,74766437.3915461,,,,56186804.63701144,,,,,,,,,142509545.41233572,150993391.21842626,6312.341495667378,207624600.57786253,4536285.766789069,1932827.2392095372,31491.538130153334,2571966.9894493795,,,,1932827.2392095372,,,,,,,,,4902331.303583131,5194175.774419328,217.14467773776443,7142290.545252798
National,Poultry hybrid,Small holder,Adult Combined,2020,138462127.82757238,58996144.868862,961223.6975869761,78504759.26112339,,,,58996144.868862,,,,,,,,,149635022.68295252,158543060.77934757,6627.958570450748,218005830.60675567,3964310.479417118,1689119.1766176731,27520.80469363772,2247670.4981058068,,,,1689119.1766176731,,,,,,,,,4284201.736727327,4539247.858946125,189.76514394391768,6241726.979124867
National,Poultry hybrid,Small holder,Adult Combined,2021,145385234.21895102,61945952.112305105,1009284.882466325,82429997.22417958,,,,61945952.112305105,,,,,,,,,157116773.81710014,166470213.81831497,6959.356498973286,228906122.13709345,4162526.003387974,1773575.1354485569,28896.84492831961,2360054.0230110977,,,,1773575.1354485569,,,,,,,,,4498411.823563694,4766210.251893432,199.25340114111359,6553813.3280811105
National,Poultry hybrid,Small holder,Adult Female,2017,,,658683.5917296746,,,,,,,,,,,,,,,,4096.50198672869,,,,27599.1246457943,,,,,,,,,,,,,,,,171.6451880129256,
National,Poultry hybrid,Small holder,Adult Female,2018,,,691617.7713161585,,,,,,,,,,,,,,,,4301.327086065125,,,,25214.481882115517,,,,,,,,,,,,,,,,156.81455621686672,
National,Poultry hybrid,Small holder,Adult Female,2019,,,726198.6598819664,,,,,,,,,,,,,,,,4516.393440368381,,,,24981.24888868898,,,,,,,,,,,,,,,,155.36402756708884,
National,Poultry hybrid,Small holder,Adult Female,2020,,,762508.5928760647,,,,,,,,,,,,,,,,4742.2131123868,,,,21831.390668418146,,,,,,,,,,,,,,,,135.7743480619878,
National,Poultry hybrid,Small holder,Adult Female,2021,,,800634.022519868,,,,,,,,,,,,,,,,4979.32376800614,,,,22922.960201839054,,,,,,,,,,,,,,,,142.5630654650872,
National,Poultry hybrid,Small holder,Adult Male,2017,,,171657.57884540453,,,,,,,,,,,,,,,,3999.9738225213564,,,,7192.526084502656,,,,,,,,,,,,,,,,167.6006165840365,
National,Poultry hybrid,Small holder,Adult Male,2018,,,180240.45778767476,,,,,,,,,,,,,,,,4199.972513647424,,,,6571.071400700072,,,,,,,,,,,,,,,,153.11944724788765,
National,Poultry hybrid,Small holder,Adult Male,2019,,,189252.48067705848,,,,,,,,,,,,,,,,4409.971139329796,,,,6510.289241464357,,,,,,,,,,,,,,,,151.7030982148039,
National,Poultry hybrid,Small holder,Adult Male,2020,,,198715.10471091143,,,,,,,,,,,,,,,,4630.469696296285,,,,5689.414025219577,,,,,,,,,,,,,,,,132.57502126870648,
National,Poultry hybrid,Small holder,Adult Male,2021,,,208650.859946457,,,,,,,,,,,,,,,,4861.9931811111,,,,5973.884726480555,,,,,,,,,,,,,,,,139.20377233214182,
National,Poultry hybrid,Small holder,Juvenile Combined,2017,7853252.7300513685,21804738.558321685,733082.7156742138,-14684568.54394453,,,,21804738.558321685,,,,,,,,,110125830.98745428,105805816.86164008,9165.960015836166,152717286.56720918,329054.6533920097,913627.8858257246,30716.479808523083,-615289.712242238,,,,913627.8858257246,,,,,,,,,4614319.491644169,4433309.0492603695,384.05765097493065,6398919.7248224225
National,Poultry hybrid,Small holder,Juvenile Combined,2018,8245915.366553947,22894975.486237764,769736.8514579246,-15418796.97114174,,,,22894975.486237764,,,,,,,,,115632122.53682701,111096107.70472209,9624.258016627975,160353150.89556968,300623.3966714944,834687.8413645148,28062.488704053685,-562126.933397074,,,,834687.8413645148,,,,,,,,,4215629.180764036,4050258.5547555946,350.87397902929143,5846034.884705419
National,Poultry hybrid,Small holder,Juvenile Combined,2019,8658211.13488163,24039724.260549664,808223.6940308209,-16189736.819698855,,,,24039724.260549664,,,,,,,,,121413728.66366836,116650913.08995819,10105.470917459374,168370808.44034815,297842.64174551313,826967.010743115,27802.91175640729,-556927.2807540091,,,,826967.010743115,,,,,,,,,4176634.7720110547,4012793.817970853,347.62840813764734,5791959.285523548
National,Poultry hybrid,Small holder,Juvenile Combined,2020,9091121.691625714,25241710.47357714,848634.8787323618,-16999223.66068379,,,,25241710.47357714,,,,,,,,,127484415.09685178,122483458.7444561,10610.744463332343,176789348.86236554,260287.99034959896,722695.6491195005,24297.27316589485,-486704.93193579646,,,,722695.6491195005,,,,,,,,,3650007.483347168,3506825.055155696,303.79632416734523,5061657.504044528
National,Poultry hybrid,Small holder,Juvenile Combined,2021,9545677.776207,26503795.997255996,891066.6226689799,-17849184.843717977,,,,26503795.997255996,,,,,,,,,133858635.85169438,128607631.68167892,11141.281686498962,185628816.30548382,273302.3898670789,758830.4315754755,25512.136824189594,-511040.17853258626,,,,758830.4315754755,,,,,,,,,3832507.8575145267,3682166.3079134813,318.9861403757125,5314740.379246755
National,Poultry hybrid,Small holder,Juvenile Female,2017,,,423675.01681969955,,,,,,,,,,,,,,,,7401.78145801892,,,,17752.164689286426,,,,,,,,,,,,,,,,310.13781370256356,
National,Poultry hybrid,Small holder,Juvenile Female,2018,,,444858.76766068453,,,,,,,,,,,,,,,,7771.870530919866,,,,16218.327235771685,,,,,,,,,,,,,,,,283.3410256637922,
National,Poultry hybrid,Small holder,Juvenile Female,2019,,,467101.7060437188,,,,,,,,,,,,,,,,8160.46405746586,,,,16068.308328888925,,,,,,,,,,,,,,,,280.7201320089048,
National,Poultry hybrid,Small holder,Juvenile Female,2020,,,490456.7913459047,,,,,,,,,,,,,,,,8568.487260339152,,,,14042.272989298132,,,,,,,,,,,,,,,,245.3244390496099,
National,Poultry hybrid,Small holder,Juvenile Female,2021,,,514979.6309132,,,,,,,,,,,,,,,,8996.91162335611,,,,14744.386638763039,,,,,,,,,,,,,,,,257.5906610020904,
National,Poultry hybrid,Small holder,Juvenile Male,2017,,,309407.6988545143,,,,,,,,,,,,,,,,5406.334641846975,,,,12964.315119236659,,,,,,,,,,,,,,,,226.52773733954882,
National,Poultry hybrid,Small holder,Juvenile Male,2018,,,324878.08379724005,,,,,,,,,,,,,,,,5676.651373939323,,,,11844.161468281998,,,,,,,,,,,,,,,,206.95509738983932,
National,Poultry hybrid,Small holder,Juvenile Male,2019,,,341121.987987102,,,,,,,,,,,,,,,,5960.48394263629,,,,11734.603427518367,,,,,,,,,,,,,,,,205.04077065115075,
National,Poultry hybrid,Small holder,Juvenile Male,2020,,,358178.08738645713,,,,,,,,,,,,,,,,6258.508139768104,,,,10255.000176596719,,,,,,,,,,,,,,,,179.18740520077003,
National,Poultry hybrid,Small holder,Juvenile Male,2021,,,376086.99175578,,,,,,,,,,,,,,,,6571.43354675651,,,,10767.750185426556,,,,,,,,,,,,,,,,188.14677546080853,
National,Poultry hybrid,Small holder,Neonatal Combined,2017,-26232760.537872165,-38569683.12723938,67004.35215302002,12269918.23721419,,,,-38569683.12723938,,,,,,,,,101702073.22477487,99510118.4485323,0.0,142286947.29966763,-1099163.9035470916,-1616086.244659846,2807.5110570552015,514114.8300556991,,,,-1616086.244659846,,,,,,,,,4261360.433004705,4169516.5889389943,0.0,5961884.041594193
National,Poultry hybrid,Small holder,Neonatal Combined,2018,-27544398.564765766,-40498167.28360133,70354.56976067103,12883414.149074892,,,,-40498167.28360133,,,,,,,,,106787176.88601363,104485624.37095892,0.0,149401294.66465104,-1004193.0201466308,-1476451.8026886506,2564.934127095393,469693.84841492434,,,,-1476451.8026886506,,,,,,,,,3893166.7873580386,3809258.5122986115,0.0,5446760.325891634
National,Poultry hybrid,Small holder,Neonatal Combined,2019,-28921618.493004054,-42523075.6477814,73872.29824870458,13527584.856528644,,,,-42523075.6477814,,,,,,,,,112126535.73031431,109709905.58950688,0.0,156871359.3978836,-994904.2731019034,-1462794.6799604883,2541.2085844805883,465349.19827410433,,,,-1462794.6799604883,,,,,,,,,3857155.1434158986,3774023.0166928465,0.0,5396378.001113996
National,Poultry hybrid,Small holder,Neonatal Combined,2020,-30367699.41765426,-44649229.43017049,77565.91316113982,14203964.09935509,,,,-44649229.43017049,,,,,,,,,117732862.51683003,115195400.86898223,0.0,164714927.3677778,-869457.886615136,-1278352.5062416154,2220.7903866188617,406673.8292398605,,,,-1278352.5062416154,,,,,,,,,3370810.690042731,3298160.6018235977,0.0,4715954.629078587
National,Poultry hybrid,Small holder,Neonatal Combined,2021,-31886084.38853699,-46881690.90167901,81444.2088191968,14914162.304322822,,,,-46881690.90167901,,,,,,,,,123619505.64267154,120955170.91243134,0.0,172950673.7361667,-912930.7809458933,-1342270.131553696,2331.829905949805,427007.5207018529,,,,-1342270.131553696,,,,,,,,,3539351.224544868,3463068.6319147777,0.0,4951752.360532516
National,Poultry hybrid,Small holder,Neonatal Female,2017,,,33502.17607651001,,,,,,,,,,,,,,,,0.0,,,,1403.7555285276007,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Small holder,Neonatal Female,2018,,,35177.284880335515,,,,,,,,,,,,,,,,0.0,,,,1282.4670635476964,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Small holder,Neonatal Female,2019,,,36936.14912435229,,,,,,,,,,,,,,,,0.0,,,,1270.6042922402942,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Small holder,Neonatal Female,2020,,,38782.95658056991,,,,,,,,,,,,,,,,0.0,,,,1110.3951933094309,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Small holder,Neonatal Female,2021,,,40722.1044095984,,,,,,,,,,,,,,,,0.0,,,,1165.9149529749025,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Small holder,Neonatal Male,2017,,,33502.17607651001,,,,,,,,,,,,,,,,0.0,,,,1403.7555285276007,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Small holder,Neonatal Male,2018,,,35177.284880335515,,,,,,,,,,,,,,,,0.0,,,,1282.4670635476964,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Small holder,Neonatal Male,2019,,,36936.14912435229,,,,,,,,,,,,,,,,0.0,,,,1270.6042922402942,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Small holder,Neonatal Male,2020,,,38782.95658056991,,,,,,,,,,,,,,,,0.0,,,,1110.3951933094309,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Small holder,Neonatal Male,2021,,,40722.1044095984,,,,,,,,,,,,,,,,0.0,,,,1165.9149529749025,,,,,,,,,,,,,,,,0.0,
National,Poultry hybrid,Small holder,Overall,2017,185844820.890743,-18472952.97264412,1630428.238402313,202687345.6249848,,,,-18472952.97264412,,,,,,,,,142947488.5966239,112916921.89919275,10807.21713115988,182165353.08358243,7786977.603419565,-774024.6425891537,68315.64159587525,8492686.604412844,,,,-774024.6425891537,,,,,,,,,5989561.004884745,4731267.396431856,452.8270271524475,7632806.32617043
National,Poultry hybrid,Small holder,Overall,2018,195137061.93528014,-19396600.621276334,1711949.650322429,212821712.90623403,,,,-19396600.621276334,,,,,,,,,150094863.0264551,118562767.99415241,11347.577987717872,191273620.7377616,7114160.619865235,-707146.7148813795,62412.976113964665,7758894.358632649,,,,-707146.7148813795,,,,,,,,,5472045.920938501,4322472.454391914,413.70148576822777,6973310.1788881775
National,Poultry hybrid,Small holder,Overall,2019,204893915.03204417,-20366430.652340144,1797547.13283855,223462798.55154577,,,,-20366430.652340144,,,,,,,,,157599606.17777786,124490906.39386003,11914.956887103766,200837301.77464965,7048354.906115264,-700605.6348038819,61835.658471041206,7687124.882448104,,,,-700605.6348038819,,,,,,,,,5421429.705373381,4282489.749442635,409.87476284122727,6908807.326332344
