region,species,production_system,agesex_scenario,year,ahle_total_mean,ahle_dueto_mortality_mean,ahle_dueto_healthcost_mean,ahle_dueto_productionloss_mean,ahle_when_mort_imp25_mean,ahle_when_mort_imp50_mean,ahle_when_mort_imp75_mean,ahle_when_mort_imp100_mean,ahle_when_repro_imp25_mean,ahle_when_repro_imp50_mean,ahle_when_repro_imp75_mean,ahle_when_repro_imp100_mean,ahle_when_all_growth_imp25_mean,ahle_when_all_growth_imp50_mean,ahle_when_all_growth_imp75_mean,ahle_when_all_growth_imp100_mean,ahle_total_stdev,ahle_dueto_mortality_stdev,ahle_dueto_healthcost_stdev,ahle_dueto_productionloss_stdev,ahle_total_mean_usd,ahle_dueto_mortality_mean_usd,ahle_dueto_healthcost_mean_usd,ahle_dueto_productionloss_mean_usd,ahle_when_mort_imp25_mean_usd,ahle_when_mort_imp50_mean_usd,ahle_when_mort_imp75_mean_usd,ahle_when_mort_imp100_mean_usd,ahle_when_repro_imp25_mean_usd,ahle_when_repro_imp50_mean_usd,ahle_when_repro_imp75_mean_usd,ahle_when_repro_imp100_mean_usd,ahle_when_all_growth_imp25_mean_usd,ahle_when_all_growth_imp50_mean_usd,ahle_when_all_growth_imp75_mean_usd,ahle_when_all_growth_imp100_mean_usd,ahle_total_stdev_usd,ahle_dueto_mortality_stdev_usd,ahle_dueto_healthcost_stdev_usd,ahle_dueto_productionloss_stdev_usd
National,All Poultry,Village,Juvenile Female,2020,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Juvenile Female,2021,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Juvenile Male,2017,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Juvenile Male,2018,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Juvenile Male,2019,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Juvenile Male,2020,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Juvenile Male,2021,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Neonatal Combined,2017,10884795343.07367,8714550294.296799,0.0,2170245048.7768707,,,,8714550294.296799,,,,,,,,,4159168058.0837984,4438362857.129089,0.0,6082577067.898742,456077587.46287537,365143390.2775102,0.0,90934197.18536516,,,,365143390.2775102,,,,,,,,,174270923.24621144,185969304.92150727,0.0,254862584.66490424
National,All Poultry,Village,Neonatal Combined,2018,11429035110.227352,9150277809.011639,0.0,2278757301.2157135,,,,9150277809.011639,,,,,,,,,4367126460.987988,4660280999.985543,0.0,6386705921.293678,416671188.43473953,333593964.18137884,0.0,83077224.25336073,,,,333593964.18137884,,,,,,,,,159213420.46769387,169901028.73742816,0.0,232841733.42220908
National,All Poultry,Village,Neonatal Combined,2019,12000486865.738722,9607791699.462221,0.0,2392695166.2765007,,,,9607791699.462221,,,,,,,,,4585482784.037389,4893295049.984819,0.0,6706041217.358361,412816995.87160957,330508232.7664401,0.0,82308763.10516949,,,,330508232.7664401,,,,,,,,,157740702.4153076,168329450.7171482,0.0,230687956.2899014
National,All Poultry,Village,Neonatal Combined,2020,12600511209.025658,10088181284.435333,0.0,2512329924.5903244,,,,10088181284.435333,,,,,,,,,4814756923.239258,5137959802.48406,0.0,7041343278.22628,360765354.510218,288834812.89518917,0.0,71930541.61502886,,,,288834812.89518917,,,,,,,,,137851350.59034258,147104975.25486845,0.0,201600765.38623807
National,All Poultry,Village,Neonatal Combined,2021,13230536769.476942,10592590348.657099,0.0,2637946420.8198433,,,,10592590348.657099,,,,,,,,,5055494769.40122,5394857792.608265,0.0,7393410442.137594,378803622.235729,303276553.5399486,0.0,75527068.69578038,,,,303276553.5399486,,,,,,,,,144743918.1198597,154460224.0176119,0.0,211680803.65554997
National,All Poultry,Village,Neonatal Female,2017,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Neonatal Female,2018,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Neonatal Female,2019,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Neonatal Female,2020,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Neonatal Female,2021,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Neonatal Male,2017,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Neonatal Male,2018,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Neonatal Male,2019,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Neonatal Male,2020,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Neonatal Male,2021,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Village,Overall,2017,85845728201.07274,29191995120.603603,0.0,56653733080.46913,,,,29191995120.603603,,,,,,,,,19449808109.096,5479877290.05282,0.0,20207030721.872356,3596972784.3209105,1223157100.1750538,0.0,2373815684.1458564,,,,1223157100.1750538,,,,,,,,,814955291.2501037,229609205.80194822,0.0,846683243.0877221
National,All Poultry,Village,Overall,2018,90138014611.12637,30651594876.63379,0.0,59486419734.492584,,,,30651594876.63379,,,,,,,,,20422298514.550804,5753871154.555462,0.0,21217382257.965977,3286184118.6888103,1117472852.3878963,0.0,2168711266.3009143,,,,1117472852.3878963,,,,,,,,,744540839.2360452,209770318.22429144,0.0,773527405.912832
National,All Poultry,Village,Overall,2019,94644915341.68271,32184174620.465485,0.0,62460740721.217224,,,,32184174620.465485,,,,,,,,,21443413440.278343,6041564712.283236,0.0,22278251370.864273,3255787041.22611,1107136271.2257755,0.0,2148650770.0003347,,,,1107136271.2257755,,,,,,,,,737653864.937894,207829950.80051377,0.0,766372306.9811152
National,All Poultry,Village,Overall,2020,99377161108.76683,33793383351.48875,0.0,65583777757.278076,,,,33793383351.48875,,,,,,,,,22515584112.29226,6343642947.897396,0.0,23392163939.407486,2845268431.0096006,967538675.4282529,0.0,1877729755.5813475,,,,967538675.4282529,,,,,,,,,644643899.721895,181624900.6901533,0.0,669741264.9668233
National,All Poultry,Village,Overall,2021,104346019164.2052,35483052519.063194,0.0,68862966645.142,,,,35483052519.063194,,,,,,,,,23641363317.90687,6660825095.292266,0.0,24561772136.37786,2987531852.5600815,1015915609.1996658,0.0,1971616243.3604152,,,,1015915609.1996658,,,,,,,,,676876094.7079897,190706145.72466096,0.0,703228328.2151644
National,All Small Ruminants,Crop livestock mixed,Adult Combined,2017,,,64431909.496629715,,,,,,,,,,,,,,,,988389.9171114308,,,,2699724.60782631,,,,,,,,,,,,,,,,41413.96091159945,
National,All Small Ruminants,Crop livestock mixed,Adult Combined,2018,,,67653504.9714612,,,,,,,,,,,,,,,,1037809.4129670025,,,,2466460.7332432587,,,,,,,,,,,,,,,,37835.67705402896,
National,All Small Ruminants,Crop livestock mixed,Adult Combined,2019,,,71036180.22003427,,,,,,,,,,,,,,,,1089699.8836153527,,,,2443646.0657568183,,,,,,,,,,,,,,,,37485.698487787224,
National,All Small Ruminants,Crop livestock mixed,Adult Combined,2020,,,74587989.23103598,,,,,,,,,,,,,,,,1144184.8777961202,,,,2135529.4186687013,,,,,,,,,,,,,,,,32759.167958810653,
National,All Small Ruminants,Crop livestock mixed,Adult Combined,2021,,,78317388.6925878,,,,,,,,,,,,,,,,1201394.1216859263,,,,2242305.889602137,,,,,,,,,,,,,,,,34397.126356751185,
National,All Small Ruminants,Crop livestock mixed,Adult Female,2017,177720738015.59308,89480656057.01672,52164611.61714906,88187917346.95921,90377882659.5488,91671723541.01205,92664934838.6114,89480656057.01672,103231613555.51996,122955604448.896,143301347539.6675,172497776091.17844,80910227955.74338,80671631540.21051,80218510225.46571,81522675025.7101,11445613993.539394,5095601579.511047,971581.5257175592,12528656595.588808,7446575050.935694,3749277818.5350313,2185719.571882097,3695111512.8287807,3786871997.515229,3841084484.675504,3882700463.494824,3749277818.5350313,4325448828.053611,5151892495.41341,6004387846.176546,7227730709.005712,3390173209.8810835,3380175917.865597,3361189940.679694,3415835004.459231,479576129.1484893,213507888.92271104,40709.68211218897,524956078.10421574
National,All Small Ruminants,Crop livestock mixed,Adult Female,2018,186606774916.3727,93954688859.86755,54772842.19800652,92597313214.30714,94896776792.52623,96255309718.06267,97298181580.54198,93954688859.86755,108393194233.29596,129103384671.34079,150466414916.65088,181122664895.7374,84955739353.53055,84705213117.22104,84229435736.73898,85598808776.9956,12017894693.216364,5350381658.4866,1020160.6020034372,13155089425.368248,6803169814.816699,3425329565.330073,1996867.1924167215,3375843382.294209,3459675500.4615216,3509203874.7426057,3547224114.7833033,3425329565.330073,3951717763.0340266,4706754350.051586,5485591681.027602,6603234245.648644,3097252614.887048,3088119117.2986336,3070773582.470551,3120697157.5222745,438139389.371987,195060200.85860923,37192.249943365154,479598381.8378895
National,All Small Ruminants,Crop livestock mixed,Adult Female,2019,195937113662.19135,98652423302.86095,57511484.30790685,97227178875.02249,99641615632.15256,101068075203.96582,102163090659.56908,98652423302.86095,113812853944.96077,135558553904.90785,157989735662.48343,190178798140.52423,89203526321.20709,88940473773.08209,88440907523.57596,89878749215.8454,12618789427.877184,5617900741.41093,1071168.6321036092,13812843896.636662,6740240754.123835,3393645397.8056555,1978396.247229744,3344616960.07095,3427673634.350229,3476743873.062748,3514412427.3366327,3393645397.8056555,3915164524.8053656,4663217052.259062,5434850167.699531,6542154581.326782,3068603146.611412,3059554133.526504,3042369044.2324395,3091830828.1235785,434086616.7709452,193255901.45807686,36848.22305329799,475162115.1415702
National,All Small Ruminants,Crop livestock mixed,Adult Female,2020,205733969345.30093,103585044468.004,60387058.52330218,102088537818.77364,104623696413.7602,106121478964.1641,107271245192.54752,103585044468.004,119503496642.2088,142336481600.15323,165889222445.6076,199687738047.55048,93663702637.26743,93387497461.7362,92862952899.75476,94372686676.63766,13249728899.271042,5898795778.481477,1124727.0637087896,14503486091.468494,5890371204.343467,2965744378.901736,1728942.4384927773,2922897883.003238,2995482032.4943185,3038365058.7312727,3071284026.3910537,2965744378.901736,3421505732.2797956,4075237138.5880527,4749575882.456737,5717261499.395839,2681686347.9689174,2673778314.9998503,2658760074.7300353,2701985276.6443095,379353112.28372127,168888477.21375924,32202.071101329064,415249446.2030039
National,All Small Ruminants,Crop livestock mixed,Adult Female,2021,216020667812.566,108764296691.40419,63406411.4494673,107192964709.71236,109854881234.4482,111427552912.3723,112634807452.1749,108764296691.40419,125478671474.31926,149453305680.16092,174183683567.88803,209672124949.928,98346887769.13081,98056872334.82301,97506100544.74248,99091321010.46954,13912215344.234596,6193735567.405551,1180963.4168942291,15228660396.041922,6184889764.560641,3114031597.8468223,1815389.5604174165,3069042777.1534014,3145256134.1190343,3190283311.6678367,3224848227.7106066,3114031597.8468223,3592581018.893786,4278998995.517456,4987054676.579576,6003124574.36563,2815770665.367364,2807467230.7498426,2791698078.4665365,2837084540.476525,398320767.8979074,177332901.07444718,33812.17465639552,436011918.5131542
National,All Small Ruminants,Crop livestock mixed,Adult Male,2017,85881130448.5586,81577653044.76047,12267297.879480653,4291210105.9186454,88127554849.85889,88876415501.39136,89502471928.84535,81577653044.76047,,,,,82561306816.56372,83576943633.44038,82067179705.9075,83744653708.63441,4513329647.762686,4249912646.8253593,181504.73032921486,6199346904.954081,3598456153.6554003,3418138607.00771,514005.0359442129,179803541.611746,3692582298.3435245,3723959880.423112,3750191912.9096518,3418138607.00771,,,,,3459354121.4021316,3501909739.085319,3438649983.802384,3508936863.075885,189110445.56167206,178073160.3856444,7605.125949779452,259755290.85680526
National,All Small Ruminants,Crop livestock mixed,Adult Male,2018,90175186970.98654,85656535696.9985,12880662.773454685,4505770611.214582,92533932592.35184,93320236276.46094,93977595525.28763,85656535696.9985,,,,,86689372157.39192,87755790815.1124,86170538691.2029,87931886394.06615,4738996130.150822,4462408279.166629,190579.96684567563,6509314250.201788,3287539320.699346,3122801722.2672687,469593.5408265369,164268004.89125073,3373532699.124619,3402199168.9856815,3426164679.3542757,3122801722.2672687,,,,,3160456099.146884,3199334790.5846014,3141540857.8450837,3205754751.1021,172770765.90399018,162687133.5181674,6948.021465642455,237311695.90158093
National,All Small Ruminants,Crop livestock mixed,Adult Male,2019,94683946319.53586,89939362481.84842,13524695.912127418,4731059141.775311,97160629221.96944,97986248090.284,98676475301.55202,89939362481.84842,,,,,91023840765.26152,92143580355.86804,90479065625.76303,92328480713.76945,4975945936.658362,4685528693.124959,200108.96518795943,6834779962.711876,3257129707.6698585,3093915925.725141,465249.8185270743,162748532.12619,3342327650.632339,3370728956.7431436,3394472787.0570617,3093915925.725141,,,,,3131222001.058197,3169741066.0865,3112481725.0152836,3176101642.2146544,171172642.9246334,161182283.75286883,6883.752532717324,235116571.78723162
National,All Small Ruminants,Crop livestock mixed,Adult Male,2020,99418143635.51266,94436330605.94083,14200930.70773379,4967612098.864104,102018660683.0679,102885560494.79819,103610299066.62961,94436330605.94083,,,,,95575032803.5246,96750759373.66144,95003018907.05118,96944904749.45792,5224743233.491281,4919805127.781208,210114.41344735736,7176518960.84747,2846441802.116925,2703807466.580622,406586.9801759239,142227748.55612665,2920897230.0759997,2945717446.709727,2966467443.551657,2703807466.580622,,,,,2736409659.8708925,2770071898.3187003,2720032324.6403832,2775630476.392546,149589672.4813196,140858986.71903336,6015.7877404803985,205470981.62215263
National,All Small Ruminants,Crop livestock mixed,Adult Male,2021,104389050817.2883,99158147136.23788,14910977.24312048,5215992703.807295,107119593717.2213,108029838519.5381,108790814019.96109,99158147136.23788,,,,,100353784443.70082,101588297342.3445,99753169852.40375,101792149986.93082,5485980395.165845,5165795384.170267,220620.1341197253,7535344908.889843,2988763892.2227707,2838997839.9096537,426916.3291847201,149339135.98393258,3066942091.5798,3093003319.045213,3114790815.72924,2838997839.9096537,,,,,2873230142.864437,2908575493.2346354,2856033940.8724027,2914412000.2121735,157069156.1053856,147901936.054985,6316.577127504421,215744530.70326024
National,All Small Ruminants,Crop livestock mixed,Juvenile Combined,2017,,83504834662.01147,13327057.014627032,,86766156591.46605,88881236265.28345,89587941624.5366,83504834662.01147,,,,,,,,,,3683063453.3757186,184218.28510822036,,,3498888342.294,558409.3976630452,,3635539128.151164,3724161872.495203,3753773129.770735,3498888342.294,,,,,,,,,,154321936.36577365,7718.825057392412,
National,All Small Ruminants,Crop livestock mixed,Juvenile Combined,2018,,87680076395.11206,13993409.865358382,,91104464421.03937,93325298078.54762,94067338705.76343,87680076395.11206,,,,,,,,,,3867216626.044505,193429.19936363137,,,3196574451.058218,510161.239563932,,3321418220.8658724,3402383708.3689923,3429436468.906248,3196574451.058218,,,,,,,,,,140988082.71807766,7051.896647399589,
National,All Small Ruminants,Crop livestock mixed,Juvenile Combined,2019,,92064080214.86766,14693080.358626302,,95659687642.09134,97991562982.47502,98770705641.0516,92064080214.86766,,,,,,,,,,4060577457.3467293,203100.65933181293,,,3167006259.5952034,505442.2676021054,,3290695229.30508,3370911789.144214,3397714312.680763,3167006259.5952034,,,,,,,,,,139683948.3430965,6986.666873014488,
National,All Small Ruminants,Crop livestock mixed,Juvenile Combined,2020,,96667284225.61105,15427734.376557618,,100442672024.19589,102891141131.59875,103709240923.10419,96667284225.61105,,,,,,,,,,4263606330.214067,213255.69229840362,,,2767681920.57259,441711.60751490376,,2875775084.0145936,2945877225.974262,2969300248.771606,2767681920.57259,,,,,,,,,,122071352.79637809,6105.725724702928,
National,All Small Ruminants,Crop livestock mixed,Juvenile Combined,2021,,101500648436.8916,16199121.0953855,,105464805625.40569,108035698188.1787,108894702969.2594,101500648436.8916,,,,,,,,,,4476786646.72477,223918.4769133238,,,2906066016.601219,463797.18789064896,,3019563838.2153234,3093171087.2729754,3117765261.210186,2906066016.601219,,,,,,,,,,128174920.43619697,6411.012010938075,
National,All Small Ruminants,Crop livestock mixed,Juvenile Female,2017,83946766783.00797,,7544651.764871253,,,,,,,,,,80790992243.35626,81718714361.48,79045250645.31592,80300606985.33948,4434803902.337352,,146774.86680314643,,3517405487.468869,,316124.1407593011,,,,,,,,,,3385177182.456504,3424049136.602988,3312029861.6964064,3364629830.085201,185820183.19122708,,6149.929791225734,
National,All Small Ruminants,Crop livestock mixed,Juvenile Female,2018,88144105122.15837,,7921884.353114816,,,,,,,,,,84830541855.52408,85804650079.554,82997513177.58173,84315637334.60645,4656544097.45422,,154113.61014330375,,3213491662.292719,,288810.1170588894,,,,,,,,,,3092688258.4229813,3128201565.316876,3025861073.948787,3073916255.660545,169764791.54821888,,5618.558388618085,
National,All Small Ruminants,Crop livestock mixed,Juvenile Female,2019,92551310378.2663,,8317978.570770557,,,,,,,,,,89072068948.3003,90094882583.53171,87147388836.46082,88531419201.33678,4889371302.326931,,161819.29065046896,,3183766987.272553,,286138.6345176879,,,,,,,,,,3064081010.2701364,3099265820.432983,2997871974.697437,3045482647.8155737,168194473.71673065,,5566.586938328295,
National,All Small Ruminants,Crop livestock mixed,Juvenile Female,2020,97178875897.1796,,8733877.499309085,,,,,,,,,,93525672395.7153,94599626712.70828,91504758278.28384,92957990161.40363,5133839867.443279,,169910.2551829924,,2782329306.515606,,250059.7285314984,,,,,,,,,,2677734402.8295,2708482798.9437966,2619873591.7944975,2661481087.4589376,146987017.35610622,,4864.702108443563,
National,All Small Ruminants,Crop livestock mixed,Juvenile Female,2021,102037819692.03859,,9170571.37427454,,,,,,,,,,98201956015.50107,99329608048.3437,96079996192.19804,97605889669.4738,5390531860.815442,,178405.76794214203,,2921445771.841387,,262562.71495807334,,,,,,,,,,2811621122.9709754,2843906938.8909864,2750867271.384223,2794555141.831884,154336368.2239115,,5107.937213865741,
National,All Small Ruminants,Crop livestock mixed,Juvenile Male,2017,86754902039.36137,,5782405.249755777,,,,,,,,,,82105067652.66277,81228987867.53891,81786637810.41498,81481651887.1814,4220973587.1139746,,111326.16513260563,,3635067557.5970016,,242285.25690374398,,,,,,,,,,3440237505.001031,3403529386.7286434,3426895158.20891,3414116117.3822927,176860601.38746253,,4664.614006498626,
National,All Small Ruminants,Crop livestock mixed,Juvenile Male,2018,91092647141.32944,,6071525.512243567,,,,,,,,,,86210321035.29593,85290437260.91586,85875969700.93573,85555734481.54047,4432022266.469674,,116892.47338923594,,3320987395.3470674,,221351.12250504261,,,,,,,,,,3142991212.702873,3109454780.117257,3130801682.5720277,3119126787.1712184,161579343.0616569,,4261.578106675379,
National,All Small Ruminants,Crop livestock mixed,Juvenile Male,2019,95647279498.39592,,6375101.787855746,,,,,,,,,,90520837087.06071,89554959123.96165,90169768185.98253,89833521205.6175,4653623379.793158,,122737.09705869773,,3290268388.9058533,,219303.63308441752,,,,,,,,,,3113918664.146087,3080692442.2797465,3101841886.702931,3090274983.638232,160084740.3157288,,4222.158672114406,
National,All Small Ruminants,Crop livestock mixed,Juvenile Male,2020,100429643473.3157,,6693856.877248533,,,,,,,,,,95046878941.41376,94032707080.15976,94678256595.28165,94325197265.89835,4886304548.782815,,128873.95191163263,,2875402063.452247,,191651.87898340536,,,,,,,,,,2721288081.6952486,2692251317.631461,2710734051.8486276,2700625606.880389,139899831.32778257,,3689.791324913083,
National,All Small Ruminants,Crop livestock mixed,Juvenile Male,2021,105451125646.98149,,7028549.7211109605,,,,,,,,,,99799222888.48445,98734342434.16774,99412169425.04573,99041457129.19328,5130619776.221956,,135317.64950721426,,3019172166.6248593,,201234.47293257565,,,,,,,,,,2857352485.780011,2826863883.513034,2846270754.441059,2835656887.224409,146894822.8941717,,3874.280891158737,
National,All Small Ruminants,Crop livestock mixed,Neonatal Combined,2017,,88664578618.32425,17091769.140314646,,88147296509.92587,91285982792.45079,93278266181.04193,88664578618.32425,,,,,,,,,,3990211881.3114963,279067.81380457955,,,3715083824.2805977,716152.4483735411,,3693409482.3568273,3824921782.07569,3908399309.46799,3715083824.2805977,,,,,,,,,,167191587.06573868,11693.060939314908,
National,All Small Ruminants,Crop livestock mixed,Neonatal Combined,2018,,93097807549.24046,17946357.597330377,,92554661335.42216,95850281932.07333,97942179490.09402,93097807549.24046,,,,,,,,,,4189722475.3770714,293021.20449480857,,,3394090029.3059855,654274.8426298004,,3374288412.089587,3494437675.5569677,3570702507.4677753,3394090029.3059855,,,,,,,,,,152745759.04180384,10682.747260455479,
National,All Small Ruminants,Crop livestock mixed,Neonatal Combined,2019,,97752697926.7025,18843675.477196895,,97182394402.19328,100642796028.677,102839288464.59874,97752697926.7025,,,,,,,,,,4399208599.145925,307672.26471954904,,,3362694826.2954617,648222.8253492684,,3343076373.281273,3462114260.6550455,3537673645.786384,3362694826.2954617,,,,,,,,,,151332866.6103398,10583.932256711842,
National,All Small Ruminants,Crop livestock mixed,Neonatal Combined,2020,,102640332823.0376,19785859.251056742,,102041514122.30295,105674935830.11087,107981252887.82867,102640332823.0376,,,,,,,,,,4619169029.103222,323055.87795552646,,,2938696330.941419,566489.1216384796,,2921551547.1089077,3025580078.075454,3091612263.3684244,2938696330.941419,,,,,,,,,,132251471.76039866,9249.415869234987,
National,All Small Ruminants,Crop livestock mixed,Neonatal Combined,2021,,107772349464.1895,20775152.21360958,,107143589828.41809,110958682621.61641,113380315532.2201,107772349464.1895,,,,,,,,,,4850127480.558383,339208.6718533028,,,3085631147.4884906,594813.5777204037,,3067629124.4643526,3176859081.979227,3246192876.536845,3085631147.4884906,,,,,,,,,,138864045.3484186,9711.886662696736,
National,All Small Ruminants,Crop livestock mixed,Neonatal Female,2017,87718011689.80151,,8610607.477631371,,,,,,,,,,80458748758.36156,80059049913.79826,78776784891.7216,80039207989.53165,4385551288.192955,,188352.96652068713,,3675422264.506072,,360788.141734502,,,,,,,,,,3371256038.116104,3354508485.314744,3300781031.621378,3353677100.1885276,183756477.5608304,,7892.069979698223,
National,All Small Ruminants,Crop livestock mixed,Neonatal Female,2018,92103912274.2916,,9041137.851512942,,,,,,,,,,84481686196.27963,84062002409.48819,82715624136.30768,84041168389.00824,4604828852.602603,,197770.61484672147,,3357855340.9531574,,329615.02148340736,,,,,,,,,,3079969940.496082,3064669423.8275576,3015584174.744122,3063909872.7377644,167879395.94616723,,7210.172716322448,
National,All Small Ruminants,Crop livestock mixed,Neonatal Female,2019,96709107888.00616,,9493194.744088588,,,,,,,,,,88705770506.09363,88265102529.96259,86851405343.12308,88243226808.45865,4835070295.232733,,207659.14558905753,,3326795307.424597,,326566.0951363045,,,,,,,,,,3051480336.2978225,3036321348.823522,2987690136.4175158,3035568823.552272,166326517.95191678,,7143.478894350916,
National,All Small Ruminants,Crop livestock mixed,Neonatal Female,2020,101544563282.40646,,9967854.481293019,,,,,,,,,,93141059031.39832,92678357656.46072,91193975610.27924,92655388148.88159,5076823809.9943695,,218042.1028685104,,2907323342.9546995,,285389.7350667893,,,,,,,,,,2666722533.9913697,2653474926.5893655,2610975570.314385,2652817286.4026103,145354590.08096543,,6242.7654905910895,
National,All Small Ruminants,Crop livestock mixed,Neonatal Female,2021,106621791446.5268,,10466247.20535767,,,,,,,,,,97798111982.96822,97312275539.28377,95753674390.7932,97288157556.32567,5330665000.494088,,228944.20801193596,,3052689510.1024346,,299659.2218201288,,,,,,,,,,2800058660.6909375,2786148672.9188337,2741524348.830104,2785458150.7227407,152622319.5850137,,6554.903765120645,
National,All Small Ruminants,Crop livestock mixed,Neonatal Male,2017,88095060028.75969,,8481161.66268327,,,,,,,,,,79968790100.39941,81019004248.54996,79162308952.61404,78534499043.4674,4296135661.609465,,205917.47061510934,,3691220751.420055,,355364.30663903896,,,,,,,,,,3350726560.4698277,3394730983.144864,3316934654.915049,3290629150.79447,180009924.50509202,,8628.030225148625,
National,All Small Ruminants,Crop livestock mixed,Neonatal Male,2018,92499813030.19766,,8905219.745817436,,,,,,,,,,83967229605.41939,85069954460.97746,83120424400.24475,82461223995.64076,4510942444.689939,,216213.3441458648,,3372288793.7227597,,324659.8211463932,,,,,,,,,,3061214268.031658,3101416583.594653,3030342079.101457,3006309445.2566967,164456555.7163886,,7882.543906098361,
National,All Small Ruminants,Crop livestock mixed,Neonatal Male,2019,97124803681.70757,,9350480.733108308,,,,,,,,,,88165591085.69037,89323452184.02632,87276445620.25699,86584285195.4228,4736489566.924436,,227024.01135315804,,3341095251.3078914,,321656.73021296394,,,,,,,,,,3032898153.086641,3072728598.767665,3002311530.7237587,2978501197.823263,162935338.86340392,,7809.630676327042,
National,All Small Ruminants,Crop livestock mixed,Neonatal Male,2020,101981043865.79294,,9818004.769763723,,,,,,,,,,92573870639.97488,93789624793.22763,91640267901.26984,90913499455.19397,4973314045.2706585,,238375.21192081596,,2919820222.6280775,,281099.3865716904,,,,,,,,,,2650483357.841168,2685291626.3962827,2623753369.0801263,2602945254.8896804,142391001.03712803,,6824.922926417628,
National,All Small Ruminants,Crop livestock mixed,Neonatal Male,2021,107080096059.0826,,10308905.00825191,,,,,,,,,,97202564171.97362,98479106032.88902,96222281296.33333,95459174427.95364,5221979747.53419,,250293.9725168568,,3065811233.759482,,295154.3559002749,,,,,,,,,,2783007525.7332263,2819556207.7160974,2754941037.5341325,2733092517.634164,149510551.08898437,,7166.169072738511,
National,All Small Ruminants,Crop livestock mixed,Overall,2017,58832447909.339905,42857246734.58356,94850735.6515714,15880350439.104776,91383706315.42567,98487348764.32294,103577591011.94789,42857246734.58356,103231613555.51996,122955604448.896,143301347539.6675,172497776091.17844,81917433911.86948,82616402383.12225,82065086414.74333,85252883548.40602,8320456199.536284,5051103709.983554,1043422.1818216355,9733634529.102747,2465104768.7452536,1795736996.4193153,3974286.453862896,665393485.8720752,3829016439.5489807,4126662101.059147,4339945431.680119,1795736996.4193153,4325448828.053611,5151892495.41341,6004387846.176546,7227730709.005712,3432375570.887397,3461662649.2415557,3438562274.0059276,3572132339.424484,348630678.89372534,211643409.12849507,43719.836376462445,407843456.2486635
National,All Small Ruminants,Crop livestock mixed,Overall,2018,61774070304.806915,45000109071.31273,99593272.43414998,16674367961.060036,95952891631.19698,103411716202.53908,108756470562.54529,45000109071.31273,108393194233.29596,129103384671.34079,150466414916.65088,181122664895.7374,86013305607.46297,86747222502.27835,86168340735.4805,89515527725.82631,8736479009.513098,5303658895.482732,1095593.2909127173,10220316255.557884,2252112714.6876907,1640580219.2048554,3630896.8154369914,607901598.6673981,3498178542.993845,3770106773.8981533,3964961818.9301434,1640580219.2048554,3951717763.0340266,4706754350.051586,5485591681.027602,6603234245.648644,3135808572.028187,3162565163.6236935,3141460726.4241767,3263489958.78979,318507997.9648925,193356817.4145987,39942.31832897469,372604623.16468275
