region,species,production_system,group,year,ahle_total_mean,ahle_dueto_mortality_mean,ahle_dueto_healthcost_mean,ahle_dueto_productionloss_mean,ahle_dueto_ppr_total_mean,ahle_dueto_ppr_mortality_mean,ahle_dueto_ppr_healthcost_mean,ahle_dueto_ppr_productionloss_mean,ahle_dueto_bruc_total_mean,ahle_dueto_bruc_mortality_mean,ahle_dueto_bruc_healthcost_mean,ahle_dueto_bruc_productionloss_mean,ahle_when_af_repro_imp25_mean,ahle_when_af_repro_imp50_mean,ahle_when_af_repro_imp75_mean,ahle_when_af_repro_imp100_mean,ahle_when_af_ideal_mean,ahle_when_am_ideal_mean,ahle_when_jf_ideal_mean,ahle_when_jm_ideal_mean,ahle_when_nf_ideal_mean,ahle_when_nm_ideal_mean,ahle_when_af_mort_imp25_mean,ahle_when_am_mort_imp25_mean,ahle_when_j_mort_imp25_mean,ahle_when_n_mort_imp25_mean,ahle_when_af_mort_imp50_mean,ahle_when_am_mort_imp50_mean,ahle_when_j_mort_imp50_mean,ahle_when_n_mort_imp50_mean,ahle_when_af_mort_imp75_mean,ahle_when_am_mort_imp75_mean,ahle_when_j_mort_imp75_mean,ahle_when_n_mort_imp75_mean,ahle_when_af_mort_imp100_mean,ahle_when_am_mort_imp100_mean,ahle_when_j_mort_imp100_mean,ahle_when_n_mort_imp100_mean,ahle_when_all_growth_imp25_mean,ahle_when_af_growth_imp25_mean,ahle_when_am_growth_imp25_mean,ahle_when_jf_growth_imp25_mean,ahle_when_jm_growth_imp25_mean,ahle_when_nf_growth_imp25_mean,ahle_when_nm_growth_imp25_mean,ahle_when_all_growth_imp50_mean,ahle_when_af_growth_imp50_mean,ahle_when_am_growth_imp50_mean,ahle_when_jf_growth_imp50_mean,ahle_when_jm_growth_imp50_mean,ahle_when_nf_growth_imp50_mean,ahle_when_nm_growth_imp50_mean,ahle_when_all_growth_imp75_mean,ahle_when_af_growth_imp75_mean,ahle_when_am_growth_imp75_mean,ahle_when_jf_growth_imp75_mean,ahle_when_jm_growth_imp75_mean,ahle_when_nf_growth_imp75_mean,ahle_when_nm_growth_imp75_mean,ahle_when_all_growth_imp100_mean,ahle_when_af_growth_imp100_mean,ahle_when_am_growth_imp100_mean,ahle_when_jf_growth_imp100_mean,ahle_when_jm_growth_imp100_mean,ahle_when_nf_growth_imp100_mean,ahle_when_nm_growth_imp100_mean,ahle_when_a_ideal_mean,ahle_when_j_ideal_mean,ahle_when_n_ideal_mean,ahle_when_a_mort_imp100_mean,ahle_total_stdev,ahle_dueto_mortality_stdev,ahle_dueto_healthcost_stdev,ahle_dueto_productionloss_stdev,ahle_dueto_ppr_total_stdev,ahle_dueto_ppr_mortality_stdev,ahle_dueto_ppr_healthcost_stdev,ahle_dueto_ppr_productionloss_stdev,ahle_dueto_bruc_total_stdev,ahle_dueto_bruc_mortality_stdev,ahle_dueto_bruc_healthcost_stdev,ahle_dueto_bruc_productionloss_stdev,ahle_total_mean_usd,ahle_dueto_mortality_mean_usd,ahle_dueto_healthcost_mean_usd,ahle_dueto_productionloss_mean_usd,ahle_dueto_ppr_total_mean_usd,ahle_dueto_ppr_mortality_mean_usd,ahle_dueto_ppr_healthcost_mean_usd,ahle_dueto_ppr_productionloss_mean_usd,ahle_dueto_bruc_total_mean_usd,ahle_dueto_bruc_mortality_mean_usd,ahle_dueto_bruc_healthcost_mean_usd,ahle_dueto_bruc_productionloss_mean_usd,ahle_when_af_repro_imp25_mean_usd,ahle_when_af_repro_imp50_mean_usd,ahle_when_af_repro_imp75_mean_usd,ahle_when_af_repro_imp100_mean_usd,ahle_when_af_ideal_mean_usd,ahle_when_am_ideal_mean_usd,ahle_when_jf_ideal_mean_usd,ahle_when_jm_ideal_mean_usd,ahle_when_nf_ideal_mean_usd,ahle_when_nm_ideal_mean_usd,ahle_when_af_mort_imp25_mean_usd,ahle_when_am_mort_imp25_mean_usd,ahle_when_j_mort_imp25_mean_usd,ahle_when_n_mort_imp25_mean_usd,ahle_when_af_mort_imp50_mean_usd,ahle_when_am_mort_imp50_mean_usd,ahle_when_j_mort_imp50_mean_usd,ahle_when_n_mort_imp50_mean_usd,ahle_when_af_mort_imp75_mean_usd,ahle_when_am_mort_imp75_mean_usd,ahle_when_j_mort_imp75_mean_usd,ahle_when_n_mort_imp75_mean_usd,ahle_when_af_mort_imp100_mean_usd,ahle_when_am_mort_imp100_mean_usd,ahle_when_j_mort_imp100_mean_usd,ahle_when_n_mort_imp100_mean_usd,ahle_when_all_growth_imp25_mean_usd,ahle_when_af_growth_imp25_mean_usd,ahle_when_am_growth_imp25_mean_usd,ahle_when_jf_growth_imp25_mean_usd,ahle_when_jm_growth_imp25_mean_usd,ahle_when_nf_growth_imp25_mean_usd,ahle_when_nm_growth_imp25_mean_usd,ahle_when_all_growth_imp50_mean_usd,ahle_when_af_growth_imp50_mean_usd,ahle_when_am_growth_imp50_mean_usd,ahle_when_jf_growth_imp50_mean_usd,ahle_when_jm_growth_imp50_mean_usd,ahle_when_nf_growth_imp50_mean_usd,ahle_when_nm_growth_imp50_mean_usd,ahle_when_all_growth_imp75_mean_usd,ahle_when_af_growth_imp75_mean_usd,ahle_when_am_growth_imp75_mean_usd,ahle_when_jf_growth_imp75_mean_usd,ahle_when_jm_growth_imp75_mean_usd,ahle_when_nf_growth_imp75_mean_usd,ahle_when_nm_growth_imp75_mean_usd,ahle_when_all_growth_imp100_mean_usd,ahle_when_af_growth_imp100_mean_usd,ahle_when_am_growth_imp100_mean_usd,ahle_when_jf_growth_imp100_mean_usd,ahle_when_jm_growth_imp100_mean_usd,ahle_when_nf_growth_imp100_mean_usd,ahle_when_nm_growth_imp100_mean_usd,ahle_when_a_ideal_mean_usd,ahle_when_j_ideal_mean_usd,ahle_when_n_ideal_mean_usd,ahle_when_a_mort_imp100_mean_usd,ahle_total_stdev_usd,ahle_dueto_mortality_stdev_usd,ahle_dueto_healthcost_stdev_usd,ahle_dueto_productionloss_stdev_usd,ahle_dueto_ppr_total_stdev_usd,ahle_dueto_ppr_mortality_stdev_usd,ahle_dueto_ppr_healthcost_stdev_usd,ahle_dueto_ppr_productionloss_stdev_usd,ahle_dueto_bruc_total_stdev_usd,ahle_dueto_bruc_mortality_stdev_usd,ahle_dueto_bruc_healthcost_stdev_usd,ahle_dueto_bruc_productionloss_stdev_usd
National,All Poultry,Overall,Overall,2018,96874911899.13431,30459452875.71728,1714841.6210482046,66413744181.795975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955849465.6957054,9914162553.615437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29009785279.30929,4126780748.1450157,11014053154.86937,8801871314.393093,19521525376.484383,7630683099.763917,14911.988830054072,20959896888.915478,,,,,,,,,3531792866.258858,1110467883.455876,62518.40941324197,2421262464.3935685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71304892.61876707,361443101.1637658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057616989.7098132,150451076.76679295,401542087.6094869,320892021.5614647,711701127.8931024,278193720.2119826,543.6501023768918,764140197.483415,,,,,,,,
National,All Poultry,Overall,Overall,2019,101718657494.09102,31982425519.503147,1800583.702100615,69734431390.88577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2053641938.9804916,10409870681.296207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30460274543.274754,4333119785.552269,11564755812.612839,9241964880.112751,20497601645.308605,8012217254.752112,15657.588271556777,22007891733.361256,,,,,,,,,3499123917.2710814,1100196097.988567,61940.116516331065,2398865879.165998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70645325.08812396,358099766.2964493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047834072.9890953,149059410.0586441,397827838.6505849,317923782.63014823,705117919.6693678,275620438.935736,538.621359714369,757071929.8707851,,,,,,,,
National,All Poultry,Overall,Overall,2020,106804590368.79558,33581546795.478302,1890612.8872056452,73221152960.43007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156324035.9295197,10930364215.361025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31983288270.438507,4549775774.829884,12142993603.243483,9704063124.118387,21522481727.574036,8412828117.489719,16440.467685134616,23108286320.02932,,,,,,,,,3057923227.7589965,961473581.0079098,54130.1552913005,2096395516.5957954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61737733.68050287,312947360.2829674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915713826.1995534,130264672.8469858,347666163.65148175,277837122.2474245,616210376.0382541,240867760.67194152,470.70718436351467,661613562.1860723,,,,,,,,
National,All Poultry,Overall,Overall,2021,112144819887.23535,35260624135.25222,1985143.531565928,76882210608.45155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264140237.725994,11476882426.12907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33582452683.960426,4777264563.571377,12750143283.405655,10189266280.324306,22598605813.95274,8833469523.364206,17262.491069391348,24263700636.03079,,,,,,,,,3210819389.146946,1009547260.0583054,56836.66305586554,2201215292.425585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64824620.36452797,328594728.29711556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961499517.5095309,136777906.48933506,365049471.8340558,291728978.3597957,647020894.8401669,252911148.70553863,494.2425435816904,694694240.2953761,,,,,,,,
National,All Poultry,Small holder,Overall,2017,91910828.21459039,-21869331.969746828,1633182.4962363853,112146977.68810083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3555836.2604190707,-20554405.25456202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134623316.30071074,-23010845.715774268,-23329731.809619963,33645826.42538281,123295430.25352111,109244425.6185051,14201.89412386102,164730409.61465427,,,,,,,,,3851103.0729208128,-916334.3774335362,68431.04617893098,4699006.4041754175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-148991.06248211674,-861238.3848080448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5640774.619961008,-964164.2923685184,-977525.756298031,1409774.5396791329,5166131.342194271,4577388.229128244,595.0654472833373,6902274.726426547,,,,,,,,
National,All Poultry,Small holder,Overall,2018,96506369.62531993,-22962798.568234146,1714841.6210482046,117754326.57250586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3733628.073440045,-21582125.517290115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141354482.11574626,-24161388.001563013,-24496218.400100946,35328117.74665195,129460201.76619716,114706646.89943038,14911.988830054072,172966930.09538698,,,,,,,,,3518356.828506094,-837160.4844097226,62518.40941324197,4292998.903502574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-136117.8114801175,-786824.9420451823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5153395.670386868,-880857.7588352384,-893064.7543285004,1287966.0150389597,4719762.920025669,4181888.884231359,543.6501023768918,6305898.584409875,,,,,,,,
National,All Poultry,Small holder,Overall,2019,101331688.10658592,-24110938.496645838,1800583.702100615,123642042.90113114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3920309.477112025,-22661231.793154627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148422206.2215336,-25369457.40164116,-25721029.320106,37094523.633984566,135933211.85450703,120441979.24440189,15657.588271556777,181615276.60015634,,,,,,,,,3485812.162353853,-829416.781934686,61940.116516331065,4253288.827772208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-134858.72692788983,-779546.841412624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5105726.957456931,-872709.8582423709,-884803.9394940101,1276052.3786404962,4676105.293458218,4143206.5719313677,538.621359714369,6247569.2635869365,,,,,,,,
National,All Poultry,Small holder,Overall,2020,106398272.5119152,-25316485.421478122,1890612.8872056452,129824145.04618768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4116324.950967625,-23794293.38281235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155843316.5326103,-26637930.27172324,-27007080.786111295,38949249.8156838,142729872.4472324,126464078.20662199,16440.467685134616,190696040.43016416,,,,,,,,,3046289.9373908816,-724836.5313536006,54130.1552913005,3716996.3134531816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117854.53824693845,-681254.6368294694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4461951.45611737,-762670.831244775,-773239.9830816817,1115156.3364823794,4086500.3156174044,3620794.2082809997,470.70718436351467,5459820.120647531,,,,,,,,
National,All Poultry,Small holder,Overall,2021,111718186.13751096,-26582309.69255206,1985143.531565928,136315352.29849708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4322141.198516011,-24984008.051952988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163635482.35924077,-27969826.785309374,-28357434.825416893,40896712.30646798,149866366.069594,132787282.11695309,17262.491069391348,200230842.45167238,,,,,,,,,3198604.4342604256,-761078.3579212815,56836.66305586554,3902846.1291258414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123747.26515928551,-715317.3686709434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4685049.028923238,-800804.372807013,-811901.9822357666,1170914.1533064982,4290825.331398275,3801833.91869505,494.2425435816904,5732811.1266799085,,,,,,,,
National,All Poultry,Village,Overall,2017,92169910028.10378,29030872070.748108,0.0,63139037957.35567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866269613.113472,9462613980.126402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27493743616.37481,3953278224.9015045,10512904165.018541,8349088758.710897,18591520098.542145,7266496094.495578,0.0,19961126848.5979,,,,,,,,,3861958711.8867655,1216405975.367777,0.0,2645552736.518988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78197496.2207891,396487579.15276104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151999634.6884174,165644051.04133648,440495187.799841,349830395.3881246,778992655.9534461,304469299.02038115,0.0,836379765.4626553,,,,,,,,
National,All Poultry,Village,Overall,2018,96778405529.50899,30482415674.28551,0.0,66295989855.22348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959583093.769146,9935744679.132725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28868430797.193546,4150942136.1465797,11038549373.26947,8766543196.646442,19521096103.469254,7629820899.220357,0.0,20959183191.027798,,,,,,,,,3528274509.4303517,1111305043.9402857,0.0,2416969465.490066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71441010.4302472,362229926.10581094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052463594.0394263,151331934.52562824,402435152.36381537,319604055.5464258,711685477.7795405,278162286.7513545,0.0,764114178.0212141,,,,,,,,
National,All Poultry,Village,Overall,2019,101617325805.98444,32006536457.999794,0.0,69610789347.98465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2057562248.4576054,10432531913.089363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30311852337.053223,4358489242.953911,11590476841.932945,9204870356.478767,20497150908.642715,8011311944.1813755,0.0,22007142350.57919,,,,,,,,,3495638105.108728,1101025514.7705019,0.0,2394612590.3382263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70780183.81505191,358879313.13786197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042728346.0316385,149932119.91688648,398712642.5900789,316647730.25150776,705102414.318758,275589296.23341703,0.0,757046151.0876148,,,,,,,,
National,All Poultry,Village,Overall,2020,106698192096.28366,33606863280.89978,0.0,73091328815.38388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160440360.8804874,10954158508.743837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31827444953.90589,4576413705.101606,12170000684.029596,9665113874.302702,21522008454.074852,8411877541.390445,0.0,23107499468.108147,,,,,,,,,3054876937.8216057,962198417.5392634,0.0,2092678520.2823422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61855588.218749814,313628614.9197968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911251874.7434359,131027343.67823057,348439403.6345635,276721965.910942,616196825.7402637,240840544.71873495,0.0,661591033.8213434,,,,,,,,
National,All Poultry,Village,Overall,2021,112033101701.09785,35287206444.94478,0.0,76745895256.15308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2268462378.924511,11501866434.181023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33418817201.601177,4805234390.356686,12778500718.231071,10148369568.017838,22598108876.778595,8832471418.459967,0.0,24262874441.513554,,,,,,,,,3207620784.712686,1010308338.4162267,0.0,2197312446.296459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64948367.62968728,329310045.6657865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956814468.4806074,137578710.86214206,365861373.8162916,290558064.20648915,647006667.0272769,252882571.9546717,0.0,694670585.5124105,,,,,,,,
National,All Small Ruminants,Crop livestock mixed,Overall,2017,67913191692.738464,16806916307.571255,95228871.99725497,51011046513.16995,-571653005.9243622,2828470932.8814445,18879280.117391944,-3419003218.9231987,-349047612.6450043,7796165.869102152,0.0,-356843778.51410645,93829968596.07394,114031933873.07324,135513087805.05646,161716550536.83347,174523648408.15482,78112425265.99013,77367406431.87627,79034515017.84091,79982083577.5575,79884040300.89346,81650645592.58583,80312259000.32793,80583865545.8703,81254852600.56644,83705803212.1988,80712711602.32426,81767513741.40646,83065772440.4701,85936667911.1963,81391674789.85124,83056176190.0358,85495298666.28937,81390611967.60046,74513540192.80927,77164038174.01028,80178181708.04758,73681637843.84969,72921712876.32286,73776645259.20763,72894541389.44496,73199683074.57478,72792015433.04018,72844107809.35788,74824635167.16089,73008615896.33011,74604807762.76398,73159760084.47351,73723262493.2792,72439443804.86745,72649233611.6634,75534206969.54407,72800895987.64017,75238381472.66507,73236790227.99397,74116288200.86086,72584404394.00937,72592230226.03996,77152494230.40875,73371952210.45164,75900314036.86252,73060044378.95442,74448426333.71297,72585259673.12573,72554194326.679,,,,,6620660327.797305,5411956950.250718,816333.4359089291,8551164942.499732,8195876342.069209,168870876.2527489,710555.1853822563,8197615927.342828,8383916111.25788,436057.1258214401,0.0,8383916122.597796,2845591823.078002,704216992.6626314,3990130.5287247295,2137384699.8866456,-23952505.820312634,118514143.68560506,791049.9240075306,-143257699.42992523,-14625244.487128466,326662.6894646296,0.0,-14951907.176593097,3931515876.9839196,4777986875.761638,5678056427.133749,6775992740.055507,7312615626.885436,3272944078.7195344,3241727470.435459,3311580034.306513,3351283562.857117,3347175507.567282,3421197026.0285273,3365118054.5044494,3376498485.107485,3404613130.1218596,3507309010.633316,3381897190.065132,3426093851.525507,3480491447.1356444,3600783197.1298313,3410346038.4617586,3480089360.131818,3582289636.7042274,3410301505.754183,3122149252.5423994,3233206253.3164744,3359500158.5248356,3087292187.7690487,3055451006.109811,3091273039.1697235,3054312509.1705055,3067098076.487297,3050016627.6793413,3052199320.5612345,3135184265.2277226,3059092279.8737097,3125973402.8186865,3065425286.100725,3089036278.410393,3035243725.4320617,3044034008.2019334,3164915627.698266,3050388726.721137,3152520412.659847,3068652882.1107035,3105504223.9137316,3041317636.212122,3041645541.9264607,3232722557.1346307,3074316227.073383,3180255670.643764,3061247155.325465,3119420953.9542284,3041353472.773463,3040051821.4502583,,,,,277408503.7468699,226763314.47002593,34204.72064746145,358297474.0498067,343410729.5010886,7075762.0521643115,29772.566639444467,343483618.86921835,351289676.3784148,18270.980360433576,0.0,351289676.8535621
National,All Small Ruminants,Crop livestock mixed,Overall,2018,71308851277.37537,17647262122.949814,99990315.59711772,53561598838.82844,-600235656.220581,2969894479.5255175,19823244.123261545,-3589953379.86936,-366499993.27726746,8185974.16255726,0.0,-374685967.4398247,98521467025.87766,119733530566.72687,142288742195.3093,169802378063.67514,183249830828.56256,82018046529.28961,81235776753.47006,82986240768.73297,83981187756.43536,83878242315.93814,85733177872.21512,84327871950.34433,84613058823.16382,85317595230.59476,87891093372.80875,84748347182.44049,85855889428.47678,87219061062.49359,90233501306.7561,85461258529.34381,87208984999.5376,89770063599.60382,85460142565.98047,78239217202.4497,81022240082.71078,84187090793.44992,77365719736.04218,76567798520.139,77465477522.168,76539268458.9172,76859667228.3035,76431616204.69217,76486313199.82578,78565866925.51892,76659046691.14658,78335048150.90219,76817748088.69717,77409425617.94315,76061415995.11081,76281695292.24655,79310917318.02127,76440940787.02216,79000300546.29834,76898629739.39365,77822102610.9039,76213624613.70984,76221841737.34198,81010118941.9292,77040549820.97421,79695329738.70566,76713046597.90213,78170847650.39862,76214522656.78201,76181904043.01297,,,,,6951693344.187172,5682554797.763255,857150.1077043755,8978723189.624722,8605670159.17267,177314420.06538635,746082.9446513691,8607496723.709969,8803111916.820776,457859.98211251217,0.0,8803111928.727688,2599724606.7668295,643370644.1945292,3645371.917226259,1952708590.655074,-21882941.281239983,108274185.0361726,722700.9636255328,-130879827.2810381,-13361581.820980625,298438.10522172373,0.0,-13660019.926202348,3591821737.8885837,4365155238.0026655,5187456223.522304,6190527720.360555,6680784865.511123,2990152413.6428213,2961633008.9841,3025450112.9230986,3061723143.8305407,3057970036.1865253,3125595885.197362,3074362296.1031876,3084759425.1764326,3110444885.0029664,3204267549.734422,3089691666.69092,3130069611.0621524,3179767099.897237,3289665301.0077047,3115682453.778187,3179399754.3526545,3272769636.7331405,3115641768.823038,2852386688.7744594,2953848049.2283945,3069229802.293634,2820541373.407717,2791451360.2875237,2824178267.9399137,2790411232.7176323,2802092090.701326,2786486527.5895953,2788480629.6066356,2864295439.338305,2794778017.6553183,2855880421.604521,2800563834.1556535,2822134769.6636243,2772990046.0583572,2781020823.428442,2891457927.6405697,2786826476.217246,2880133694.3896155,2803512556.7025027,2837179837.8988914,2778539153.6943045,2778838727.423521,2953406145.770584,2808686572.573888,2905472547.302758,2796746705.7472,2849894122.9339375,2778571893.874953,2777382708.923366,,,,,253439621.05465242,207170319.9870952,31249.335626290027,327339554.5613182,313739067.0268508,6464396.112419631,27200.13231393354,313805658.5465346,320937250.51412195,16692.3157592552,0.0,320937250.9482152
National,All Small Ruminants,Crop livestock mixed,Overall,2019,74874293841.24416,18529625229.097313,104989831.37697361,56239678780.76987,-630247439.031601,3118389203.501793,20814406.32942462,-3769451048.8628187,-384824992.9411316,8595272.870685123,0.0,-393420265.8118167,103447540377.17154,125720207095.06326,149403179305.07474,178292496966.85892,192412322369.9907,86118948855.75409,85297565591.14357,87135552807.16963,88180247144.25717,88072154431.73505,90019836765.82588,88544265547.86153,88843711764.322,89583474992.12451,92285648041.4492,88985764541.56253,90148683899.90062,91580014115.61832,94745176372.0939,89734321455.81099,91569434249.51448,94258566779.58405,89733149694.27951,82151178062.5722,85073352086.84633,88396445333.12245,81234005722.84428,80396188446.14597,81338751398.2764,80366231881.86308,80702650589.71869,80253197014.92682,80310628859.81706,82494160271.79488,80491999025.70393,82251800558.44728,80658635493.13202,81279896898.84032,79864486794.86638,80095780056.85892,83276463183.92233,80262987826.37329,82950315573.61325,80743561226.36336,81713207741.4491,80024305844.39534,80032933824.20908,85060624889.02567,80892577312.02293,83680096225.64095,80548698927.79726,82079390032.91853,80025248789.62112,79990999245.16362,,,,,7299278011.39653,5966682537.651418,900007.6130895943,9427659349.105957,9035953667.131304,186180141.06865567,783387.0918839376,9037871559.895468,9243267512.661814,480752.9812181377,0.0,9243267525.164072,2575677253.545151,637419490.3326418,3611652.366359312,1934646110.84615,-21680524.91100202,107272652.96405345,716016.0073418113,-129669193.8823973,-13237987.699967546,295677.56415810675,0.0,-13533665.264125653,3558597524.1332154,4324777718.936808,5139472451.778042,6133265575.619292,6618987860.920397,2962493618.134112,2934238016.878149,2997464815.0455246,3033402321.8038397,3029683930.262044,3096684242.7549562,3045924562.401174,3056225518.427988,3081673388.7331166,3174628197.402771,3061112136.897033,3101116586.8265333,3150354375.7898955,3259236022.741644,3086862510.1974044,3149990428.177555,3242496642.715677,3086822201.576536,2826002220.9538164,2926525067.702554,3040839543.9631386,2794451473.5367274,2765630541.9257464,2798054726.933544,2764600035.4961114,2776172845.990031,2760711633.740463,2762687290.3900814,2837800816.0302334,2768926427.840072,2829463636.8887687,2774658725.758977,2796030130.9381857,2747339994.1474,2755296487.133839,2864712052.35416,2761048437.856304,2853492567.8278365,2777580172.735003,2810936032.867469,2752837772.7498636,2753134575.4335375,2926087251.834834,2782706329.1573863,2878597037.320271,2770876905.6423693,2823532711.252024,2752870210.085093,2751692025.048844,,,,,251095314.2492292,205254002.44761023,30960.280466450327,324311676.1962506,310836992.65151244,6404600.695522172,26948.532129926734,310902968.20218503,317968593.2167223,16537.912476651425,0.0,317968593.6468003
National,All Small Ruminants,Crop livestock mixed,Overall,2020,78618008533.30634,19456106490.552177,110239322.9458223,59051662719.808334,-661759810.9832001,3274308663.6768827,21855126.645895854,-3957923601.305979,-404066242.58818054,9025036.51421938,0.0,-413091279.10239995,108619917396.03012,132006217449.81644,156873338270.32852,187207121815.20187,202032938488.49026,90424896298.54181,89562443870.70074,91492330447.5281,92589259501.47,92475762153.32181,94520828604.11716,92971478825.25458,93285897352.53809,94062648741.73071,96899930443.52167,93435052768.64066,94656118094.89566,96159014821.39923,99482435190.69864,94221037528.60156,96147905961.9902,98971495118.56323,94219807178.99347,86258736965.70084,89327019691.18863,92816267599.77856,85295706008.98651,84415997868.45325,85405688968.19022,84384543475.95624,84737783119.20462,84265856865.67313,84326160302.80789,86618868285.38461,84516598976.98914,86364390586.36966,84691567267.78864,85343891743.78235,83857711134.60968,84100569059.70187,87440286343.11844,84276137217.69199,87097831352.29391,84780739287.68152,85798868128.52155,84025521136.61511,84034580515.41953,89313656133.47696,84937206177.62408,87864101036.923,84576133874.1871,86183359534.56445,84026511229.10217,83990549207.42178,,,,,7664241911.966355,6265016664.533989,945007.9937440741,9899042316.561255,9487751350.48787,195489148.12208846,822556.4464781345,9489765137.890242,9705430888.294905,504790.6302790447,0.0,9705430901.422276,2250912939.0789824,557047967.262224,3156263.0883601485,1690708708.7283983,-18946851.349885017,93746762.03463417,625734.3358120793,-113319347.72033127,-11568824.378214153,258395.90501596668,0.0,-11827220.283230118,3109897872.8879294,3779471248.89058,4491442018.14274,5359928859.086447,5784406955.198229,2588956053.33267,2564263169.788754,2619517770.4556637,2650923956.4788504,2647674412.840389,2706226729.5582743,2661867281.520062,2670869401.3212624,2693108577.624495,2774342816.6178126,2675139871.437492,2710100204.2366076,2753129654.4973984,2848282534.235957,2697643408.465721,2752811596.6395526,2833653804.2424173,2697608182.314562,2469674706.4312973,2557522737.8988853,2657423427.4689097,2442102158.0846477,2416915226.0689306,2445251081.220305,2416014655.062577,2426128262.5987763,2412616537.6112995,2414343085.8850336,2479985629.620103,2419795537.3501964,2472699676.23479,2424805056.1237774,2443481764.309156,2400930913.3603196,2407884180.8895564,2503503657.7289286,2412910874.4662933,2493698825.6773443,2427358141.0609984,2456508197.4443955,2405735483.100354,2405994862.2598023,2557140125.752807,2431837946.05326,2515637900.19899,2421500081.5497975,2467516574.494038,2405763830.44763,2404734201.4678836,,,,,219434982.006291,179373750.83433616,27056.532724947527,283419573.3334869,271643897.82946193,5597051.631893212,23550.62132763229,271701554.59545135,277876282.71638024,14452.665266121197,0.0,277876283.0922301
