species,production_system,item,group,age_group,sex,year,mean_current,stdev_current,mean_ideal,stdev_ideal,mean_all_mort_25_imp,mean_all_mort_50_imp,mean_all_mort_75_imp,mean_mortality_zero,stdev_mortality_zero,mean_current_repro_25_imp,mean_current_repro_50_imp,mean_current_repro_75_imp,mean_current_repro_100_imp,mean_current_growth_25_imp_all,mean_current_growth_50_imp_all,mean_current_growth_75_imp_all,mean_current_growth_100_imp_all,mean_current_usd,stdev_current_usd,mean_ideal_usd,stdev_ideal_usd,mean_all_mort_25_imp_usd,mean_all_mort_50_imp_usd,mean_all_mort_75_imp_usd,mean_mortality_zero_usd,stdev_mortality_zero_usd,mean_current_repro_25_imp_usd,mean_current_repro_50_imp_usd,mean_current_repro_75_imp_usd,mean_current_repro_100_imp_usd,mean_current_growth_25_imp_all_usd,mean_current_growth_50_imp_all_usd,mean_current_growth_75_imp_all_usd,mean_current_growth_100_imp_all_usd
Cattle,Crop livestock mixed,Total Production Value,Overall,Overall,Overall,2017.0,275712666000.0811,29454918302.78494,830204691168.5842,53738359791.62603,,,,365603839222.88336,33319390870.12473,,,,,,,,,11552478809.102352,1234173694.1336744,34785932184.70279,2251660294.5201473,,,,15318957472.732069,1396096750.0825698,,,,,,,,
Cattle,Crop livestock mixed,Total Production Value,Overall,Overall,Overall,2018.0,208371137976.14627,49378836324.89451,777663737260.0201,58237073434.711365,,,,349480200038.7456,29615705619.76168,,,,,,,,,7596638636.478285,1800216572.666474,28351481160.187622,2123163536.1140893,,,,12741086966.672022,1079707178.9443493,,,,,,,,
Cattle,Crop livestock mixed,Total Production Value,Overall,Overall,Overall,2019.0,240162672388.94943,29867713891.932323,864174557416.5247,60425515625.67066,,,,360309175390.21783,27532341691.602154,,,,,,,,,8261600887.140393,1027449974.3524566,29727622611.702015,2078638984.7064617,,,,12394643070.209335,947113122.4589876,,,,,,,,
Cattle,Crop livestock mixed,Total Production Value,Overall,Overall,Overall,2020.0,334539412760.0656,20974982903.1987,905695798817.198,94479258386.2799,,,,370360933308.88385,33678804399.037617,,,,,,,,,9578201061.840702,600534932.0667259,25930984903.58529,2705036532.261804,,,,10603807352.372208,964258164.3668578,,,,,,,,
Cattle,Crop livestock mixed,Total Production Value,Overall,Overall,Overall,2021.0,370926358859.7857,39003343083.19467,902177670007.91,71162938503.87921,,,,409641272339.9027,36881195785.94646,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase,Overall,Overall,Overall,2017.0,-80433645075.24962,19020343797.56144,64256454224.76979,29809759733.91037,,,,-7874704873.324638,17577148416.903473,,,,,,,,,-3370204183.040353,796960552.6323744,2692372956.777727,1249041702.0969605,,,,-329953507.38435477,736490047.9786613,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase,Overall,Overall,Overall,2018.0,-219911203782.1255,33959660853.07716,-45486955770.93289,24248751000.283634,,,,-86018429184.51947,21269899140.745518,,,,,,,,,-8017357698.727872,1238075840.1757052,-1658329310.966306,884042773.5062993,,,,-3135995363.557006,775442027.0291026,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase,Overall,Overall,Overall,2019.0,-100749843877.40979,21440472158.409584,61949051976.49329,21188267332.110256,,,,-13501773069.295605,11722476341.73334,,,,,,,,,-3465796708.8609223,737552684.7809006,2131048666.6205692,728876833.5506929,,,,-464461272.2605322,403253428.1076837,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase,Overall,Overall,Overall,2020.0,34786975664.64362,21865591972.260674,157195432628.2414,39055435270.994965,,,,66220551177.231834,25154681423.39811,,,,,,,,,995986226.2575548,626033968.6693053,4500663904.722623,1118196533.2485013,,,,1895961221.3355107,720203919.5682396,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase,Overall,Overall,Overall,2021.0,11444352320.025085,33002174865.66446,117889106027.30902,38553754120.07196,,,,32865451221.146908,30939867128.518154,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase plus Offtake,Overall,Overall,Overall,2017.0,73586793439.28891,29158894800.55823,244883411034.91602,42589149602.938774,,,,158159557869.62473,33202813174.610268,,,,,,,,,3083318166.5906024,1221770182.5863693,10260719820.106981,1784503611.7618742,,,,6626953223.633547,1391212094.703537,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase plus Offtake,Overall,Overall,Overall,2018.0,12529854845.771845,50075098035.94189,222154219938.06223,42387061430.51834,,,,138535903848.69785,29237439363.55652,,,,,,,,,456804048.5614257,1825600359.819609,8099131899.1182575,1545315688.5226383,,,,5050638058.313697,1065916631.5361325,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase plus Offtake,Overall,Overall,Overall,2019.0,41003083038.52618,29158860181.33373,249733439223.55786,34579010472.44198,,,,152627877647.9394,27131616284.24224,,,,,,,,,1410506902.8294423,1003065392.0771155,8590835463.79167,1189518673.9632084,,,,5250402141.3304,933328160.1748292,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase plus Offtake,Overall,Overall,Overall,2020.0,123212623968.56674,19667087858.44175,266989998475.0953,42633149264.76608,,,,158236413473.53094,32751003901.140396,,,,,,,,,3527701791.520517,563088576.783464,7644193148.414206,1220630096.1324003,,,,4530468237.05957,937694299.61676,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase plus Offtake,Overall,Overall,Overall,2021.0,144583237588.23972,38000137814.64379,271258850891.2088,47184822979.866325,,,,178746747229.7973,36561797815.10505,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Crop livestock mixed,Value of Hides,Overall,Overall,Overall,2017.0,74243780.39399382,5320.086076699908,0.0,0.0,,,,0.0,0.0,,,,,,,,,3110846.2014182913,222.91388551463237,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Value of Hides,Overall,Overall,Overall,2018.0,196885043.68893468,1152.5631107044971,0.0,0.0,,,,0.0,0.0,,,,,,,,,7177887.227372611,42.019281282418774,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Value of Hides,Overall,Overall,Overall,2019.0,119511120.5740743,14062.730803189042,0.0,0.0,,,,0.0,0.0,,,,,,,,,4111185.014459165,483.75822988464097,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Value of Hides,Overall,Overall,Overall,2020.0,3537980.493410989,31363.460451636976,0.0,0.0,,,,0.0,0.0,,,,,,,,,101295.95266272919,897.9675301107839,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Value of Hides,Overall,Overall,Overall,2021.0,43187531.22002154,415468.79654511303,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Crop livestock mixed,Value of Manure,Overall,Overall,Overall,2017.0,18774664973.332222,533591633.90760344,19352141249.120296,603916890.332378,,,,19302064446.399975,532511004.83575416,,,,,,,,,786666504.6587046,22357718.028921004,810863007.9807504,25304376.39749831,,,,808764768.4959749,22312439.20791452,,,,,,,,
Cattle,Crop livestock mixed,Value of Manure,Overall,Overall,Overall,2018.0,17419534039.858658,425888802.8685195,18770103123.88463,535373979.4367354,,,,18496384892.462933,563401317.6940368,,,,,,,,,635068304.573869,15526734.489902576,684306339.0953261,19518262.925740793,,,,674327325.1468368,20540062.59891547,,,,,,,,
Cattle,Crop livestock mixed,Value of Manure,Overall,Overall,Overall,2019.0,18373315428.95935,565151637.6838411,19692251236.330868,592878656.0031104,,,,19112948518.142105,610855439.5332661,,,,,,,,,632042429.9816597,19441228.001060937,677413848.9780912,20395038.0035298,,,,657485823.5155826,21013439.72800819,,,,,,,,
Cattle,Crop livestock mixed,Value of Manure,Overall,Overall,Overall,2020.0,15789545707.87159,537881978.9712536,16514018754.8427,374095148.7213537,,,,16321480640.1922,643254729.7207662,,,,,,,,,452070631.13243777,15400103.980640553,472813025.7296043,10710721.70884151,,,,467300465.1646915,18417032.194841497,,,,,,,,
Cattle,Crop livestock mixed,Value of Manure,Overall,Overall,Overall,2021.0,15519609341.552767,433969616.2080472,16292205267.04521,410366782.87682426,,,,15951517175.786821,325281684.40102744,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Crop livestock mixed,Value of Offtake,Overall,Overall,Overall,2017.0,154020438514.53864,21878425544.65496,180626956810.14587,27429908295.503212,,,,166034262742.9493,22892431046.02114,,,,,,,,,6453522349.6309595,916715402.1174916,7568346863.329239,1149324907.3995333,,,,6956906731.0178995,959202666.982003,,,,,,,,
Cattle,Crop livestock mixed,Value of Offtake,Overall,Overall,Overall,2018.0,232441058627.8974,31393872258.533443,267641175708.99506,31801498341.670628,,,,224554333033.21738,25897420191.18054,,,,,,,,,8474161747.2893,1144534244.3498118,9757461210.08456,1159395170.3037255,,,,8186633421.870705,944148718.1010473,,,,,,,,
Cattle,Crop livestock mixed,Value of Offtake,Overall,Overall,Overall,2019.0,141752926915.93588,18950260465.351482,187784387247.06467,28867272374.660522,,,,166129650717.23505,23236552833.02486,,,,,,,,,4876303611.690362,651889351.1417017,6459786797.1711035,993034765.5091813,,,,5714863413.590934,799337897.0587934,,,,,,,,
Cattle,Crop livestock mixed,Value of Offtake,Overall,Overall,Overall,2020.0,88425648303.9231,12883322755.555332,109794565846.85394,16167501692.131271,,,,92015862296.29916,18098174844.337208,,,,,,,,,2531715565.2629614,368862534.54925317,3143529243.6915827,462891892.45975864,,,,2634507015.7240615,518169013.57370377,,,,,,,,
Cattle,Crop livestock mixed,Value of Offtake,Overall,Overall,Overall,2021.0,133138885268.2146,18587375601.91504,153369744863.90012,31331932084.02109,,,,145881296008.65057,15545508114.165323,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Capital Cost,Overall,Overall,Overall,2017.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Pastoral,Capital Cost,Overall,Overall,Overall,2018.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Pastoral,Capital Cost,Overall,Overall,Overall,2019.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Pastoral,Capital Cost,Overall,Overall,Overall,2020.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Pastoral,Capital Cost,Overall,Overall,Overall,2021.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Cml Dry Matter,Overall,Overall,Overall,2017.0,28633614267.802856,3095635553.987779,39853612793.224625,1142714349.014679,,,,14495638288.707783,1269820208.1048574,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Cml Dry Matter,Overall,Overall,Overall,2018.0,11828799787.558273,889790449.1768452,28635541955.757458,631960918.5995166,,,,11550222853.995123,1073712971.3537016,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Cml Dry Matter,Overall,Overall,Overall,2019.0,11222837534.09223,1128656633.535008,28378535049.5028,443783344.5746171,,,,11828332164.054012,864262728.1588495,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Cml Dry Matter,Overall,Overall,Overall,2020.0,12488224029.64329,738458205.2120941,30791500895.524246,602211996.0932086,,,,13073936477.323175,1269803964.8680108,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Cml Dry Matter,Overall,Overall,Overall,2021.0,13087435652.68224,1244882855.70264,33252430299.599297,824012915.0829213,,,,13514945411.639406,1173966834.5558026,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Cml Pop Growth,Overall,Overall,Overall,2017.0,-10582510.761066418,1866.0513184770102,-87947.70020281477,72924.88211880931,,,,-2477402.0533219073,483.69181485514895,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Cml Pop Growth,Overall,Overall,Overall,2018.0,330044.6221847899,3087.4086482666366,3391264.4650230925,47653.11654565824,,,,1246817.6568394876,634.6518221589597,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Cml Pop Growth,Overall,Overall,Overall,2019.0,429122.44936271384,2086.9306106755457,3295461.1844485374,83926.90131772621,,,,1181320.8566521846,573.7472496580331,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Cml Pop Growth,Overall,Overall,Overall,2020.0,-749959.164523599,2782.853366727833,3785700.4386385363,88830.8440818128,,,,514327.7793549228,380.31066198848583,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Cml Pop Growth,Overall,Overall,Overall,2021.0,-22110.254578552907,4203.7360294334085,3570198.011894106,72457.74876602383,,,,1450756.167692741,1074.2152369433722,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Feed Cost,Overall,Overall,Overall,2017.0,1023513233.933656,51076547.823094524,830307544.3534555,34949382.61644955,,,,584592199.791414,16673773.043580757,,,,,,,,,42885642.93180097,2140129.2328304886,34790241.777206875,1464394.1024734236,,,,24494663.58594803,698638.2328684605,,,,,,,,
Cattle,Pastoral,Feed Cost,Overall,Overall,Overall,2018.0,441775024.4690972,14563265.273271477,618086024.8322569,28752780.41356747,,,,461350985.7732421,14649715.807845768,,,,,,,,,16105902.439796,530936.6005424485,22533716.629437964,1048247.2991095692,,,,16819588.151904054,534088.3492801572,,,,,,,,
Cattle,Pastoral,Feed Cost,Overall,Overall,Overall,2019.0,436700720.58510494,17449229.168059874,606468153.6893963,21034262.617393292,,,,443796077.38466704,14379019.06917394,,,,,,,,,15022513.801635891,600253.8435335659,20862517.004425436,723579.0681857702,,,,15266594.22198908,494638.55276271515,,,,,,,,
Cattle,Pastoral,Feed Cost,Overall,Overall,Overall,2020.0,451727806.4169831,9051746.699124618,662119023.1258881,26560337.88430999,,,,482292415.18820155,15431342.224596834,,,,,,,,,12933423.058852835,259160.6445703007,18957135.95610864,760449.2828735958,,,,13808518.659015186,441814.9038459252,,,,,,,,
Cattle,Pastoral,Feed Cost,Overall,Overall,Overall,2021.0,503575399.07340103,11373719.276479831,720517346.0321589,24878632.087808326,,,,532289421.79175884,20719081.053193282,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Gross Margin,Overall,Overall,Overall,2017.0,-31784656369.221653,67802808211.81318,154809917261.18387,45430039238.232704,,,,20123934336.904247,25463464658.193977,,,,,,,,,-1331790717.0790813,2840966707.9435964,6486601847.294853,1903538104.3982117,,,,843201468.9625653,1066930076.654607,,,,,,,,
Cattle,Pastoral,Gross Margin,Overall,Overall,Overall,2018.0,24044311475.104748,6654523493.884392,202146127611.74994,22392696444.63544,,,,37065780031.618355,7680775872.84232,,,,,,,,,876589470.6598418,242605625.57748133,7369691878.371774,816376128.8558166,,,,1351316403.0981643,280019964.95524114,,,,,,,,
Cattle,Pastoral,Gross Margin,Overall,Overall,Overall,2019.0,30261471243.035675,6364724996.201441,199391348328.66617,23000451703.497776,,,,35585776980.05164,5572932492.2259245,,,,,,,,,1040995235.3575685,218946671.2373323,6859066497.946015,791216013.3299315,,,,1224151462.604654,191708992.75796747,,,,,,,,
Cattle,Pastoral,Gross Margin,Overall,Overall,Overall,2020.0,9983215309.953583,5659260969.7246685,228005134252.7445,30893223381.19178,,,,29040707271.45253,6152715979.89089,,,,,,,,,285829531.09612256,162030353.85946324,6528017135.520785,884504168.1400813,,,,831464762.0414418,176158468.87990344,,,,,,,,
Cattle,Pastoral,Gross Margin,Overall,Overall,Overall,2021.0,29912434609.731052,8275264450.88223,229083396738.41187,21325840429.507954,,,,52925173464.68532,8548172256.229173,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Health Cost,Overall,Overall,Overall,2017.0,310273065.18895686,2997392.885990103,0.0,0.0,,,,186073796.4307139,1155977.3287819608,,,,,,,,,13000574.33933631,125592.04587991115,0.0,0.0,,,,7796571.776627827,48435.9452479866,,,,,,,,
Cattle,Pastoral,Health Cost,Overall,Overall,Overall,2018.0,155584283.22195,1349377.1100077468,0.0,0.0,,,,161113461.1023019,1154608.9621829863,,,,,,,,,5672175.084478101,49194.57842687279,0.0,0.0,,,,5873753.703867561,42093.86740090398,,,,,,,,
Cattle,Pastoral,Health Cost,Overall,Overall,Overall,2019.0,151568506.6910106,957546.4570097072,0.0,0.0,,,,156076608.9858899,1521259.3619818091,,,,,,,,,5213959.75854662,32939.61788490466,0.0,0.0,,,,5369038.570537755,52331.3534509863,,,,,,,,
Cattle,Pastoral,Health Cost,Overall,Overall,Overall,2020.0,156633343.1962388,1023893.9551032272,0.0,0.0,,,,164838174.2876687,1231842.6455515658,,,,,,,,,4484570.716927384,29315.11742389442,0.0,0.0,,,,4719483.312796981,35268.89832889403,,,,,,,,
Cattle,Pastoral,Health Cost,Overall,Overall,Overall,2021.0,181004899.6122004,1439737.7936540984,0.0,0.0,,,,191282257.22567928,1057952.3452753578,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Hides,Overall,Overall,Overall,2017.0,771046.5791324337,348.63961485535356,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Hides,Overall,Overall,Overall,2018.0,251672.872423669,385.39471173296033,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Hides,Overall,Overall,Overall,2019.0,199471.5191293908,466.064911791027,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Hides,Overall,Overall,Overall,2020.0,444882.0791075536,572.3910207726536,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Hides,Overall,Overall,Overall,2021.0,488673.21924067405,570.3061873199445,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Infrastructure Cost,Overall,Overall,Overall,2017.0,29307867.656666663,0.0,15304962.803333333,0.0,,,,15304962.803333333,0.0,,,,,,,,,1228012.2090710124,0.0,641284.4974614116,0.0,,,,641284.4974614116,0.0,,,,,,,,
Cattle,Pastoral,Infrastructure Cost,Overall,Overall,Overall,2018.0,11346741.078270487,0.0,11346741.078270487,0.0,,,,11346741.078270487,0.0,,,,,,,,,413670.9743514116,0.0,413670.9743514116,0.0,,,,413670.9743514116,0.0,,,,,,,,
Cattle,Pastoral,Infrastructure Cost,Overall,Overall,Overall,2019.0,10945421.341161152,0.0,10945421.341161152,0.0,,,,10945421.341161152,0.0,,,,,,,,,376522.72004957567,0.0,376522.72004957567,0.0,,,,376522.72004957567,0.0,,,,,,,,
Cattle,Pastoral,Infrastructure Cost,Overall,Overall,Overall,2020.0,11994133.90021871,0.0,11994133.90021871,0.0,,,,11994133.90021871,0.0,,,,,,,,,343404.16009915364,0.0,343404.16009915364,0.0,,,,343404.16009915364,0.0,,,,,,,,
Cattle,Pastoral,Infrastructure Cost,Overall,Overall,Overall,2021.0,13443444.0,0.0,13443444.0,0.0,,,,13443444.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Labour Cost,Overall,Overall,Overall,2017.0,32297221760.607876,1444369.509575791,18029398512.43662,67177371.4051002,,,,19372747021.7505,499566.75982027705,,,,,,,,,1353267426.5395994,60519.70115831738,755439520.7064018,2814760.6378315245,,,,811726398.6806015,20932.061229838375,,,,,,,,
Cattle,Pastoral,Labour Cost,Overall,Overall,Overall,2018.0,16184346796.88845,2972827.7868768247,15701712901.883121,41290967.08319493,,,,16858427613.682232,604389.7133765502,,,,,,,,,590036774.6586908,108381.12535513443,572441270.1676071,1505355.1030549156,,,,614611907.408365,22034.386780821536,,,,,,,,
Cattle,Pastoral,Labour Cost,Overall,Overall,Overall,2019.0,15699060506.214981,2070413.5793176543,15202773985.921669,63051394.06217713,,,,16251779506.61317,453255.41432548244,,,,,,,,,540048005.4425986,71222.26986188922,522975738.9011488,2168969.2571204477,,,,559061550.4644234,15591.99560799396,,,,,,,,
Cattle,Pastoral,Labour Cost,Overall,Overall,Overall,2020.0,16231863225.208721,2912786.4351397664,16762495380.321411,73274662.10323957,,,,17201413040.70534,253279.48055933797,,,,,,,,,464734628.11645764,83396.0157214136,479927162.3222626,2097927.5373650305,,,,492493817.9699939,7251.64718148122,,,,,,,,
Cattle,Pastoral,Labour Cost,Overall,Overall,Overall,2021.0,18793883821.905518,3824161.2531088567,18268031181.594433,59189932.86649096,,,,19900528134.327106,1006587.7569826369,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Manure,Overall,Overall,Overall,2017.0,14485883449.983335,533102569.42846805,8387208886.403741,326836955.50813425,,,,8205916512.057364,391388485.8397169,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Manure,Overall,Overall,Overall,2018.0,6027564978.780362,261131273.93568105,6459974141.957891,247968514.05848652,,,,6173446072.636143,146877147.9864167,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Manure,Overall,Overall,Overall,2019.0,5950536051.634206,167591241.0734017,6458809451.811388,216847951.86128584,,,,6101490187.99122,196263768.57439485,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Manure,Overall,Overall,Overall,2020.0,6101853018.265432,188629698.65904525,6961799026.341918,184368972.39591298,,,,6428839001.838715,202886704.1321592,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Manure,Overall,Overall,Overall,2021.0,6665614672.613938,220631301.5815261,7470536179.113928,206893139.02562055,,,,7181859981.533962,256930692.99808267,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Num Offtake,Overall,Overall,Overall,2017.0,10328960.311235277,31.627957278005756,4103671.0451160977,1441.1811572433767,,,,4080302.328620803,8.60142319500792,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Num Offtake,Overall,Overall,Overall,2018.0,1202508.3135593017,48.122927771358555,1227839.9282075285,711.7237909511831,,,,1214337.5640166202,7.556517724917237,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Num Offtake,Overall,Overall,Overall,2019.0,1403574.1684870457,35.58594748212319,1442881.9155061843,1714.308582298573,,,,1420120.2036766885,7.7015351512514005,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Num Offtake,Overall,Overall,Overall,2020.0,1408001.1808919865,57.94899504212726,1436683.0950761037,1837.3749862570328,,,,1438836.3890565224,5.862549222150297,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Num Offtake,Overall,Overall,Overall,2021.0,1736326.8258810383,28.33053166317822,1831537.542766734,966.3713700161508,,,,1819594.5171532272,11.06466206500981,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Offtake Liveweight (kg),Overall,Overall,Overall,2017.0,784284763.5189785,436243505.46411514,1580044885.289233,246535227.67711866,,,,478275577.5620716,307943399.0555175,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Offtake Liveweight (kg),Overall,Overall,Overall,2018.0,127234412.43410096,77414717.38894548,420750469.0386059,68276689.35422817,,,,156417607.63381836,80124726.0612823,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Offtake Liveweight (kg),Overall,Overall,Overall,2019.0,158097061.88836816,75679612.4835053,503573369.9358088,71171181.95305252,,,,143764524.4016165,72379094.44217066,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Offtake Liveweight (kg),Overall,Overall,Overall,2020.0,192703959.42335752,77407007.38496464,450525467.20132774,70592970.50882763,,,,124056394.05763736,58270683.252031654,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Offtake Liveweight (kg),Overall,Overall,Overall,2021.0,226685024.05464137,85852758.59117147,596411161.3980416,78208953.35172002,,,,219592273.80389693,85892640.47243506,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Population Liveweight (kg),Overall,Overall,Overall,2017.0,2062937176.620978,602610032.152595,4262455971.5774703,251720700.49110082,,,,1273524997.7459917,302642789.33265543,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Population Liveweight (kg),Overall,Overall,Overall,2018.0,1068150215.6389525,334299426.3704097,3483827633.88196,245472152.0378753,,,,1327429488.1663258,386605491.9909897,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Population Liveweight (kg),Overall,Overall,Overall,2019.0,941717654.3529979,274640055.69103473,3259801614.688299,224004043.18330255,,,,1176835225.0551062,482089316.92719644,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Population Liveweight (kg),Overall,Overall,Overall,2020.0,1264044863.3316798,311568508.70982414,3684673056.64603,251477422.33057657,,,,1291196969.4359002,341546727.11721694,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Population Liveweight (kg),Overall,Overall,Overall,2021.0,1190036285.205603,387287325.5958791,3829531189.413159,286349020.9933898,,,,1162910960.3411152,471320273.09269667,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Total Expenditure,Overall,Overall,Overall,2017.0,33660315927.38712,50704021.07970562,18875011019.593407,76745662.221478,,,,20158717980.775963,16769641.99691765,,,,,,,,,1410381656.0198061,2124520.2027077195,790871046.98107,3215676.1216907273,,,,844658918.5406388,702655.1830795,,,,,,,,
Cattle,Pastoral,Total Expenditure,Overall,Overall,Overall,2018.0,16793052845.657772,14967653.642762616,16331145667.793682,49735976.24441359,,,,17492238801.63605,14847263.205360169,,,,,,,,,612228523.1573164,545679.4883610605,595388657.7713977,1813236.911939939,,,,637718920.2384882,541290.3841064268,,,,,,,,
Cattle,Pastoral,Total Expenditure,Overall,Overall,Overall,2019.0,16298275154.832272,18013903.056658506,15820187560.95221,69990171.15101025,,,,16862597614.32489,13552876.548437942,,,,,,,,,560661001.7228312,619678.6369562348,544214778.6256232,2407663.3321927516,,,,580073705.9769999,466219.232997805,,,,,,,,
Cattle,Pastoral,Total Expenditure,Overall,Overall,Overall,2020.0,16852218508.722149,9406879.99020531,17436608537.34751,79881447.92139323,,,,17860537764.08145,15519571.177006243,,,,,,,,,482496026.05233663,269328.469155333,499227702.4384702,2287086.4840395115,,,,511365224.1019058,444340.98780918895,,,,,,,,
Cattle,Pastoral,Total Expenditure,Overall,Overall,Overall,2021.0,19491907564.59113,12271467.690325463,19001991971.62658,65717129.90992007,,,,20637543257.34455,21082177.543400515,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Total Mortality,Overall,Overall,Overall,2017.0,1779864.9493173156,2251.099094317886,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Total Mortality,Overall,Overall,Overall,2018.0,864573.3230002485,4111.715592501999,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Total Mortality,Overall,Overall,Overall,2019.0,724716.2327288456,2851.43549387553,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Total Mortality,Overall,Overall,Overall,2020.0,1213755.151877805,3820.5968772884285,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Pastoral,Total Mortality,Overall,Overall,Overall,2021.0,1423317.730849327,5448.639934191471,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
