Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2009,2009,2009,6,1,2,Export,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,25861,,,,4000,,80008,,,2
H3,2009,2009,2009,6,1,1,Import,686,Senegal,SEN,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,51464,,,,2807,,160746,,,2
H3,2009,2009,2009,6,1,2,Export,686,Senegal,SEN,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,7842,,,,768,,24260,,,2
H3,2009,2009,2009,6,1,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,1413375,,,,102515,,4414624,,,2
H3,2009,2009,2009,6,1,2,Export,688,Serbia,SRB,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,259590,,,,95371,,803110,,,2
H3,2009,2009,2009,6,1,1,Import,699,India,IND,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,128043,,,,71844,,4001971,,,4
H3,2009,2009,2009,6,1,2,Export,699,India,IND,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,6230,,,,292,,17554,,,4
H3,2009,2009,2009,6,1,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,676278,,,,8920,,496894,,,4
H3,2009,2009,2009,6,1,2,Export,702,Singapore,SGP,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,4002,,,,545,,32701,,,4
H3,2009,2009,2009,6,1,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,41585621,,,,5278777,,24337164,,,6
H3,2009,2009,2009,6,1,2,Export,703,Slovakia,SVK,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,42726494,,,,3436932,,22770886,,,6
H3,2009,2009,2009,6,1,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,1257211,,,,70496,,3926851,,,6
H3,2009,2009,2009,6,1,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,4803220,,,,214933,,4465472,,,0
H3,2009,2009,2009,6,1,2,Export,705,Slovenia,SVN,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,332047,,,,13444,,179434,,,0
H3,2009,2009,2009,6,1,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,343281,,,,137021,,7632531,,,4
H3,2009,2009,2009,6,1,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,81906,,,,3090,,185467,,,4
H3,2009,2009,2009,6,1,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,275490,,,,21529,,968431,,,2
H3,2009,2009,2009,6,1,2,Export,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,352410,,,,55112,,1090593,,,2
H3,2009,2009,2009,6,1,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,46721316,,,,3018049,,26494005,,,0
H3,2009,2009,2009,6,1,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,9966775,,,,671869,,19050016,,,0
H3,2009,2009,2009,6,1,1,Import,736,Fmr Sudan,SDN,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,623904,,,,33701,,2193209,,,2
H3,2009,2009,2009,6,1,1,Import,748,Eswatini,SWZ,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",1,No Quantity,0,,,,16453,,977965,,,4
H3,2009,2009,2009,6,1,2,Export,748,Eswatini,SWZ,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",1,No Quantity,0,,,,269614,,827207,,,4
H3,2009,2009,2009,6,1,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,355831,,,,9925,,3484876,,,4
H3,2009,2009,2009,6,1,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,2931891,,,,65889,,5557677,,,4
H3,2009,2009,2009,6,1,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,861657,,,,37726,,2687214,,,0
H3,2009,2009,2009,6,1,1,Import,760,Syria,SYR,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,942607,,,,26224,,2944198,,,2
H3,2009,2009,2009,6,1,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,643096,,,,108505,,6044086,,,4
H3,2009,2009,2009,6,1,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,177771,,,,2575,,154565,,,4
H3,2009,2009,2009,6,1,1,Import,776,Tonga,TON,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,7798,,,,380,,21152,,,4
H3,2009,2009,2009,6,1,1,Import,780,Trinidad and Tobago,TTO,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,147941,,,,9122,,275103,,,0
H3,2009,2009,2009,6,1,1,Import,788,Tunisia,TUN,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,863602,,,,37662,,3448010,,,0
H3,2009,2009,2009,6,1,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,2519119,,,,120184,,13520939,,,0
H3,2009,2009,2009,6,1,2,Export,792,Turkey,TUR,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,15649789,,,,694862,,7635891,,,0
H3,2009,2009,2009,6,1,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,1265147,,,,86254,,1223327,,,0
H3,2009,2009,2009,6,1,2,Export,800,Uganda,UGA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,128336,,,,68720,,199360,,,0
H3,2009,2009,2009,6,1,3,Re-Export,800,Uganda,UGA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,29,,,,137,,3190,,,0
H3,2009,2009,2009,6,1,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,1275712,,,,59759,,958412,,,0
H3,2009,2009,2009,6,1,2,Export,807,North Macedonia,MKD,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,755069,,,,30729,,465933,,,0
H3,2009,2009,2009,6,1,2,Export,818,Egypt,EGY,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,80950,,,,2017,,121068,,,4
H3,2009,2009,2009,6,1,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,7365849,,,,5656391,,14550437,,,0
H3,2009,2009,2009,6,1,2,Export,826,United Kingdom,GBR,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,22351751,,,,7386269,,109734702,,,4
H3,2009,2009,2009,6,1,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,340010,,,,165761,,1062009,,,2
H3,2009,2009,2009,6,1,2,Export,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,170050,,,,1192,,526095,,,2
H3,2009,2009,2009,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,5068973,,,,130810,,7286584,,,4
H3,2009,2009,2009,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,65019270,,,,2733797,,164091993,,,4
H3,2009,2009,2009,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,403627,,,,8461,,507858,,,4
H3,2009,2009,2009,6,1,1,Import,854,Burkina Faso,BFA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,21705,,,,9037,,67796,,,2
H3,2009,2009,2009,6,1,1,Import,858,Uruguay,URY,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,233957,,,,11369,,786975,,,0
H3,2009,2009,2009,6,1,1,Import,882,Samoa,WSM,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,1640,,,,92,,5146,,,4
H3,2009,2009,2009,6,1,1,Import,887,Yemen,YEM,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,1922709,,,,141880,,6925693,,,0
H3,2009,2009,2009,6,1,1,Import,894,Zambia,ZMB,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,279932,,,,16159,,984045,,,2
H3,2009,2009,2009,6,1,2,Export,894,Zambia,ZMB,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,236476,,,,14788,,731816,,,2
H3,2009,2009,2009,6,1,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,824648,,,,1312414,,964777,,,0
H3,2009,2009,2009,6,1,1,Import,12,Algeria,DZA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,56940,,,,102063,,68710,,,0
H3,2009,2009,2009,6,1,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,1320581,,,,1972700,,2139525,,,0
H3,2009,2009,2009,6,1,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,553483,,,,976800,,2613078,,,0
H3,2009,2009,2009,6,1,1,Import,44,Bahamas,BHS,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,36163,,,,,,91694,,,0
H3,2009,2009,2009,6,1,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,57590,,,,26940,,70694,,,0
H3,2009,2009,2009,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,84948,,,,76896,,237517,,,0
H3,2009,2009,2009,6,1,2,Export,51,Armenia,ARM,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,10000,,,,24440,,200000,,,0
H3,2009,2009,2009,6,1,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,300034512,,,0
H3,2009,2009,2009,6,1,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,30060336,,,0
H3,2009,2009,2009,6,1,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,1457335,,1132952,,,0
H3,2009,2009,2009,6,1,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,271090,,861434,,,0
H3,2009,2009,2009,6,1,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,57807,,,0
H3,2009,2009,2009,6,1,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,81292,,,,147148,,395639,,,0
H3,2009,2009,2009,6,1,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,19579,,,,50850,,66650,,,0
H3,2009,2009,2009,6,1,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,25231992,,1353120,,,0
H3,2009,2009,2009,6,1,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,104715,,,,,,330210,,,0
H3,2009,2009,2009,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,9423589,,25550732,,,0
H3,2009,2009,2009,6,1,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,135280,,,,218267,,896767,,,0
H3,2009,2009,2009,6,1,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,1094221,,,,2280438,,1988529,,,0
H3,2009,2009,2009,6,1,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,1686716,,,,3291012,,4495114,,,0
H3,2009,2009,2009,6,1,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,13980669,,,,25885626,,28581157,,,0
H3,2009,2009,2009,6,1,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,513395,,,,324674,,844716,,,0
H3,2009,2009,2009,6,1,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,24821100,,,,42525601,,37691059,,,0
H3,2009,2009,2009,6,1,1,Import,212,Dominica,DMA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,535,,1432,,,0
H3,2009,2009,2009,6,1,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,1299359,,,0
H3,2009,2009,2009,6,1,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,906,,43622,,,0
H3,2009,2009,2009,6,1,1,Import,251,France,FRA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,4730308,,,,,,6601123,,,0
H3,2009,2009,2009,6,1,2,Export,251,France,FRA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,28116216,,,,,,61087232,,,0
H3,2009,2009,2009,6,1,1,Import,268,Georgia,GEO,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,50000,,,,76705,,283780,,,0
H3,2009,2009,2009,6,1,1,Import,275,State of Palestine,PSE,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,3773949,,,0
H3,2009,2009,2009,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,0,,,,,,76299658,,,4
H3,2009,2009,2009,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,0,,,,,,359638964,,,4
H3,2009,2009,2009,6,1,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,775458,,,,1324468,,662151,,,0
H3,2009,2009,2009,6,1,1,Import,340,Honduras,HND,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,1842,,34439,,,0
H3,2009,2009,2009,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,1929620,,,,,,7094034,,,0
H3,2009,2009,2009,6,1,2,Export,348,Hungary,HUN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,637400,,2196000,,,0
H3,2009,2009,2009,6,1,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,506161,,,,,,230455,,,0
H3,2009,2009,2009,6,1,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,407236,,,,,,1320913,,,0
H3,2009,2009,2009,6,1,1,Import,400,Jordan,JOR,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,373174,,,0
H3,2009,2009,2009,6,1,2,Export,428,Latvia,LVA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,839407,,,,1447147,,175161,,,0
H3,2009,2009,2009,6,1,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,634843,,,,1099184,,165314,,,0
H3,2009,2009,2009,6,1,2,Export,440,Lithuania,LTU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,95736,,,,348350,,296605,,,0
H3,2009,2009,2009,6,1,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,69634,,,,251800,,280969,,,0
H3,2009,2009,2009,6,1,2,Export,442,Luxembourg,LUX,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,3,,,,169774,,189508,,,0
H3,2009,2009,2009,6,1,1,Import,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,2573312,,,,3809156,,10821218,,,0
H3,2009,2009,2009,6,1,1,Import,450,Madagascar,MDG,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,2140,,26460,,,0
H3,2009,2009,2009,6,1,1,Import,458,Malaysia,MYS,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,4902,,,,,,35651,,,0
H3,2009,2009,2009,6,1,2,Export,458,Malaysia,MYS,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,11586493,,,,,,30431201,,,0
H3,2009,2009,2009,6,1,1,Import,462,Maldives,MDV,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,3391,,,,,,1961,,,0
H3,2009,2009,2009,6,1,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,12300,,,,19305,,64298,,,0
H3,2009,2009,2009,6,1,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,72970,,,,105997,,358294,,,0
H3,2009,2009,2009,6,1,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,17000,,42487,,,0
H3,2009,2009,2009,6,1,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,100,,836,,,0
H3,2009,2009,2009,6,1,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,346161517,,,0
H3,2009,2009,2009,6,1,2,Export,528,Netherlands,NLD,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,170546769,,,0
H3,2009,2009,2009,6,1,1,Import,533,Aruba,ABW,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,1598,,62004,,,0
H3,2009,2009,2009,6,1,2,Export,533,Aruba,ABW,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,418,,4473,,,0
H3,2009,2009,2009,6,1,1,Import,562,Niger,NER,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,200,,774,,,0
H3,2009,2009,2009,6,1,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,55566,,,,,,367539,,,0
H3,2009,2009,2009,6,1,1,Import,591,Panama,PAN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,1167,,9800,,,0
H3,2009,2009,2009,6,1,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,8835516,,,,21480976,,17635212,,,0
H3,2009,2009,2009,6,1,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,778781,,,,1397223,,1794425,,,0
H3,2009,2009,2009,6,1,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,654333,,,,527920,,3178614,,,0
H3,2009,2009,2009,6,1,2,Export,620,Portugal,PRT,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,4157609,,,,15385184,,10331369,,,0
H3,2009,2009,2009,6,1,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,376759,,,,492542,,2084420,,,0
H3,2009,2009,2009,6,1,2,Export,642,Romania,ROU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,35437,,,,3000,,28166,,,0
H3,2009,2009,2009,6,1,1,Import,646,Rwanda,RWA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,581,,2989,,,0
H3,2009,2009,2009,6,1,1,Import,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,11,,2450,,,0
H3,2009,2009,2009,6,1,1,Import,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,143559,,32210211,,,4
H3,2009,2009,2009,6,1,2,Export,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,1064000,,8861110,,,0
H3,2009,2009,2009,6,1,3,Re-Export,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,52000,,89075,,,0
H3,2009,2009,2009,6,1,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,1014140,,1279889,,,0
H3,2009,2009,2009,6,1,2,Export,688,Serbia,SRB,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,104094,,262596,,,0
H3,2009,2009,2009,6,1,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,42832212,,,,,,115638273,,,0
H3,2009,2009,2009,6,1,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,2231332,,,,4301770,,4720707,,,0
H3,2009,2009,2009,6,1,2,Export,703,Slovakia,SVK,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,13445308,,,0
H3,2009,2009,2009,6,1,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,2200,,,0
H3,2009,2009,2009,6,1,2,Export,705,Slovenia,SVN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,355642,,,,659095,,486356,,,0
H3,2009,2009,2009,6,1,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,224,,,,,,21433,,,0
H3,2009,2009,2009,6,1,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,127578,,,,,,422062,,,0
H3,2009,2009,2009,6,1,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,1484698,,,,2500205,,2559428,,,0
H3,2009,2009,2009,6,1,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,0,,,,,,5333039,,,6
H3,2009,2009,2009,6,1,1,Import,748,Eswatini,SWZ,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,0,,,,,,8214,,,4
