"","days_growing","feedint_mean","feedint_min","feedint_max","feedint_mean_mort","feedint_min_mort","feedint_max_mort","feedint_mean_mort_sstd","feedint_min_mort_sstd","feedint_max_mort_sstd"
"188","188",3.69734086193424,3.4007867142449,4.09694687106808,3.49381154600636,3.21025496199877,3.90162413247126,3.51534257286411,3.1740877878669,3.94726087243319
"189","189",3.64055318846568,3.02714837606742,4.00621097847788,3.44219242939917,2.86408107864336,3.86048293667627,3.45905584352629,2.89500744530052,3.90595460455052
"190","190",3.63435831368203,3.18860962390006,4.08015627658478,3.42884263471809,2.95729905698983,3.85926366993963,3.44596703922779,2.831631927093,3.89035731236141
"191","191",3.67303287051179,3.38901200452417,4.03986133213481,3.46212381621803,3.19052022855556,3.77999842084608,3.4828838842098,3.2033796005947,3.80757114392175
"192","192",3.61525350455883,3.36862354699343,4.02780633765543,3.4044046610737,3.1302642710861,3.85201597732655,3.42152389824079,3.10375025499126,3.89658510162607
"193","193",3.57234995707159,3.17047263510829,4.054208567091,3.36987238209131,2.93823328622868,3.8468504744698,3.38431735577011,2.93823328622868,3.8874526372397
"194","194",3.59876105102609,3.30588781085944,4.16348398574266,3.39335465346062,3.09237048649818,3.99957435749877,3.40742007224078,3.06715017305698,3.99957435749877
"195","195",3.54418203639744,3.18600588442367,3.99659317875389,3.33723691351098,3.026898465225,3.76827740974783,3.35904049700559,3.02956363541342,3.80873517460896
"196","196",3.52133717643619,3.06464401164012,4.14390041725967,3.31911603940878,2.8392683681223,3.97883780784312,3.33187991654991,2.87597672459458,3.97883780784312
"197","197",3.50806525668933,3.24048617292878,3.96405904711938,3.29885190078989,2.99235405954393,3.75396953181009,3.31917630115292,2.98007134601782,3.78991654424364
"198","198",3.53563567460513,3.26367244869929,3.85199958170099,3.33421603685033,3.0347384955386,3.65763819566165,3.35887621133838,3.03359214446691,3.68742710031312
"199","199",3.52112875216455,3.09637343272694,4.00521164067703,3.30857660769973,2.93592753646355,3.76910657468759,3.32948899041306,2.97486169499283,3.76910657468759
"200","200",3.48337406986319,3.09708094917032,3.83489214033016,3.27614466834284,2.88840971838591,3.65307231486295,3.29334518022503,2.8297101791183,3.66264830329713
"201","201",3.43993420247787,3.12553022666441,3.81191065959135,3.22990895641606,2.92999659280308,3.57277849709657,3.24777318059331,2.88823158778925,3.58589284142548
"202","202",3.376784000948,3.01180994175797,3.89153797895848,3.16388374500109,2.76200372316862,3.67651126319691,3.18678235063159,2.76830742308574,3.69730552449852
"203","203",3.45276050998833,3.11005863154617,3.86938556031013,3.23419152494803,2.87830739128243,3.61895983201859,3.24923075173553,2.80353422143724,3.6453577705123
"204","204",3.448491288334,3.13657493538424,3.75142863029692,3.23639213996676,2.90364792440861,3.53571796358781,3.25706622535491,2.9457761979146,3.56097054773556
"205","205",3.37621114945267,3.03631916034466,4.01013439325184,3.16805243709193,2.77888217883491,3.80730925990632,3.17982380255817,2.6960196298443,3.80730925990632
"206","206",3.41748326059184,3.105760556545,3.89948119521337,3.21011368425422,2.90348416553867,3.71618388944346,3.23420025183445,2.90944599942854,3.71618388944346
"207","207",3.33455605193171,2.90892654993737,3.96778073618383,3.1285378747897,2.77758398425705,3.7593257357839,3.14031261829877,2.80334563061414,3.7593257357839
"208","208",3.28015871335796,3.03638534696521,3.56193061443916,3.07856867567211,2.85171987785213,3.37410544514339,3.09124612603233,2.84977230380734,3.39414301201744
"209","209",3.33381552188442,3.11514542347907,3.58175620629855,3.12380949466096,2.90342956025963,3.4060182613986,3.14577514532502,2.89145952546566,3.45146833245333
"210","210",3.29627176819599,2.8414316239467,3.57894416300674,3.09229840145983,2.62646011872326,3.33720963043597,3.09103578017573,2.51434395241973,3.37932886400755
"211","211",3.24949530432411,2.93994297702454,3.54375238076506,3.04313919680168,2.73288492312954,3.34248474483101,3.05335203613622,2.66219654527086,3.37804211365011
"212","212",3.21296551443422,3.03709791847551,3.40744775092613,2.98732744664669,2.81208679485544,3.21606582447984,2.99582437165031,2.67784712113745,3.21606582447984
"213","213",3.16014088347135,2.97251834025695,3.3349925133609,2.94080587890244,2.78599555951722,3.04431355418114,2.94589127730978,2.77761844789434,3.07594565511521
"214","214",3.19923218490741,2.83557998194993,3.3372453891222,2.99786092115899,2.62940521407992,3.14052615258334,3.01698470271319,2.67519660685041,3.14052615258334
"215","215",3.29976798349534,3.02789240196296,3.57603177305417,3.07956679124301,2.8426342904987,3.38129109213236,3.09315676105181,2.82724770921889,3.42707371801794
"216","216",3.21113898846345,3.0625927313426,3.3752263202862,3.01513815199999,2.82963308239553,3.19980974215974,3.03502580596802,2.87010010295285,3.20747546901169
"217","217",3.1853673542975,2.9416172604342,3.47025181422704,2.98501911764826,2.7354503920311,3.28970860701596,2.98266059613878,2.64796729904512,3.33490568433741
"218","218",3.24324149759657,2.83740100482374,3.77320732914059,3.01937341075761,2.62118692198382,3.53836009904796,3.02571344314321,2.62709917421615,3.53836009904796
"219","219",3.29299006951858,3.03066358559209,3.58393546354344,3.07146855045834,2.82795190403672,3.34876659548643,3.08271281965907,2.8333846607141,3.3477585685473
"220","220",3.28889801100775,3.28889801100775,3.28889801100775,3.07305544826629,3.07305544826629,3.07305544826629,3.10940572239636,3.10940572239636,3.10940572239636
"221","221",3.26772323927398,2.98358319042377,3.53230194455,3.03238017152107,2.78224763199465,3.27817838986063,3.03475097683866,2.78091201058108,3.27817838986063
"222","222",3.15543053907757,2.96264628216308,3.41691555965686,2.93747288722664,2.67208099524986,3.22868841880277,2.95916899107049,2.68846142887744,3.22868841880277
"223","223",3.39991677921842,3.26529779277436,3.53453576566249,3.20208811764849,3.05561235560019,3.34856387969679,3.22308575965079,3.05182427772472,3.39434724157687
"224","224",3.17019189750348,2.93147210260123,3.46719489230553,2.96543586562012,2.7667672686649,3.22698231276176,2.97753183729463,2.70310750209333,3.22698231276176
"225","225",3.01493614829806,2.99884933754295,3.03102295905318,2.81517861945577,2.79826183081875,2.8320954080928,2.83441937258057,2.80174959499732,2.86708915016382
"226","226",3.06874905261195,2.96086347655464,3.13137304347744,2.84712595616687,2.74790665439384,2.92282738919605,2.85799463709297,2.70162203907849,2.95135676411712
"227","227",2.77155539989935,2.77155539989935,2.77155539989935,2.54431279881987,2.54431279881987,2.54431279881987,2.56983365406416,2.56983365406416,2.56983365406416
"228","228",3.12995952680424,2.8782839120292,3.2351536862724,2.92303458759831,2.67229151269097,3.05559220246262,2.96054138593008,2.69390906671979,3.08565794542677
"229","229",3.0257666251299,2.88900907346471,3.19782221760278,2.80959247758327,2.70590995476013,2.9264586958659,2.83368029796927,2.71008257581541,2.97142917875251
"230","230",3.06450523890833,2.90681114564823,3.34376080766687,2.8440037568729,2.68688088496099,3.1288871429436,2.86542834426636,2.73122601677107,3.13326589165356
"231","231",3.28809128255197,3.28809128255197,3.28809128255197,3.09581742344679,3.09581742344679,3.09581742344679,3.14145726061148,3.14145726061148,3.14145726061148
"232","232",3.05726170787163,3.05726170787163,3.05726170787163,2.86297686019902,2.86297686019902,2.86297686019902,2.89691081195963,2.89691081195963,2.89691081195963
"233","233",3.13361496057156,2.80853426996292,3.40538038920237,2.89795959861255,2.55117507305762,3.17293303756253,2.90621625279643,2.52165609914488,3.19203965139452
"234","234",3.00928777217758,3.00928777217758,3.00928777217758,2.76421452925454,2.76421452925454,2.76421452925454,2.78178762554544,2.78178762554544,2.78178762554544
"235","235",3.27064271212923,3.01149164524551,3.52979377901296,3.03860541348348,2.81208896896651,3.26512185800045,3.04539476766061,2.85744637833862,3.23334315698259
"236","236",2.97745229851277,2.97745229851277,2.97745229851277,2.76577878254055,2.76577878254055,2.76577878254055,2.79655296198032,2.79655296198032,2.79655296198032
"237","237",3.13653572072853,3.07523653533735,3.1978349061197,2.90201730499308,2.87708314361315,2.926951466373,2.93642179339057,2.92287794095801,2.94996564582314
"238","238",2.80908270430748,2.52375317352447,2.98818749872467,2.61853344387605,2.34381108068709,2.77817306156257,2.59861356987502,2.22588909720045,2.81202613935648
"239","239",3.11282259337347,2.78145965756264,3.41305185638313,2.85853783578653,2.53926593977949,3.14542624519817,2.87814443028128,2.57335012474305,3.12245476271225
"240","240",2.90433367512738,2.72015646546332,3.08851088479144,2.69279939793427,2.529077718275,2.85652107759354,2.68948288248746,2.53944396115553,2.83952180381938
"241","241",2.87936782906166,2.87936782906166,2.87936782906166,2.62665696147756,2.62665696147756,2.62665696147756,2.66728059968296,2.66728059968296,2.66728059968296
"242","242",2.88883765119236,2.77968907432673,3.01429255761294,2.65709772458438,2.57812183544672,2.77069477863783,2.67913987727474,2.58478608687904,2.78800278159939
"243","243",2.84742825729399,2.75195407540632,2.94290243918166,2.60582903744032,2.47834415833952,2.73331391654113,2.60967201908901,2.46701931258109,2.75232472559692
"245","245",3.22217715687295,3.22217715687295,3.22217715687295,3.00750800159221,3.00750800159221,3.00750800159221,3.01548456068969,3.01548456068969,3.01548456068969
"246","246",2.84978693007192,2.80378429459369,2.89578956555015,2.63704423326688,2.59108342308738,2.68300504344639,2.6579428588685,2.58808192725026,2.72780379048674
"247","247",2.67435384697499,2.67435384697499,2.67435384697499,2.44366152447829,2.44366152447829,2.44366152447829,2.39742768266164,2.39742768266164,2.39742768266164
"249","249",2.8058342542013,2.8058342542013,2.8058342542013,2.58772236628626,2.58772236628626,2.58772236628626,2.62735999886467,2.62735999886467,2.62735999886467
"250","250",2.79443121211533,2.79443121211533,2.79443121211533,2.50532810683052,2.50532810683052,2.50532810683052,2.48790785230918,2.48790785230918,2.48790785230918
"251","251",3.02029921857782,3.02029921857782,3.02029921857782,2.72707449607995,2.72707449607995,2.72707449607995,2.74576762141597,2.74576762141597,2.74576762141597
"253","253",2.82019656583906,2.82019656583906,2.82019656583906,2.56296957852734,2.56296957852734,2.56296957852734,2.56296957852734,2.56296957852734,2.56296957852734
"258","258",3.17662814505425,3.17662814505425,3.17662814505425,2.92850570969946,2.92850570969946,2.92850570969946,2.92850570969946,2.92850570969946,2.92850570969946
"264","264",2.49495756261492,2.49495756261492,2.49495756261492,2.26472218619123,2.26472218619123,2.26472218619123,2.30926816017659,2.30926816017659,2.30926816017659
"267","267",2.77305669147007,2.77305669147007,2.77305669147007,2.55878594510175,2.55878594510175,2.55878594510175,2.55878594510175,2.55878594510175,2.55878594510175
