Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Pigs,Carcases,Pleurisy Visceral,2019-03,Wales,1,2041,10,0.049
Pigs,Carcases,Tail Bite (PM),2019-01,England,1771,333370,96,0.531
Pigs,Carcases,Tail Bite (PM),2019-02,England,1426,380114,100,0.375
Pigs,Carcases,Tail Bite (PM),2019-03,England,2320,540193,100,0.429
Pigs,Offal,Abscess - Multiple,2019-01,England,214,333370,96,0.064
Pigs,Offal,Abscess - Multiple,2019-02,England,157,380114,100,0.041
Pigs,Offal,Abscess - Multiple,2019-03,England,365,540193,100,0.068
Pigs,Offal,Abscess - Single,2019-01,England,1334,333370,96,0.4
Pigs,Offal,Abscess - Single,2019-02,England,1412,380114,100,0.371
Pigs,Offal,Abscess - Single,2019-03,England,2320,540193,100,0.429
Pigs,Offal,Abscess - Single,2019-02,Wales,1,1900,11,0.053
Pigs,Offal,Contamination,2019-01,England,5837,333370,96,1.751
Pigs,Offal,Contamination,2019-02,England,6050,380114,100,1.592
Pigs,Offal,Contamination,2019-03,England,9072,540193,100,1.679
Pigs,Offal,Contamination,2019-01,Wales,2,1907,11,0.105
Pigs,Offal,Contamination,2019-02,Wales,2,1900,11,0.105
Pigs,Offal,Contamination,2019-03,Wales,2,2041,10,0.098
Pigs,Offal,Endocarditis,2019-01,England,20,333370,96,0.006
Pigs,Offal,Endocarditis,2019-02,England,82,380114,100,0.022
Pigs,Offal,Endocarditis,2019-03,England,157,540193,100,0.029
Pigs,Offal,Endocarditis,2019-01,Wales,3,1907,11,0.157
Pigs,Offal,Endocarditis,2019-02,Wales,4,1900,11,0.211
Pigs,Offal,Kidney Lesions ,2019-01,England,9201,333370,96,2.76
Pigs,Offal,Kidney Lesions ,2019-02,England,9884,380114,100,2.6
Pigs,Offal,Kidney Lesions ,2019-03,England,11136,540193,100,2.061
Pigs,Offal,Kidney Lesions ,2019-01,Wales,24,1907,11,1.259
Pigs,Offal,Kidney Lesions ,2019-02,Wales,18,1900,11,0.947
Pigs,Offal,Kidney Lesions ,2019-03,Wales,21,2041,10,1.029
Pigs,Offal,Milk Spot,2019-01,England,8437,333370,96,2.531
Pigs,Offal,Milk Spot,2019-02,England,8839,380114,100,2.325
Pigs,Offal,Milk Spot,2019-03,England,11077,540193,100,2.051
Pigs,Offal,Milk Spot,2019-01,Wales,352,1907,11,18.458
Pigs,Offal,Milk Spot,2019-02,Wales,380,1900,11,20
Pigs,Offal,Milk Spot,2019-03,Wales,343,2041,10,16.805
Pigs,Offal,Other,2019-01,England,701,333370,96,0.21
Pigs,Offal,Other,2019-02,England,10323,380114,100,2.716
Pigs,Offal,Other,2019-03,England,21237,540193,100,3.931
Pigs,Offal,Other,2019-01,Wales,14,1907,11,0.734
Pigs,Offal,Other,2019-02,Wales,23,1900,11,1.211
Pigs,Offal,Other,2019-03,Wales,17,2041,10,0.833
Pigs,Offal,Pericarditis,2019-01,England,13114,333370,96,3.934
Pigs,Offal,Pericarditis,2019-02,England,14103,380114,100,3.71
Pigs,Offal,Pericarditis,2019-03,England,21957,540193,100,4.065
Pigs,Offal,Pericarditis,2019-01,Wales,37,1907,11,1.94
Pigs,Offal,Pericarditis,2019-02,Wales,27,1900,11,1.421
Pigs,Offal,Pericarditis,2019-03,Wales,39,2041,10,1.911
Pigs,Offal,Peritonitis,2019-01,England,7996,333370,96,2.399
Pigs,Offal,Peritonitis,2019-02,England,8045,380114,100,2.116
Pigs,Offal,Peritonitis,2019-03,England,9897,540193,100,1.832
Pigs,Offal,Peritonitis,2019-01,Wales,3,1907,11,0.157
Pigs,Offal,Peritonitis,2019-02,Wales,2,1900,11,0.105
Pigs,Offal,Peritonitis,2019-03,Wales,3,2041,10,0.147
Pigs,Offal,Pleurisy visceral,2019-01,England,14214,333370,96,4.264
Pigs,Offal,Pleurisy visceral,2019-02,England,13826,380114,100,3.637
Pigs,Offal,Pleurisy visceral,2019-03,England,15666,540193,100,2.9
Pigs,Offal,Pleurisy visceral,2019-01,Wales,17,1907,11,0.891
Pigs,Offal,Pleurisy visceral,2019-02,Wales,2,1900,11,0.105
Pigs,Offal,Pleurisy visceral,2019-03,Wales,6,2041,10,0.294
Pigs,Offal,Pneumonia ? Mild,2019-01,England,21437,333370,96,6.43
Pigs,Offal,Pneumonia ? Mild,2019-02,England,19767,380114,100,5.2
Pigs,Offal,Pneumonia ? Mild,2019-03,England,35372,540193,100,6.548
Pigs,Offal,Pneumonia ? Mild,2019-01,Wales,162,1907,11,8.495
Pigs,Offal,Pneumonia ? Mild,2019-02,Wales,237,1900,11,12.474
Pigs,Offal,Pneumonia ? Mild,2019-03,Wales,257,2041,10,12.592
Pigs,Offal,Pneumonia ? Severe,2019-01,England,11314,333370,96,3.394
Pigs,Offal,Pneumonia ? Severe,2019-02,England,10432,380114,100,2.744
Pigs,Offal,Pneumonia ? Severe,2019-03,England,14813,540193,100,2.742
Pigs,Offal,Pneumonia ? Severe,2019-01,Wales,63,1907,11,3.304
Pigs,Offal,Pneumonia ? Severe,2019-02,Wales,23,1900,11,1.211
Pigs,Offal,Pneumonia ? Severe,2019-03,Wales,26,2041,10,1.274
Pigs,Total Rejection,Anaemia,2019-01,England,15,333370,96,0.004
Pigs,Total Rejection,Anaemia,2019-02,England,86,380114,100,0.023
Pigs,Total Rejection,Anaemia,2019-03,England,130,540193,100,0.024
Pigs,Total Rejection,Badly Bled,2019-01,England,2,333370,96,0.001
Pigs,Total Rejection,Badly Bled,2019-02,England,4,380114,100,0.001
Pigs,Total Rejection,Badly Bled,2019-03,England,4,540193,100,0.001
Pigs,Total Rejection,Contamination,2019-01,England,27,333370,96,0.008
Pigs,Total Rejection,Contamination,2019-02,England,67,380114,100,0.018
Pigs,Total Rejection,Contamination,2019-03,England,72,540193,100,0.013
Pigs,Total Rejection,Emaciation/Generalised Oedema,2019-01,England,83,333370,96,0.025
Pigs,Total Rejection,Emaciation/Generalised Oedema,2019-02,England,74,380114,100,0.019
Pigs,Total Rejection,Emaciation/Generalised Oedema,2019-03,England,94,540193,100,0.017
Pigs,Total Rejection,Fever/Septicaemia/Toxaemia,2019-01,England,41,333370,96,0.012
Pigs,Total Rejection,Fever/Septicaemia/Toxaemia,2019-02,England,41,380114,100,0.011
Pigs,Total Rejection,Fever/Septicaemia/Toxaemia,2019-03,England,46,540193,100,0.009
Pigs,Total Rejection,Fever/Septicaemia/Toxaemia,2019-01,Wales,1,1907,11,0.052
Pigs,Total Rejection,Fever/Septicaemia/Toxaemia,2019-02,Wales,1,1900,11,0.053
Pigs,Total Rejection,Jaundice,2019-01,England,16,333370,96,0.005
Pigs,Total Rejection,Jaundice,2019-02,England,33,380114,100,0.009
Pigs,Total Rejection,Jaundice,2019-03,England,48,540193,100,0.009
Pigs,Total Rejection,Other,2019-01,England,20,333370,96,0.006
Pigs,Total Rejection,Other,2019-02,England,61,380114,100,0.016
Pigs,Total Rejection,Other,2019-03,England,81,540193,100,0.015
Pigs,Total Rejection,Polyarthritis,2019-01,England,77,333370,96,0.023
Pigs,Total Rejection,Polyarthritis,2019-02,England,146,380114,100,0.038
Pigs,Total Rejection,Polyarthritis,2019-03,England,228,540193,100,0.042
Pigs,Total Rejection,Polyarthritis,2019-01,Wales,1,1907,11,0.052
Pigs,Total Rejection,Processing Fault,2019-01,England,55,333370,96,0.016
Pigs,Total Rejection,Processing Fault,2019-02,England,217,380114,100,0.057
Pigs,Total Rejection,Processing Fault,2019-03,England,180,540193,100,0.033
Pigs,Total Rejection,Pyaemia/Multiple Abscess,2019-01,England,422,333370,96,0.127
Pigs,Total Rejection,Pyaemia/Multiple Abscess,2019-02,England,436,380114,100,0.115
Pigs,Total Rejection,Pyaemia/Multiple Abscess,2019-03,England,702,540193,100,0.13
Pigs,Total Rejection,Pyaemia/Multiple Abscess,2019-01,Wales,2,1907,11,0.105
Pigs,Total Rejection,Pyaemia/Multiple Abscess,2019-02,Wales,3,1900,11,0.158
Pigs,Total Rejection,Pyaemia/Multiple Abscess,2019-03,Wales,5,2041,10,0.245
Pigs,Total Rejection,Pyaemia/Multiple Abscess - Tail Bite,2019-01,England,169,333370,96,0.051
Pigs,Total Rejection,Pyaemia/Multiple Abscess - Tail Bite,2019-02,England,263,380114,100,0.069
Pigs,Total Rejection,Pyaemia/Multiple Abscess - Tail Bite,2019-03,England,463,540193,100,0.086
Pigs,Total Rejection,Pyaemia/Multiple Abscess - Tail Bite,2019-03,Wales,4,2041,10,0.196
Pigs,Total Rejection,Septic Peritonitis & Pleurisy,2019-01,England,117,333370,96,0.035
Pigs,Total Rejection,Septic Peritonitis & Pleurisy,2019-02,England,266,380114,100,0.07
Pigs,Total Rejection,Septic Peritonitis & Pleurisy,2019-03,England,292,540193,100,0.054
Pigs,Total Rejection,Septic Peritonitis & Pleurisy,2019-01,Wales,2,1907,11,0.105
Pigs,Total Rejection,Septic Peritonitis & Pleurisy,2019-02,Wales,1,1900,11,0.053
Pigs,Total Rejection,Septic Pleurisy,2019-01,England,30,333370,96,0.009
Pigs,Total Rejection,Septic Pleurisy,2019-02,England,40,380114,100,0.011
Pigs,Total Rejection,Septic Pleurisy,2019-03,England,110,540193,100,0.02
Wild Boar,Conditions,Trauma,2019-02,England,1,25,4,4
