Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Pigs,AnteMortem,Abnormal Respiratory Signs,2018-10,England,478,447619,98,0.107
Pigs,AnteMortem,Abnormal Respiratory Signs,2018-11,England,350,352103,98,0.099
Pigs,AnteMortem,Abnormal Respiratory Signs,2018-12,England,373,311080,97,0.12
Pigs,AnteMortem,Abnormal Respiratory Signs,2018-12,Wales,1,2395,10,0.042
Pigs,AnteMortem,Dead in Lairage ,2018-10,England,21,447619,98,0.005
Pigs,AnteMortem,Dead in Lairage ,2018-11,England,32,352103,98,0.009
Pigs,AnteMortem,Dead in Lairage ,2018-12,England,23,311080,97,0.007
Pigs,AnteMortem,Dead on Arrival,2018-10,England,87,447619,98,0.019
Pigs,AnteMortem,Dead on Arrival,2018-11,England,63,352103,98,0.018
Pigs,AnteMortem,Dead on Arrival,2018-12,England,28,311080,97,0.009
Pigs,AnteMortem,Distress,2018-10,England,15,447619,98,0.003
Pigs,AnteMortem,Distress,2018-11,England,18,352103,98,0.005
Pigs,AnteMortem,Distress,2018-12,England,160,311080,97,0.051
Pigs,AnteMortem,Fight/Bite Wounds,2018-10,England,584,447619,98,0.13
Pigs,AnteMortem,Fight/Bite Wounds,2018-11,England,252,352103,98,0.072
Pigs,AnteMortem,Fight/Bite Wounds,2018-12,England,192,311080,97,0.062
Pigs,AnteMortem,Hernia/Rupture,2018-10,England,1239,447619,98,0.277
Pigs,AnteMortem,Hernia/Rupture,2018-11,England,721,352103,98,0.205
Pigs,AnteMortem,Hernia/Rupture,2018-12,England,646,311080,97,0.208
Pigs,AnteMortem,Hernia/Rupture,2018-10,Wales,3,2501,11,0.12
Pigs,AnteMortem,Hernia/Rupture,2018-11,Wales,7,2330,11,0.3
Pigs,AnteMortem,Hernia/Rupture,2018-12,Wales,3,2395,10,0.125
Pigs,AnteMortem,Lameness ? Foot Lesion(s),2018-10,England,127,447619,98,0.028
Pigs,AnteMortem,Lameness ? Foot Lesion(s),2018-11,England,79,352103,98,0.022
Pigs,AnteMortem,Lameness ? Foot Lesion(s),2018-12,England,60,311080,97,0.019
Pigs,AnteMortem,Lameness ? Foot Lesion(s),2018-10,Wales,1,2501,11,0.04
Pigs,AnteMortem,Lameness ? Joint/Leg Lesion(s),2018-10,England,131,447619,98,0.029
Pigs,AnteMortem,Lameness ? Joint/Leg Lesion(s),2018-11,England,201,352103,98,0.057
Pigs,AnteMortem,Lameness ? Joint/Leg Lesion(s),2018-12,England,88,311080,97,0.028
Pigs,AnteMortem,Lameness ? Joint/Leg Lesion(s),2018-11,Wales,1,2330,11,0.043
Pigs,AnteMortem,Lameness ? Joint/Leg Lesion(s),2018-12,Wales,1,2395,10,0.042
Pigs,AnteMortem,Lameness ? Not Defined,2018-10,England,474,447619,98,0.106
Pigs,AnteMortem,Lameness ? Not Defined,2018-11,England,361,352103,98,0.103
Pigs,AnteMortem,Lameness ? Not Defined,2018-12,England,301,311080,97,0.097
Pigs,AnteMortem,Lameness ? Not Defined,2018-10,Wales,2,2501,11,0.08
Pigs,AnteMortem,Lameness ? Not Defined,2018-11,Wales,1,2330,11,0.043
Pigs,AnteMortem,Localised Swelling/Lumps,2018-10,England,643,447619,98,0.144
Pigs,AnteMortem,Localised Swelling/Lumps,2018-11,England,346,352103,98,0.098
Pigs,AnteMortem,Localised Swelling/Lumps,2018-12,England,266,311080,97,0.086
Pigs,AnteMortem,Mastitis,2018-10,England,15,447619,98,0.003
Pigs,AnteMortem,Mastitis,2018-11,England,3,352103,98,0.001
Pigs,AnteMortem,Mastitis,2018-12,England,19,311080,97,0.006
Pigs,AnteMortem,Moribund/Recumbent,2018-10,England,1,447619,98,0
Pigs,AnteMortem,Moribund/Recumbent,2018-11,England,2,352103,98,0.001
Pigs,AnteMortem,Moribund/Recumbent,2018-12,England,8,311080,97,0.003
Pigs,AnteMortem,Open Wound,2018-10,England,13,447619,98,0.003
Pigs,AnteMortem,Open Wound,2018-11,England,3,352103,98,0.001
Pigs,AnteMortem,Open Wound,2018-12,England,2,311080,97,0.001
