Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Pigs,AM,Abnormal Respiratory Signs,2017-04,England,672,373689,103,0.18
Pigs,AM,Abnormal Respiratory Signs,2017-05,England,786,437245,103,0.18
Pigs,AM,Abnormal Respiratory Signs,2017-06,England,762,416514,105,0.183
Pigs,AM,Abnormal Respiratory Signs,2017-04,Wales,8,2108,12,0.38
Pigs,AM,Abnormal Respiratory Signs,2017-05,Wales,9,2570,12,0.35
Pigs,AM,Abnormal Respiratory Signs,2017-06,Wales,17,2272,12,0.748
Pigs,AM,Abnormal Swelling (e.g. Bloat),2017-06,England,1,416514,105,0
Pigs,AM,Bloody Diarrhoea,2017-06,England,1,416514,105,0
Pigs,AM,Dead in Lairage ,2017-04,England,7,373689,103,0.002
Pigs,AM,Dead in Lairage ,2017-05,England,17,437245,103,0.004
Pigs,AM,Dead in Lairage ,2017-06,England,26,416514,105,0.006
Pigs,AM,Dead on Arrival,2017-04,England,40,373689,103,0.011
Pigs,AM,Dead on Arrival,2017-05,England,57,437245,103,0.013
Pigs,AM,Dead on Arrival,2017-06,England,60,416514,105,0.014
Pigs,AM,Distress,2017-04,England,14,373689,103,0.004
Pigs,AM,Distress,2017-05,England,21,437245,103,0.005
Pigs,AM,Distress,2017-06,England,13,416514,105,0.003
Pigs,AM,Distress,2017-05,Wales,2,2570,12,0.078
Pigs,AM,Fight/Bite Wounds,2017-04,England,626,373689,103,0.168
Pigs,AM,Fight/Bite Wounds,2017-05,England,639,437245,103,0.146
Pigs,AM,Fight/Bite Wounds,2017-06,England,470,416514,105,0.113
Pigs,AM,Fight/Bite Wounds,2017-05,Wales,4,2570,12,0.156
Pigs,AM,Fight/Bite Wounds,2017-06,Wales,3,2272,12,0.132
Pigs,AM,Hernia/Rupture,2017-04,England,1058,373689,103,0.283
Pigs,AM,Hernia/Rupture,2017-05,England,1310,437245,103,0.3
Pigs,AM,Hernia/Rupture,2017-06,England,1463,416514,105,0.351
Pigs,AM,Hernia/Rupture,2017-04,Wales,1,2108,12,0.047
Pigs,AM,Hernia/Rupture,2017-05,Wales,1,2570,12,0.039
Pigs,AM,Hernia/Rupture,2017-06,Wales,9,2272,12,0.396
Pigs,AM,Lameness ? Foot Lesion(s),2017-04,England,194,373689,103,0.052
Pigs,AM,Lameness ? Foot Lesion(s),2017-05,England,163,437245,103,0.037
Pigs,AM,Lameness ? Foot Lesion(s),2017-06,England,321,416514,105,0.077
Pigs,AM,Lameness ? Foot Lesion(s),2017-04,Wales,1,2108,12,0.047
Pigs,AM,Lameness ? Foot Lesion(s),2017-05,Wales,3,2570,12,0.117
Pigs,AM,Lameness ? Foot Lesion(s),2017-06,Wales,2,2272,12,0.088
Pigs,AM,Lameness - Joint/Leg Lesion(s),2017-06,England,3,416514,105,0.001
Pigs,AM,Lameness ? Joint/Leg Lesion(s),2017-04,England,167,373689,103,0.045
Pigs,AM,Lameness ? Joint/Leg Lesion(s),2017-05,England,168,437245,103,0.038
Pigs,AM,Lameness ? Joint/Leg Lesion(s),2017-06,England,165,416514,105,0.04
Pigs,AM,Lameness ? Joint/Leg Lesion(s),2017-04,Wales,7,2108,12,0.332
Pigs,AM,Lameness ? Joint/Leg Lesion(s),2017-05,Wales,7,2570,12,0.272
Pigs,AM,Lameness ? Joint/Leg Lesion(s),2017-06,Wales,3,2272,12,0.132
Pigs,AM,Lameness - Not Defined,2017-06,England,4,416514,105,0.001
Pigs,AM,Lameness ? Not Defined,2017-04,England,467,373689,103,0.125
Pigs,AM,Lameness ? Not Defined,2017-05,England,574,437245,103,0.131
