Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Pigs,AM,Abnormal Respiratory Signs,2017-01,England,303,135482,98,0.224
Pigs,AM,Abnormal Respiratory Signs,2017-02,England,580,378752,102,0.153
Pigs,AM,Abnormal Respiratory Signs,2017-03,England,672,416106,102,0.161
Pigs,AM,Abnormal Respiratory Signs,2017-01,Wales,1,775,11,0.129
Pigs,AM,Abnormal Respiratory Signs,2017-02,Wales,11,2094,12,0.525
Pigs,AM,Abnormal Respiratory Signs,2017-03,Wales,4,2184,12,0.183
Pigs,AM,Dead in Lairage ,2017-01,England,8,135482,98,0.006
Pigs,AM,Dead in Lairage ,2017-02,England,18,378752,102,0.005
Pigs,AM,Dead in Lairage ,2017-03,England,21,416106,102,0.005
Pigs,AM,Dead in Lairage ,2017-03,Wales,2,2184,12,0.092
Pigs,AM,Dead on Arrival,2017-01,England,27,135482,98,0.02
Pigs,AM,Dead on Arrival,2017-02,England,46,378752,102,0.012
Pigs,AM,Dead on Arrival,2017-03,England,57,416106,102,0.014
Pigs,AM,Distress,2017-01,England,12,135482,98,0.009
Pigs,AM,Distress,2017-02,England,11,378752,102,0.003
Pigs,AM,Distress,2017-03,England,27,416106,102,0.006
Pigs,AM,Distress,2017-01,Wales,1,775,11,0.129
Pigs,AM,Distress,2017-02,Wales,1,2094,12,0.048
Pigs,AM,Fight/Bite Wounds,2017-01,England,211,135482,98,0.156
Pigs,AM,Fight/Bite Wounds,2017-02,England,464,378752,102,0.123
Pigs,AM,Fight/Bite Wounds,2017-03,England,542,416106,102,0.13
Pigs,AM,Fight/Bite Wounds,2017-01,Wales,3,775,11,0.387
Pigs,AM,Fight/Bite Wounds,2017-02,Wales,8,2094,12,0.382
Pigs,AM,Fight/Bite Wounds,2017-03,Wales,2,2184,12,0.092
Pigs,AM,Hernia/Rupture,2017-01,England,411,135482,98,0.303
Pigs,AM,Hernia/Rupture,2017-02,England,959,378752,102,0.253
Pigs,AM,Hernia/Rupture,2017-03,England,1137,416106,102,0.273
Pigs,AM,Hernia/Rupture,2017-01,Wales,4,775,11,0.516
Pigs,AM,Hernia/Rupture,2017-02,Wales,2,2094,12,0.096
Pigs,AM,Lameness ? Foot Lesion(s),2017-01,England,95,135482,98,0.07
Pigs,AM,Lameness ? Foot Lesion(s),2017-02,England,188,378752,102,0.05
Pigs,AM,Lameness ? Foot Lesion(s),2017-03,England,149,416106,102,0.036
Pigs,AM,Lameness ? Foot Lesion(s),2017-01,Wales,2,775,11,0.258
Pigs,AM,Lameness ? Joint/Leg Lesion(s),2017-01,England,61,135482,98,0.045
Pigs,AM,Lameness ? Joint/Leg Lesion(s),2017-02,England,154,378752,102,0.041
Pigs,AM,Lameness ? Joint/Leg Lesion(s),2017-03,England,173,416106,102,0.042
Pigs,AM,Lameness ? Joint/Leg Lesion(s),2017-02,Wales,2,2094,12,0.096
Pigs,AM,Lameness ? Joint/Leg Lesion(s),2017-03,Wales,5,2184,12,0.229
Pigs,AM,Lameness ? Not Defined,2017-01,England,159,135482,98,0.117
Pigs,AM,Lameness ? Not Defined,2017-02,England,410,378752,102,0.108
Pigs,AM,Lameness ? Not Defined,2017-03,England,481,416106,102,0.116
Pigs,AM,Lameness ? Not Defined,2017-01,Wales,2,775,11,0.258
Pigs,AM,Lameness ? Not Defined,2017-02,Wales,1,2094,12,0.048
Pigs,AM,Lameness ? Not Defined,2017-03,Wales,2,2184,12,0.092
Pigs,AM,Localised Swelling/Lumps,2017-01,England,235,135482,98,0.173
Pigs,AM,Localised Swelling/Lumps,2017-02,England,615,378752,102,0.162
Pigs,AM,Localised Swelling/Lumps,2017-03,England,814,416106,102,0.196
Pigs,AM,Localised Swelling/Lumps,2017-02,Wales,4,2094,12,0.191
Pigs,AM,Localised Swelling/Lumps,2017-03,Wales,1,2184,12,0.046
Pigs,AM,Mastitis,2017-01,England,10,135482,98,0.007
Pigs,AM,Mastitis,2017-02,England,39,378752,102,0.01
Pigs,AM,Mastitis,2017-03,England,87,416106,102,0.021
Pigs,AM,Moribund/Recumbent,2017-03,England,3,416106,102,0.001
Pigs,AM,Open Wound,2017-01,England,6,135482,98,0.004
Pigs,AM,Open Wound,2017-02,England,35,378752,102,0.009
Pigs,AM,Open Wound,2017-03,England,27,416106,102,0.006
Pigs,AM,Open Wound,2017-02,Wales,1,2094,12,0.048
Pigs,AM,Orchitis,2017-01,England,7,135482,98,0.005
Pigs,AM,Orchitis,2017-02,England,11,378752,102,0.003
Pigs,AM,Orchitis,2017-03,England,23,416106,102,0.006
Pigs,AM,Other ,2017-01,England,45,135482,98,0.033
Pigs,AM,Other ,2017-02,England,121,378752,102,0.032
Pigs,AM,Other ,2017-03,England,138,416106,102,0.033
Pigs,AM,Rectal Prolapse,2017-01,England,27,135482,98,0.02
Pigs,AM,Rectal Prolapse,2017-02,England,62,378752,102,0.016
Pigs,AM,Rectal Prolapse,2017-03,England,82,416106,102,0.02
Pigs,AM,Skin Condition,2017-01,England,65,135482,98,0.048
Pigs,AM,Skin Condition,2017-02,England,93,378752,102,0.025
Pigs,AM,Skin Condition,2017-03,England,72,416106,102,0.017
Pigs,AM,Skin Condition,2017-02,Wales,2,2094,12,0.096
Pigs,AM,Skin Condition,2017-03,Wales,1,2184,12,0.046
Pigs,AM,Slaughtered in Lairage ? Intended for HC,2017-01,England,43,135482,98,0.032
Pigs,AM,Slaughtered in Lairage ? Intended for HC,2017-02,England,86,378752,102,0.023
Pigs,AM,Slaughtered in Lairage ? Intended for HC,2017-03,England,147,416106,102,0.035
Pigs,AM,Suspect Emaciation/Poor Condition,2017-01,England,11,135482,98,0.008
Pigs,AM,Suspect Emaciation/Poor Condition,2017-02,England,29,378752,102,0.008
Pigs,AM,Suspect Emaciation/Poor Condition,2017-03,England,81,416106,102,0.019
Pigs,AM,Suspect Fever,2017-02,England,2,378752,102,0.001
Pigs,AM,Suspect Notifiable Diseases ,2017-03,England,7,416106,102,0.002
Pigs,AM,Tail Bite (AM),2017-01,England,528,135482,98,0.39
Pigs,AM,Tail Bite (AM),2017-02,England,1527,378752,102,0.403
Pigs,AM,Tail Bite (AM),2017-03,England,1437,416106,102,0.345
Pigs,AM,Tail Bite (AM),2017-02,Wales,2,2094,12,0.096
Pigs,AM,Twisted Snout,2017-01,England,1,135482,98,0.001
Pigs,AM,Twisted Snout,2017-02,England,2,378752,102,0.001
Pigs,AM,Twisted Snout,2017-03,England,2,416106,102,0
Pigs,Carcase,Other,2017-03,England,1,416106,102,0
Pigs,Carcases,Abscess - Multiple,2017-01,England,57,135482,98,0.042
Pigs,Carcases,Abscess - Multiple,2017-02,England,135,378752,102,0.036
Pigs,Carcases,Abscess - Multiple,2017-03,England,153,416106,102,0.037
Pigs,Carcases,Abscess - Multiple,2017-03,Wales,1,2184,12,0.046
Pigs,Carcases,Abscess - Single,2017-01,England,1646,135482,98,1.215
Pigs,Carcases,Abscess - Single,2017-02,England,3638,378752,102,0.961
Pigs,Carcases,Abscess - Single,2017-03,England,4345,416106,102,1.044
Pigs,Carcases,Abscess - Single,2017-03,Wales,8,2184,12,0.366
Pigs,Carcases,Contamination,2017-01,England,2209,135482,98,1.63
Pigs,Carcases,Contamination,2017-02,England,5894,378752,102,1.556
Pigs,Carcases,Contamination,2017-03,England,7748,416106,102,1.862
Pigs,Carcases,Contamination,2017-01,Wales,2,775,11,0.258
Pigs,Carcases,Contamination,2017-03,Wales,6,2184,12,0.275
Pigs,Carcases,Erysipelas Skin Like,2017-01,England,155,135482,98,0.114
Pigs,Carcases,Erysipelas Skin Like,2017-02,England,153,378752,102,0.04
