Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Pigs,AnteMortem,Abnormal Respiratory Signs,2018-04,England,376,317998,101,0.118
Pigs,AnteMortem,Abnormal Respiratory Signs,2018-05,England,355,339366,100,0.105
Pigs,AnteMortem,Abnormal Respiratory Signs,2018-06,England,324,297853,99,0.109
Pigs,AnteMortem,Abnormal Respiratory Signs,2018-04,Wales,3,2107,11,0.142
Pigs,AnteMortem,Abnormal Respiratory Signs,2018-05,Wales,1,2241,11,0.045
Pigs,AnteMortem,Abnormal Respiratory Signs,2018-06,Wales,3,2112,11,0.142
Pigs,AnteMortem,Dead in Lairage ,2018-04,England,24,317998,101,0.008
Pigs,AnteMortem,Dead in Lairage ,2018-05,England,31,339366,100,0.009
Pigs,AnteMortem,Dead in Lairage ,2018-06,England,40,297853,99,0.013
Pigs,AnteMortem,Dead on Arrival,2018-04,England,53,317998,101,0.017
Pigs,AnteMortem,Dead on Arrival,2018-05,England,51,339366,100,0.015
Pigs,AnteMortem,Dead on Arrival,2018-06,England,58,297853,99,0.019
Pigs,AnteMortem,Distress,2018-04,England,5,317998,101,0.002
Pigs,AnteMortem,Distress,2018-05,England,10,339366,100,0.003
Pigs,AnteMortem,Distress,2018-06,England,9,297853,99,0.003
Pigs,AnteMortem,Fight/Bite Wounds,2018-04,England,226,317998,101,0.071
Pigs,AnteMortem,Fight/Bite Wounds,2018-05,England,341,339366,100,0.1
Pigs,AnteMortem,Fight/Bite Wounds,2018-06,England,383,297853,99,0.129
Pigs,AnteMortem,Fight/Bite Wounds,2018-05,Wales,4,2241,11,0.178
Pigs,AnteMortem,Fight/Bite Wounds,2018-06,Wales,2,2112,11,0.095
Pigs,AnteMortem,Hernia/Rupture,2018-04,England,703,317998,101,0.221
Pigs,AnteMortem,Hernia/Rupture,2018-05,England,868,339366,100,0.256
Pigs,AnteMortem,Hernia/Rupture,2018-06,England,830,297853,99,0.279
Pigs,AnteMortem,Hernia/Rupture,2018-04,Wales,6,2107,11,0.285
Pigs,AnteMortem,Hernia/Rupture,2018-05,Wales,7,2241,11,0.312
Pigs,AnteMortem,Hernia/Rupture,2018-06,Wales,4,2112,11,0.189
Pigs,AnteMortem,Lameness ? Foot Lesion(s),2018-04,England,84,317998,101,0.026
Pigs,AnteMortem,Lameness ? Foot Lesion(s),2018-05,England,66,339366,100,0.019
Pigs,AnteMortem,Lameness ? Foot Lesion(s),2018-06,England,88,297853,99,0.03
Pigs,AnteMortem,Lameness ? Foot Lesion(s),2018-04,Wales,1,2107,11,0.047
Pigs,AnteMortem,Lameness ? Joint/Leg Lesion(s),2018-04,England,144,317998,101,0.045
Pigs,AnteMortem,Lameness ? Joint/Leg Lesion(s),2018-05,England,105,339366,100,0.031
Pigs,AnteMortem,Lameness ? Joint/Leg Lesion(s),2018-06,England,114,297853,99,0.038
Pigs,AnteMortem,Lameness ? Joint/Leg Lesion(s),2018-05,Wales,2,2241,11,0.089
Pigs,AnteMortem,Lameness ? Not Defined,2018-04,England,418,317998,101,0.131
Pigs,AnteMortem,Lameness ? Not Defined,2018-05,England,368,339366,100,0.108
Pigs,AnteMortem,Lameness ? Not Defined,2018-06,England,348,297853,99,0.117
Pigs,AnteMortem,Lameness ? Not Defined,2018-04,Wales,6,2107,11,0.285
Pigs,AnteMortem,Lameness ? Not Defined,2018-05,Wales,1,2241,11,0.045
Pigs,AnteMortem,Lameness ? Not Defined,2018-06,Wales,6,2112,11,0.284
Pigs,AnteMortem,Localised Swelling/Lumps,2018-04,England,471,317998,101,0.148
Pigs,AnteMortem,Localised Swelling/Lumps,2018-05,England,568,339366,100,0.167
Pigs,AnteMortem,Localised Swelling/Lumps,2018-06,England,525,297853,99,0.176
Pigs,AnteMortem,Localised Swelling/Lumps,2018-05,Wales,7,2241,11,0.312
Pigs,AnteMortem,Localised Swelling/Lumps,2018-06,Wales,3,2112,11,0.142
Pigs,AnteMortem,Mastitis,2018-04,England,25,317998,101,0.008
Pigs,AnteMortem,Mastitis,2018-05,England,18,339366,100,0.005
Pigs,AnteMortem,Mastitis,2018-06,England,20,297853,99,0.007
Pigs,AnteMortem,Moribund/Recumbent,2018-04,England,1,317998,101,0
Pigs,AnteMortem,Moribund/Recumbent,2018-05,England,2,339366,100,0.001
Pigs,AnteMortem,Moribund/Recumbent,2018-06,England,3,297853,99,0.001
Pigs,AnteMortem,Open Wound,2018-04,England,24,317998,101,0.008
Pigs,AnteMortem,Open Wound,2018-05,England,11,339366,100,0.003
Pigs,AnteMortem,Open Wound,2018-06,England,44,297853,99,0.015
Pigs,AnteMortem,Orchitis,2018-04,England,22,317998,101,0.007
Pigs,AnteMortem,Orchitis,2018-05,England,15,339366,100,0.004
Pigs,AnteMortem,Orchitis,2018-06,England,14,297853,99,0.005
Pigs,AnteMortem,Orchitis,2018-04,Wales,1,2107,11,0.047
Pigs,AnteMortem,Other ,2018-04,England,145,317998,101,0.046
Pigs,AnteMortem,Other ,2018-05,England,190,339366,100,0.056
Pigs,AnteMortem,Other ,2018-06,England,149,297853,99,0.05
Pigs,AnteMortem,Rectal Prolapse,2018-04,England,54,317998,101,0.017
Pigs,AnteMortem,Rectal Prolapse,2018-05,England,48,339366,100,0.014
Pigs,AnteMortem,Rectal Prolapse,2018-06,England,42,297853,99,0.014
Pigs,AnteMortem,Skin Condition,2018-04,England,96,317998,101,0.03
Pigs,AnteMortem,Skin Condition,2018-05,England,120,339366,100,0.035
Pigs,AnteMortem,Skin Condition,2018-06,England,159,297853,99,0.053
Pigs,AnteMortem,Skin Condition,2018-05,Wales,1,2241,11,0.045
Pigs,AnteMortem,Slaughtered in Lairage ? Intended for HC,2018-04,England,68,317998,101,0.021
Pigs,AnteMortem,Slaughtered in Lairage ? Intended for HC,2018-05,England,51,339366,100,0.015
