Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Pigs,AnteMortem,Abnormal Respiratory Signs,2019-07,England,600,506206,99,0.119
Pigs,AnteMortem,Abnormal Respiratory Signs,2019-08,England,287,289819,93,0.099
Pigs,AnteMortem,Abnormal Respiratory Signs,2019-09,England,147,124960,91,0.118
Pigs,AnteMortem,Abnormal Respiratory Signs,2019-08,Wales,6,2129,10,0.282
Pigs,AnteMortem,Dead in Lairage ,2019-07,England,42,506206,99,0.008
Pigs,AnteMortem,Dead in Lairage ,2019-08,England,27,289819,93,0.009
Pigs,AnteMortem,Dead in Lairage ,2019-09,England,12,124960,91,0.01
Pigs,AnteMortem,Dead on Arrival,2019-07,England,106,506206,99,0.021
Pigs,AnteMortem,Dead on Arrival,2019-08,England,47,289819,93,0.016
Pigs,AnteMortem,Dead on Arrival,2019-09,England,15,124960,91,0.012
Pigs,AnteMortem,Distress,2019-07,England,46,506206,99,0.009
Pigs,AnteMortem,Distress,2019-08,England,11,289819,93,0.004
Pigs,AnteMortem,Exotic Notifiable Disease (suspect) *,2019-09,England,1,124960,91,0.001
Pigs,AnteMortem,Fight/Bite Wounds,2019-07,England,950,506206,99,0.188
Pigs,AnteMortem,Fight/Bite Wounds,2019-08,England,690,289819,93,0.238
Pigs,AnteMortem,Fight/Bite Wounds,2019-09,England,314,124960,91,0.251
Pigs,AnteMortem,Fight/Bite Wounds,2019-07,Wales,18,2547,10,0.707
Pigs,AnteMortem,Fight/Bite Wounds,2019-08,Wales,1,2129,10,0.047
Pigs,AnteMortem,Hernia/Rupture,2019-07,England,1379,506206,99,0.272
Pigs,AnteMortem,Hernia/Rupture,2019-08,England,651,289819,93,0.225
Pigs,AnteMortem,Hernia/Rupture,2019-09,England,221,124960,91,0.177
Pigs,AnteMortem,Hernia/Rupture,2019-07,Wales,8,2547,10,0.314
Pigs,AnteMortem,Hernia/Rupture,2019-08,Wales,3,2129,10,0.141
Pigs,AnteMortem,Hernia/Rupture,2019-09,Wales,1,939,10,0.106
Pigs,AnteMortem,Lameness – Foot Lesion(s),2019-07,England,212,506206,99,0.042
Pigs,AnteMortem,Lameness – Foot Lesion(s),2019-08,England,53,289819,93,0.018
Pigs,AnteMortem,Lameness – Foot Lesion(s),2019-09,England,28,124960,91,0.022
Pigs,AnteMortem,Lameness – Joint/Leg Lesion(s),2019-07,England,158,506206,99,0.031
Pigs,AnteMortem,Lameness – Joint/Leg Lesion(s),2019-08,England,86,289819,93,0.03
Pigs,AnteMortem,Lameness – Joint/Leg Lesion(s),2019-09,England,37,124960,91,0.03
Pigs,AnteMortem,Lameness – Not Defined,2019-07,England,411,506206,99,0.081
Pigs,AnteMortem,Lameness – Not Defined,2019-08,England,253,289819,93,0.087
Pigs,AnteMortem,Lameness – Not Defined,2019-09,England,76,124960,91,0.061
Pigs,AnteMortem,Lameness – Not Defined,2019-08,Wales,3,2129,10,0.141
Pigs,AnteMortem,Lameness – Not Defined,2019-09,Wales,1,939,10,0.106
Pigs,AnteMortem,Localised Swelling/Lumps,2019-07,England,886,506206,99,0.175
Pigs,AnteMortem,Localised Swelling/Lumps,2019-08,England,651,289819,93,0.225
Pigs,AnteMortem,Localised Swelling/Lumps,2019-09,England,206,124960,91,0.165
Pigs,AnteMortem,Mastitis,2019-07,England,21,506206,99,0.004
Pigs,AnteMortem,Mastitis,2019-08,England,14,289819,93,0.005
Pigs,AnteMortem,Mastitis,2019-09,England,14,124960,91,0.011
Pigs,AnteMortem,Mastitis,2019-07,Wales,3,2547,10,0.118
Pigs,AnteMortem,Moribund/Recumbent,2019-07,England,2,506206,99,0
Pigs,AnteMortem,Moribund/Recumbent,2019-08,England,2,289819,93,0.001
Pigs,AnteMortem,Open Wound,2019-07,England,65,506206,99,0.013
Pigs,AnteMortem,Open Wound,2019-08,England,11,289819,93,0.004
Pigs,AnteMortem,Open Wound,2019-09,England,16,124960,91,0.013
Pigs,AnteMortem,Orchitis,2019-07,England,29,506206,99,0.006
Pigs,AnteMortem,Orchitis,2019-08,England,16,289819,93,0.006
Pigs,AnteMortem,Orchitis,2019-09,England,1,124960,91,0.001
Pigs,AnteMortem,Other ,2019-07,England,220,506206,99,0.043
Pigs,AnteMortem,Other ,2019-08,England,79,289819,93,0.027
Pigs,AnteMortem,Other ,2019-09,England,30,124960,91,0.024
Pigs,AnteMortem,Rectal Prolapse,2019-07,England,53,506206,99,0.01
Pigs,AnteMortem,Rectal Prolapse,2019-08,England,39,289819,93,0.013
Pigs,AnteMortem,Rectal Prolapse,2019-09,England,21,124960,91,0.017
